start,end,position,line,text,token
0.584,0.751,-1,0,<2></c><4>は</c><7>がれおちためいく</c><2></c>,は
0.584,0.751,-1,-1,<2></c><4>剥</c><7>がれ落ちたメイク</c><2></c>,剥
0.751,0.918,-1,0,<2></c><4>はが</c><7>れおちためいく</c><2></c>,が
0.751,0.918,-1,-1,<2></c><4>剥が</c><7>れ落ちたメイク</c><2></c>,が
0.918,1.085,-1,0,<2></c><4>はがれ</c><7>おちためいく</c><2></c>,れ
0.918,1.085,-1,-1,<2></c><4>剥がれ</c><7>落ちたメイク</c><2></c>,れ
1.085,1.251,-1,0,<2></c><4>はがれお</c><7>ちためいく</c><2></c>,お
1.085,1.251,-1,-1,<2></c><4>剥がれ落</c><7>ちたメイク</c><2></c>,落
1.251,1.385,-1,0,<2></c><4>はがれおち</c><7>ためいく</c><2></c>,ち
1.251,1.385,-1,-1,<2></c><4>剥がれ落ち</c><7>たメイク</c><2></c>,ち
1.385,1.552,-1,0,<2></c><4>はがれおちた</c><7>めいく</c><2></c>,た
1.385,1.552,-1,-1,<2></c><4>剥がれ落ちた</c><7>メイク</c><2></c>,た
1.552,1.719,-1,0,<2></c><4>はがれおちため</c><7>いく</c><2></c>,め
1.552,1.719,-1,-1,<2></c><4>剥がれ落ちたメ</c><7>イク</c><2></c>,メ
1.719,1.885,-1,0,<2></c><4>はがれおちためい</c><7>く</c><2></c>,い
1.719,1.885,-1,-1,<2></c><4>剥がれ落ちたメイ</c><7>ク</c><2></c>,イ
1.885,2.219,-1,0,<2></c><4>はがれおちためいく</c><2></c>,く
1.885,2.219,-1,-1,<2></c><4>剥がれ落ちたメイク</c><2></c>,ク
2.219,2.353,-1,0,<2></c><4>す</c><7>っぴんのあにまる</c><2></c>,す
2.219,2.353,-1,-1,<2></c><4>す</c><7>っぴんのアニマル</c><2></c>,す
2.353,2.519,-1,0,<2></c><4>すっ</c><7>ぴんのあにまる</c><2></c>,っ
2.353,2.519,-1,-1,<2></c><4>すっ</c><7>ぴんのアニマル</c><2></c>,っ
2.519,2.653,-1,0,<2></c><4>すっぴ</c><7>んのあにまる</c><2></c>,ぴ
2.519,2.653,-1,-1,<2></c><4>すっぴ</c><7>んのアニマル</c><2></c>,ぴ
2.653,2.786,-1,0,<2></c><4>すっぴん</c><7>のあにまる</c><2></c>,ん
2.653,2.786,-1,-1,<2></c><4>すっぴん</c><7>のアニマル</c><2></c>,ん
2.786,2.987,-1,0,<2></c><4>すっぴんの</c><7>あにまる</c><2></c>,の
2.786,2.987,-1,-1,<2></c><4>すっぴんの</c><7>アニマル</c><2></c>,の
2.987,3.12,-1,0,<2></c><4>すっぴんのあ</c><7>にまる</c><2></c>,あ
2.987,3.12,-1,-1,<2></c><4>すっぴんのア</c><7>ニマル</c><2></c>,ア
3.12,3.287,-1,0,<2></c><4>すっぴんのあに</c><7>まる</c><2></c>,に
3.12,3.287,-1,-1,<2></c><4>すっぴんのアニ</c><7>マル</c><2></c>,ニ
3.287,3.454,-1,0,<2></c><4>すっぴんのあにま</c><7>る</c><2></c>,ま
3.287,3.454,-1,-1,<2></c><4>すっぴんのアニマ</c><7>ル</c><2></c>,マ
3.454,3.787,-1,0,<2></c><4>すっぴんのあにまる</c><2></c>,る
3.454,3.787,-1,-1,<2></c><4>すっぴんのアニマル</c><2></c>,ル
3.787,4.054,-1,0,<2></c><4>み</c><7>にくてもやっちゃうのよ</c><2></c>,み
3.787,4.254,-1,-1,<2></c><4>醜</c><7>くてもやっちゃうのよ</c><2></c>,醜
