start,end,position,line,text,token
2.619,2.72,-1,0,<1></c><2>(grow</c><4>up!nahmean?)</c><1></c>,(grow
2.619,2.72,-1,-1,<1></c><2>(grow</c><4>up!nahmean?)</c><1></c>,(grow
2.72,2.92,-1,0,<1></c><2>(growup!</c><4>nahmean?)</c><1></c>,up!
2.72,2.92,-1,-1,<1></c><2>(growup!</c><4>nahmean?)</c><1></c>,up!
2.92,3.187,-1,0,<1></c><2>(growup!nah</c><4>mean?)</c><1></c>,nah
2.92,3.187,-1,-1,<1></c><2>(growup!nah</c><4>mean?)</c><1></c>,nah
3.187,3.587,-1,0,<1></c><2>(growup!nahmean?)</c><1></c>,mean?)
3.187,3.587,-1,-1,<1></c><2>(growup!nahmean?)</c><1></c>,mean?)
4.288,5.422,-1,0,<1></c><2>(track</c><4>giga)</c><1></c>,(track
4.288,5.422,-1,-1,<1></c><2>(track</c><4>giga)</c><1></c>,(track
5.422,5.622,-1,0,<1></c><2>(trackgi</c><4>ga)</c><1></c>,gi
5.422,5.622,-1,-1,<1></c><2>(trackgi</c><4>ga)</c><1></c>,gi
5.622,6.023,-1,0,<1></c><2>(trackgiga)</c><1></c>,ga)
5.622,6.023,-1,-1,<1></c><2>(trackgiga)</c><1></c>,ga)
12.73,14.064,75,92,<1></c><3>hey</c><1></c>,hey
12.73,14.064,75,0,<1></c><2>hey</c><1></c>,hey
14.064,14.231,-1,0,<1></c><3>れっ</c><4>とうじょうとうbringiton</c><1></c>,れっ
14.064,14.231,-1,-1,<1></c><3>劣</c><4>等上等bringiton</c><1></c>,劣
14.231,14.431,-1,0,<1></c><3>れっとう</c><4>じょうとうbringiton</c><1></c>,とう
14.231,14.431,-1,-1,<1></c><3>劣等</c><4>上等bringiton</c><1></c>,等
14.431,14.631,-1,0,<1></c><3>れっとうじょう</c><4>とうbringiton</c><1></c>,じょう
14.431,14.631,-1,-1,<1></c><3>劣等上</c><4>等bringiton</c><1></c>,上
14.631,14.832,-1,0,<1></c><3>れっとうじょうとう</c><4>bringiton</c><1></c>,とう
14.631,14.832,-1,-1,<1></c><3>劣等上等</c><4>bringiton</c><1></c>,等
14.832,14.999,-1,0,<1></c><3>れっとうじょうとうbring</c><4>iton</c><1></c>,bring
14.832,14.999,-1,-1,<1></c><3>劣等上等bring</c><4>iton</c><1></c>,bring
14.999,15.199,-1,0,<1></c><3>れっとうじょうとうbringit</c><4>on</c><1></c>,it
14.999,15.199,-1,-1,<1></c><3>劣等上等bringit</c><4>on</c><1></c>,it
15.199,15.599,-1,0,<1></c><3>れっとうじょうとうbringiton</c><1></c>,on
15.199,15.599,-1,-1,<1></c><3>劣等上等bringiton</c><1></c>,on
15.733,17.067,75,92,<1></c><3>hey</c><1></c>,hey
15.733,17.067,75,0,<1></c><2>hey</c><1></c>,hey
17.067,17.234,-1,0,<1></c><3>れっ</c><4>とうじょうじょうふみんにほん</c><1></c>,れっ
17.067,17.234,-1,-1,<1></c><3>列</c><4>島上々不眠日本</c><1></c>,列
17.234,17.434,-1,0,<1></c><3>れっとう</c><4>じょうじょうふみんにほん</c><1></c>,とう
17.234,17.434,-1,-1,<1></c><3>列島</c><4>上々不眠日本</c><1></c>,島
17.434,17.634,-1,0,<1></c><3>れっとうじょう</c><4>じょうふみんにほん</c><1></c>,じょう
17.434,17.634,-1,-1,<1></c><3>列島上</c><4>々不眠日本</c><1></c>,上
17.634,17.835,-1,0,<1></c><3>れっとうじょうじょう</c><4>ふみんにほん</c><1></c>,じょう
17.634,17.835,-1,-1,<1></c><3>列島上々</c><4>不眠日本</c><1></c>,々
17.835,17.901,-1,0,<1></c><3>れっとうじょうじょうふ</c><4>みんにほん</c><1></c>,ふ
17.835,17.901,-1,-1,<1></c><3>列島上々不</c><4>眠日本</c><1></c>,不
17.901,18.035,-1,0,<1></c><3>れっとうじょうじょうふみん</c><4>にほん</c><1></c>,みん
