start,end,position,line,text,token
5.422,6.423,-1,0,<1></c><3>お</c><2>はようきょうがはじまる</c><1></c>,お
5.422,6.423,-1,-1,<1></c><3>お</c><2>はよう　今日がはじまる</c><1></c>,お
6.423,6.724,-1,0,<1></c><3>おは</c><2>ようきょうがはじまる</c><1></c>,は
6.423,6.724,-1,-1,<1></c><3>おは</c><2>よう　今日がはじまる</c><1></c>,は
6.724,7.358,-1,0,<1></c><3>おはよ</c><2>うきょうがはじまる</c><1></c>,よ
6.724,7.358,-1,-1,<1></c><3>おはよ</c><2>う　今日がはじまる</c><1></c>,よ
7.358,7.992,-1,0,<1></c><3>おはよう</c><2>きょうがはじまる</c><1></c>,う
7.358,7.992,-1,-1,<1></c><3>おはよう　</c><2>今日がはじまる</c><1></c>,う　
7.992,8.659,-1,0,<1></c><3>おはようきょ</c><2>うがはじまる</c><1></c>,きょ
7.992,9.293,-1,-1,<1></c><3>おはよう　今日</c><2>がはじまる</c><1></c>,今日
8.659,9.293,-1,0,<1></c><3>おはようきょう</c><2>がはじまる</c><1></c>,う
9.293,9.86,-1,0,<1></c><3>おはようきょうが</c><2>はじまる</c><1></c>,が
9.293,9.86,-1,-1,<1></c><3>おはよう　今日が</c><2>はじまる</c><1></c>,が
9.86,10.127,-1,0,<1></c><3>おはようきょうがは</c><2>じまる</c><1></c>,は
9.86,10.127,-1,-1,<1></c><3>おはよう　今日がは</c><2>じまる</c><1></c>,は
10.127,10.394,-1,0,<1></c><3>おはようきょうがはじ</c><2>まる</c><1></c>,じ
10.127,10.394,-1,-1,<1></c><3>おはよう　今日がはじ</c><2>まる</c><1></c>,じ
10.394,10.594,-1,0,<1></c><3>おはようきょうがはじま</c><2>る</c><1></c>,ま
10.394,10.594,-1,-1,<1></c><3>おはよう　今日がはじま</c><2>る</c><1></c>,ま
10.594,11.829,-1,0,<1></c><3>おはようきょうがはじまる</c><1></c>,る
10.594,11.829,-1,-1,<1></c><3>おはよう　今日がはじまる</c><1></c>,る
13.097,23.374,-1,0,<1></c><3>角巻わため-おはようのうた</c><1></c>,角巻わため-おはようのうた
13.097,15.666,-1,-1,<1></c><3>作詞:t-pocket</c><1></c>,作詞:t-pocket
15.666,18.235,-1,-1,<1></c><3>作曲:t-pocket</c><1></c>,作曲:t-pocket
18.235,20.804,-1,-1,<1></c><3>編曲:t-pocket</c><1></c>,編曲:t-pocket
20.804,23.374,-1,-1,<1></c><3>歌:角巻わため</c><1></c>,歌:角巻わため
23.374,24.341,-1,0,<1></c><3>ど</c><2>んないちにちをえがこうかな</c><1></c>,ど
23.374,24.341,-1,-1,<1></c><3>ど</c><2>んな1日を描こうかな</c><1></c>,ど
24.341,24.641,-1,0,<1></c><3>どん</c><2>ないちにちをえがこうかな</c><1></c>,ん
24.341,24.641,-1,-1,<1></c><3>どん</c><2>な1日を描こうかな</c><1></c>,ん
24.641,25.142,-1,0,<1></c><3>どんな</c><2>いちにちをえがこうかな</c><1></c>,な
24.641,25.142,-1,-1,<1></c><3>どんな</c><2>1日を描こうかな</c><1></c>,な
25.142,25.576,-1,0,<1></c><3>どんない</c><2>ちにちをえがこうかな</c><1></c>,い
25.142,25.943,-1,-1,<1></c><3>どんな1</c><2>日を描こうかな</c><1></c>,1
25.576,25.943,-1,0,<1></c><3>どんないち</c><2>にちをえがこうかな</c><1></c>,ち
25.943,26.21,-1,0,<1></c><3>どんないちに</c><2>ちをえがこうかな</c><1></c>,に
25.943,26.41,-1,-1,<1></c><3>どんな1日</c><2>を描こうかな</c><1></c>,日
26.21,26.41,-1,0,<1></c><3>どんないちにち</c><2>をえがこうかな</c><1></c>,ち
26.41,26.71,-1,0,<1></c><3>どんないちにちを</c><2>えがこうかな</c><1></c>,を
26.41,26.71,-1,-1,<1></c><3>どんな1日を</c><2>描こうかな</c><1></c>,を
26.71,26.91,-1,0,<1></c><3>どんないちにちをえ</c><2>がこうかな</c><1></c>,え
26.71,27.244,-1,-1,<1></c><3>どんな1日を描</c><2>こうかな</c><1></c>,描
26.91,27.244,-1,0,<1></c><3>どんないちにちをえが</c><2>こうかな</c><1></c>,が
27.244,27.411,-1,0,<1></c><3>どんないちにちをえがこ</c><2>うかな</c><1></c>,こ
27.244,27.411,-1,-1,<1></c><3>どんな1日を描こ</c><2>うかな</c><1></c>,こ
27.411,27.544,-1,0,<1></c><3>どんないちにちをえがこう</c><2>かな</c><1></c>,う
27.411,27.544,-1,-1,<1></c><3>どんな1日を描こう</c><2>かな</c><1></c>,う
27.544,27.711,-1,0,<1></c><3>どんないちにちをえがこうか</c><2>な</c><1></c>,か
27.544,27.711,-1,-1,<1></c><3>どんな1日を描こうか</c><2>な</c><1></c>,か
27.711,28.145,-1,0,<1></c><3>どんないちにちをえがこうかな</c><1></c>,な
27.711,28.145,-1,-1,<1></c><3>どんな1日を描こうかな</c><1></c>,な
28.145,28.479,-1,0,<1></c><3>わ</c><2>くわくおえかきゆめものがたりつづろう</c><1></c>,わ
28.145,28.479,-1,-1,<1></c><3>ワ</c><2>クワクお絵描き　夢物語綴ろう</c><1></c>,ワ
28.479,28.812,-1,0,<1></c><3>わく</c><2>わくおえかきゆめものがたりつづろう</c><1></c>,く
28.479,28.812,-1,-1,<1></c><3>ワク</c><2>ワクお絵描き　夢物語綴ろう</c><1></c>,ク
28.812,29.013,-1,0,<1></c><3>わくわ</c><2>くおえかきゆめものがたりつづろう</c><1></c>,わ
28.812,29.013,-1,-1,<1></c><3>ワクワ</c><2>クお絵描き　夢物語綴ろう</c><1></c>,ワ
29.013,29.446,-1,0,<1></c><3>わくわく</c><2>おえかきゆめものがたりつづろう</c><1></c>,く
