start,end,position,line,text,token
0.617,0.784,-1,0,<1></c><3>あ</c><2>たしヴぁんぱいあ</c><1></c>,あ
0.617,0.784,-1,-1,<1></c><3>あ</c><2>たしヴァンパイア</c><1></c>,あ
0.784,0.985,-1,0,<1></c><3>あ</c><11>た</c><2>しヴぁんぱいあ</c><1></c>,た
0.784,0.985,-1,-1,<1></c><3>あ</c><11>た</c><2>しヴァンパイア</c><1></c>,た
0.985,1.185,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><2>ヴぁんぱいあ</c><1></c>,し
0.985,1.185,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><2>ヴァンパイア</c><1></c>,し
1.185,1.352,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ぁ</c><2>んぱいあ</c><1></c>,ヴぁ
1.185,1.352,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ァ</c><2>ンパイア</c><1></c>,ヴァ
1.352,1.518,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ぁ</c><51>ん</c><2>ぱいあ</c><1></c>,ん
1.352,1.518,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ァ</c><51>ン</c><2>パイア</c><1></c>,ン
1.518,1.719,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ぁ</c><51>ん</c><61>ぱ</c><2>いあ</c><1></c>,ぱ
1.518,1.719,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ァ</c><51>ン</c><61>パ</c><2>イア</c><1></c>,パ
1.719,1.885,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ぁ</c><51>ん</c><61>ぱ</c><72>い</c><2>あ</c><1></c>,い
1.719,1.885,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ァ</c><51>ン</c><61>パ</c><72>イ</c><2>ア</c><1></c>,イ
1.885,2.252,-1,0,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ぁ</c><51>ん</c><61>ぱ</c><72>い</c><80>あ</c><1></c>,あ
1.885,2.252,-1,-1,<1></c><3>あ</c><11>た</c><22>し</c><32>ヴ</c><42>ァ</c><51>ン</c><61>パ</c><72>イ</c><80>ア</c><1></c>,ア
2.252,2.386,-1,0,<1></c><3>い</c><2>いの?</c><1></c>,い
2.252,2.386,-1,-1,<1></c><3>い</c><2>いの?</c><1></c>,い
2.386,2.519,-1,0,<1></c><3>い</c><29>い</c><2>の?</c><1></c>,い
2.386,2.519,-1,-1,<1></c><3>い</c><29>い</c><2>の?</c><1></c>,い
2.519,2.786,-1,0,<1></c><3>い</c><29>い</c><54>の</c><80>?</c><1></c>,の?
2.519,2.786,-1,-1,<1></c><3>い</c><29>い</c><54>の</c><80>?</c><1></c>,の?
2.786,2.953,-1,0,<1></c><3>す</c><2>っちゃっていいの?</c><1></c>,す
2.786,2.953,-1,-1,<1></c><3>吸</c><2>っちゃっていいの?</c><1></c>,吸
2.953,3.153,-1,0,<1></c><3>す</c><10>っ</c><2>ちゃっていいの?</c><1></c>,っ
2.953,3.153,-1,-1,<1></c><3>吸</c><10>っ</c><2>ちゃっていいの?</c><1></c>,っ
