start,end,token,position,line,text
42.526,42.726,いい,-1,-1,<1></c><3>3人不要、でいい</c><2>か？</c><1></c>
42.726,43.093,か？,-1,0,<1></c><3>さんにんふよう、でいいか？</c><1></c>
42.726,43.093,か？,-1,-1,<1></c><3>3人不要、でいいか？</c><1></c>
43.093,43.193,ぶ,-1,0,<1></c><3>ぶ</c><2>きをしまえ、かいじょうだ</c><1></c>
43.093,43.193,武,-1,-1,<1></c><3>武</c><2>器をしまえ、海上だ</c><1></c>
43.193,43.26,き,-1,0,<1></c><3>ぶき</c><2>をしまえ、かいじょうだ</c><1></c>
43.193,43.26,器,-1,-1,<1></c><3>武器</c><2>をしまえ、海上だ</c><1></c>
43.26,43.36,を,-1,0,<1></c><3>ぶきを</c><2>しまえ、かいじょうだ</c><1></c>
43.26,43.36,を,-1,-1,<1></c><3>武器を</c><2>しまえ、海上だ</c><1></c>
43.36,43.46,し,-1,0,<1></c><3>ぶきをし</c><2>まえ、かいじょうだ</c><1></c>
43.36,43.46,し,-1,-1,<1></c><3>武器をし</c><2>まえ、海上だ</c><1></c>
43.46,43.66,ま,-1,0,<1></c><3>ぶきをしま</c><2>え、かいじょうだ</c><1></c>
43.46,43.66,ま,-1,-1,<1></c><3>武器をしま</c><2>え、海上だ</c><1></c>
43.66,43.861,え、,-1,0,<1></c><3>ぶきをしまえ、</c><2>かいじょうだ</c><1></c>
43.66,43.861,え、,-1,-1,<1></c><3>武器をしまえ、</c><2>海上だ</c><1></c>
43.861,44.028,かい,-1,0,<1></c><3>ぶきをしまえ、かい</c><2>じょうだ</c><1></c>
43.861,44.028,海,-1,-1,<1></c><3>武器をしまえ、海</c><2>上だ</c><1></c>
44.028,44.228,じょう,-1,0,<1></c><3>ぶきをしまえ、かいじょう</c><2>だ</c><1></c>
44.028,44.228,上,-1,-1,<1></c><3>武器をしまえ、海上</c><2>だ</c><1></c>
44.228,44.595,だ,-1,0,<1></c><3>ぶきをしまえ、かいじょうだ</c><1></c>
44.228,44.595,だ,-1,-1,<1></c><3>武器をしまえ、海上だ</c><1></c>
44.595,44.661,う,-1,0,<1></c><3>う</c><2>ばいあいなんかいじょうだ</c><1></c>
44.595,44.762,奪,-1,-1,<1></c><3>奪</c><2>い合いなんか異常だ</c><1></c>
44.661,44.762,ば,-1,0,<1></c><3>うば</c><2>いあいなんかいじょうだ</c><1></c>
44.762,44.862,い,-1,0,<1></c><3>うばい</c><2>あいなんかいじょうだ</c><1></c>
44.762,44.862,い,-1,-1,<1></c><3>奪い</c><2>合いなんか異常だ</c><1></c>
44.862,44.962,あ,-1,0,<1></c><3>うばいあ</c><2>いなんかいじょうだ</c><1></c>
44.862,44.962,合,-1,-1,<1></c><3>奪い合</c><2>いなんか異常だ</c><1></c>
44.962,45.162,い,-1,0,<1></c><3>うばいあい</c><2>なんかいじょうだ</c><1></c>
44.962,45.162,い,-1,-1,<1></c><3>奪い合い</c><2>なんか異常だ</c><1></c>
45.162,45.229,な,-1,0,<1></c><3>うばいあいな</c><2>んかいじょうだ</c><1></c>
45.162,45.229,な,-1,-1,<1></c><3>奪い合いな</c><2>んか異常だ</c><1></c>
45.229,45.329,ん,-1,0,<1></c><3>うばいあいなん</c><2>かいじょうだ</c><1></c>
45.229,45.329,ん,-1,-1,<1></c><3>奪い合いなん</c><2>か異常だ</c><1></c>
45.329,45.429,か,-1,0,<1></c><3>うばいあいなんか</c><2>いじょうだ</c><1></c>
45.329,45.429,か,-1,-1,<1></c><3>奪い合いなんか</c><2>異常だ</c><1></c>
45.429,45.529,い,-1,0,<1></c><3>うばいあいなんかい</c><2>じょうだ</c><1></c>
45.429,45.529,異,-1,-1,<1></c><3>奪い合いなんか異</c><2>常だ</c><1></c>
45.529,45.729,じょう,-1,0,<1></c><3>うばいあいなんかいじょう</c><2>だ</c><1></c>
45.529,45.729,常,-1,-1,<1></c><3>奪い合いなんか異常</c><2>だ</c><1></c>
45.729,46.096,だ,-1,0,<1></c><3>うばいあいなんかいじょうだ</c><1></c>
45.729,46.096,だ,-1,-1,<1></c><3>奪い合いなんか異常だ</c><1></c>
46.096,46.23,た,-1,0,<1></c><3>た</c><2>すうけつがりそうさ</c><1></c>
46.096,46.23,多,-1,-1,<1></c><3>多</c><2>数決が理想さ</c><1></c>
46.23,46.363,すう,-1,0,<1></c><3>たすう</c><2>けつがりそうさ</c><1></c>
46.23,46.363,数,-1,-1,<1></c><3>多数</c><2>決が理想さ</c><1></c>
46.363,46.463,け,-1,0,<1></c><3>たすうけ</c><2>つがりそうさ</c><1></c>
46.363,46.663,決,-1,-1,<1></c><3>多数決</c><2>が理想さ</c><1></c>
46.463,46.663,つ,-1,0,<1></c><3>たすうけつ</c><2>がりそうさ</c><1></c>
46.663,46.764,が,-1,0,<1></c><3>たすうけつが</c><2>りそうさ</c><1></c>
46.663,46.764,が,-1,-1,<1></c><3>多数決が</c><2>理想さ</c><1></c>
46.764,46.864,り,-1,0,<1></c><3>たすうけつがり</c><2>そうさ</c><1></c>
46.764,46.864,理,-1,-1,<1></c><3>多数決が理</c><2>想さ</c><1></c>
46.864,46.964,そ,-1,0,<1></c><3>たすうけつがりそ</c><2>うさ</c><1></c>
46.864,47.031,想,-1,-1,<1></c><3>多数決が理想</c><2>さ</c><1></c>
46.964,47.031,う,-1,0,<1></c><3>たすうけつがりそう</c><2>さ</c><1></c>
47.031,47.197,さ,-1,0,<1></c><3>たすうけつがりそうさ</c><1></c>
47.031,47.197,さ,-1,-1,<1></c><3>多数決が理想さ</c><1></c>
47.197,47.297,み,-1,0,<1></c><3>み</c><2>んなじぶんにいれるか、そうか</c><1></c>
47.197,47.297,み,-1,-1,<1></c><3>み</c><2>んな自分に入れるか、そうか</c><1></c>
47.297,47.398,ん,-1,0,<1></c><3>みん</c><2>なじぶんにいれるか、そうか</c><1></c>
47.297,47.398,ん,-1,-1,<1></c><3>みん</c><2>な自分に入れるか、そうか</c><1></c>
47.398,47.498,な,-1,0,<1></c><3>みんな</c><2>じぶんにいれるか、そうか</c><1></c>
47.398,47.498,な,-1,-1,<1></c><3>みんな</c><2>自分に入れるか、そうか</c><1></c>
47.498,47.564,じ,-1,0,<1></c><3>みんなじ</c><2>ぶんにいれるか、そうか</c><1></c>
47.498,47.564,自,-1,-1,<1></c><3>みんな自</c><2>分に入れるか、そうか</c><1></c>
47.564,47.698,ぶ,-1,0,<1></c><3>みんなじぶ</c><2>んにいれるか、そうか</c><1></c>
47.564,47.765,分,-1,-1,<1></c><3>みんな自分</c><2>に入れるか、そうか</c><1></c>
47.698,47.765,ん,-1,0,<1></c><3>みんなじぶん</c><2>にいれるか、そうか</c><1></c>
47.765,47.865,に,-1,0,<1></c><3>みんなじぶんに</c><2>いれるか、そうか</c><1></c>
47.765,47.865,に,-1,-1,<1></c><3>みんな自分に</c><2>入れるか、そうか</c><1></c>
47.865,47.965,い,-1,0,<1></c><3>みんなじぶんにい</c><2>れるか、そうか</c><1></c>
47.865,47.965,入,-1,-1,<1></c><3>みんな自分に入</c><2>れるか、そうか</c><1></c>
47.965,48.032,れ,-1,0,<1></c><3>みんなじぶんにいれ</c><2>るか、そうか</c><1></c>
47.965,48.032,れ,-1,-1,<1></c><3>みんな自分に入れ</c><2>るか、そうか</c><1></c>
48.032,48.132,る,-1,0,<1></c><3>みんなじぶんにいれる</c><2>か、そうか</c><1></c>
48.032,48.132,る,-1,-1,<1></c><3>みんな自分に入れる</c><2>か、そうか</c><1></c>
48.132,48.232,か、,-1,0,<1></c><3>みんなじぶんにいれるか、</c><2>そうか</c><1></c>
48.132,48.232,か、,-1,-1,<1></c><3>みんな自分に入れるか、</c><2>そうか</c><1></c>
48.232,48.332,そ,-1,0,<1></c><3>みんなじぶんにいれるか、そ</c><2>うか</c><1></c>
48.232,48.332,そ,-1,-1,<1></c><3>みんな自分に入れるか、そ</c><2>うか</c><1></c>
48.332,48.465,う,-1,0,<1></c><3>みんなじぶんにいれるか、そう</c><2>か</c><1></c>
48.332,48.465,う,-1,-1,<1></c><3>みんな自分に入れるか、そう</c><2>か</c><1></c>
48.465,48.966,か,-1,0,<1></c><3>みんなじぶんにいれるか、そうか</c><1></c>
48.465,48.966,か,-1,-1,<1></c><3>みんな自分に入れるか、そうか</c><1></c>
48.966,49.099,と,-1,0,<1></c><3>と</c><2>いうわけでさいれんす、きみしだい</c><1></c>
48.966,49.099,と,-1,-1,<1></c><3>と</c><2>いうわけでサイレンス、きみ次第</c><1></c>
49.099,49.266,い,-1,0,<1></c><3>とい</c><2>うわけでさいれんす、きみしだい</c><1></c>
49.099,49.266,い,-1,-1,<1></c><3>とい</c><2>うわけでサイレンス、きみ次第</c><1></c>
49.266,49.433,う,-1,0,<1></c><3>という</c><2>わけでさいれんす、きみしだい</c><1></c>
49.266,49.433,う,-1,-1,<1></c><3>という</c><2>わけでサイレンス、きみ次第</c><1></c>
49.433,49.7,わ,-1,0,<1></c><3>というわ</c><2>けでさいれんす、きみしだい</c><1></c>
49.433,49.7,わ,-1,-1,<1></c><3>というわ</c><2>けでサイレンス、きみ次第</c><1></c>
49.7,49.833,け,-1,0,<1></c><3>というわけ</c><2>でさいれんす、きみしだい</c><1></c>
49.7,49.833,け,-1,-1,<1></c><3>というわけ</c><2>でサイレンス、きみ次第</c><1></c>
49.833,50.1,で,-1,0,<1></c><3>というわけで</c><2>さいれんす、きみしだい</c><1></c>
49.833,50.1,で,-1,-1,<1></c><3>というわけで</c><2>サイレンス、きみ次第</c><1></c>
50.1,50.3,さ,-1,0,<1></c><3>というわけでさ</c><2>いれんす、きみしだい</c><1></c>
50.1,50.3,サ,-1,-1,<1></c><3>というわけでサ</c><2>イレンス、きみ次第</c><1></c>
50.3,50.467,い,-1,0,<1></c><3>というわけでさい</c><2>れんす、きみしだい</c><1></c>
50.3,50.467,イ,-1,-1,<1></c><3>というわけでサイ</c><2>レンス、きみ次第</c><1></c>
50.467,50.667,れ,-1,0,<1></c><3>というわけでさいれ</c><2>んす、きみしだい</c><1></c>
50.467,50.667,レ,-1,-1,<1></c><3>というわけでサイレ</c><2>ンス、きみ次第</c><1></c>
50.667,50.734,ん,-1,0,<1></c><3>というわけでさいれん</c><2>す、きみしだい</c><1></c>
50.667,50.734,ン,-1,-1,<1></c><3>というわけでサイレン</c><2>ス、きみ次第</c><1></c>
50.734,50.868,す、,-1,0,<1></c><3>というわけでさいれんす、</c><2>きみしだい</c><1></c>
50.734,50.868,ス、,-1,-1,<1></c><3>というわけでサイレンス、</c><2>きみ次第</c><1></c>
50.868,50.968,き,-1,0,<1></c><3>というわけでさいれんす、き</c><2>みしだい</c><1></c>
50.868,50.968,き,-1,-1,<1></c><3>というわけでサイレンス、き</c><2>み次第</c><1></c>
50.968,51.135,み,-1,0,<1></c><3>というわけでさいれんす、きみ</c><2>しだい</c><1></c>
50.968,51.135,み,-1,-1,<1></c><3>というわけでサイレンス、きみ</c><2>次第</c><1></c>
51.135,51.335,し,-1,0,<1></c><3>というわけでさいれんす、きみし</c><2>だい</c><1></c>
51.135,51.335,次,-1,-1,<1></c><3>というわけでサイレンス、きみ次</c><2>第</c><1></c>
51.335,51.502,だ,-1,0,<1></c><3>というわけでさいれんす、きみしだ</c><2>い</c><1></c>
51.335,51.702,第,-1,-1,<1></c><3>というわけでサイレンス、きみ次第</c><1></c>
51.502,51.702,い,-1,0,<1></c><3>というわけでさいれんす、きみしだい</c><1></c>
51.702,52.069,だ,-1,0,<1></c><3>だ</c><2>れにしたってきにしない</c><1></c>
51.702,52.336,誰,-1,-1,<1></c><3>誰</c><2>にしたって気にしない</c><1></c>
52.069,52.336,れ,-1,0,<1></c><3>だれ</c><2>にしたってきにしない</c><1></c>
52.336,52.403,に,-1,0,<1></c><3>だれに</c><2>したってきにしない</c><1></c>
52.336,52.403,に,-1,-1,<1></c><3>誰に</c><2>したって気にしない</c><1></c>
52.403,52.469,し,-1,0,<1></c><3>だれにし</c><2>たってきにしない</c><1></c>
52.403,52.469,し,-1,-1,<1></c><3>誰にし</c><2>たって気にしない</c><1></c>
52.469,52.836,た,-1,0,<1></c><3>だれにした</c><2>ってきにしない</c><1></c>
52.469,52.836,た,-1,-1,<1></c><3>誰にした</c><2>って気にしない</c><1></c>
52.836,53.137,って,-1,0,<1></c><3>だれにしたって</c><2>きにしない</c><1></c>
52.836,53.137,って,-1,-1,<1></c><3>誰にしたって</c><2>気にしない</c><1></c>
53.137,53.203,き,-1,0,<1></c><3>だれにしたってき</c><2>にしない</c><1></c>
53.137,53.203,気,-1,-1,<1></c><3>誰にしたって気</c><2>にしない</c><1></c>
53.203,53.37,に,-1,0,<1></c><3>だれにしたってきに</c><2>しない</c><1></c>
53.203,53.37,に,-1,-1,<1></c><3>誰にしたって気に</c><2>しない</c><1></c>
53.37,53.57,し,-1,0,<1></c><3>だれにしたってきにし</c><2>ない</c><1></c>
53.37,53.57,し,-1,-1,<1></c><3>誰にしたって気にし</c><2>ない</c><1></c>
53.57,53.771,な,-1,0,<1></c><3>だれにしたってきにしな</c><2>い</c><1></c>
53.57,53.771,な,-1,-1,<1></c><3>誰にしたって気にしな</c><2>い</c><1></c>
53.771,53.971,い,-1,0,<1></c><3>だれにしたってきにしない</c><1></c>
53.771,53.971,い,-1,-1,<1></c><3>誰にしたって気にしない</c><1></c>
53.971,54.138,さ,63,0,<1></c><3>さ</c><2>いごのこうかいだからいきさきはえらびほうだい</c><1></c>
53.971,54.338,最,-1,-1,<1></c><3>最</c><2>後の航海だから行き先は選び放題</c><1></c>
54.138,54.338,い,63,0,<1></c><3>さい</c><2>ごのこうかいだからいきさきはえらびほうだい</c><1></c>
54.338,54.538,ご,63,0,<1></c><3>さいご</c><2>のこうかいだからいきさきはえらびほうだい</c><1></c>
54.338,54.538,後,-1,-1,<1></c><3>最後</c><2>の航海だから行き先は選び放題</c><1></c>
54.538,54.738,の,63,0,<1></c><3>さいごの</c><2>こうかいだからいきさきはえらびほうだい</c><1></c>
54.538,54.738,の,-1,-1,<1></c><3>最後の</c><2>航海だから行き先は選び放題</c><1></c>
54.738,54.905,こ,63,0,<1></c><3>さいごのこ</c><2>うかいだからいきさきはえらびほうだい</c><1></c>
54.738,55.072,航,-1,-1,<1></c><3>最後の航</c><2>海だから行き先は選び放題</c><1></c>
54.905,55.072,う,63,0,<1></c><3>さいごのこう</c><2>かいだからいきさきはえらびほうだい</c><1></c>
55.072,55.272,か,63,0,<1></c><3>さいごのこうか</c><2>いだからいきさきはえらびほうだい</c><1></c>
55.072,55.472,海,-1,-1,<1></c><3>最後の航海</c><2>だから行き先は選び放題</c><1></c>
55.272,55.472,い,63,0,<1></c><3>さいごのこうかい</c><2>だからいきさきはえらびほうだい</c><1></c>
55.472,55.839,だ,63,0,<1></c><3>さいごのこうかいだ</c><2>からいきさきはえらびほうだい</c><1></c>
55.472,55.839,だ,-1,-1,<1></c><3>最後の航海だ</c><2>から行き先は選び放題</c><1></c>
55.839,56.006,か,63,0,<1></c><3>さいごのこうかいだか</c><2>らいきさきはえらびほうだい</c><1></c>
55.839,56.006,か,-1,-1,<1></c><3>最後の航海だか</c><2>ら行き先は選び放題</c><1></c>
56.006,56.14,ら,63,0,<1></c><3>さいごのこうかいだから</c><2>いきさきはえらびほうだい</c><1></c>
56.006,56.14,ら,-1,-1,<1></c><3>最後の航海だから</c><2>行き先は選び放題</c><1></c>
56.14,56.206,い,63,0,<1></c><3>さいごのこうかいだからい</c><2>きさきはえらびほうだい</c><1></c>
56.14,56.206,行,-1,-1,<1></c><3>最後の航海だから行</c><2>き先は選び放題</c><1></c>
56.206,56.473,き,63,0,<1></c><3>さいごのこうかいだからいき</c><2>さきはえらびほうだい</c><1></c>
56.206,56.473,き,-1,-1,<1></c><3>最後の航海だから行き</c><2>先は選び放題</c><1></c>
56.473,56.573,さ,63,0,<1></c><3>さいごのこうかいだからいきさ</c><2>きはえらびほうだい</c><1></c>
56.473,56.807,先,-1,-1,<1></c><3>最後の航海だから行き先</c><2>は選び放題</c><1></c>
56.573,56.807,き,63,0,<1></c><3>さいごのこうかいだからいきさき</c><2>はえらびほうだい</c><1></c>
56.807,56.907,は,63,0,<1></c><3>さいごのこうかいだからいきさきは</c><2>えらびほうだい</c><1></c>
56.807,56.907,は,-1,-1,<1></c><3>最後の航海だから行き先は</c><2>選び放題</c><1></c>
56.907,56.974,え,63,0,<1></c><3>さいごのこうかいだからいきさきはえ</c><2>らびほうだい</c><1></c>
56.907,57.207,選,-1,-1,<1></c><3>最後の航海だから行き先は選</c><2>び放題</c><1></c>
56.974,57.207,ら,63,0,<1></c><3>さいごのこうかいだからいきさきはえら</c><2>びほうだい</c><1></c>
57.207,57.341,び,63,0,<1></c><3>さいごのこうかいだからいきさきはえらび</c><2>ほうだい</c><1></c>
57.207,57.341,び,-1,-1,<1></c><3>最後の航海だから行き先は選び</c><2>放題</c><1></c>
57.341,57.508,ほ,63,0,<1></c><3>さいごのこうかいだからいきさきはえらびほ</c><2>うだい</c><1></c>
57.341,57.708,放,-1,-1,<1></c><3>最後の航海だから行き先は選び放</c><2>題</c><1></c>
57.508,57.708,う,63,0,<1></c><3>さいごのこうかいだからいきさきはえらびほう</c><2>だい</c><1></c>
57.708,57.908,だ,63,0,<1></c><3>さいごのこうかいだからいきさきはえらびほうだ</c><2>い</c><1></c>
57.708,58.075,題,-1,-1,<1></c><3>最後の航海だから行き先は選び放題</c><1></c>
57.908,58.075,い,63,0,<1></c><3>さいごのこうかいだからいきさきはえらびほうだい</c><1></c>
58.075,58.242,さ,-1,0,<1></c><3>さ</c><2>あかじをかせ、こうたいだ</c><1></c>
58.075,58.242,さ,-1,-1,<1></c><3>さ</c><2>あ舵を貸せ、交代だ</c><1></c>
58.242,58.442,あ,-1,0,<1></c><3>さあ</c><2>かじをかせ、こうたいだ</c><1></c>
58.242,58.442,あ,-1,-1,<1></c><3>さあ</c><2>舵を貸せ、交代だ</c><1></c>
58.442,58.675,か,-1,0,<1></c><3>さあか</c><2>じをかせ、こうたいだ</c><1></c>
58.442,58.842,舵,-1,-1,<1></c><3>さあ舵</c><2>を貸せ、交代だ</c><1></c>
58.675,58.842,じ,-1,0,<1></c><3>さあかじ</c><2>をかせ、こうたいだ</c><1></c>
58.842,59.009,を,-1,0,<1></c><3>さあかじを</c><2>かせ、こうたいだ</c><1></c>
58.842,59.009,を,-1,-1,<1></c><3>さあ舵を</c><2>貸せ、交代だ</c><1></c>
59.009,59.209,か,-1,0,<1></c><3>さあかじをか</c><2>せ、こうたいだ</c><1></c>
59.009,59.209,貸,-1,-1,<1></c><3>さあ舵を貸</c><2>せ、交代だ</c><1></c>
59.209,59.576,せ、,-1,0,<1></c><3>さあかじをかせ、</c><2>こうたいだ</c><1></c>
59.209,59.576,せ、,-1,-1,<1></c><3>さあ舵を貸せ、</c><2>交代だ</c><1></c>
59.576,59.743,こ,-1,0,<1></c><3>さあかじをかせ、こ</c><2>うたいだ</c><1></c>
59.576,59.943,交,-1,-1,<1></c><3>さあ舵を貸せ、交</c><2>代だ</c><1></c>
59.743,59.943,う,-1,0,<1></c><3>さあかじをかせ、こう</c><2>たいだ</c><1></c>
59.943,60.144,た,-1,0,<1></c><3>さあかじをかせ、こうた</c><2>いだ</c><1></c>
59.943,60.31,代,-1,-1,<1></c><3>さあ舵を貸せ、交代</c><2>だ</c><1></c>
60.144,60.31,い,-1,0,<1></c><3>さあかじをかせ、こうたい</c><2>だ</c><1></c>
60.31,61.145,だ,-1,0,<1></c><3>さあかじをかせ、こうたいだ</c><1></c>
60.31,61.145,だ,-1,-1,<1></c><3>さあ舵を貸せ、交代だ</c><1></c>
71.955,72.056,ぷ,-1,0,<1></c><3>ぷ</c><2>りーず、みすたーさいれんす</c><1></c>
71.955,72.056,プ,-1,-1,<1></c><3>プ</c><2>リーズ、ミスターサイレンス</c><1></c>
72.056,72.256,りー,-1,0,<1></c><3>ぷりー</c><2>ず、みすたーさいれんす</c><1></c>
72.056,72.256,リー,-1,-1,<1></c><3>プリー</c><2>ズ、ミスターサイレンス</c><1></c>
72.256,72.356,ず、,-1,0,<1></c><3>ぷりーず、</c><2>みすたーさいれんす</c><1></c>
72.256,72.356,ズ、,-1,-1,<1></c><3>プリーズ、</c><2>ミスターサイレンス</c><1></c>
72.356,72.523,みす,-1,0,<1></c><3>ぷりーず、みす</c><2>たーさいれんす</c><1></c>
72.356,72.523,ミス,-1,-1,<1></c><3>プリーズ、ミス</c><2>ターサイレンス</c><1></c>
72.523,72.723,たー,-1,0,<1></c><3>ぷりーず、みすたー</c><2>さいれんす</c><1></c>
72.523,72.723,ター,-1,-1,<1></c><3>プリーズ、ミスター</c><2>サイレンス</c><1></c>
72.723,73.257,さ,-1,0,<1></c><3>ぷりーず、みすたーさ</c><2>いれんす</c><1></c>
72.723,73.257,サ,-1,-1,<1></c><3>プリーズ、ミスターサ</c><2>イレンス</c><1></c>
73.257,73.457,い,-1,0,<1></c><3>ぷりーず、みすたーさい</c><2>れんす</c><1></c>
73.257,73.457,イ,-1,-1,<1></c><3>プリーズ、ミスターサイ</c><2>レンス</c><1></c>
73.457,73.724,れ,-1,0,<1></c><3>ぷりーず、みすたーさいれ</c><2>んす</c><1></c>
73.457,73.724,レ,-1,-1,<1></c><3>プリーズ、ミスターサイレ</c><2>ンス</c><1></c>
73.724,73.824,ん,-1,0,<1></c><3>ぷりーず、みすたーさいれん</c><2>す</c><1></c>
73.724,73.824,ン,-1,-1,<1></c><3>プリーズ、ミスターサイレン</c><2>ス</c><1></c>
73.824,74.024,す,-1,0,<1></c><3>ぷりーず、みすたーさいれんす</c><1></c>
73.824,74.024,ス,-1,-1,<1></c><3>プリーズ、ミスターサイレンス</c><1></c>
74.024,74.224,ああ、,-1,0,<1></c><3>ああ、</c><2>どうして</c><1></c>
74.024,74.224,ああ、,-1,-1,<1></c><3>ああ、</c><2>どうして</c><1></c>
74.224,74.391,ど,-1,0,<1></c><3>ああ、ど</c><2>うして</c><1></c>
74.224,74.391,ど,-1,-1,<1></c><3>ああ、ど</c><2>うして</c><1></c>
74.391,74.792,う,-1,0,<1></c><3>ああ、どう</c><2>して</c><1></c>
74.391,74.792,う,-1,-1,<1></c><3>ああ、どう</c><2>して</c><1></c>
74.792,74.992,し,-1,0,<1></c><3>ああ、どうし</c><2>て</c><1></c>
74.792,74.992,し,-1,-1,<1></c><3>ああ、どうし</c><2>て</c><1></c>
74.992,75.526,て,-1,0,<1></c><3>ああ、どうして</c><1></c>
74.992,75.526,て,-1,-1,<1></c><3>ああ、どうして</c><1></c>
75.526,75.726,ああ、,64,0,<1></c><3>ああ、</c><2>どうしてえらべるのがきみしかいないんだ？</c><1></c>
75.526,75.726,ああ、,-1,-1,<1></c><3>ああ、</c><2>どうして選べるのがきみしかいないんだ？</c><1></c>
75.726,75.926,ど,64,0,<1></c><3>ああ、ど</c><2>うしてえらべるのがきみしかいないんだ？</c><1></c>
75.726,75.926,ど,-1,-1,<1></c><3>ああ、ど</c><2>うして選べるのがきみしかいないんだ？</c><1></c>
75.926,76.26,う,64,0,<1></c><3>ああ、どう</c><2>してえらべるのがきみしかいないんだ？</c><1></c>
75.926,76.26,う,-1,-1,<1></c><3>ああ、どう</c><2>して選べるのがきみしかいないんだ？</c><1></c>
76.26,76.46,し,64,0,<1></c><3>ああ、どうし</c><2>てえらべるのがきみしかいないんだ？</c><1></c>
76.26,76.46,し,-1,-1,<1></c><3>ああ、どうし</c><2>て選べるのがきみしかいないんだ？</c><1></c>
76.46,77.027,て,64,0,<1></c><3>ああ、どうして</c><2>えらべるのがきみしかいないんだ？</c><1></c>
76.46,77.027,て,-1,-1,<1></c><3>ああ、どうして</c><2>選べるのがきみしかいないんだ？</c><1></c>
77.027,77.227,え,64,0,<1></c><3>ああ、どうしてえ</c><2>らべるのがきみしかいないんだ？</c><1></c>
77.027,77.594,選,-1,-1,<1></c><3>ああ、どうして選</c><2>べるのがきみしかいないんだ？</c><1></c>
77.227,77.594,ら,64,0,<1></c><3>ああ、どうしてえら</c><2>べるのがきみしかいないんだ？</c><1></c>
77.594,77.961,べ,64,0,<1></c><3>ああ、どうしてえらべ</c><2>るのがきみしかいないんだ？</c><1></c>
77.594,77.961,べ,-1,-1,<1></c><3>ああ、どうして選べ</c><2>るのがきみしかいないんだ？</c><1></c>
77.961,78.328,る,64,0,<1></c><3>ああ、どうしてえらべる</c><2>のがきみしかいないんだ？</c><1></c>
77.961,78.328,る,-1,-1,<1></c><3>ああ、どうして選べる</c><2>のがきみしかいないんだ？</c><1></c>
78.328,78.729,の,64,0,<1></c><3>ああ、どうしてえらべるの</c><2>がきみしかいないんだ？</c><1></c>
78.328,78.729,の,-1,-1,<1></c><3>ああ、どうして選べるの</c><2>がきみしかいないんだ？</c><1></c>
78.729,79.096,が,64,0,<1></c><3>ああ、どうしてえらべるのが</c><2>きみしかいないんだ？</c><1></c>
78.729,79.096,が,-1,-1,<1></c><3>ああ、どうして選べるのが</c><2>きみしかいないんだ？</c><1></c>
79.096,79.863,き,64,0,<1></c><3>ああ、どうしてえらべるのがき</c><2>みしかいないんだ？</c><1></c>
79.096,79.863,き,-1,-1,<1></c><3>ああ、どうして選べるのがき</c><2>みしかいないんだ？</c><1></c>
79.863,80.23,み,64,0,<1></c><3>ああ、どうしてえらべるのがきみ</c><2>しかいないんだ？</c><1></c>
79.863,80.23,み,-1,-1,<1></c><3>ああ、どうして選べるのがきみ</c><2>しかいないんだ？</c><1></c>
80.23,80.597,し,64,0,<1></c><3>ああ、どうしてえらべるのがきみし</c><2>かいないんだ？</c><1></c>
80.23,80.597,し,-1,-1,<1></c><3>ああ、どうして選べるのがきみし</c><2>かいないんだ？</c><1></c>
80.597,80.964,か,64,0,<1></c><3>ああ、どうしてえらべるのがきみしか</c><2>いないんだ？</c><1></c>
80.597,80.964,か,-1,-1,<1></c><3>ああ、どうして選べるのがきみしか</c><2>いないんだ？</c><1></c>
80.964,81.331,い,64,0,<1></c><3>ああ、どうしてえらべるのがきみしかい</c><2>ないんだ？</c><1></c>
80.964,81.331,い,-1,-1,<1></c><3>ああ、どうして選べるのがきみしかい</c><2>ないんだ？</c><1></c>
81.331,81.732,な,64,0,<1></c><3>ああ、どうしてえらべるのがきみしかいな</c><2>いんだ？</c><1></c>
81.331,81.732,な,-1,-1,<1></c><3>ああ、どうして選べるのがきみしかいな</c><2>いんだ？</c><1></c>
81.732,82.466,い,64,0,<1></c><3>ああ、どうしてえらべるのがきみしかいない</c><2>んだ？</c><1></c>
81.732,82.466,い,-1,-1,<1></c><3>ああ、どうして選べるのがきみしかいない</c><2>んだ？</c><1></c>
82.466,83.233,ん,64,0,<1></c><3>ああ、どうしてえらべるのがきみしかいないん</c><2>だ？</c><1></c>
82.466,83.233,ん,-1,-1,<1></c><3>ああ、どうして選べるのがきみしかいないん</c><2>だ？</c><1></c>
83.233,83.967,だ？,64,0,<1></c><3>ああ、どうしてえらべるのがきみしかいないんだ？</c><1></c>
83.233,83.967,だ？,-1,-1,<1></c><3>ああ、どうして選べるのがきみしかいないんだ？</c><1></c>
83.967,84.168,お,-1,0,<1></c><3>お</c><2>ねがい、<i>chooseme</i></c><1></c>
83.967,84.168,お,-1,-1,<1></c><3>お</c><2>願い、<i>chooseme</i></c><1></c>
84.168,84.334,ね,-1,0,<1></c><3>おね</c><2>がい、<i>chooseme</i></c><1></c>
84.168,84.535,願,-1,-1,<1></c><3>お願</c><2>い、<i>chooseme</i></c><1></c>
84.334,84.535,が,-1,0,<1></c><3>おねが</c><2>い、<i>chooseme</i></c><1></c>
84.535,84.735,い、,-1,0,<1></c><3>おねがい、</c><2><i>chooseme</i></c><1></c>
84.535,84.735,い、,-1,-1,<1></c><3>お願い、</c><2><i>chooseme</i></c><1></c>
