start,end,position,line,text,token
7.624,7.825,-1,0,<2></c><1>eve</c><3>rydayeveryheart</c><2></c>,eve
7.624,7.825,-1,-1,<2></c><1>eve</c><3>rydayeveryheart</c><2></c>,eve
7.825,8.025,-1,0,<2></c><1>every</c><3>dayeveryheart</c><2></c>,ry
7.825,8.025,-1,-1,<2></c><1>every</c><3>dayeveryheart</c><2></c>,ry
8.025,8.392,-1,0,<2></c><1>everyday</c><3>everyheart</c><2></c>,day
8.025,8.392,-1,-1,<2></c><1>everyday</c><3>everyheart</c><2></c>,day
8.392,8.726,-1,0,<2></c><1>everydayeve</c><3>ryheart</c><2></c>,eve
8.392,8.726,-1,-1,<2></c><1>everydayeve</c><3>ryheart</c><2></c>,eve
8.726,9.126,-1,0,<2></c><1>everydayevery</c><3>heart</c><2></c>,ry
8.726,9.126,-1,-1,<2></c><1>everydayevery</c><3>heart</c><2></c>,ry
9.126,10.527,-1,0,<2></c><1>everydayeveryheart</c><2></c>,heart
9.126,10.527,-1,-1,<2></c><1>everydayeveryheart</c><2></c>,heart
10.527,10.961,-1,0,<2></c><1>ri-</c><3>la-ru-ra</c><2></c>,ri-
10.527,10.961,-1,-1,<2></c><1>ri-</c><3>la-ru-ra</c><2></c>,ri-
10.961,11.328,-1,0,<2></c><1>ri-la-</c><3>ru-ra</c><2></c>,la-
10.961,11.328,-1,-1,<2></c><1>ri-la-</c><3>ru-ra</c><2></c>,la-
11.328,11.662,-1,0,<2></c><1>ri-la-ru-</c><3>ra</c><2></c>,ru-
11.328,11.662,-1,-1,<2></c><1>ri-la-ru-</c><3>ra</c><2></c>,ru-
11.662,12.062,-1,0,<2></c><1>ri-la-ru-ra</c><2></c>,ra
11.662,12.062,-1,-1,<2></c><1>ri-la-ru-ra</c><2></c>,ra
12.062,12.262,56,0,<2></c><1>don’t</c><3>youheartheringing?</c><2></c>,don’t
12.062,12.262,56,-1,<2></c><1>don’t</c><3>youheartheringing?</c><2></c>,don’t
12.262,12.429,56,0,<2></c><1>don’tyou</c><3>heartheringing?</c><2></c>,you
12.262,12.429,56,-1,<2></c><1>don’tyou</c><3>heartheringing?</c><2></c>,you
12.429,12.796,56,0,<2></c><1>don’tyouhear</c><3>theringing?</c><2></c>,hear
12.429,12.796,56,-1,<2></c><1>don’tyouhear</c><3>theringing?</c><2></c>,hear
12.796,13.163,56,0,<2></c><1>don’tyouhearthe</c><3>ringing?</c><2></c>,the
12.796,13.163,56,-1,<2></c><1>don’tyouhearthe</c><3>ringing?</c><2></c>,the
13.163,13.53,56,0,<2></c><1>don’tyouhearthering</c><3>ing?</c><2></c>,ring
13.163,13.53,56,-1,<2></c><1>don’tyouhearthering</c><3>ing?</c><2></c>,ring
13.53,14.565,56,0,<2></c><1>don’tyouheartheringing?</c><2></c>,ing?
13.53,14.565,56,-1,<2></c><1>don’tyouheartheringing?</c><2></c>,ing?
14.565,14.965,-1,0,<2></c><1>ri-</c><3>la-ru-ra-ra-ra</c><2></c>,ri-
14.565,14.965,-1,-1,<2></c><1>ri-</c><3>la-ru-ra-ra-ra</c><2></c>,ri-
14.965,15.399,-1,0,<2></c><1>ri-la-</c><3>ru-ra-ra-ra</c><2></c>,la-
14.965,15.399,-1,-1,<2></c><1>ri-la-</c><3>ru-ra-ra-ra</c><2></c>,la-
15.399,15.733,-1,0,<2></c><1>ri-la-ru-</c><3>ra-ra-ra</c><2></c>,ru-
15.399,15.733,-1,-1,<2></c><1>ri-la-ru-</c><3>ra-ra-ra</c><2></c>,ru-
15.733,16.1,-1,0,<2></c><1>ri-la-ru-ra-</c><3>ra-ra</c><2></c>,ra-
15.733,16.1,-1,-1,<2></c><1>ri-la-ru-ra-</c><3>ra-ra</c><2></c>,ra-
16.1,16.5,-1,0,<2></c><1>ri-la-ru-ra-ra-</c><3>ra</c><2></c>,ra-
16.1,16.5,-1,-1,<2></c><1>ri-la-ru-ra-ra-</c><3>ra</c><2></c>,ra-
16.5,19.37,-1,0,<2></c><1>ri-la-ru-ra-ra-ra</c><2></c>,ra
16.5,19.37,-1,-1,<2></c><1>ri-la-ru-ra-ra-ra</c><2></c>,ra
20.838,21.038,-1,0,<2></c><1>さ</c><3>めないゆめにri-la-ru-ra</c><2></c>,さ
20.838,21.038,-1,-1,<2></c><1>醒</c><3>めない夢にri-la-ru-ra</c><2></c>,醒
21.038,21.238,-1,0,<2></c><1>さめ</c><3>ないゆめにri-la-ru-ra</c><2></c>,め
21.038,21.238,-1,-1,<2></c><1>醒め</c><3>ない夢にri-la-ru-ra</c><2></c>,め
21.238,21.405,-1,0,<2></c><1>さめな</c><3>いゆめにri-la-ru-ra</c><2></c>,な
21.238,21.405,-1,-1,<2></c><1>醒めな</c><3>い夢にri-la-ru-ra</c><2></c>,な
21.405,21.605,-1,0,<2></c><1>さめない</c><3>ゆめにri-la-ru-ra</c><2></c>,い
21.405,21.605,-1,-1,<2></c><1>醒めない</c><3>夢にri-la-ru-ra</c><2></c>,い
21.605,21.939,-1,0,<2></c><1>さめないゆ</c><3>めにri-la-ru-ra</c><2></c>,ゆ
21.605,22.306,-1,-1,<2></c><1>醒めない夢</c><3>にri-la-ru-ra</c><2></c>,夢
21.939,22.306,-1,0,<2></c><1>さめないゆめ</c><3>にri-la-ru-ra</c><2></c>,め
22.306,23.707,-1,0,<2></c><1>さめないゆめに</c><3>ri-la-ru-ra</c><2></c>,に
