start,end,position,line,text,token
2.086,2.553,-1,0,<1>わ</c><2>すれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,わ
2.086,2.987,-1,-1,<1>忘</c><2>れましょう全部神隠し消してしまうの</c>,忘
2.553,2.987,-1,0,<1>わす</c><2>れましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,す
2.987,3.387,-1,0,<1>わすれ</c><2>ましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,れ
2.987,3.387,-1,-1,<1>忘れ</c><2>ましょう全部神隠し消してしまうの</c>,れ
3.387,4.088,-1,0,<1>わすれま</c><2>しょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,ま
3.387,4.088,-1,-1,<1>忘れま</c><2>しょう全部神隠し消してしまうの</c>,ま
4.088,4.288,-1,0,<1>わすれましょう</c><2>&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,しょう
4.088,4.288,-1,-1,<1>忘れましょう</c><2>全部神隠し消してしまうの</c>,しょう
4.288,4.922,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜん</c><2>ぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,&nbsp;&nbsp;ぜん
4.288,4.922,-1,-1,<1>忘れましょう全</c><2>部神隠し消してしまうの</c>,全
4.922,5.122,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ</c><2>かみかくし&nbsp;&nbsp;けしてしまうの</c>,わすれましょう&nbsp;&nbsp;ぜんぶかみかくし&nbsp;&nbsp;けしてしまうの
4.922,5.122,-1,-1,<1>忘れましょう全部</c><2>神隠し消してしまうの</c>,部
5.122,5.356,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;か</c><2>みかくし&nbsp;&nbsp;けしてしまうの</c>,ぶ&nbsp;&nbsp;か
5.122,5.589,-1,-1,<1>忘れましょう全部神</c><2>隠し消してしまうの</c>,神
5.356,5.589,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみ</c><2>かくし&nbsp;&nbsp;けしてしまうの</c>,み
5.589,5.756,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみか</c><2>くし&nbsp;&nbsp;けしてしまうの</c>,か
5.589,6.023,-1,-1,<1>忘れましょう全部神隠</c><2>し消してしまうの</c>,隠
5.756,6.023,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかく</c><2>し&nbsp;&nbsp;けしてしまうの</c>,く
6.023,6.457,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし</c><2>けしてしまうの</c>,わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくしけしてしまうの
6.023,6.457,-1,-1,<1>忘れましょう全部神隠し</c><2>消してしまうの</c>,し
6.457,6.657,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;け</c><2>してしまうの</c>,し&nbsp;&nbsp;け
6.457,6.657,-1,-1,<1>忘れましょう全部神隠し消</c><2>してしまうの</c>,消
6.657,6.89,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けし</c><2>てしまうの</c>,し
6.657,6.89,-1,-1,<1>忘れましょう全部神隠し消し</c><2>てしまうの</c>,し
6.89,7.324,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けして</c><2>しまうの</c>,て
6.89,7.324,-1,-1,<1>忘れましょう全部神隠し消して</c><2>しまうの</c>,て
7.324,7.758,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてし</c><2>まうの</c>,し
7.324,7.758,-1,-1,<1>忘れましょう全部神隠し消してし</c><2>まうの</c>,し
7.758,8.192,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしま</c><2>うの</c>,ま
7.758,8.192,-1,-1,<1>忘れましょう全部神隠し消してしま</c><2>うの</c>,ま
8.192,8.625,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまう</c><2>の</c>,う
8.192,8.625,-1,-1,<1>忘れましょう全部神隠し消してしまう</c><2>の</c>,う
8.625,9.46,-1,0,<1>わすれましょう&nbsp;&nbsp;ぜんぶ&nbsp;&nbsp;かみかくし&nbsp;&nbsp;けしてしまうの</c>,の
8.625,9.46,-1,-1,<1>忘れましょう全部神隠し消してしまうの</c>,の
9.46,9.727,-1,0,<1>あ</c><2>やまちを&nbsp;&nbsp;とりつくろうように</c>,あ
9.46,9.727,-1,-1,<1>あ</c><2>やまちを取り繕うように</c>,あ
9.727,9.96,-1,0,<1>あや</c><2>まちを&nbsp;&nbsp;とりつくろうように</c>,や
9.727,9.96,-1,-1,<1>あや</c><2>まちを取り繕うように</c>,や
9.96,10.127,-1,0,<1>あやま</c><2>ちを&nbsp;&nbsp;とりつくろうように</c>,ま
9.96,10.127,-1,-1,<1>あやま</c><2>ちを取り繕うように</c>,ま
10.127,10.361,-1,0,<1>あやまち</c><2>を&nbsp;&nbsp;とりつくろうように</c>,ち
10.127,10.361,-1,-1,<1>あやまち</c><2>を取り繕うように</c>,ち
10.361,11.195,-1,0,<1>あやまちを</c><2>とりつくろうように</c>,あやまちをとりつくろうように
10.361,11.195,-1,-1,<1>あやまちを</c><2>取り繕うように</c>,を
11.195,11.662,-1,0,<1>あやまちを&nbsp;&nbsp;と</c><2>りつくろうように</c>,を&nbsp;&nbsp;と
11.195,11.662,-1,-1,<1>あやまちを取</c><2>り繕うように</c>,取
11.662,12.096,-1,0,<1>あやまちを&nbsp;&nbsp;とり</c><2>つくろうように</c>,り
11.662,12.096,-1,-1,<1>あやまちを取り</c><2>繕うように</c>,り
12.096,12.529,-1,0,<1>あやまちを&nbsp;&nbsp;とりつ</c><2>くろうように</c>,つ
12.096,13.197,-1,-1,<1>あやまちを取り繕</c><2>うように</c>,繕
12.529,12.963,-1,0,<1>あやまちを&nbsp;&nbsp;とりつく</c><2>ろうように</c>,く
12.963,13.197,-1,0,<1>あやまちを&nbsp;&nbsp;とりつくろ</c><2>うように</c>,ろ
13.197,13.43,-1,0,<1>あやまちを&nbsp;&nbsp;とりつくろう</c><2>ように</c>,う
13.197,13.43,-1,-1,<1>あやまちを取り繕う</c><2>ように</c>,う
13.43,13.597,-1,0,<1>あやまちを&nbsp;&nbsp;とりつくろうよ</c><2>うに</c>,よ
13.43,13.597,-1,-1,<1>あやまちを取り繕うよ</c><2>うに</c>,よ
13.597,13.831,-1,0,<1>あやまちを&nbsp;&nbsp;とりつくろうよう</c><2>に</c>,う
13.597,13.831,-1,-1,<1>あやまちを取り繕うよう</c><2>に</c>,う
13.831,15.58,-1,0,<1>あやまちを&nbsp;&nbsp;とりつくろうように</c>,に
13.831,15.58,-1,-1,<1>あやまちを取り繕うように</c>,に
15.58,17.13,-1,0,<1>erase</c>,erase
19.06,22.37,-1,0,<1>唄／kotone(天神子兎音)</c>,唄／kotone(天神子兎音)
22.37,25.94,-1,0,<1>作詞・作曲／出口遼</c>,作詞・作曲／出口遼
26.41,29.24,-1,0,<1>編曲／睦月周平</c>,編曲／睦月周平
29.24,32.41,-1,0,<1>絵／てび丸&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;映像／ねびる</c>,絵／てび丸&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;映像／ねびる
32.516,32.716,-1,0,<1>も</c><2>ういやになっちゃうよね&nbsp;&nbsp;ハウアーユー</c>,も
