start,end,position,line,text,token
7.992,20.07,-1,0,<27></c><16>いろはにほへっとあやふぶみ-鬼灯日和</c><27></c>,いろはにほへっとあやふぶみ-鬼灯日和
7.992,11.195,-1,-1,<27></c><16>作詞作編曲：おぐらあすか</c><27></c>,作詞作編曲：おぐらあすか
11.195,14.398,70,-1,<27></c><16>allinstruments&amp;programming：おぐらあすか</c><27></c>,allinstruments&amp;programming：おぐらあすか
14.398,17.568,-1,-1,<27></c><16>mix:masahirokawata</c><27></c>,mix:masahirokawata
17.568,20.07,-1,-1,<27></c><16>movie:ぽかげ</c><27></c>,movie:ぽかげ
20.371,20.571,-1,0,<27></c><67>し</c><44>ずむあかねびそまるさかみち</c><27></c>,し
20.371,20.771,-1,-1,<27></c><67>沈</c><44>む茜日染まる坂道</c><27></c>,沈
20.571,20.771,-1,0,<27></c><67>しず</c><44>むあかねびそまるさかみち</c><27></c>,ず
20.771,21.372,-1,0,<27></c><67>しずむ</c><44>あかねびそまるさかみち</c><27></c>,む
20.771,21.372,-1,-1,<27></c><67>沈む</c><44>茜日染まる坂道</c><27></c>,む
21.372,21.572,-1,0,<27></c><67>しずむあ</c><44>かねびそまるさかみち</c><27></c>,あ
21.372,22.172,-1,-1,<27></c><67>沈む茜</c><44>日染まる坂道</c><27></c>,茜
21.572,21.905,-1,0,<27></c><67>しずむあか</c><44>ねびそまるさかみち</c><27></c>,か
21.905,22.172,-1,0,<27></c><67>しずむあかね</c><44>びそまるさかみち</c><27></c>,ね
22.172,23.574,-1,0,<27></c><67>しずむあかねび</c><44>そまるさかみち</c><27></c>,び
22.172,23.574,-1,-1,<27></c><67>沈む茜日</c><44>染まる坂道</c><27></c>,日
23.574,23.774,-1,0,<27></c><67>しずむあかねびそ</c><44>まるさかみち</c><27></c>,そ
23.574,23.774,-1,-1,<27></c><67>沈む茜日染</c><44>まる坂道</c><27></c>,染
23.774,23.974,-1,0,<27></c><67>しずむあかねびそま</c><44>るさかみち</c><27></c>,ま
23.774,23.974,-1,-1,<27></c><67>沈む茜日染ま</c><44>る坂道</c><27></c>,ま
23.974,24.575,-1,0,<27></c><67>しずむあかねびそまる</c><44>さかみち</c><27></c>,る
23.974,24.575,-1,-1,<27></c><67>沈む茜日染まる</c><44>坂道</c><27></c>,る
24.575,24.775,-1,0,<27></c><67>しずむあかねびそまるさ</c><44>かみち</c><27></c>,さ
24.575,25.109,-1,-1,<27></c><67>沈む茜日染まる坂</c><44>道</c><27></c>,坂
24.775,25.109,-1,0,<27></c><67>しずむあかねびそまるさか</c><44>みち</c><27></c>,か
25.109,25.409,-1,0,<27></c><67>しずむあかねびそまるさかみ</c><44>ち</c><27></c>,み
25.109,26.777,-1,-1,<27></c><67>沈む茜日染まる坂道</c><27></c>,道
25.409,26.777,-1,0,<27></c><67>しずむあかねびそまるさかみち</c><27></c>,ち
26.777,26.977,-1,0,<27></c><33>つ</c><44>たうしずくにうれしさにじむ</c><27></c>,つ
26.777,26.977,-1,-1,<27></c><33>つ</c><44>たう雫に嬉しさ滲む</c><27></c>,つ
26.977,27.177,-1,0,<27></c><33>つた</c><44>うしずくにうれしさにじむ</c><27></c>,た
26.977,27.177,-1,-1,<27></c><33>つた</c><44>う雫に嬉しさ滲む</c><27></c>,た
27.177,27.778,-1,0,<27></c><33>つたう</c><44>しずくにうれしさにじむ</c><27></c>,う
27.177,27.778,-1,-1,<27></c><33>つたう</c><44>雫に嬉しさ滲む</c><27></c>,う
27.778,27.978,-1,0,<27></c><33>つたうし</c><44>ずくにうれしさにじむ</c><27></c>,し
27.778,28.612,-1,-1,<27></c><33>つたう雫</c><44>に嬉しさ滲む</c><27></c>,雫
27.978,28.278,-1,0,<27></c><33>つたうしず</c><44>くにうれしさにじむ</c><27></c>,ず
28.278,28.612,-1,0,<27></c><33>つたうしずく</c><44>にうれしさにじむ</c><27></c>,く
28.612,29.98,-1,0,<27></c><33>つたうしずくに</c><44>うれしさにじむ</c><27></c>,に
28.612,29.98,-1,-1,<27></c><33>つたう雫に</c><44>嬉しさ滲む</c><27></c>,に
29.98,30.18,-1,0,<27></c><33>つたうしずくにう</c><44>れしさにじむ</c><27></c>,う
29.98,30.381,-1,-1,<27></c><33>つたう雫に嬉</c><44>しさ滲む</c><27></c>,嬉
30.18,30.381,-1,0,<27></c><33>つたうしずくにうれ</c><44>しさにじむ</c><27></c>,れ
30.381,31.015,-1,0,<27></c><33>つたうしずくにうれし</c><44>さにじむ</c><27></c>,し
30.381,31.015,-1,-1,<27></c><33>つたう雫に嬉し</c><44>さ滲む</c><27></c>,し
31.015,31.181,-1,0,<27></c><33>つたうしずくにうれしさ</c><44>にじむ</c><27></c>,さ
31.015,31.181,-1,-1,<27></c><33>つたう雫に嬉しさ</c><44>滲む</c><27></c>,さ
31.181,31.482,-1,0,<27></c><33>つたうしずくにうれしさに</c><44>じむ</c><27></c>,に
31.181,31.782,-1,-1,<27></c><33>つたう雫に嬉しさ滲</c><44>む</c><27></c>,滲
31.482,31.782,-1,0,<27></c><33>つたうしずくにうれしさにじ</c><44>む</c><27></c>,じ
31.782,33.15,-1,0,<27></c><33>つたうしずくにうれしさにじむ</c><27></c>,む
31.782,33.15,-1,-1,<27></c><33>つたう雫に嬉しさ滲む</c><27></c>,む
33.15,33.417,-1,0,<27></c><1>よ</c><44>るのとばりのちかづくおとに</c><27></c>,よ
33.15,33.584,-1,-1,<27></c><1>夜</c><44>の帳の近付く音に</c><27></c>,夜
33.417,33.584,-1,0,<27></c><1>よる</c><44>のとばりのちかづくおとに</c><27></c>,る
33.584,34.218,-1,0,<27></c><1>よるの</c><44>とばりのちかづくおとに</c><27></c>,の
33.584,34.218,-1,-1,<27></c><1>夜の</c><44>帳の近付く音に</c><27></c>,の
34.218,34.385,-1,0,<27></c><1>よるのと</c><44>ばりのちかづくおとに</c><27></c>,と
34.218,34.985,-1,-1,<27></c><1>夜の帳</c><44>の近付く音に</c><27></c>,帳
34.385,34.718,-1,0,<27></c><1>よるのとば</c><44>りのちかづくおとに</c><27></c>,ば
34.718,34.985,-1,0,<27></c><1>よるのとばり</c><44>のちかづくおとに</c><27></c>,り
34.985,36.387,-1,0,<27></c><1>よるのとばりの</c><44>ちかづくおとに</c><27></c>,の
34.985,36.387,-1,-1,<27></c><1>夜の帳の</c><44>近付く音に</c><27></c>,の
36.387,36.587,-1,0,<27></c><1>よるのとばりのち</c><44>かづくおとに</c><27></c>,ち
36.387,36.787,-1,-1,<27></c><1>夜の帳の近</c><44>付く音に</c><27></c>,近
36.587,36.787,-1,0,<27></c><1>よるのとばりのちか</c><44>づくおとに</c><27></c>,か
