start,end,position,line,text,token
0.284,0.851,-1,0,<1></c><2>だん</c><3>だんちかくなる</c><1></c>,だん
0.284,0.851,-1,-1,<1></c><2>だん</c><3>だん近くなる</c><1></c>,だん
0.851,1.452,-1,0,<1></c><2>だんだん</c><3>ちかくなる</c><1></c>,だん
0.851,1.452,-1,-1,<1></c><2>だんだん</c><3>近くなる</c><1></c>,だん
1.452,1.552,-1,0,<1></c><2>だんだんち</c><3>かくなる</c><1></c>,ち
1.452,1.719,-1,-1,<1></c><2>だんだん近</c><3>くなる</c><1></c>,近
1.552,1.719,-1,0,<1></c><2>だんだんちか</c><3>くなる</c><1></c>,か
1.719,2.019,-1,0,<1></c><2>だんだんちかく</c><3>なる</c><1></c>,く
1.719,2.019,-1,-1,<1></c><2>だんだん近く</c><3>なる</c><1></c>,く
2.019,2.286,-1,0,<1></c><2>だんだんちかくな</c><3>る</c><1></c>,な
2.019,2.286,-1,-1,<1></c><2>だんだん近くな</c><3>る</c><1></c>,な
2.286,2.886,-1,0,<1></c><2>だんだんちかくなる</c><1></c>,る
2.286,2.886,-1,-1,<1></c><2>だんだん近くなる</c><1></c>,る
2.886,3.187,-1,0,<1></c><2>だん</c><3>だんちかづいてくる</c><1></c>,だん
2.886,3.187,-1,-1,<1></c><2>だん</c><3>だん近づいてくる</c><1></c>,だん
3.187,3.454,-1,0,<1></c><2>だんだん</c><3>ちかづいてくる</c><1></c>,だん
3.187,3.454,-1,-1,<1></c><2>だんだん</c><3>近づいてくる</c><1></c>,だん
3.454,3.554,-1,0,<1></c><2>だんだんち</c><3>かづいてくる</c><1></c>,ち
3.454,3.721,-1,-1,<1></c><2>だんだん近</c><3>づいてくる</c><1></c>,近
3.554,3.721,-1,0,<1></c><2>だんだんちか</c><3>づいてくる</c><1></c>,か
3.721,3.887,-1,0,<1></c><2>だんだんちかづ</c><3>いてくる</c><1></c>,づ
3.721,3.887,-1,-1,<1></c><2>だんだん近づ</c><3>いてくる</c><1></c>,づ
3.887,4.021,-1,0,<1></c><2>だんだんちかづい</c><3>てくる</c><1></c>,い
3.887,4.021,-1,-1,<1></c><2>だんだん近づい</c><3>てくる</c><1></c>,い
4.021,4.321,-1,0,<1></c><2>だんだんちかづいて</c><3>くる</c><1></c>,て
4.021,4.321,-1,-1,<1></c><2>だんだん近づいて</c><3>くる</c><1></c>,て
4.321,4.588,-1,0,<1></c><2>だんだんちかづいてく</c><3>る</c><1></c>,く
4.321,4.588,-1,-1,<1></c><2>だんだん近づいてく</c><3>る</c><1></c>,く
4.588,4.855,-1,0,<1></c><2>だんだんちかづいてくる</c><1></c>,る
4.588,4.855,-1,-1,<1></c><2>だんだん近づいてくる</c><1></c>,る
4.855,5.422,-1,0,<1></c><2>だん</c><3>だんちかくなる</c><1></c>,だん
4.855,5.422,-1,-1,<1></c><2>だん</c><3>だん近くなる</c><1></c>,だん
5.422,5.99,-1,0,<1></c><2>だんだん</c><3>ちかくなる</c><1></c>,だん
5.422,5.99,-1,-1,<1></c><2>だんだん</c><3>近くなる</c><1></c>,だん
5.99,6.123,-1,0,<1></c><2>だんだんち</c><3>かくなる</c><1></c>,ち
5.99,6.29,-1,-1,<1></c><2>だんだん近</c><3>くなる</c><1></c>,近
6.123,6.29,-1,0,<1></c><2>だんだんちか</c><3>くなる</c><1></c>,か
6.29,6.557,-1,0,<1></c><2>だんだんちかく</c><3>なる</c><1></c>,く
6.29,6.557,-1,-1,<1></c><2>だんだん近く</c><3>なる</c><1></c>,く
6.557,6.857,-1,0,<1></c><2>だんだんちかくな</c><3>る</c><1></c>,な
6.557,6.857,-1,-1,<1></c><2>だんだん近くな</c><3>る</c><1></c>,な
6.857,7.424,-1,0,<1></c><2>だんだんちかくなる</c><1></c>,る
6.857,7.424,-1,-1,<1></c><2>だんだん近くなる</c><1></c>,る
7.424,7.725,-1,0,<1></c><2>だん</c><3>だんおおきくなる</c><1></c>,だん
7.424,7.725,-1,-1,<1></c><2>だん</c><3>だん大きくなる</c><1></c>,だん
7.725,8.025,-1,0,<1></c><2>だんだん</c><3>おおきくなる</c><1></c>,だん
7.725,8.025,-1,-1,<1></c><2>だんだん</c><3>大きくなる</c><1></c>,だん
8.025,8.158,-1,0,<1></c><2>だんだんお</c><3>おきくなる</c><1></c>,お
8.025,8.292,-1,-1,<1></c><2>だんだん大</c><3>きくなる</c><1></c>,大
8.158,8.292,-1,0,<1></c><2>だんだんおお</c><3>きくなる</c><1></c>,お
8.292,8.592,-1,0,<1></c><2>だんだんおおき</c><3>くなる</c><1></c>,き
8.292,8.592,-1,-1,<1></c><2>だんだん大き</c><3>くなる</c><1></c>,き
8.592,8.859,-1,0,<1></c><2>だんだんおおきく</c><3>なる</c><1></c>,く
8.592,8.859,-1,-1,<1></c><2>だんだん大きく</c><3>なる</c><1></c>,く
8.859,9.159,-1,0,<1></c><2>だんだんおおきくな</c><3>る</c><1></c>,な
8.859,9.159,-1,-1,<1></c><2>だんだん大きくな</c><3>る</c><1></c>,な
9.159,9.426,-1,0,<1></c><2>だんだんおおきくなる</c><1></c>,る
9.159,9.426,-1,-1,<1></c><2>だんだん大きくなる</c><1></c>,る
9.426,9.994,-1,0,<1></c><2>だん</c><3>だんちかくなる</c><1></c>,だん
9.426,9.994,-1,-1,<1></c><2>だん</c><3>だん近くなる</c><1></c>,だん
9.994,10.561,-1,0,<1></c><2>だんだん</c><3>ちかくなる</c><1></c>,だん
9.994,10.561,-1,-1,<1></c><2>だんだん</c><3>近くなる</c><1></c>,だん
10.561,10.694,-1,0,<1></c><2>だんだんち</c><3>かくなる</c><1></c>,ち
10.561,10.861,-1,-1,<1></c><2>だんだん近</c><3>くなる</c><1></c>,近
10.694,10.861,-1,0,<1></c><2>だんだんちか</c><3>くなる</c><1></c>,か
10.861,11.128,-1,0,<1></c><2>だんだんちかく</c><3>なる</c><1></c>,く
10.861,11.128,-1,-1,<1></c><2>だんだん近く</c><3>なる</c><1></c>,く
11.128,11.428,-1,0,<1></c><2>だんだんちかくな</c><3>る</c><1></c>,な
11.128,11.428,-1,-1,<1></c><2>だんだん近くな</c><3>る</c><1></c>,な
11.428,11.996,-1,0,<1></c><2>だんだんちかくなる</c><1></c>,る
11.428,11.996,-1,-1,<1></c><2>だんだん近くなる</c><1></c>,る
11.996,12.262,-1,0,<1></c><2>だん</c><3>だんはずかしくなる</c><1></c>,だん
11.996,12.262,-1,-1,<1></c><2>だん</c><3>だん恥ずかしくなる</c><1></c>,だん
12.262,12.563,-1,0,<1></c><2>だんだん</c><3>はずかしくなる</c><1></c>,だん
12.262,12.563,-1,-1,<1></c><2>だんだん</c><3>恥ずかしくなる</c><1></c>,だん
12.563,12.696,-1,0,<1></c><2>だんだんは</c><3>ずかしくなる</c><1></c>,は
12.563,12.696,-1,-1,<1></c><2>だんだん恥</c><3>ずかしくなる</c><1></c>,恥
12.696,12.863,-1,0,<1></c><2>だんだんはず</c><3>かしくなる</c><1></c>,ず
12.696,12.863,-1,-1,<1></c><2>だんだん恥ず</c><3>かしくなる</c><1></c>,ず
12.863,12.997,-1,0,<1></c><2>だんだんはずか</c><3>しくなる</c><1></c>,か
12.863,12.997,-1,-1,<1></c><2>だんだん恥ずか</c><3>しくなる</c><1></c>,か
12.997,13.13,-1,0,<1></c><2>だんだんはずかし</c><3>くなる</c><1></c>,し
12.997,13.13,-1,-1,<1></c><2>だんだん恥ずかし</c><3>くなる</c><1></c>,し
13.13,13.43,-1,0,<1></c><2>だんだんはずかしく</c><3>なる</c><1></c>,く
13.13,13.43,-1,-1,<1></c><2>だんだん恥ずかしく</c><3>なる</c><1></c>,く
13.43,13.731,-1,0,<1></c><2>だんだんはずかしくな</c><3>る</c><1></c>,な
13.43,13.731,-1,-1,<1></c><2>だんだん恥ずかしくな</c><3>る</c><1></c>,な
13.731,13.998,-1,0,<1></c><2>だんだんはずかしくなる</c><1></c>,る
13.731,13.998,-1,-1,<1></c><2>だんだん恥ずかしくなる</c><1></c>,る
13.998,14.565,-1,0,<1></c><2>だん</c><3>だんちかくなる</c><1></c>,だん
13.998,14.565,-1,-1,<1></c><2>だん</c><3>だん近くなる</c><1></c>,だん
14.565,15.132,-1,0,<1></c><2>だんだん</c><3>ちかくなる</c><1></c>,だん
14.565,15.132,-1,-1,<1></c><2>だんだん</c><3>近くなる</c><1></c>,だん
15.132,15.265,-1,0,<1></c><2>だんだんち</c><3>かくなる</c><1></c>,ち
15.132,15.432,-1,-1,<1></c><2>だんだん近</c><3>くなる</c><1></c>,近
15.265,15.432,-1,0,<1></c><2>だんだんちか</c><3>くなる</c><1></c>,か
15.432,15.733,-1,0,<1></c><2>だんだんちかく</c><3>なる</c><1></c>,く
15.432,15.733,-1,-1,<1></c><2>だんだん近く</c><3>なる</c><1></c>,く
15.733,16.033,-1,0,<1></c><2>だんだんちかくな</c><3>る</c><1></c>,な
15.733,16.033,-1,-1,<1></c><2>だんだん近くな</c><3>る</c><1></c>,な
16.033,16.567,-1,0,<1></c><2>だんだんちかくなる</c><1></c>,る
16.033,16.567,-1,-1,<1></c><2>だんだん近くなる</c><1></c>,る
16.567,16.867,-1,0,<1></c><2>だん</c><3>だんうれしくなる</c><1></c>,だん
16.567,16.867,-1,-1,<1></c><2>だん</c><3>だん嬉しくなる</c><1></c>,だん
16.867,17.134,-1,0,<1></c><2>だんだん</c><3>うれしくなる</c><1></c>,だん
16.867,17.134,-1,-1,<1></c><2>だんだん</c><3>嬉しくなる</c><1></c>,だん
17.134,17.267,-1,0,<1></c><2>だんだんう</c><3>れしくなる</c><1></c>,う
17.134,17.401,-1,-1,<1></c><2>だんだん嬉</c><3>しくなる</c><1></c>,嬉
17.267,17.401,-1,0,<1></c><2>だんだんうれ</c><3>しくなる</c><1></c>,れ
17.401,17.701,-1,0,<1></c><2>だんだんうれし</c><3>くなる</c><1></c>,し
17.401,17.701,-1,-1,<1></c><2>だんだん嬉し</c><3>くなる</c><1></c>,し
17.701,18.002,-1,0,<1></c><2>だんだんうれしく</c><3>なる</c><1></c>,く
17.701,18.002,-1,-1,<1></c><2>だんだん嬉しく</c><3>なる</c><1></c>,く
18.002,18.302,-1,0,<1></c><2>だんだんうれしくな</c><3>る</c><1></c>,な
18.002,18.302,-1,-1,<1></c><2>だんだん嬉しくな</c><3>る</c><1></c>,な
18.302,20.27,-1,0,<1></c><2>だんだんうれしくなる</c><1></c>,る
18.302,20.27,-1,-1,<1></c><2>だんだん嬉しくなる</c><1></c>,る
18.569,19.703,-1,92,<1></c><2>originalartist:40mp</c><1></c>,originalartist:40mp
18.569,23.14,-1,0,<1></c><2>だんだん近くなる/40mp</c><1></c><2>(coveredby七詩ムメイ)</c><1></c>,だんだん近くなる/40mp(coveredby七詩ムメイ)
19.703,20.838,-1,92,<1></c><2>vocals:七詩ムメイ</c><1></c>,vocals:七詩ムメイ
20.838,22.006,-1,92,<1></c><2>mix:k\'s</c><1></c>,mix:k\'s
22.006,23.14,-1,92,<1></c><2>movie:kanauru</c><1></c>,movie:kanauru
27.711,28.278,-1,0,<1></c><2>だん</c><3>だんふとくなる</c><1></c>,だん
27.711,28.278,-1,-1,<1></c><2>だん</c><3>だん太くなる</c><1></c>,だん
28.278,28.846,-1,0,<1></c><2>だんだん</c><3>ふとくなる</c><1></c>,だん
28.278,28.846,-1,-1,<1></c><2>だんだん</c><3>太くなる</c><1></c>,だん
28.846,29.013,-1,0,<1></c><2>だんだんふ</c><3>とくなる</c><1></c>,ふ
28.846,29.146,-1,-1,<1></c><2>だんだん太</c><3>くなる</c><1></c>,太
29.013,29.146,-1,0,<1></c><2>だんだんふと</c><3>くなる</c><1></c>,と
29.146,29.446,-1,0,<1></c><2>だんだんふとく</c><3>なる</c><1></c>,く
29.146,29.446,-1,-1,<1></c><2>だんだん太く</c><3>なる</c><1></c>,く
29.446,29.747,-1,0,<1></c><2>だんだんふとくな</c><3>る</c><1></c>,な
29.446,29.747,-1,-1,<1></c><2>だんだん太くな</c><3>る</c><1></c>,な
29.747,30.28,-1,0,<1></c><2>だんだんふとくなる</c><1></c>,る
29.747,30.28,-1,-1,<1></c><2>だんだん太くなる</c><1></c>,る
30.28,30.547,-1,0,<1></c><2>だん</c><3>だんたくましくなる</c><1></c>,だん
30.28,30.547,-1,-1,<1></c><2>だん</c><3>だん逞しくなる</c><1></c>,だん
30.547,30.848,-1,0,<1></c><2>だんだん</c><3>たくましくなる</c><1></c>,だん
30.547,30.848,-1,-1,<1></c><2>だんだん</c><3>逞しくなる</c><1></c>,だん
30.848,30.981,-1,0,<1></c><2>だんだんた</c><3>くましくなる</c><1></c>,た
30.848,31.315,-1,-1,<1></c><2>だんだん逞</c><3>しくなる</c><1></c>,逞
30.981,31.148,-1,0,<1></c><2>だんだんたく</c><3>ましくなる</c><1></c>,く
31.148,31.315,-1,0,<1></c><2>だんだんたくま</c><3>しくなる</c><1></c>,ま
31.315,31.482,-1,0,<1></c><2>だんだんたくまし</c><3>くなる</c><1></c>,し
31.315,31.482,-1,-1,<1></c><2>だんだん逞し</c><3>くなる</c><1></c>,し
31.482,31.715,-1,0,<1></c><2>だんだんたくましく</c><3>なる</c><1></c>,く
31.482,31.715,-1,-1,<1></c><2>だんだん逞しく</c><3>なる</c><1></c>,く
31.715,32.016,-1,0,<1></c><2>だんだんたくましくな</c><3>る</c><1></c>,な
31.715,32.016,-1,-1,<1></c><2>だんだん逞しくな</c><3>る</c><1></c>,な
32.016,32.282,-1,0,<1></c><2>だんだんたくましくなる</c><1></c>,る
32.016,32.282,-1,-1,<1></c><2>だんだん逞しくなる</c><1></c>,る
32.282,32.85,-1,0,<1></c><2>だん</c><3>だんほそくなる</c><1></c>,だん
32.282,32.85,-1,-1,<1></c><2>だん</c><3>だん細くなる</c><1></c>,だん
32.85,33.417,-1,0,<1></c><2>だんだん</c><3>ほそくなる</c><1></c>,だん
32.85,33.417,-1,-1,<1></c><2>だんだん</c><3>細くなる</c><1></c>,だん
33.417,33.584,-1,0,<1></c><2>だんだんほ</c><3>そくなる</c><1></c>,ほ
33.417,33.717,-1,-1,<1></c><2>だんだん細</c><3>くなる</c><1></c>,細
33.584,33.717,-1,0,<1></c><2>だんだんほそ</c><3>くなる</c><1></c>,そ
33.717,33.984,-1,0,<1></c><2>だんだんほそく</c><3>なる</c><1></c>,く
33.717,33.984,-1,-1,<1></c><2>だんだん細く</c><3>なる</c><1></c>,く
33.984,34.284,-1,0,<1></c><2>だんだんほそくな</c><3>る</c><1></c>,な
33.984,34.284,-1,-1,<1></c><2>だんだん細くな</c><3>る</c><1></c>,な
34.284,34.885,-1,0,<1></c><2>だんだんほそくなる</c><1></c>,る
34.284,34.885,-1,-1,<1></c><2>だんだん細くなる</c><1></c>,る
34.885,35.152,-1,0,<1></c><2>だん</c><3>だんかわいくなる</c><1></c>,だん
34.885,35.152,-1,-1,<1></c><2>だん</c><3>だん可愛くなる</c><1></c>,だん
35.152,35.419,-1,0,<1></c><2>だんだん</c><3>かわいくなる</c><1></c>,だん
35.152,35.419,-1,-1,<1></c><2>だんだん</c><3>可愛くなる</c><1></c>,だん
35.419,35.552,-1,0,<1></c><2>だんだんか</c><3>わいくなる</c><1></c>,か
35.419,35.552,-1,-1,<1></c><2>だんだん可</c><3>愛くなる</c><1></c>,可
35.552,35.719,-1,0,<1></c><2>だんだんかわ</c><3>いくなる</c><1></c>,わ
35.552,36.02,-1,-1,<1></c><2>だんだん可愛</c><3>くなる</c><1></c>,愛
35.719,36.02,-1,0,<1></c><2>だんだんかわい</c><3>くなる</c><1></c>,い
36.02,36.286,-1,0,<1></c><2>だんだんかわいく</c><3>なる</c><1></c>,く
36.02,36.286,-1,-1,<1></c><2>だんだん可愛く</c><3>なる</c><1></c>,く
36.286,36.62,-1,0,<1></c><2>だんだんかわいくな</c><3>る</c><1></c>,な
36.286,36.62,-1,-1,<1></c><2>だんだん可愛くな</c><3>る</c><1></c>,な
36.62,36.854,-1,0,<1></c><2>だんだんかわいくなる</c><1></c>,る
36.62,36.854,-1,-1,<1></c><2>だんだん可愛くなる</c><1></c>,る
36.854,37.421,-1,0,<1></c><2>だん</c><3>だんすぎていく</c><1></c>,だん
36.854,37.421,-1,-1,<1></c><2>だん</c><3>だん過ぎていく</c><1></c>,だん
37.421,37.988,-1,0,<1></c><2>だんだん</c><3>すぎていく</c><1></c>,だん
37.421,37.988,-1,-1,<1></c><2>だんだん</c><3>過ぎていく</c><1></c>,だん
37.988,38.122,-1,0,<1></c><2>だんだんす</c><3>ぎていく</c><1></c>,す
37.988,38.122,-1,-1,<1></c><2>だんだん過</c><3>ぎていく</c><1></c>,過
38.122,38.288,-1,0,<1></c><2>だんだんすぎ</c><3>ていく</c><1></c>,ぎ
38.122,38.288,-1,-1,<1></c><2>だんだん過ぎ</c><3>ていく</c><1></c>,ぎ
38.288,38.555,-1,0,<1></c><2>だんだんすぎて</c><3>いく</c><1></c>,て
38.288,38.555,-1,-1,<1></c><2>だんだん過ぎて</c><3>いく</c><1></c>,て
38.555,38.856,-1,0,<1></c><2>だんだんすぎてい</c><3>く</c><1></c>,い
38.555,38.856,-1,-1,<1></c><2>だんだん過ぎてい</c><3>く</c><1></c>,い
38.856,39.456,-1,0,<1></c><2>だんだんすぎていく</c><1></c>,く
38.856,39.456,-1,-1,<1></c><2>だんだん過ぎていく</c><1></c>,く
39.456,39.59,-1,0,<1></c><2>ひ</c><3>だりからみぎへと</c><1></c>,ひ
39.456,39.99,-1,-1,<1></c><2>左</c><3>から右へと</c><1></c>,左
