start,end,position,line,text,token
3.988,4.188,-1,0,<61></c><125>う</c><124>たえさわげ</c><61></c>,う
3.988,4.388,-1,-1,<61></c><125>歌</c><124>え騒げ</c><61></c>,歌
4.188,4.388,-1,0,<61></c><125>う</c><57>た</c><124>えさわげ</c><61></c>,た
4.388,4.588,-1,0,<61></c><125>う</c><57>た</c><18>え</c><124>さわげ</c><61></c>,え
4.388,4.588,-1,-1,<61></c><125>歌</c><18>え</c><124>騒げ</c><61></c>,え
4.588,4.822,-1,0,<61></c><125>う</c><57>た</c><18>え</c><13>さ</c><124>わげ</c><61></c>,さ
4.588,5.022,-1,-1,<61></c><125>歌</c><18>え</c><13>騒</c><124>げ</c><61></c>,騒
4.822,5.022,-1,0,<61></c><125>う</c><57>た</c><18>え</c><13>さ</c><44>わ</c><124>げ</c><61></c>,げ
4.822,5.022,-1,0,<61></c><125>う</c><57>た</c><18>え</c><13>さ</c><128>わ</c><124>げ</c><61></c>,わ
5.022,5.222,-1,0,<61></c><125>う</c><57>た</c><18>え</c><13>さ</c><44>わ</c><75>げ</c><61></c>,うたえさわげ
5.022,5.222,-1,0,<61></c><125>う</c><57>た</c><18>え</c><13>さ</c><128>わ</c><75>げ</c><61></c>,げ
5.022,5.222,-1,-1,<61></c><125>歌</c><18>え</c><13>騒</c><75>げ</c><61></c>,げ
5.222,5.422,-1,0,<61></c><125>う</c><124>たげはつづく</c><61></c>,う
5.222,5.823,-1,-1,<61></c><125>宴</c><124>は続く</c><61></c>,宴
5.422,5.622,-1,0,<61></c><125>う</c><67>た</c><124>げはつづく</c><61></c>,た
5.622,5.823,-1,0,<61></c><125>う</c><67>た</c><32>げ</c><124>はつづく</c><61></c>,げ
5.823,6.056,-1,0,<61></c><125>う</c><67>た</c><32>げ</c><1>は</c><124>つづく</c><61></c>,は
5.823,6.056,-1,-1,<61></c><125>宴</c><1>は</c><124>続く</c><61></c>,は
6.056,6.256,-1,0,<61></c><125>う</c><67>た</c><32>げ</c><1>は</c><24>つ</c><124>づく</c><61></c>,つ
6.056,6.457,-1,-1,<61></c><125>宴</c><1>は</c><24>続</c><124>く</c><61></c>,続
6.256,6.457,-1,0,<61></c><125>う</c><67>た</c><32>げ</c><1>は</c><24>つ</c><48>づ</c><124>く</c><61></c>,づ
6.457,6.89,-1,0,<61></c><125>う</c><67>た</c><32>げ</c><1>は</c><24>つ</c><48>づ</c><75>く</c><61></c>,く
6.457,6.89,-1,-1,<61></c><125>宴</c><1>は</c><24>続</c><75>く</c><61></c>,く
6.89,7.057,-1,0,<61></c><125>ま</c><124>えおにけもだんす</c><61></c>,ま
6.89,7.057,-1,-1,<61></c><125>舞</c><124>え　おにけもだんす</c><61></c>,舞
7.057,7.491,-1,0,<61></c><125>ま</c><74>え</c><51></c><124>おにけもだんす</c><61></c>,え
7.057,7.291,-1,-1,<61></c><125>舞</c><74>え</c><124>　おにけもだんす</c><61></c>,え
7.291,7.491,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><124>おにけもだんす</c><61></c>,　
7.491,7.825,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><124>にけもだんす</c><61></c>,お
7.491,7.825,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><124>にけもだんす</c><61></c>,お
7.825,7.992,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><7>に</c><124>けもだんす</c><61></c>,に
7.825,7.992,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><7>に</c><124>けもだんす</c><61></c>,に
7.992,8.125,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><7>に</c><4>け</c><124>もだんす</c><61></c>,け
7.992,8.125,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><7>に</c><4>け</c><124>もだんす</c><61></c>,け
8.125,8.258,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><7>に</c><4>け</c><24>も</c><124>だんす</c><61></c>,も
8.125,8.258,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><7>に</c><4>け</c><24>も</c><124>だんす</c><61></c>,も
8.258,8.559,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><7>に</c><4>け</c><24>も</c><40>だ</c><58>ん</c><75>す</c><61></c>,まえおにけもだんす
8.258,8.559,-1,0,<61></c><125>ま</c><74>え</c><51></c><32>お</c><7>に</c><4>け</c><24>も</c><108>だ</c><58>ん</c><75>す</c><61></c>,だんす
8.258,8.559,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><7>に</c><4>け</c><24>も</c><40>だ</c><58>ん</c><75>す</c><61></c>,舞え　おにけもだんす
8.258,8.559,-1,-1,<61></c><125>舞</c><74>え</c><51>　</c><32>お</c><7>に</c><4>け</c><24>も</c><108>だ</c><58>ん</c><75>す</c><61></c>,だんす
8.559,8.892,-1,85,<61></c><125>破</c><1>っ</c><75>！</c><61></c>,破っ！
8.892,10.094,-1,85,<61></c><125>作</c><78>詞</c><57>:</c><36>p</c><18>a</c><1>n</c><13>d</c><29>a</c><44>b</c><59>o</c><75>y</c><61></c>,boy
