start,end,line,token
7.057,9.893,92,歌:角巻わため
7.057,18.335,0,角巻わため-御伽の詩と永久なるミライ
9.893,12.696,92,作詞:おぐらあすか(hifumiinc.)
12.696,15.532,92,作曲:佐藤陽介(hifumiinc.)
15.532,18.335,92,編曲:佐高陵平(hifumiinc.)
19.37,19.536,92,と
19.37,19.536,0,と
19.536,19.737,92,あ
19.536,19.737,0,あ
19.737,20.104,92,る
19.737,20.104,0,る
20.104,20.27,92,世
20.104,20.27,0,せ
20.27,20.804,92,界
20.27,20.804,0,か
20.804,20.971,92,界
20.804,20.971,0,い
20.971,22.206,92,の
20.971,22.206,0,の
22.206,22.573,92,御
22.206,22.573,0,お
22.573,22.906,92,伽
22.573,22.906,0,と
22.906,23.107,92,伽
22.906,23.107,0,ぎ
23.107,23.607,92,の
23.107,23.607,0,の
23.607,23.807,92,詩
23.607,23.807,0,う
23.807,25.042,92,　
23.807,25.042,0,た
25.042,25.409,92,聞
25.042,25.409,0,き
25.409,25.776,92,か
25.409,25.776,0,か
25.776,26.076,92,せ
25.776,26.076,0,せ
26.076,26.477,92,ま
26.076,26.477,0,ま
26.477,26.844,92,しょ
26.477,26.844,0,しょ
26.844,28.912,92,う
26.844,28.912,0,う
28.912,29.613,92,ど
28.912,29.613,0,ど
29.613,30.314,92,こ
29.613,30.314,0,こ
30.314,31.048,92,か
30.314,31.048,0,か
31.048,32.082,92,に
31.048,32.082,0,に
32.082,32.449,92,あ
32.082,32.449,0,あ
32.449,32.95,92,る
32.449,32.95,0,る
32.95,33.484,92,と
32.95,33.484,0,と
33.484,33.717,92,い
33.484,33.717,0,い
33.717,34.885,92,う
33.717,34.885,0,う
34.885,35.252,92,ミ
34.885,35.252,0,み
35.252,35.619,92,ラ
35.252,35.619,0,ら
35.619,35.986,92,イ
35.619,35.986,0,い
35.986,36.32,92,の
35.986,36.32,0,の
36.32,37.021,92,お
36.32,37.021,0,お
37.021,37.388,92,話
37.021,37.388,0,は
37.388,39.156,92,話
37.388,37.721,0,な
37.721,39.156,0,し
40.924,42.026,92,－そう、
40.924,42.026,0,－そう、
42.026,42.159,92,そ
42.026,42.159,0,そ
42.159,42.326,92,れ
42.159,42.326,0,れ
42.326,43.427,92,は
42.326,43.427,0,は
43.427,43.794,92,忘
43.427,43.794,0,わ
43.794,44.294,92,忘
43.794,44.294,0,す
44.294,44.461,92,れ
44.294,44.461,0,れ
44.461,44.828,92,て
44.461,44.828,0,て
44.828,44.995,92,い
44.828,44.995,0,い
44.995,45.863,92,た
44.995,45.863,0,た
45.863,46.597,92,夢
45.863,46.597,0,ゆ
46.597,47.297,92,夢
46.597,47.297,0,め
47.297,47.998,92,や
47.297,47.998,0,や
47.998,48.532,92,理
47.998,48.532,0,り
48.532,49.033,92,想
48.532,49.033,0,そ
49.033,49.199,92,想
49.033,49.199,0,う
49.199,51.502,92,の
49.199,51.502,0,の
51.502,51.869,92,果
51.502,51.869,0,は
51.869,53.604,92,て
51.869,53.604,0,て
53.604,54.338,92,こ
53.604,54.338,0,こ
54.338,55.039,92,の
54.338,55.039,0,の
55.039,55.372,92,大
55.039,55.372,0,お
55.372,56.073,92,大
55.372,56.073,0,お
56.073,56.273,92,き
56.073,56.273,0,き
56.273,57.541,92,な
56.273,57.541,0,な
57.541,57.841,92,世
57.541,57.841,0,せ
57.841,58.909,92,界
57.841,58.909,0,か
58.909,59.109,92,界
58.909,59.109,0,い
59.109,60.244,92,で
59.109,60.244,0,で
60.244,60.677,92,ち
60.244,60.677,0,ち
60.677,61.045,92,っ
60.677,61.045,0,っ
61.045,61.378,92,ぽ
61.045,61.378,0,ぽ
61.378,61.745,92,け
61.378,61.745,0,け
61.745,62.446,92,な
61.745,62.446,0,な
62.446,62.78,92,僕
62.446,62.78,0,ぼ
62.78,63.18,92,僕
62.78,63.18,0,く
63.18,65.616,92,は
63.18,65.616,0,は
65.616,65.983,92,止
65.616,65.983,0,や
65.983,67.017,92,ま
65.983,67.017,0,ま
67.017,67.418,92,な
67.017,67.418,0,な
67.418,68.419,92,い
67.418,68.419,0,い
