start,end,line,token
91.375,93.644,92,illust:quasarcake
89.073,91.375,92,mix:ourokronii
93.644,95.946,92,movie:ebiebibeam
45.229,45.662,0,い
45.062,45.229,0,た
44.895,45.062,0,り
44.728,44.895,0,ぐ
44.428,44.728,0,な
44.128,44.428,0,を
43.861,44.128,0,つ
43.56,43.861,0,い
43.36,43.56,0,あ
71.989,72.523,0,を
71.822,71.989,0,り
71.622,71.822,0,ま
71.422,71.622,0,な
71.288,71.422,0,に
71.121,71.288,0,の
70.888,71.121,0,も
70.654,70.888,0,き
70.487,70.654,0,し
70.287,70.487,0,あ
21.638,22.206,0,ね
21.505,21.638,0,う
21.338,21.505,0,ろ
21.171,21.338,0,だ
21.038,21.171,0,い
20.938,21.038,0,あ
20.804,20.938,0,に
20.671,20.804,0,お
20.504,20.671,0,が
20.371,20.504,0,く
20.17,20.371,0,りょ
20.07,20.17,0,う
19.937,20.07,0,ぼ
19.737,19.937,0,じゃ
19.57,19.737,0,ち
19.436,19.57,0,ま
19.336,19.436,0,の
19.136,19.336,0,こ
19.036,19.136,0,い
18.936,19.036,0,な
18.769,18.936,0,か
18.635,18.769,0,ど
18.502,18.635,0,と
18.369,18.502,0,も
18.202,18.369,0,た
18.102,18.202,0,う
17.968,18.102,0,の
17.835,17.968,0,り
17.634,17.835,0,の
17.501,17.634,0,い
119.67,119.903,0,う
119.57,119.67,0,ろ
119.47,119.57,0,ん
119.369,119.47,0,て
119.236,119.369,0,ま
119.136,119.236,0,と
119.002,119.136,0,きー
118.802,119.002,0,ういす
131.915,132.516,0,を
131.715,131.915,0,つ
131.515,131.715,0,ば
131.348,131.515,0,に
131.181,131.348,0,の
130.981,131.181,0,も
130.747,130.981,0,り
130.614,130.747,0,ぎ
130.38,130.614,0,ら
130.18,130.38,0,う
76.427,77.127,0,よ
76.26,76.427,0,る
76.093,76.26,0,や
75.926,76.093,0,て
75.793,75.926,0,し
75.592,75.793,0,る
75.392,75.592,0,ゆ
75.192,75.392,0,が
75.025,75.192,0,れ
74.825,75.025,0,お
113.864,114.231,0,ふ
113.797,113.864,0,い
113.697,113.797,0,さ
113.597,113.697,0,た
113.497,113.597,0,っ
113.363,113.497,0,な
113.197,113.363,0,に
113.13,113.197,0,ら
113.063,113.13,0,か
112.93,113.063,0,で
112.729,112.93,0,い
112.629,112.729,0,う
112.496,112.629,0,ご
112.396,112.496,0,ん
112.262,112.396,0,ぜ
112.096,112.262,0,ん
111.929,112.096,0,か
133.584,134.218,0,か？
133.383,133.584,0,い
133.183,133.383,0,な
133.016,133.183,0,ら
132.883,133.016,0,い
132.749,132.883,0,に
132.516,132.749,0,き
58.242,59.076,0,た
58.108,58.242,0,い
57.941,58.108,0,て
57.841,57.941,0,し
57.708,57.841,0,ん
57.574,57.708,0,た
57.441,57.574,0,か
57.307,57.441,0,に
57.174,57.307,0,い
56.94,57.174,0,え
56.84,56.94,0,い
56.707,56.84,0,け
56.54,56.707,0,で
56.407,56.54,0,い
56.273,56.407,0,め
56.106,56.273,0,ん
55.939,56.106,0,け
55.773,55.939,0,も
55.639,55.773,0,く
55.506,55.639,0,りょ
55.372,55.506,0,ん
55.205,55.372,0,け
55.072,55.205,0,の
54.972,55.072,0,つ
54.805,54.972,0,さ
54.638,54.805,0,い
54.505,54.638,0,け
125.109,125.609,0,と
124.842,125.109,0,あ
124.708,124.842,0,ず
124.575,124.708,0,き
124.341,124.575,0,ぬ
124.141,124.341,0,え
124.007,124.141,0,き
123.774,124.007,0,ど
123.607,123.774,0,せ
123.34,123.607,0,け
83.4,83.934,0,で
83.233,83.4,0,つ
83.067,83.233,0,ぱ
82.966,83.067,0,っ
82.833,82.966,0,い
82.733,82.833,0,ん
82.566,82.733,0,が
82.399,82.566,0,ん
82.232,82.399,0,だ
82.066,82.232,0,く
81.932,82.066,0,きょ
81.799,81.932,0,っ
81.665,81.799,0,け
26.21,26.81,0,ぜ
26.043,26.21,0,い
25.909,26.043,0,な
25.776,25.909,0,か
25.642,25.776,0,つ
25.542,25.642,0,う
25.476,25.542,0,も
25.275,25.476,0,は
25.175,25.275,0,に
25.075,25.175,0,ち
24.942,25.075,0,き
24.775,24.942,0,て
24.608,24.775,0,く
24.475,24.608,0,も
24.341,24.475,0,も
24.208,24.341,0,て
24.074,24.208,0,い
23.907,24.074,0,て
23.807,23.907,0,っ
23.64,23.807,0,が
23.474,23.64,0,た
23.307,23.474,0,し
23.173,23.307,0,に
22.94,23.173,0,う
22.773,22.94,0,ほ
22.673,22.773,0,う
22.573,22.673,0,つ
22.373,22.573,0,う
22.206,22.373,0,こ
129.646,130.18,0,を
129.446,129.646,0,な
129.279,129.446,0,ず
129.046,129.279,0,き
128.846,129.046,0,に
128.712,128.846,0,ち
128.445,128.712,0,た
128.245,128.445,0,も
128.112,128.245,0,ど
127.911,128.112,0,こ
40.624,41.091,0,い
40.491,40.624,0,な
40.357,40.491,0,も
40.157,40.357,0,お
39.957,40.157,0,か
39.79,39.957,0,す
39.556,39.79,0,わ
39.39,39.556,0,あ
39.223,39.39,0,に
39.089,39.223,0,や
38.789,39.089,0,お
38.288,38.789,0,れ
38.055,38.288,0,ら
37.888,38.055,0,て
37.654,37.888,0,す
37.388,37.654,0,す
37.087,37.388,0,か
36.82,37.087,0,み
36.52,36.82,0,ご
109.359,109.66,0,ふ
109.193,109.359,0,い
109.059,109.193,0,な
108.959,109.059,0,た
108.892,108.959,0,っ
108.792,108.892,0,も
108.692,108.792,0,し
108.625,108.692,0,く
108.492,108.625,0,か
108.358,108.492,0,や
108.292,108.358,0,い
108.225,108.292,0,た
108.125,108.225,0,く
108.058,108.125,0,ん
107.958,108.058,0,ぱ
107.858,107.958,0,な
107.791,107.858,0,き
107.691,107.791,0,て
107.591,107.691,0,い
107.524,107.591,0,ん
107.357,107.524,0,じ
81.031,81.665,0,け
80.798,81.031,0,だ
80.664,80.798,0,つ
80.531,80.664,0,や
80.364,80.531,0,た
80.164,80.364,0,て
79.963,80.164,0,す
79.797,79.963,0,て
79.63,79.797,0,べ
79.496,79.63,0,す
78.762,79.496,0,は
78.529,78.762,0,の
78.362,78.529,0,る
78.162,78.362,0,れ
78.028,78.162,0,い
77.861,78.028,0,に
77.628,77.861,0,て
77.494,77.628,0,て
77.294,77.494,0,べ
77.127,77.294,0,す
138.222,138.755,0,ら
138.088,138.222,0,な
137.921,138.088,0,ち
137.754,137.921,0,の
137.621,137.754,0,い
137.488,137.621,0,た
137.354,137.488,0,っ
137.187,137.354,0,ろ
137.087,137.187,0,ひ
136.92,137.087,0,く
136.753,136.92,0,か
136.62,136.753,0,っ
136.353,136.62,0,せ
138.222,138.755,92,ら
138.088,138.222,92,な
137.921,138.088,92,命
137.754,137.921,92,命
137.621,137.754,92,命
137.488,137.621,92,た
137.354,137.488,92,っ
137.187,137.354,92,拾
137.087,137.187,92,拾
136.92,137.087,92,く
136.753,136.92,92,か
136.62,136.753,92,っ
136.353,136.62,92,せ
47.398,47.931,0,だ
47.264,47.398,0,め
47.097,47.264,0,だ
46.964,47.097,0,き
46.83,46.964,0,は
46.697,46.83,0,の
46.53,46.697,0,ら
46.363,46.53,0,つ
46.23,46.363,0,や
45.996,46.23,0,う
45.896,45.996,0,い
45.763,45.896,0,う
45.662,45.763,0,そ
47.398,47.931,92,だ
47.264,47.398,92,め
47.097,47.264,92,溜
46.964,47.097,92,き
46.83,46.964,92,掃
46.697,46.83,92,の
46.53,46.697,92,ら
46.363,46.53,92,奴
46.23,46.363,92,奴
45.996,46.23,92,う
45.896,45.996,92,い
45.763,45.896,92,う
45.662,45.763,92,そ
117.367,117.668,0,い
117.267,117.367,0,は
117.134,117.267,0,て
117.067,117.134,0,の
116.967,117.067,0,しゃ
116.9,116.967,0,う
116.834,116.9,0,ぎょ
116.767,116.834,0,ぎ
116.667,116.767,0,う
116.5,116.667,0,そ
42.96,43.36,0,い
42.793,42.96,0,た
42.559,42.793,0,て
42.393,42.559,0,き
42.226,42.393,0,い
41.925,42.226,0,も
41.725,41.925,0,で
41.258,41.725,0,れ
41.091,41.258,0,そ
42.96,43.36,92,い
42.793,42.96,92,た
42.559,42.793,92,て
42.393,42.559,92,き
42.226,42.393,92,生
41.925,42.226,92,も
41.725,41.925,92,で
41.258,41.725,92,れ
41.091,41.258,92,そ
122.773,123.34,0,も
122.673,122.773,0,や
122.573,122.673,0,ん
122.506,122.573,0,こ
122.406,122.506,0,く
122.306,122.406,0,び
122.206,122.306,0,ひ
122.139,122.206,0,が
122.039,122.139,0,と
121.939,122.039,0,お
121.839,121.939,0,る
121.738,121.839,0,ぜ
121.638,121.738,0,は
121.572,121.638,0,ち
121.472,121.572,0,の
121.371,121.472,0,い
121.271,121.371,0,ず
121.205,121.271,0,え
121.071,121.205,0,た
140.457,141.091,0,な
140.324,140.457,0,に
140.19,140.324,0,の
140.057,140.19,0,い
139.957,140.057,0,い
139.756,139.957,0,ば
139.59,139.756,0,れ
139.456,139.59,0,て
139.323,139.456,0,し
139.156,139.323,0,に
139.089,139.156,0,じ
138.956,139.089,0,い
138.755,138.956,0,だ
62.813,63.414,0,だ
62.679,62.813,0,い
62.513,62.679,0,だ
62.379,62.513,0,し
62.246,62.379,0,す
62.112,62.246,0,け
62.012,62.112,0,て
61.845,62.012,0,げ
61.745,61.845,0,な
61.545,61.745,0,に
61.412,61.545,0,み
61.311,61.412,0,う
61.178,61.311,0,ら
61.011,61.178,0,か
60.911,61.011,0,つ
60.778,60.911,0,や
60.644,60.778,0,た
60.511,60.644,0,し
60.344,60.511,0,を
60.244,60.344,0,と
60.077,60.244,0,ご
59.943,60.077,0,し
59.676,59.943,0,な
59.51,59.676,0,う
59.343,59.51,0,と
59.243,59.343,0,き
59.076,59.243,0,て
115.165,115.365,0,い
115.065,115.165,0,あ
114.932,115.065,0,み
114.798,114.932,0,も
114.698,114.798,0,で
114.565,114.698,0,りー
114.465,114.565,0,と
114.331,114.465,0,り
114.231,114.331,0,て
17.067,17.501,0,で
16.967,17.067,0,ん
16.867,16.967,0,ふ
16.633,16.867,0,を
16.533,16.633,0,ね
16.333,16.533,0,た
16.2,16.333,0,の
16.066,16.2,0,い
15.933,16.066,0,く
15.766,15.933,0,む
15.632,15.766,0,た
15.532,15.632,0,い
15.399,15.532,0,ま
15.265,15.399,0,て
15.099,15.265,0,っ
14.932,15.099,0,や
14.798,14.932,0,て
14.665,14.798,0,っ
14.531,14.665,0,か
14.365,14.531,0,き
14.264,14.365,0,す
13.998,14.264,0,だー
13.664,13.998,0,おー
13.397,13.664,0,でぃす
116.266,116.5,0,りー
116.133,116.266,0,ば
116.033,116.133,0,り
115.933,116.033,0,で
115.833,115.933,0,の
115.699,115.833,0,がん
115.566,115.699,0,みー
115.365,115.566,0,と
67.351,67.918,0,な
67.217,67.351,0,き
67.084,67.217,0,て
66.984,67.084,0,い
66.884,66.984,0,つ
66.65,66.884,0,に
66.517,66.65,0,ち
66.383,66.517,0,っ
66.25,66.383,0,こ
66.083,66.25,0,ら
65.949,66.083,0,か
65.849,65.949,0,る
65.682,65.849,0,や
65.516,65.682,0,ん
65.416,65.516,0,ぶ
65.282,65.416,0,ん
65.149,65.282,0,は
65.015,65.149,0,を
64.882,65.015,0,い
64.715,64.882,0,か
64.548,64.715,0,せ
64.381,64.548,0,ら
64.248,64.381,0,た
64.081,64.248,0,っ
63.947,64.081,0,な
63.781,63.947,0,に
63.68,63.781,0,ま
63.514,63.68,0,か
63.414,63.514,0,な
135.886,136.353,0,な
135.719,135.886,0,り
135.552,135.719,0,や
135.352,135.552,0,が
135.219,135.352,0,え
135.085,135.219,0,ま
134.818,135.085,0,お
134.618,134.818,0,ば
134.418,134.618,0,ら
134.218,134.418,0,な
135.886,136.353,92,な
