start,end,line,token
0.217,0.584,0,い
0.217,0.584,78,<dupe_ref_end>
0.584,0.751,78,<dupe_ref_end>
0.584,0.751,0,ろ
0.751,0.918,0,づ
0.751,0.918,78,づ
0.918,1.085,78,く
0.918,1.085,0,く
1.085,1.452,0,お
1.085,1.452,78,想
1.452,1.618,78,想
1.452,1.618,0,も
1.618,1.785,0,ひ
1.618,1.785,78,ひ
1.785,2.119,78,は
1.785,2.119,0,は
2.119,2.453,0,せ
2.119,2.453,78,刹
2.453,2.653,78,刹
2.453,2.653,0,つ
2.653,2.987,0,な
2.653,2.987,78,那　
2.987,3.287,78,百
2.987,3.287,0,ひゃっ
3.287,3.52,0,か
3.287,3.52,78,花
3.52,3.854,78,繚
3.52,3.854,0,りょう
3.854,4.188,0,らん
3.854,4.188,78,乱
4.188,4.521,78,花
4.188,4.521,0,は
4.521,4.688,78,花
4.521,4.688,0,な
4.688,4.855,78,吹
4.688,4.855,0,ふ
4.855,5.723,78,雪
4.855,5.022,0,ぶ
5.022,5.723,0,き
5.723,13.931,43,百花繚乱花吹雪
5.723,13.931,43,hololiveidolproject
8.459,11.195,78,作詞・作曲:武田将弥(dreammonster)
8.459,11.195,0,歌:白上フブキ百鬼あやめ大神ミオ
11.195,13.931,78,編曲:高木龍一(dreammonster)
11.195,13.931,-1,武田将弥(dreammonster)
16.667,17.201,0,ぱっ
16.667,17.201,78,パッ
17.201,17.368,78,と
17.201,17.368,0,と
17.368,17.534,0,さ
17.368,17.534,78,咲
17.534,17.701,78,い
17.534,17.701,0,い
17.701,17.868,0,て
17.701,17.868,78,て
17.868,18.202,0,ちっ
17.868,18.202,78,散っ
18.202,18.902,0,た
18.202,18.902,78,た　
18.902,19.103,0,は
18.902,19.103,78,花
19.103,19.236,78,花
19.103,19.236,0,な
19.236,19.57,78,は
19.236,19.57,0,は
19.57,19.77,0,お
19.57,19.77,78,終
19.77,19.97,0,わ
19.77,19.97,78,わ
19.97,20.27,0,り
19.97,20.27,78,り
20.27,20.437,78,実
20.27,20.437,0,み
20.437,20.604,78,を
20.437,20.604,0,を
20.604,20.938,0,つ
20.604,20.938,78,つ
20.938,21.138,0,け
20.938,21.138,78,け
21.138,21.305,0,て
21.138,21.305,78,て
21.305,21.839,78,く
21.305,21.839,0,く
21.839,22.006,78,そ
21.839,22.006,0,そ
22.006,22.172,0,の
22.006,22.172,78,の
22.172,22.406,78,時
22.172,22.406,0,と
22.406,22.706,0,き
22.406,22.706,78,時
22.706,23.207,78,を
22.706,23.207,0,を
23.207,23.374,0,ま
23.207,23.374,78,待
23.374,23.54,78,て
23.374,23.54,0,て
23.54,23.741,0,ど
23.54,23.741,78,ど
23.741,23.907,78,暮
23.741,23.907,0,く
23.907,24.074,0,ら
23.907,24.074,78,ら
24.074,24.241,78,せ
24.074,24.241,0,せ
24.241,24.742,0,ど
24.241,24.742,78,ど　
24.742,24.908,0,こ
24.742,24.908,78,事
24.908,25.442,0,と
24.908,25.442,78,事
25.442,25.576,78,は
25.442,25.576,0,は
25.576,25.776,78,進
25.576,25.776,0,す
25.776,25.943,0,す
25.776,25.943,78,進
25.943,26.11,78,ま
25.943,26.11,0,ま
26.11,27.144,78,ず
26.11,27.144,0,ず
27.644,28.145,0,そっ
27.644,28.145,78,そっ
28.145,28.312,78,と
28.145,28.312,0,と
28.312,28.479,0,ふ
28.312,28.479,78,触
28.479,28.645,78,れ
28.479,28.645,0,れ
28.645,28.812,0,て
28.645,28.812,78,て
28.812,29.213,78,知っ
28.812,29.213,0,しっ
29.213,29.88,78,た　
29.213,29.88,0,た
29.88,30.047,78,胸
29.88,30.047,0,む
30.047,30.247,0,ね
30.047,30.247,78,胸
30.247,30.581,78,の
30.247,30.581,0,の
30.581,30.748,0,う
30.581,30.748,78,内
30.748,30.914,78,内
30.748,30.914,0,ち
30.914,31.248,0,の
30.914,31.248,78,の
31.248,31.415,78,温
31.248,31.415,0,あ
31.415,31.582,78,温
31.415,31.582,0,た
31.582,31.949,0,た
31.582,31.949,78,温
31.949,32.116,0,か
31.949,32.116,78,か
32.116,32.316,0,さ
32.116,32.316,78,さ
32.316,32.816,78,を
32.316,32.816,0,を
32.816,32.983,78,<dupe_ref_end>
32.816,32.983,0,は
32.983,33.15,0,じ
32.983,33.15,78,<dupe_ref_end>
33.15,33.45,0,め
33.15,33.45,78,め
33.45,33.684,78,て
33.45,33.684,0,て
33.684,34.184,0,の
33.684,34.184,78,の
34.184,34.351,78,こ
34.184,34.351,0,こ
34.351,34.518,0,の
34.351,34.518,78,の
34.518,34.685,78,気
34.518,34.685,0,き
34.685,34.852,78,持
34.685,34.852,0,も
34.852,35.052,78,ち
34.852,35.052,0,ち
35.052,35.219,0,だ
35.052,35.219,78,だ
35.219,35.719,78,け　
35.219,35.719,0,け
35.719,35.919,0,だ
35.719,35.919,78,抱
35.919,36.353,78,き
35.919,36.353,0,き
36.353,36.587,78,し
36.353,36.587,0,し
36.587,36.754,0,め
36.587,36.754,78,め
36.754,37.087,0,て
36.754,37.087,78,て
37.087,37.254,78,い
37.087,37.254,0,い
37.254,37.921,0,た
37.254,37.921,78,た
37.921,38.088,78,い
37.921,38.088,0,い
38.956,39.289,0,あ
38.956,39.289,78,<dupe_ref_end>
39.289,39.623,0,か
39.289,39.623,78,<dupe_ref_end>
39.623,39.99,0,つ
39.623,39.99,78,<dupe_ref_end>
39.99,40.491,78,　
39.99,40.491,0,き
40.491,40.691,78,交
40.491,40.691,0,か
40.691,40.824,0,わ
40.691,40.824,78,わ
40.824,41.025,78,し
40.824,41.025,0,し
41.025,41.358,78,た
41.025,41.358,0,た
41.358,41.692,78,約
41.358,41.692,0,や
41.692,42.059,78,約
41.692,42.059,0,く
42.059,42.393,0,そ
42.059,42.393,78,束
42.393,42.726,78,束
42.393,42.726,0,く
42.726,44.094,0,は
42.726,44.094,78,は
44.094,44.294,78,<dupe_ref_end>
44.094,44.294,0,“ほ
44.294,44.428,78,<dupe_ref_end>
44.294,44.428,0,ん
44.428,44.628,78,物”
44.428,44.628,0,も
44.628,44.828,78,物”
44.628,44.828,0,の”
44.828,45.162,78,だっ
44.828,45.162,0,だっ
45.162,45.329,0,て
45.162,45.329,78,て
45.329,45.662,78,きっ
45.329,45.662,0,きっ
45.662,46.797,0,と
45.662,46.797,78,と
46.797,47.064,0,し
46.797,47.064,78,<dupe_ref_end>
47.064,47.364,78,<dupe_ref_end>
47.064,47.364,0,ん
47.364,47.731,0,じ
47.364,47.731,78,じ
47.731,48.065,78,て
47.731,48.065,0,て
48.065,49.666,0,る
48.065,49.666,78,る
50.267,50.634,0,い
50.267,50.634,78,い
50.634,50.968,78,ろ
50.634,50.968,0,ろ
50.968,51.135,0,は
50.968,51.135,78,は
51.135,51.335,78,に
51.135,51.335,0,に
51.335,51.502,0,ほ
51.335,51.502,78,ほ
51.502,51.668,78,へ
51.502,51.668,0,へ
51.668,51.835,78,と
51.668,51.835,0,と
51.835,52.169,0,の
51.835,52.169,78,の　
52.169,52.336,78,花
52.169,52.336,0,は
52.336,52.503,0,な
52.336,52.503,78,花
52.503,52.87,78,に
52.503,52.87,0,に
52.87,53.037,78,魅
52.87,53.037,0,み
53.037,53.203,78,せ
53.037,53.203,0,せ
53.203,53.404,0,ら
53.203,53.404,78,ら
53.404,53.537,0,れ
53.404,53.537,78,れ
53.537,53.704,78,た
53.537,53.704,0,た
53.704,54.071,0,しょ
53.704,54.071,78,少
54.071,54.238,78,少
54.071,54.238,0,う
54.238,54.571,0,じょ
54.238,54.571,78,女
54.571,54.905,78,た
54.571,54.905,0,た
54.905,56.073,0,ち
54.905,56.073,78,ち
56.073,56.24,0,あ
56.073,56.24,78,あ
56.24,56.44,78,ぁ　
56.24,56.44,0,ぁ
56.44,56.807,0,は
56.44,56.807,78,は
56.807,56.974,78,ら
56.807,56.974,0,ら
56.974,57.141,78,り
56.974,57.141,0,り
57.141,57.508,0,は
57.141,57.508,78,は
57.508,57.641,78,ら
57.508,57.641,0,ら
57.641,57.808,0,り
57.641,57.808,78,り
57.808,58.175,78,は
57.808,58.175,0,は
58.175,58.342,0,ら
58.175,58.342,78,ら
58.342,58.509,78,り
58.342,58.509,0,り
58.509,58.642,78,落
58.509,58.642,0,お
58.642,58.842,0,ち
58.642,58.842,78,ち
58.842,58.976,78,る
58.842,58.976,0,る
58.976,59.209,0,は
58.976,59.209,78,花弁
59.209,59.51,78,花弁
59.209,59.51,0,な
59.51,59.91,0,と
59.51,59.91,78,と
59.91,60.21,78,舞
59.91,60.21,0,ま
60.21,60.377,0,い
60.21,60.377,78,い
60.377,60.611,78,踊
60.377,60.611,0,お
60.611,61.078,0,ど
60.611,61.078,78,踊
61.078,61.612,78,れ
61.078,61.612,0,れ
61.612,61.779,78,わ
61.612,61.779,0,わ
61.779,61.945,0,か
61.779,61.945,78,か
61.945,62.112,78,よ
61.945,62.112,0,よ
62.112,62.279,0,た
62.112,62.279,78,た
62.279,62.479,78,れ
62.279,62.479,0,れ
62.479,62.646,0,そ
62.479,62.646,78,そ
62.646,62.813,78,で
62.646,62.813,0,で
62.813,63.147,78,も　
62.813,63.147,0,も
63.147,63.313,0,お
63.147,63.313,78,想
63.313,63.48,0,も
63.313,63.48,78,想
63.48,63.847,78,い
63.48,63.847,0,い
63.847,64.014,0,こ
63.847,64.014,78,言
64.014,64.181,78,言
64.014,64.181,0,と
64.181,64.348,0,の
64.181,64.348,78,の
64.348,64.548,0,は
64.348,64.548,78,葉
64.548,64.681,78,に
64.548,64.681,0,に
64.681,65.049,0,こ
64.681,65.049,78,込
65.049,65.215,78,め
65.049,65.215,0,め
65.215,65.582,0,て
65.215,65.582,78,て
65.582,65.916,0,み
65.582,65.916,78,み
65.916,67.084,78,た
65.916,67.084,0,た
67.084,67.284,0,だ
67.084,67.284,78,<dupe_ref_end>
67.284,67.451,78,<dupe_ref_end>
67.284,67.451,0,れ
67.451,67.951,0,も
67.451,67.951,78,も
67.951,68.118,78,皆
67.951,68.118,0,み
68.118,68.619,0,な
68.118,68.619,78,皆
68.619,68.786,0,こ
68.619,68.786,78,焦
68.786,69.053,78,が
68.786,69.053,0,が
69.053,69.319,0,れ
69.053,69.319,78,れ
69.319,70.154,78,る　
69.319,70.154,0,る
70.154,70.32,0,げ
70.154,70.32,78,現
70.32,70.521,78,現
70.32,70.521,0,ん
70.521,70.687,0,せ
70.521,70.687,78,世
70.687,70.854,78,の
70.687,70.854,0,の
70.854,71.055,0,こ
70.854,71.055,78,理
71.055,71.221,78,理
71.055,71.221,0,と
71.221,71.388,78,理
71.221,71.388,0,わ
71.388,71.555,78,理
71.388,71.555,0,り
71.555,72.89,0,よ
71.555,72.89,78,よ
72.89,73.257,0,い
72.89,73.257,78,<dupe_ref_end>
73.257,73.424,78,<dupe_ref_end>
73.257,73.424,0,ろ
73.424,73.59,0,づ
73.424,73.59,78,づ
73.59,73.757,78,く
73.59,73.757,0,く
73.757,74.124,0,お
73.757,74.124,78,想
74.124,74.291,78,想
74.124,74.291,0,も
74.291,74.458,0,ひ
74.291,74.458,78,ひ
74.458,74.792,78,は
74.458,74.792,0,は
74.792,75.125,78,刹
74.792,75.125,0,せ
75.125,75.325,0,つ
75.125,75.325,78,刹
75.325,75.659,78,那　
75.325,75.659,0,な
75.659,75.993,78,百
75.659,75.993,0,ひゃっ
75.993,76.193,78,花
75.993,76.193,0,か
76.193,76.527,0,りょう
76.193,76.527,78,繚
76.527,76.827,0,らん
76.527,76.827,78,乱
76.827,77.194,78,花
76.827,77.194,0,は
77.194,77.361,0,な
77.194,77.361,78,花
77.361,77.528,78,吹
77.361,77.528,0,ふ
77.528,78.062,78,雪
77.528,77.694,0,ぶ
77.694,78.062,0,き
