start,end,line,token
5.789,6.056,7,εκ
5.789,9.526,85,泣きっ面に蜂。
6.056,6.357,7,λό
6.357,6.89,7,γου
6.89,7.091,7,άλ
7.091,7.858,7,λος
7.858,8.025,7,εκ
8.025,8.225,7,βαί
8.225,8.459,7,νει
8.459,8.692,7,λό
8.692,9.526,7,γος.
17.201,19.136,-1,作詞:ネコハッカーがうる・ぐら
17.201,24.908,0,gawrgura-reflect
19.136,21.038,-1,作曲編曲:ファーハン・サラシン
21.038,22.973,-1,イラスト:望月もち
22.973,24.908,-1,ロゴ:spiritsnare
25.376,25.876,0,み
25.376,25.876,-1,<dupe_ref_end>
25.876,26.543,-1,<dupe_ref_end>
25.876,26.543,0,な
26.543,26.677,0,も
26.543,26.677,-1,面
26.677,26.844,-1,に
26.677,26.844,0,に
26.844,27.177,0,う
26.844,27.177,-1,映
27.177,27.544,-1,映
27.177,27.544,0,つ
27.544,27.778,0,る
27.544,27.778,-1,る
27.778,28.145,-1,自
27.778,28.145,0,じ
28.145,28.545,0,ぶ
28.145,28.545,-1,分
28.545,28.746,0,ん
28.545,28.746,-1,分
28.746,29.079,0,が
28.746,29.079,-1,が
29.079,29.213,-1,言
29.079,29.213,0,い
29.213,29.48,-1,っ
29.213,29.48,0,っ
29.48,30.647,0,た
29.48,30.647,-1,た
33.05,33.517,-1,「あ
33.05,33.517,0,「あ
33.517,34.251,0,あ、
33.517,34.251,-1,あ、
34.251,34.385,-1,わ
34.251,34.385,0,わ
34.385,34.485,0,た
34.385,34.485,-1,た
34.485,34.785,-1,し
34.485,34.785,0,し
34.785,35.185,0,は
34.785,35.185,-1,は
35.185,35.452,0,わ
35.185,35.452,-1,悪
35.452,35.786,-1,悪
35.452,35.786,0,る
35.786,36.186,-1,い
35.786,36.186,0,い
36.186,36.387,0,サ
36.186,36.387,-1,サ
36.387,37.121,-1,メ
36.387,37.121,0,メ
37.121,38.389,-1,で
37.121,38.389,0,で
38.389,38.589,0,す」
38.389,38.589,-1,す」
40.691,40.991,-1,ず
40.691,40.991,0,ず
40.991,41.225,0,っ
40.991,41.225,-1,っ
41.225,41.592,-1,と
41.225,41.592,0,と
41.592,41.925,0,お
41.592,41.925,-1,恐
41.925,42.192,-1,恐
41.925,42.192,0,そ
42.192,42.526,0,れ
42.192,42.526,-1,れ
42.526,42.893,0,て
42.526,42.893,-1,て
42.893,43.127,-1,い
42.893,43.127,0,い
43.127,44.561,0,た
43.127,44.561,-1,た
44.561,44.795,0,あ
44.561,44.795,-1,<dupe_ref_end>
44.795,45.029,-1,<dupe_ref_end>
44.795,45.029,0,か
45.029,45.396,0,く
45.029,45.396,-1,く
45.396,45.763,-1,光
45.396,45.763,0,ひ
45.763,45.996,0,か
45.763,45.996,-1,光
45.996,46.363,-1,る
45.996,46.363,0,る
46.363,46.73,0,そ
46.363,46.73,-1,そ
46.73,46.964,-1,の
46.73,46.964,0,の
46.964,47.698,0,め
46.964,47.698,-1,目
47.698,47.931,0,う
47.698,47.931,-1,<dupe_ref_end>
47.931,48.298,-1,<dupe_ref_end>
47.931,48.298,0,み
48.298,48.599,0,の
48.298,48.599,-1,の
48.599,48.899,-1,底
48.599,48.899,0,そ
48.899,49.6,0,こ
48.899,49.6,-1,底
49.6,49.867,-1,暗
49.6,49.867,0,く
49.867,50.234,0,ら
49.867,50.234,-1,暗
50.234,50.567,0,や
50.234,50.567,-1,闇
50.567,50.834,-1,闇
50.567,50.834,0,み
50.834,51.135,0,に
50.834,51.135,-1,に
51.135,51.535,-1,消
51.135,51.535,0,き
51.535,51.769,-1,え
51.535,51.769,0,え
51.769,53.47,0,て
51.769,53.47,-1,て
53.47,53.704,-1,い
53.47,53.704,0,い
53.704,54.905,0,く
53.704,54.905,-1,く
54.905,55.139,-1,ど
54.905,55.139,0,ど
55.139,55.372,-1,う
55.139,55.372,0,う
55.372,55.506,0,し
55.372,55.506,-1,し
55.506,56.807,-1,て
55.506,56.807,0,て
55.839,56.073,7,(your
55.839,56.073,85,(your
56.073,56.34,85,ti
56.073,56.34,7,ti
56.34,56.473,7,red
56.34,56.473,85,red
56.473,56.807,85,eyes)
56.473,56.807,7,eyes)
56.807,57.041,-1,泣
56.807,57.041,0,な
57.041,57.274,0,く
57.041,57.274,-1,く
57.274,57.408,-1,の
57.274,57.408,0,の
57.408,58.742,0,よ
57.408,58.742,-1,よ
57.775,58.008,85,(beg
57.775,58.008,7,(beg
58.008,58.242,7,in
58.008,58.242,85,in
58.242,58.375,7,to
