start,end,line,token
0.617,0.784,0,あ
0.617,0.784,-1,あ
0.784,0.985,0,た
0.784,0.985,-1,た
0.985,1.185,0,し
0.985,1.185,-1,し
1.185,1.352,0,ヴぁ
1.185,1.352,-1,ヴァ
1.352,1.518,0,ん
1.352,1.518,-1,ン
1.518,1.719,0,ぱ
1.518,1.719,-1,パ
1.719,1.885,0,い
1.719,1.885,-1,イ
1.885,2.252,0,あ
1.885,2.252,-1,ア
2.252,2.386,0,い
2.252,2.386,-1,い
2.386,2.519,0,い
2.386,2.519,-1,い
2.519,2.786,0,の?
2.519,2.786,-1,の?
2.786,2.953,0,す
2.786,2.953,-1,吸
2.953,3.153,0,っ
2.953,3.153,-1,っ
3.153,3.354,0,ちゃ
3.153,3.354,-1,ちゃ
3.354,3.52,0,っ
3.354,3.52,-1,っ
3.52,3.721,0,て
3.52,3.721,-1,て
3.721,3.854,0,い
3.721,3.854,-1,い
3.854,3.988,0,い
3.854,3.988,-1,い
3.988,4.288,0,の?
3.988,4.288,-1,の?
4.288,4.455,0,｢も
4.288,4.455,-1,｢も
4.455,4.621,0,う
4.455,4.621,-1,う
4.621,4.722,0,む
4.621,4.722,-1,無
4.722,4.822,0,り
4.722,4.822,-1,理
4.822,4.922,0,も
4.822,4.922,-1,も
4.922,4.989,0,う
4.922,4.989,-1,う
4.989,5.089,0,む
4.989,5.089,-1,無
5.089,5.189,0,り｣
5.089,5.189,-1,理｣
5.189,5.356,0,な
5.189,5.356,-1,な
5.356,5.456,0,ん
5.356,5.456,-1,ん
5.456,5.556,0,て
5.456,5.556,-1,て
5.556,5.723,0,わ
5.556,5.723,-1,悪
5.723,6.023,0,る
5.723,6.023,-1,悪
6.023,6.29,0,い
6.023,6.29,-1,い
6.29,6.49,0,こ
6.29,6.49,-1,子
6.49,6.657,0,だ
6.49,6.657,-1,だ
6.657,6.824,0,ね
6.657,6.824,-1,ね
6.824,7.024,0,た
6.824,7.024,-1,し
7.024,7.191,0,め
7.024,7.191,-1,し
7.191,7.391,0,し
7.191,7.391,-1,し
7.391,7.591,0,た
7.391,7.591,-1,た
7.591,7.758,0,い
7.591,7.758,-1,い
7.758,8.292,0,な
7.758,8.292,-1,な
8.292,8.459,0,い
8.292,8.459,-1,い
8.459,8.659,0,っ
8.459,8.659,-1,っ
8.659,8.859,0,ぱ
8.659,8.859,-1,ぱ
8.859,9.026,0,い
8.859,9.026,-1,い
9.026,9.193,0,で
9.026,9.193,-1,で
9.193,9.36,0,は
9.193,9.36,-1,吐
9.36,9.56,0,き
9.36,9.56,-1,き
9.56,9.727,0,た
9.56,9.727,-1,た
9.727,9.927,0,い
9.727,9.927,-1,い
9.927,10.094,0,ま
9.927,10.094,-1,ま
10.094,10.294,0,だ
10.094,10.294,-1,だ
10.294,10.461,0,ぜ
10.294,10.461,-1,絶
10.461,10.661,0,っ
10.461,10.661,-1,絶
10.661,10.794,0,た
10.661,10.794,-1,対
10.794,10.995,0,い
10.794,10.995,-1,対
10.995,11.195,0,い
10.995,11.195,-1,い
11.195,11.362,0,け
11.195,11.362,-1,け
11.362,11.595,0,る
11.362,11.595,-1,る
11.595,12.563,0,よ
11.595,12.563,-1,よ
13.23,19.103,0,deco*27-ヴァンパイア
13.23,14.698,-1,(coveredbyアイラニ・イオフィフティーン&amp;角巻わため)
14.698,16.166,-1,作詞作曲:deco*27mix:meisclauson
16.166,17.634,-1,video:rayquazamv
17.634,19.103,-1,illustration:airaniiofifteen
24.942,25.109,0,さ
24.942,25.109,-1,低
25.109,25.309,0,い
25.109,25.309,-1,低
25.309,25.476,0,て
25.309,25.476,-1,低
25.476,25.676,0,い
25.476,25.676,-1,低
25.676,25.809,0,さ
25.676,25.809,-1,最
25.809,25.943,0,い
25.809,25.943,-1,最
25.943,26.11,0,こ
25.943,26.243,-1,高
26.11,26.243,0,う
26.243,26.41,0,ず
26.243,26.41,-1,ず
26.41,26.61,0,っ
26.41,26.61,-1,っ
26.61,26.777,0,と
26.61,26.777,-1,と
26.777,26.977,0,い
26.777,26.977,-1,い
26.977,27.144,0,き
26.977,27.144,-1,き
27.144,27.344,0,き
27.144,27.344,-1,来
27.344,27.511,0,し
27.344,27.511,-1,し
27.511,27.711,0,て
27.511,27.711,-1,て
27.711,28.045,0,る
27.711,28.045,-1,る
28.045,28.212,0,あ
28.045,28.212,-1,く
28.212,28.412,0,ま
28.212,28.412,-1,く
28.412,28.612,0,く
28.412,28.612,-1,く
28.612,28.779,0,な
28.612,28.779,-1,な
28.779,28.946,0,る
28.779,28.946,-1,る
28.946,29.113,0,ふ
28.946,29.113,-1,不
29.113,29.346,0,あ
29.113,29.346,-1,安
29.346,29.546,0,ん
29.346,29.546,-1,安
29.546,29.68,0,の
29.546,29.68,-1,の
29.68,29.88,0,か
29.68,29.88,-1,果
29.88,30.047,0,じ
29.88,30.814,-1,実
30.047,30.814,0,つ
30.814,31.148,0,no
30.814,31.148,-1,no
31.148,31.548,0,more
31.148,31.548,-1,more
31.548,31.682,0,は
31.548,31.682,-1,発
31.682,31.782,0,っ
31.682,31.782,-1,発
31.782,31.915,0,て
31.782,32.082,-1,展
31.915,32.082,0,ん
32.082,32.249,0,し
32.082,32.249,-1,妬
32.249,32.416,0,っ
32.249,32.416,-1,妬
32.416,32.616,0,と
32.416,32.616,-1,妬
32.616,32.783,0,い
32.616,32.783,-1,息
32.783,32.983,0,き
32.783,32.983,-1,息
32.983,33.15,0,を
32.983,33.15,-1,を
33.15,33.35,0,し
33.15,33.35,-1,し
33.35,33.517,0,て
33.35,33.517,-1,て
33.517,33.951,0,も
33.517,33.951,-1,も
33.951,34.084,0,い
33.951,34.084,-1,要
34.084,34.284,0,ら
34.084,34.284,-1,ら
34.284,34.451,0,な
34.284,34.451,-1,な
34.451,34.585,0,い
34.451,34.585,-1,い
34.585,34.818,0,だ
34.585,34.818,-1,だ
34.818,34.985,0,け
34.818,34.985,-1,け
34.985,35.185,0,う
34.985,35.185,-1,五
35.185,35.419,0,る
35.185,35.419,-1,月
35.419,35.552,0,さ
35.419,35.552,-1,蝿
35.552,35.753,0,い
35.552,35.753,-1,い
35.753,35.919,0,だ
35.753,35.919,-1,だ
35.919,36.487,0,け
35.919,36.487,-1,け
36.487,36.653,0,だ
36.487,36.653,-1,か
36.653,36.854,0,れ
36.653,36.854,-1,か
36.854,37.021,0,か
36.854,37.021,-1,か
37.021,37.221,0,と
37.021,37.221,-1,と
37.221,37.388,0,い
37.221,37.388,-1,い
37.388,37.588,0,れ
37.388,37.588,-1,れ
37.588,37.921,0,ば
37.588,37.921,-1,ば
37.921,38.122,0,そ
37.921,38.122,-1,そ
38.122,38.355,0,れ
38.122,38.355,-1,れ
38.355,38.489,0,は
38.355,38.489,-1,は
38.489,38.689,0,た
38.489,38.689,-1,た
38.689,38.856,0,ら
38.689,38.856,-1,ら
38.856,39.056,0,れ
38.856,39.056,-1,れ
39.056,39.39,0,ば
39.056,39.39,-1,ば
39.39,39.49,0,つ
39.39,39.49,-1,が
39.49,39.59,0,よ
39.49,39.59,-1,が
39.59,39.69,0,が
39.59,39.69,-1,が
39.69,39.79,0,っ
39.69,39.79,-1,っ
39.79,39.957,0,て
39.79,39.957,-1,て
39.957,40.057,0,た
39.957,40.057,-1,た
40.057,40.157,0,っ
40.057,40.157,-1,っ
40.157,40.324,0,て
40.157,40.324,-1,て
40.324,40.524,0,き
40.324,40.524,-1,気
40.524,40.691,0,も
40.524,40.691,-1,持
40.691,40.891,0,ち
40.691,40.891,-1,ち
40.891,41.058,0,にゃ
40.891,41.058,-1,にゃ
41.058,41.258,0,さ
41.058,41.258,-1,逆
41.258,41.425,0,か
41.258,41.425,-1,逆
41.425,41.592,0,ら
41.425,41.592,-1,ら
41.592,41.792,0,え
41.592,41.792,-1,え
41.792,42.059,0,な
41.792,42.059,-1,な
42.059,42.326,0,い
42.059,42.326,-1,い
42.326,42.526,0,は
42.326,42.526,-1,れ
42.526,42.693,0,な
42.526,42.693,-1,れ
42.693,42.893,0,れ
42.693,42.893,-1,れ
42.893,43.027,0,て
42.893,43.027,-1,て
