start,end,position,line,text
00:00:01.285,00:00:01.652,-1,-1,"<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.285,00:00:01.652,-1,-1,"<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.285,00:00:01.652,63,0,"<50></c><1>い</c><89>ろづくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.285,00:00:01.652,63,0,"<50></c><1>い</c><89>ろづくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.652,00:00:01.819,-1,-1,"<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.652,00:00:01.819,-1,-1,"<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.652,00:00:01.819,64,0,"<50></c><1>い</c><4>ろ</c><89>づくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.652,00:00:01.819,64,0,"<50></c><1>い</c><4>ろ</c><89>づくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.819,00:00:01.986,-1,-1,"<50></c><1>色</c><15>づ</c><89>く想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.819,00:00:01.986,-1,-1,"<50></c><1>色</c><15>づ</c><89>く想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.819,00:00:01.986,66,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><89>くおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.819,00:00:01.986,66,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><89>くおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.986,00:00:02.152,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><89>想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.986,00:00:02.152,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><89>想ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:01.986,00:00:02.152,67,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><89>おもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:01.986,00:00:02.152,67,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><89>おもひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.152,00:00:02.519,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.152,00:00:02.519,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.152,00:00:02.519,69,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><89>もひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.152,00:00:02.519,69,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><89>もひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.519,00:00:02.686,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.519,00:00:02.686,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.519,00:00:02.686,70,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><32>も</c><89>ひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.519,00:00:02.686,70,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><32>も</c><89>ひはせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.686,00:00:02.853,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><53>ひ</c><89>は刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.686,00:00:02.853,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><53>ひ</c><89>は刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.686,00:00:02.853,72,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><32>も</c><40>ひ</c><89>はせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.686,00:00:02.853,72,0,"<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><32>も</c><40>ひ</c><89>はせつなひゃっかりょうらんはなふぶき</c><50></c>"
00:00:02.853,00:00:03.187,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><53>ひ</c><66>は</c><89>刹那　百花繚乱花吹雪</c><50></c>"
00:00:02.853,00:00:03.187,-1,-1,"<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><53>ひ</c><66>は</c><89>刹那　百花繚乱花吹雪</c><50></c>"
