start,end,position,line,text
00:00:01.218,00:00:11.628,98,0,"<55></c><290>h</c><281>o</c><264>l</c><250>o</c><234>l</c><215>i</c><203>v</c><188>e</c><165>I</c><143>D</c><120>O</c><98>L</c><72>P</c><45>r</c><52>o</c><82>j</c><115>e</c><140>c</c><167>t</c><199>-</c><279>大</c><179>切</c><114>フ</c><40>ォ</c><29>ト</c><18>グ</c><6>ラ</c><1>フ</c><55></c>"
00:00:01.218,00:00:03.821,77,91,"<55></c><290>作</c><212>詞</c><103>:</c><119>森</c><139>本</c><1>練</c><55></c><290>作</c><275>編</c><253>曲</c><228>:</c><206>伊</c><185>藤</c><154>和</c><122>馬</c><88>（</c><54>A</c><60>r</c><102>t</c><141>e</c><180>R</c><267>e</c><159>f</c><59>a</c><28>c</c><11>t</c><1>）</c><55></c>"
00:00:03.821,00:00:06.457,-1,-1,"<55></c><290>B</c><243>a</c><192>s</c><118>s</c><39>:</c><137>小</c><307>林</c><32>修</c><1>己</c><55></c>"
00:00:06.457,00:00:09.026,98,91,"<55></c><290>A</c><284>l</c><270>l</c><257>O</c><241>t</c><226>h</c><213>e</c><202>r</c><187>I</c><168>n</c><147>s</c><133>t</c><109>r</c><87>u</c><68>m</c><43>e</c><50>n</c><76>t</c><104>s</c><127>&amp;</c><151>P</c><173>r</c><209>o</c><287>g</c><183>r</c><126>a</c><66>m</c><34>m</c><24>i</c><15>n</c><3>g</c><1>:</c><55></c><290>伊</c><269>藤</c><239>和</c><212>馬</c><181>（</c><143>A</c><103>r</c><58>t</c><64>e</c><119>R</c><167>e</c><261>f</c><139>a</c><35>c</c><16>t</c><1>）</c><55></c>"
00:00:09.026,00:00:11.628,-1,91,"<55></c><23>歌唱メンバー:</c><1>白上フブキ</c><23>、</c><290>湊あくあ</c><23>、</c><55></c><192>宝鐘マリン</c><23>、</c><39>天音かなた</c><23>、</c><307>桃鈴ねね</c><55></c>"
00:00:14.865,00:00:15.232,-1,-1,"<55></c><290>見</c><163>慣れきったドアの先に</c><55></c>"
00:00:14.865,00:00:15.232,-1,0,"<55></c><290>み</c><163>なれきったどあのさきに</c><55></c>"
00:00:15.232,00:00:15.566,-1,-1,"<55></c><290>見慣</c><163>れきったドアの先に</c><55></c>"
00:00:15.232,00:00:15.566,-1,0,"<55></c><290>みな</c><163>れきったどあのさきに</c><55></c>"
00:00:15.566,00:00:15.899,-1,-1,"<55></c><290>見慣れ</c><163>きったドアの先に</c><55></c>"
00:00:15.566,00:00:15.899,-1,0,"<55></c><290>みなれ</c><163>きったどあのさきに</c><55></c>"
00:00:15.899,00:00:16.200,-1,-1,"<55></c><290>見慣れき</c><163>ったドアの先に</c><55></c>"
00:00:15.899,00:00:16.200,-1,0,"<55></c><290>みなれき</c><163>ったどあのさきに</c><55></c>"
00:00:16.200,00:00:16.533,-1,-1,"<55></c><290>見慣れきっ</c><163>たドアの先に</c><55></c>"
00:00:16.200,00:00:16.533,-1,0,"<55></c><290>みなれきっ</c><163>たどあのさきに</c><55></c>"
00:00:16.533,00:00:18.035,-1,-1,"<55></c><290>見慣れきった</c><163>ドアの先に</c><55></c>"
00:00:16.533,00:00:18.035,-1,0,"<55></c><290>みなれきった</c><163>どあのさきに</c><55></c>"
00:00:18.035,00:00:18.168,-1,-1,"<55></c><290>見慣れきったド</c><163>アの先に</c><55></c>"
00:00:18.035,00:00:18.168,-1,0,"<55></c><290>みなれきったど</c><163>あのさきに</c><55></c>"
00:00:18.168,00:00:18.502,-1,-1,"<55></c><290>見慣れきったドア</c><163>の先に</c><55></c>"
00:00:18.168,00:00:18.502,-1,0,"<55></c><290>みなれきったどあ</c><163>のさきに</c><55></c>"
00:00:18.502,00:00:18.802,-1,-1,"<55></c><290>見慣れきったドアの</c><163>先に</c><55></c>"
00:00:18.502,00:00:18.802,-1,0,"<55></c><290>みなれきったどあの</c><163>さきに</c><55></c>"
00:00:18.802,00:00:19.203,-1,-1,"<55></c><290>見慣れきったドアの先</c><163>に</c><55></c>"
00:00:18.802,00:00:19.203,-1,0,"<55></c><290>みなれきったどあのさ</c><163>きに</c><55></c>"
00:00:19.203,00:00:19.470,-1,-1,"<55></c><290>見慣れきったドアの先</c><163>に</c><55></c>"
00:00:19.203,00:00:19.470,-1,0,"<55></c><290>みなれきったどあのさき</c><163>に</c><55></c>"
00:00:19.470,00:00:21.972,-1,-1,"<55></c><290>見慣れきったドアの先に</c><55></c>"
00:00:19.470,00:00:21.972,-1,0,"<55></c><290>みなれきったどあのさきに</c><55></c>"
00:00:21.972,00:00:22.106,-1,-1,"<55></c><290>変</c><163>わらない微笑み</c><55></c>"
00:00:21.972,00:00:22.106,-1,0,"<55></c><290>か</c><163>わらないほほえみ</c><55></c>"
00:00:22.106,00:00:22.639,-1,-1,"<55></c><290>変わ</c><163>らない微笑み</c><55></c>"
00:00:22.106,00:00:22.639,-1,0,"<55></c><290>かわ</c><163>らないほほえみ</c><55></c>"
00:00:22.639,00:00:22.740,-1,-1,"<55></c><290>変わら</c><163>ない微笑み</c><55></c>"
00:00:22.639,00:00:22.740,-1,0,"<55></c><290>かわら</c><163>ないほほえみ</c><55></c>"
00:00:22.740,00:00:23.107,-1,-1,"<55></c><290>変わらな</c><163>い微笑み</c><55></c>"
00:00:22.740,00:00:23.107,-1,0,"<55></c><290>かわらな</c><163>いほほえみ</c><55></c>"
00:00:23.107,00:00:23.273,-1,-1,"<55></c><290>変わらない</c><163>微笑み</c><55></c>"
00:00:23.107,00:00:23.273,-1,0,"<55></c><290>かわらない</c><163>ほほえみ</c><55></c>"
00:00:23.273,00:00:23.407,-1,-1,"<55></c><290>変わらない微</c><163>笑み</c><55></c>"
00:00:23.273,00:00:23.407,-1,0,"<55></c><290>かわらないほ</c><163>ほえみ</c><55></c>"
00:00:23.407,00:00:23.907,-1,-1,"<55></c><290>変わらない微</c><163>笑み</c><55></c>"
00:00:23.407,00:00:23.907,-1,0,"<55></c><290>かわらないほほ</c><163>えみ</c><55></c>"
00:00:23.907,00:00:24.041,-1,-1,"<55></c><290>変わらない微笑</c><163>み</c><55></c>"
00:00:23.907,00:00:24.041,-1,0,"<55></c><290>かわらないほほえ</c><163>み</c><55></c>"
00:00:24.041,00:00:25.342,-1,-1,"<55></c><290>変わらない微笑み</c><55></c>"
00:00:24.041,00:00:25.342,-1,0,"<55></c><290>かわらないほほえみ</c><55></c>"
00:00:25.342,00:00:25.642,-1,-1,"<55></c><192>ふ</c><163>いにギュッと抱き締めたら</c><55></c>"
00:00:25.342,00:00:25.642,-1,0,"<55></c><192>ふ</c><163>いにぎゅっとだきしめたら</c><55></c>"
00:00:25.642,00:00:25.976,-1,-1,"<55></c><192>ふい</c><163>にギュッと抱き締めたら</c><55></c>"
00:00:25.642,00:00:25.976,-1,0,"<55></c><192>ふい</c><163>にぎゅっとだきしめたら</c><55></c>"
00:00:25.976,00:00:26.310,-1,-1,"<55></c><192>ふいに</c><163>ギュッと抱き締めたら</c><55></c>"
00:00:25.976,00:00:26.310,-1,0,"<55></c><192>ふいに</c><163>ぎゅっとだきしめたら</c><55></c>"
00:00:26.310,00:00:26.643,-1,-1,"<55></c><192>ふいにギュ</c><163>ッと抱き締めたら</c><55></c>"
00:00:26.310,00:00:26.643,-1,0,"<55></c><192>ふいにぎゅ</c><163>っとだきしめたら</c><55></c>"
00:00:26.643,00:00:26.977,-1,-1,"<55></c><192>ふいにギュッ</c><163>と抱き締めたら</c><55></c>"
00:00:26.643,00:00:26.977,-1,0,"<55></c><192>ふいにぎゅっ</c><163>とだきしめたら</c><55></c>"
00:00:26.977,00:00:28.479,-1,-1,"<55></c><192>ふいにギュッと</c><163>抱き締めたら</c><55></c>"
00:00:26.977,00:00:28.479,-1,0,"<55></c><192>ふいにぎゅっと</c><163>だきしめたら</c><55></c>"
00:00:28.479,00:00:28.612,-1,-1,"<55></c><192>ふいにギュッと抱</c><163>き締めたら</c><55></c>"
00:00:28.479,00:00:28.612,-1,0,"<55></c><192>ふいにぎゅっとだ</c><163>きしめたら</c><55></c>"
00:00:28.612,00:00:28.946,-1,-1,"<55></c><192>ふいにギュッと抱き</c><163>締めたら</c><55></c>"
00:00:28.612,00:00:28.946,-1,0,"<55></c><192>ふいにぎゅっとだき</c><163>しめたら</c><55></c>"
00:00:28.946,00:00:29.246,-1,-1,"<55></c><192>ふいにギュッと抱き締</c><163>めたら</c><55></c>"
00:00:28.946,00:00:29.246,-1,0,"<55></c><192>ふいにぎゅっとだきし</c><163>めたら</c><55></c>"
00:00:29.246,00:00:29.580,-1,-1,"<55></c><192>ふいにギュッと抱き締め</c><163>たら</c><55></c>"
