start,end,position,line,text
00:00:00.718,00:00:01.151,-1,0,"<1></c><100>らい</c><101>ばいべいびー</c><1></c>"
00:00:00.718,00:00:01.151,-1,-1,"<1></c><100>ライ</c><101>バイ　ベイビー</c><1></c>"
00:00:01.151,00:00:01.485,-1,0,"<1></c><100>らいばい</c><101>べいびー</c><1></c>"
00:00:01.151,00:00:01.485,-1,-1,"<1></c><100>ライバイ　</c><101>ベイビー</c><1></c>"
00:00:01.485,00:00:01.852,-1,0,"<1></c><100>らいばいべい</c><101>びー</c><1></c>"
00:00:01.485,00:00:01.852,-1,-1,"<1></c><100>ライバイ　ベイ</c><101>ビー</c><1></c>"
00:00:01.852,00:00:02.152,-1,0,"<1></c><100>らいばいべいびー</c><1></c>"
00:00:01.852,00:00:02.152,-1,-1,"<1></c><100>ライバイ　ベイビー</c><1></c>"
00:00:02.152,00:00:02.553,-1,0,"<1></c><100>まい</c><101>まいまいらいふ</c><1></c>"
00:00:02.152,00:00:02.553,-1,-1,"<1></c><100>マイ</c><101>マイ　マイライフ</c><1></c>"
00:00:02.553,00:00:02.886,-1,0,"<1></c><100>まいまい</c><101>まいらいふ</c><1></c>"
00:00:02.553,00:00:02.886,-1,-1,"<1></c><100>マイマイ　</c><101>マイライフ</c><1></c>"
00:00:02.886,00:00:03.287,-1,0,"<1></c><100>まいまいまい</c><101>らいふ</c><1></c>"
00:00:02.886,00:00:03.287,-1,-1,"<1></c><100>マイマイ　マイ</c><101>ライフ</c><1></c>"
00:00:03.287,00:00:03.821,-1,0,"<1></c><100>まいまいまいらいふ</c><1></c>"
00:00:03.287,00:00:03.821,-1,-1,"<1></c><100>マイマイ　マイライフ</c><1></c>"
00:00:03.821,00:00:03.954,-1,0,"<1></c><100>そ</c><101>れならぼくとおどりませんか</c><1></c>"
00:00:03.821,00:00:03.954,-1,-1,"<1></c><100>そ</c><101>れなら僕と踊りませんか</c><1></c>"
00:00:03.954,00:00:04.121,-1,0,"<1></c><100>それ</c><101>ならぼくとおどりませんか</c><1></c>"
00:00:03.954,00:00:04.121,-1,-1,"<1></c><100>それ</c><101>なら僕と踊りませんか</c><1></c>"
00:00:04.121,00:00:04.321,-1,0,"<1></c><100>それな</c><101>らぼくとおどりませんか</c><1></c>"
00:00:04.121,00:00:04.321,-1,-1,"<1></c><100>それな</c><101>ら僕と踊りませんか</c><1></c>"
00:00:04.321,00:00:04.488,-1,0,"<1></c><100>それなら</c><101>ぼくとおどりませんか</c><1></c>"
