start,end,position,line,text
00:00:01.018,00:00:01.285,-1,0,"<1></c><2>だ</c><3>ってぼくはほしだから</c><1></c>"
00:00:01.018,00:00:01.285,-1,0,"<1></c><2>だ</c><3>ってぼくはほしだから</c><1></c>"
00:00:01.018,00:00:01.285,-1,92,"<1></c><2>だ</c><3>って僕は星だから</c><1></c>"
00:00:01.018,00:00:01.285,-1,92,"<1></c><2>だ</c><3>って僕は星だから</c><1></c>"
00:00:01.285,00:00:01.685,-1,0,"<1></c><2>だっ</c><3>てぼくはほしだから</c><1></c>"
00:00:01.285,00:00:01.685,-1,0,"<1></c><2>だっ</c><3>てぼくはほしだから</c><1></c>"
00:00:01.285,00:00:01.685,-1,92,"<1></c><2>だっ</c><3>て僕は星だから</c><1></c>"
00:00:01.285,00:00:01.685,-1,92,"<1></c><2>だっ</c><3>て僕は星だから</c><1></c>"
00:00:01.685,00:00:01.919,-1,0,"<1></c><2>だって</c><3>ぼくはほしだから</c><1></c>"
00:00:01.685,00:00:01.919,-1,0,"<1></c><2>だって</c><3>ぼくはほしだから</c><1></c>"
00:00:01.685,00:00:01.919,-1,92,"<1></c><2>だって</c><3>僕は星だから</c><1></c>"
00:00:01.685,00:00:01.919,-1,92,"<1></c><2>だって</c><3>僕は星だから</c><1></c>"
00:00:01.919,00:00:02.353,-1,0,"<1></c><2>だってぼ</c><3>くはほしだから</c><1></c>"
00:00:01.919,00:00:02.353,-1,0,"<1></c><2>だってぼ</c><3>くはほしだから</c><1></c>"
00:00:01.919,00:00:02.353,-1,92,"<1></c><2>だって僕</c><3>は星だから</c><1></c>"
00:00:01.919,00:00:02.353,-1,92,"<1></c><2>だって僕</c><3>は星だから</c><1></c>"
00:00:02.353,00:00:02.453,-1,0,"<1></c><2>だってぼく</c><3>はほしだから</c><1></c>"
00:00:02.353,00:00:02.453,-1,0,"<1></c><2>だってぼく</c><3>はほしだから</c><1></c>"
00:00:02.353,00:00:02.453,-1,92,"<1></c><2>だって僕</c><3>は星だから</c><1></c>"
00:00:02.353,00:00:02.453,-1,92,"<1></c><2>だって僕</c><3>は星だから</c><1></c>"
00:00:02.453,00:00:02.653,-1,0,"<1></c><2>だってぼくは</c><3>ほしだから</c><1></c>"
00:00:02.453,00:00:02.653,-1,0,"<1></c><2>だってぼくは</c><3>ほしだから</c><1></c>"
00:00:02.453,00:00:02.653,-1,92,"<1></c><2>だって僕は</c><3>星だから</c><1></c>"
00:00:02.453,00:00:02.653,-1,92,"<1></c><2>だって僕は</c><3>星だから</c><1></c>"
00:00:02.653,00:00:03.120,-1,0,"<1></c><2>だってぼくはほ</c><3>しだから</c><1></c>"
00:00:02.653,00:00:03.120,-1,0,"<1></c><2>だってぼくはほ</c><3>しだから</c><1></c>"
00:00:02.653,00:00:03.120,-1,92,"<1></c><2>だって僕は星</c><3>だから</c><1></c>"
00:00:02.653,00:00:03.120,-1,92,"<1></c><2>だって僕は星</c><3>だから</c><1></c>"
00:00:03.120,00:00:03.354,-1,0,"<1></c><2>だってぼくはほし</c><3>だから</c><1></c>"
00:00:03.120,00:00:03.354,-1,0,"<1></c><2>だってぼくはほし</c><3>だから</c><1></c>"
00:00:03.120,00:00:03.354,-1,92,"<1></c><2>だって僕は星</c><3>だから</c><1></c>"
00:00:03.120,00:00:03.354,-1,92,"<1></c><2>だって僕は星</c><3>だから</c><1></c>"
00:00:03.354,00:00:03.854,-1,0,"<1></c><2>だってぼくはほしだ</c><3>から</c><1></c>"
00:00:03.354,00:00:03.854,-1,0,"<1></c><2>だってぼくはほしだ</c><3>から</c><1></c>"
00:00:03.354,00:00:03.854,-1,92,"<1></c><2>だって僕は星だ</c><3>から</c><1></c>"
00:00:03.354,00:00:03.854,-1,92,"<1></c><2>だって僕は星だ</c><3>から</c><1></c>"
00:00:03.854,00:00:04.121,-1,0,"<1></c><2>だってぼくはほしだか</c><3>ら</c><1></c>"
00:00:03.854,00:00:04.121,-1,0,"<1></c><2>だってぼくはほしだか</c><3>ら</c><1></c>"
00:00:03.854,00:00:04.121,-1,92,"<1></c><2>だって僕は星だか</c><3>ら</c><1></c>"
00:00:03.854,00:00:04.121,-1,92,"<1></c><2>だって僕は星だか</c><3>ら</c><1></c>"
00:00:04.121,00:00:07.324,-1,0,"<1></c><2>だってぼくはほしだから</c><1></c>"
00:00:04.121,00:00:07.324,-1,0,"<1></c><2>だってぼくはほしだから</c><1></c>"
00:00:04.121,00:00:07.324,-1,92,"<1></c><2>だって僕は星だから</c><1></c>"
00:00:04.121,00:00:07.324,-1,92,"<1></c><2>だって僕は星だから</c><1></c>"
00:00:08.425,00:00:08.792,-1,0,"<1></c><2>Stel</c><3>larStellar</c><1></c>"
