start,end,position,line,text
00:00:01.018,00:00:01.285,-1,0,"<2></c><1>だ</c><3>ってぼくはほしだから</c><2></c>"
00:00:01.018,00:00:01.285,-1,92,"<2></c><1>だ</c><3>って僕は星だから</c><2></c>"
00:00:01.285,00:00:01.685,-1,0,"<2></c><1>だっ</c><3>てぼくはほしだから</c><2></c>"
00:00:01.285,00:00:01.685,-1,92,"<2></c><1>だっ</c><3>て僕は星だから</c><2></c>"
00:00:01.685,00:00:01.919,-1,0,"<2></c><1>だって</c><3>ぼくはほしだから</c><2></c>"
00:00:01.685,00:00:01.919,-1,92,"<2></c><1>だって</c><3>僕は星だから</c><2></c>"
00:00:01.919,00:00:02.353,-1,0,"<2></c><1>だってぼ</c><3>くはほしだから</c><2></c>"
00:00:01.919,00:00:02.353,-1,92,"<2></c><1>だって僕</c><3>は星だから</c><2></c>"
00:00:02.353,00:00:02.453,-1,0,"<2></c><1>だってぼく</c><3>はほしだから</c><2></c>"
00:00:02.353,00:00:02.453,-1,92,"<2></c><1>だって僕</c><3>は星だから</c><2></c>"
00:00:02.453,00:00:02.653,-1,0,"<2></c><1>だってぼくは</c><3>ほしだから</c><2></c>"
00:00:02.453,00:00:02.653,-1,92,"<2></c><1>だって僕は</c><3>星だから</c><2></c>"
00:00:02.653,00:00:03.120,-1,0,"<2></c><1>だってぼくはほ</c><3>しだから</c><2></c>"
00:00:02.653,00:00:03.120,-1,92,"<2></c><1>だって僕は星</c><3>だから</c><2></c>"
00:00:03.120,00:00:03.354,-1,0,"<2></c><1>だってぼくはほし</c><3>だから</c><2></c>"
00:00:03.120,00:00:03.354,-1,92,"<2></c><1>だって僕は星</c><3>だから</c><2></c>"
00:00:03.354,00:00:03.854,-1,0,"<2></c><1>だってぼくはほしだ</c><3>から</c><2></c>"
00:00:03.354,00:00:03.854,-1,92,"<2></c><1>だって僕は星だ</c><3>から</c><2></c>"
00:00:03.854,00:00:04.121,-1,0,"<2></c><1>だってぼくはほしだか</c><3>ら</c><2></c>"
00:00:03.854,00:00:04.121,-1,92,"<2></c><1>だって僕は星だか</c><3>ら</c><2></c>"
00:00:04.121,00:00:07.324,-1,0,"<2></c><1>だってぼくはほしだから</c><2></c>"
00:00:04.121,00:00:07.324,-1,92,"<2></c><1>だって僕は星だから</c><2></c>"
00:00:08.425,00:00:08.792,-1,0,"<2></c><1>Stel</c><3>larStellar</c><2></c>"
00:00:08.425,00:00:08.792,-1,92,"<2></c><1>Stel</c><3>larStellar</c><2></c>"
00:00:08.792,00:00:09.159,-1,0,"<2></c><1>Stellar</c><3>Stellar</c><2></c>"
00:00:08.792,00:00:09.159,-1,92,"<2></c><1>Stellar</c><3>Stellar</c><2></c>"
00:00:09.159,00:00:09.460,-1,0,"<2></c><1>StellarStel</c><3>lar</c><2></c>"
00:00:09.159,00:00:09.460,-1,92,"<2></c><1>StellarStel</c><3>lar</c><2></c>"
00:00:09.460,00:00:09.893,-1,0,"<2></c><1>StellarStellar</c><2></c>"
00:00:09.460,00:00:09.893,-1,92,"<2></c><1>StellarStellar</c><2></c>"
00:00:10.561,00:00:20.704,-1,0,"<2></c><1>星街すいせい-StellarStellar</c><2></c>"
00:00:10.561,00:00:13.297,-1,92,"<2></c><1>作詞:星街すいせい</c><2></c>"
00:00:13.297,00:00:15.966,-1,92,"<2></c><1>作曲:TAKUINOUE</c><2></c>"
00:00:15.966,00:00:18.602,-1,92,"<2></c><1>編曲:TAKUINOUE</c><2></c>"
00:00:18.602,00:00:20.704,-1,92,"<2></c><1>ProducedbyTAKUINOUE</c><2></c>"
00:00:26.377,00:00:26.577,-1,0,"<2></c><1>き</c><3>っときみはもうきづいていた</c><2></c>"
00:00:26.377,00:00:26.577,-1,92,"<2></c><1>き</c><3>っと君はもう気づいていた</c><2></c>"
00:00:26.577,00:00:26.744,-1,0,"<2></c><1>きっ</c><3>ときみはもうきづいていた</c><2></c>"
00:00:26.577,00:00:26.744,-1,92,"<2></c><1>きっ</c><3>と君はもう気づいていた</c><2></c>"
00:00:26.744,00:00:27.244,-1,0,"<2></c><1>きっと</c><3>きみはもうきづいていた</c><2></c>"
00:00:26.744,00:00:27.244,-1,92,"<2></c><1>きっと</c><3>君はもう気づいていた</c><2></c>"
00:00:27.244,00:00:27.411,-1,0,"<2></c><1>きっとき</c><3>みはもうきづいていた</c><2></c>"
00:00:27.244,00:00:27.411,-1,92,"<2></c><1>きっと君</c><3>はもう気づいていた</c><2></c>"
00:00:27.411,00:00:27.578,-1,0,"<2></c><1>きっときみ</c><3>はもうきづいていた</c><2></c>"
00:00:27.411,00:00:27.578,-1,92,"<2></c><1>きっと君</c><3>はもう気づいていた</c><2></c>"
00:00:27.578,00:00:27.745,-1,0,"<2></c><1>きっときみは</c><3>もうきづいていた</c><2></c>"
00:00:27.578,00:00:27.745,-1,92,"<2></c><1>きっと君は</c><3>もう気づいていた</c><2></c>"
00:00:27.745,00:00:27.911,-1,0,"<2></c><1>きっときみはも</c><3>うきづいていた</c><2></c>"
00:00:27.745,00:00:27.911,-1,92,"<2></c><1>きっと君はも</c><3>う気づいていた</c><2></c>"
