start,end,position,line,text
00:00:03.387,00:00:09.727,97,0,"<1>h</c><5>o</c><12>l</c><18>o</c><27>l</c><32>i</c><41>v</c><50>e</c><61>I</c><70>D</c><81>O</c><90>L</c><98>P</c><111>R</c><118>O</c><127>J</c><128>E</c><121>C</c><115>T</c><109>-</c><103>S</c><94>T</c><88>A</c><82>R</c><76>D</c><66>U</c><63>S</c><55>T</c><48>S</c><40>O</c><34>N</c><30>G</c>"
00:00:03.387,00:00:09.727,50,14,"<1>（</c><20>ス</c><43>タ</c><73>ー</c><104>ダ</c><129>ス</c><112>ト</c>"
00:00:03.387,00:00:09.727,69,14,"<92>ソ</c><69>ン</c><47>グ</c><30>）</c>"
00:00:03.387,00:00:06.457,-1,78,"<1>作</c><25>詞</c><59>:</c><95>r</c><129>i</c><105>c</c><80>o</c><56>n</c><30>o</c>"
00:00:03.387,00:00:06.457,73,-1,"<1>作</c><7>曲</c><19>・</c><29>編</c><39>曲</c><57>:</c><68>酒</c><83>井</c><96>拓</c><113>也</c><124>（</c><126>A</c><117>r</c><107>t</c><97>e</c><86>R</c><78>e</c><67>f</c><58>a</c><45>c</c><36>t</c><30>）</c>"
00:00:06.457,00:00:09.727,66,78,"<1>歌</c><9>:</c><22>不</c><33>知</c><49>火</c><65>フ</c><83>レ</c><100>ア</c><116></c><129>天</c><119>音</c><108>か</c><97>な</c><85>た</c><74></c><62>常</c><52>闇</c><38>ト</c><30>ワ</c>"
00:00:15.399,00:00:15.799,-1,78,"<129>画</c><84>面越し今日も見えている</c>"
00:00:15.399,00:00:15.799,-1,0,"<129>が</c><84>めんごしきょうもみえている</c>"
00:00:15.799,00:00:15.933,-1,78,"<129>画面</c><84>越し今日も見えている</c>"
00:00:15.799,00:00:15.933,-1,0,"<129>がめ</c><84>んごしきょうもみえている</c>"
00:00:15.933,00:00:16.000,-1,78,"<129>画面</c><84>越し今日も見えている</c>"
00:00:15.933,00:00:16.000,-1,0,"<129>がめん</c><84>ごしきょうもみえている</c>"
00:00:16.000,00:00:16.133,-1,78,"<129>画面越</c><84>し今日も見えている</c>"
00:00:16.000,00:00:16.133,-1,0,"<129>がめんご</c><84>しきょうもみえている</c>"
00:00:16.133,00:00:16.400,-1,78,"<129>画面越し</c><84>今日も見えている</c>"
00:00:16.133,00:00:16.400,-1,0,"<129>がめんごし</c><84>きょうもみえている</c>"
00:00:16.400,00:00:16.567,-1,78,"<129>画面越し今日</c><84>も見えている</c>"
00:00:16.400,00:00:16.567,-1,0,"<129>がめんごしきょ</c><84>うもみえている</c>"
00:00:16.567,00:00:16.767,-1,78,"<129>画面越し今日</c><84>も見えている</c>"
00:00:16.567,00:00:16.767,-1,0,"<129>がめんごしきょう</c><84>もみえている</c>"
00:00:16.767,00:00:16.934,-1,78,"<129>画面越し今日も</c><84>見えている</c>"
00:00:16.767,00:00:16.934,-1,0,"<129>がめんごしきょうも</c><84>みえている</c>"
00:00:16.934,00:00:17.167,-1,78,"<129>画面越し今日も見</c><84>えている</c>"
00:00:16.934,00:00:17.167,-1,0,"<129>がめんごしきょうもみ</c><84>えている</c>"
00:00:17.167,00:00:17.334,-1,78,"<129>画面越し今日も見え</c><84>ている</c>"
00:00:17.167,00:00:17.334,-1,0,"<129>がめんごしきょうもみえ</c><84>ている</c>"
00:00:17.334,00:00:17.768,-1,78,"<129>画面越し今日も見えて</c><84>いる</c>"
00:00:17.334,00:00:17.768,-1,0,"<129>がめんごしきょうもみえて</c><84>いる</c>"
00:00:17.768,00:00:17.935,-1,78,"<129>画面越し今日も見えてい</c><84>る</c>"
00:00:17.768,00:00:17.935,-1,0,"<129>がめんごしきょうもみえてい</c><84>る</c>"
00:00:17.935,00:00:18.669,-1,78,"<129>画面越し今日も見えている</c>"
00:00:17.935,00:00:18.669,-1,0,"<129>がめんごしきょうもみえている</c>"
00:00:18.669,00:00:18.836,-1,78,"<129>い</c><84>つもと変わりない笑顔</c>"
00:00:18.669,00:00:18.836,-1,0,"<129>い</c><84>つもとかわりないえがお</c>"
00:00:18.836,00:00:19.036,-1,78,"<129>いつ</c><84>もと変わりない笑顔</c>"
00:00:18.836,00:00:19.036,-1,0,"<129>いつ</c><84>もとかわりないえがお</c>"
00:00:19.036,00:00:19.169,-1,78,"<129>いつも</c><84>と変わりない笑顔</c>"
00:00:19.036,00:00:19.169,-1,0,"<129>いつも</c><84>とかわりないえがお</c>"
00:00:19.169,00:00:19.436,-1,78,"<129>いつもと</c><84>変わりない笑顔</c>"
00:00:19.169,00:00:19.436,-1,0,"<129>いつもと</c><84>かわりないえがお</c>"
00:00:19.436,00:00:19.636,-1,78,"<129>いつもと変</c><84>わりない笑顔</c>"
00:00:19.436,00:00:19.636,-1,0,"<129>いつもとか</c><84>わりないえがお</c>"
00:00:19.636,00:00:19.837,-1,78,"<129>いつもと変わ</c><84>りない笑顔</c>"
00:00:19.636,00:00:19.837,-1,0,"<129>いつもとかわ</c><84>りないえがお</c>"
00:00:19.837,00:00:20.037,-1,78,"<129>いつもと変わり</c><84>ない笑顔</c>"
00:00:19.837,00:00:20.037,-1,0,"<129>いつもとかわり</c><84>ないえがお</c>"
00:00:20.037,00:00:20.204,-1,78,"<129>いつもと変わりな</c><84>い笑顔</c>"
00:00:20.037,00:00:20.204,-1,0,"<129>いつもとかわりな</c><84>いえがお</c>"
00:00:20.204,00:00:20.404,-1,78,"<129>いつもと変わりない</c><84>笑顔</c>"
00:00:20.204,00:00:20.404,-1,0,"<129>いつもとかわりない</c><84>えがお</c>"
00:00:20.404,00:00:20.771,-1,78,"<129>いつもと変わりない笑</c><84>顔</c>"
00:00:20.404,00:00:20.771,-1,0,"<129>いつもとかわりないえ</c><84>がお</c>"
00:00:20.771,00:00:21.939,-1,78,"<129>いつもと変わりない笑顔</c>"
00:00:20.771,00:00:20.971,-1,0,"<129>いつもとかわりないえが</c><84>お</c>"
00:00:20.971,00:00:21.939,-1,0,"<129>いつもとかわりないえがお</c>"
00:00:22.473,00:00:22.706,-1,78,"<129>纏</c><84>うそれは仮面か？</c>"
00:00:22.473,00:00:22.706,-1,0,"<129>ま</c><84>とうそれはかめんか？</c>"
00:00:22.706,00:00:22.906,-1,78,"<129>纏</c><84>うそれは仮面か？</c>"
00:00:22.706,00:00:22.906,-1,0,"<129>まと</c><84>うそれはかめんか？</c>"
00:00:22.906,00:00:24.074,-1,78,"<129>纏う</c><84>それは仮面か？</c>"
00:00:22.906,00:00:24.074,-1,0,"<129>まとう</c><84>それはかめんか？</c>"
00:00:24.074,00:00:24.241,-1,78,"<129>纏うそ</c><84>れは仮面か？</c>"
00:00:24.074,00:00:24.241,-1,0,"<129>まとうそ</c><84>れはかめんか？</c>"
00:00:24.241,00:00:24.441,-1,78,"<129>纏うそれ</c><84>は仮面か？</c>"
00:00:24.241,00:00:24.441,-1,0,"<129>まとうそれ</c><84>はかめんか？</c>"
00:00:24.441,00:00:24.775,-1,78,"<129>纏うそれは</c><84>仮面か？</c>"
00:00:24.441,00:00:24.775,-1,0,"<129>まとうそれは</c><84>かめんか？</c>"
00:00:24.775,00:00:25.009,-1,78,"<129>纏うそれは仮</c><84>面か？</c>"
00:00:24.775,00:00:25.009,-1,0,"<129>まとうそれはか</c><84>めんか？</c>"
00:00:25.009,00:00:25.309,-1,78,"<129>纏うそれは仮面</c><84>か？</c>"
00:00:25.009,00:00:25.309,-1,0,"<129>まとうそれはかめ</c><84>んか？</c>"
00:00:25.309,00:00:25.576,-1,78,"<129>纏うそれは仮面</c><84>か？</c>"
00:00:25.309,00:00:25.576,-1,0,"<129>まとうそれはかめん</c><84>か？</c>"
00:00:25.576,00:00:26.343,-1,78,"<129>纏うそれは仮面か？</c>"
00:00:25.576,00:00:26.343,-1,0,"<129>まとうそれはかめんか？</c>"
00:00:27.678,00:00:27.945,-1,78,"<30>本</c><84>当の自分を教えて</c>"
00:00:27.678,00:00:27.945,-1,0,"<30>ほ</c><84>んとうのじぶんをおしえて</c>"
00:00:27.945,00:00:28.045,-1,78,"<30>本</c><84>当の自分を教えて</c>"
00:00:27.945,00:00:28.045,-1,0,"<30>ほん</c><84>とうのじぶんをおしえて</c>"
00:00:28.045,00:00:28.245,-1,78,"<30>本当</c><84>の自分を教えて</c>"
00:00:28.045,00:00:28.245,-1,0,"<30>ほんと</c><84>うのじぶんをおしえて</c>"
00:00:28.245,00:00:28.345,-1,78,"<30>本当</c><84>の自分を教えて</c>"
00:00:28.245,00:00:28.345,-1,0,"<30>ほんとう</c><84>のじぶんをおしえて</c>"
00:00:28.345,00:00:28.645,-1,78,"<30>本当の</c><84>自分を教えて</c>"
00:00:28.345,00:00:28.645,-1,0,"<30>ほんとうの</c><84>じぶんをおしえて</c>"
00:00:28.645,00:00:28.846,-1,78,"<30>本当の自</c><84>分を教えて</c>"
00:00:28.645,00:00:28.846,-1,0,"<30>ほんとうのじ</c><84>ぶんをおしえて</c>"
00:00:28.846,00:00:29.046,-1,78,"<30>本当の自分</c><84>を教えて</c>"
00:00:28.846,00:00:29.046,-1,0,"<30>ほんとうのじぶ</c><84>んをおしえて</c>"
00:00:29.046,00:00:29.213,-1,78,"<30>本当の自分</c><84>を教えて</c>"
00:00:29.046,00:00:29.213,-1,0,"<30>ほんとうのじぶん</c><84>をおしえて</c>"
00:00:29.213,00:00:29.413,-1,78,"<30>本当の自分を</c><84>教えて</c>"
00:00:29.213,00:00:29.413,-1,0,"<30>ほんとうのじぶんを</c><84>おしえて</c>"
00:00:29.413,00:00:29.613,-1,78,"<30>本当の自分を教</c><84>えて</c>"
00:00:29.413,00:00:29.613,-1,0,"<30>ほんとうのじぶんをお</c><84>しえて</c>"
00:00:29.613,00:00:29.980,-1,78,"<30>本当の自分を教</c><84>えて</c>"
00:00:29.613,00:00:29.980,-1,0,"<30>ほんとうのじぶんをおし</c><84>えて</c>"
