start,end,position,line,text
00:00:07.057,00:00:18.335,-1,0,"<2></c><4>角巻わため-御伽の詩と永久なるミライ</c><2></c>"
00:00:07.057,00:00:09.893,-1,92,"<2></c><4>歌:角巻わため</c><2></c>"
00:00:09.893,00:00:12.696,-1,92,"<2></c><4>作詞:おぐらあすか(Hifumiinc.)</c><2></c>"
00:00:12.696,00:00:15.532,-1,92,"<2></c><4>作曲:佐藤陽介(Hifumiinc.)</c><2></c>"
00:00:15.532,00:00:18.335,-1,92,"<2></c><4>編曲:佐高陵平(Hifumiinc.)</c><2></c>"
00:00:19.370,00:00:19.536,-1,0,"<2></c><1>と</c><3>あるせかいのおとぎのうたきかせましょう</c><2></c>"
00:00:19.370,00:00:19.536,-1,92,"<2></c><4>と</c><3>ある世界の御伽の詩　聞かせましょう</c><2></c>"
00:00:19.536,00:00:19.737,-1,0,"<2></c><1>とあ</c><3>るせかいのおとぎのうたきかせましょう</c><2></c>"
00:00:19.536,00:00:19.737,-1,92,"<2></c><4>とあ</c><3>る世界の御伽の詩　聞かせましょう</c><2></c>"
00:00:19.737,00:00:20.104,-1,0,"<2></c><1>とある</c><3>せかいのおとぎのうたきかせましょう</c><2></c>"
00:00:19.737,00:00:20.104,-1,92,"<2></c><4>とある</c><3>世界の御伽の詩　聞かせましょう</c><2></c>"
00:00:20.104,00:00:20.270,-1,0,"<2></c><1>とあるせ</c><3>かいのおとぎのうたきかせましょう</c><2></c>"
00:00:20.104,00:00:20.270,-1,92,"<2></c><4>とある世</c><3>界の御伽の詩　聞かせましょう</c><2></c>"
00:00:20.270,00:00:20.804,-1,0,"<2></c><1>とあるせか</c><3>いのおとぎのうたきかせましょう</c><2></c>"
00:00:20.270,00:00:20.804,-1,92,"<2></c><4>とある世界</c><3>の御伽の詩　聞かせましょう</c><2></c>"
00:00:20.804,00:00:20.971,-1,0,"<2></c><1>とあるせかい</c><3>のおとぎのうたきかせましょう</c><2></c>"
00:00:20.804,00:00:20.971,-1,92,"<2></c><4>とある世界</c><3>の御伽の詩　聞かせましょう</c><2></c>"
00:00:20.971,00:00:22.206,-1,0,"<2></c><1>とあるせかいの</c><3>おとぎのうたきかせましょう</c><2></c>"
00:00:20.971,00:00:22.206,-1,92,"<2></c><4>とある世界の</c><3>御伽の詩　聞かせましょう</c><2></c>"
00:00:22.206,00:00:22.573,-1,0,"<2></c><1>とあるせかいのお</c><3>とぎのうたきかせましょう</c><2></c>"
00:00:22.206,00:00:22.573,-1,92,"<2></c><4>とある世界の御</c><3>伽の詩　聞かせましょう</c><2></c>"
00:00:22.573,00:00:22.906,-1,0,"<2></c><1>とあるせかいのおと</c><3>ぎのうたきかせましょう</c><2></c>"
00:00:22.573,00:00:22.906,-1,92,"<2></c><4>とある世界の御伽</c><3>の詩　聞かせましょう</c><2></c>"
00:00:22.906,00:00:23.107,-1,0,"<2></c><1>とあるせかいのおとぎ</c><3>のうたきかせましょう</c><2></c>"
00:00:22.906,00:00:23.107,-1,92,"<2></c><4>とある世界の御伽</c><3>の詩　聞かせましょう</c><2></c>"
00:00:23.107,00:00:23.607,-1,0,"<2></c><1>とあるせかいのおとぎの</c><3>うたきかせましょう</c><2></c>"
00:00:23.107,00:00:23.607,-1,92,"<2></c><4>とある世界の御伽の</c><3>詩　聞かせましょう</c><2></c>"
00:00:23.607,00:00:23.807,-1,0,"<2></c><1>とあるせかいのおとぎのう</c><3>たきかせましょう</c><2></c>"
00:00:23.607,00:00:23.807,-1,92,"<2></c><4>とある世界の御伽の詩</c><3>　聞かせましょう</c><2></c>"
00:00:23.807,00:00:25.042,-1,0,"<2></c><1>とあるせかいのおとぎのうた</c><3>きかせましょう</c><2></c>"
00:00:23.807,00:00:25.042,-1,92,"<2></c><4>とある世界の御伽の詩　</c><3>聞かせましょう</c><2></c>"
00:00:25.042,00:00:25.409,-1,0,"<2></c><1>とあるせかいのおとぎのうたき</c><3>かせましょう</c><2></c>"
00:00:25.042,00:00:25.409,-1,92,"<2></c><4>とある世界の御伽の詩　聞</c><3>かせましょう</c><2></c>"
00:00:25.409,00:00:25.776,-1,0,"<2></c><1>とあるせかいのおとぎのうたきか</c><3>せましょう</c><2></c>"
