Character,File Numbers
僕,"{6, 7, 11, 18, 20, 22, 27, 31, 38, 39, 43, 45, 53, 54, 57, 58, 60, 64, 70, 73, 81, 83, 90}"
回,"{6, 12, 13, 15, 19, 22, 27, 33, 36, 37, 38, 40, 43, 50, 54, 62, 67, 91}"
挑,"{6, 57, 90}"
戦,"{6, 47, 50, 68, 78}"
続,"{6, 8, 10, 13, 16, 22, 26, 33, 36, 38, 39, 40, 43, 48, 55, 58, 64, 65}"
雨,"{6, 8, 11, 24, 35, 45, 59, 63, 66, 89}"
滑,"{6, 72}"
路,"{6, 8, 10, 17, 35, 61, 74}"
証,"{6, 19, 26}"
拍,"{6, 54}"
嘘,"{6, 54, 56, 87, 89}"
落,"{6, 7, 11, 21, 26, 29, 33, 34, 40, 41, 43, 44, 50, 51, 54, 66, 72, 73, 74, 78, 80}"
皮,{6}
肉,"{6, 42}"
揚,"{6, 36}"
置,"{6, 28}"
換,{6}
藤,"{6, 18, 22, 32, 41, 45, 47, 51, 65, 74}"
隙,{6}
錆,"{6, 60}"
諦,"{6, 13, 20, 38}"
身,"{6, 17, 25, 30, 57, 59, 90}"
念,{6}
晴,"{6, 11, 33, 51, 55, 59, 62, 66, 86}"
残,"{6, 14, 48, 89}"
酷,"{6, 24, 69}"
昧,"{6, 12, 19, 27, 34}"
削,{6}
尖,{6}
由,"{6, 31, 43, 49, 60, 83}"
過,"{6, 10, 17, 19, 23, 25, 33, 38, 46, 49, 57, 65, 66, 71, 86, 87, 89, 90}"
去,"{6, 17, 25, 33, 38, 57, 65, 66, 87, 89, 90}"
捨,"{6, 18, 27, 37, 40, 57, 68, 90}"
脚,"{6, 22, 54, 74}"
頼,"{6, 32}"
安,"{6, 15, 19, 23, 26, 51, 59, 60, 65, 67, 69, 75, 88, 92}"
定,"{6, 19, 26, 37, 44, 51, 65}"
幅,{6}
聴,"{6, 26, 55, 79}"
栄,{6}
辿,"{6, 20, 54, 65}"
誇,"{6, 33, 34, 43}"
唄,"{7, 8, 10, 28, 32, 33, 34, 42, 43, 91}"
恥,"{7, 12, 71}"
凹,"{7, 37, 39, 49, 58, 64, 92}"
撒,"{7, 68}"
虹,"{7, 43, 84}"
呼,"{7, 11, 17, 25, 26, 37, 43, 51, 61, 63, 91}"
輝,"{7, 10, 16, 24, 31, 38, 45, 48, 55, 59, 61, 70, 81, 92}"
怖,"{7, 13, 21, 47, 50, 85}"
個,"{7, 37, 38}"
秘,"{7, 13, 50, 85}"
妄,{7}
変,"{7, 8, 12, 18, 19, 33, 41, 43, 44, 49, 53, 56, 57, 62, 65, 67, 81, 83, 90}"
図,"{7, 17, 27, 62, 85}"
冒,{7}
消,"{8, 18, 22, 26, 34, 37, 40, 44, 48, 61, 63, 65, 68, 87, 91, 92}"
死,"{8, 15, 17, 18, 26, 57, 90}"
壊,"{8, 17, 18, 32, 43, 44, 69}"
香,"{8, 25, 28, 31, 63, 70, 73, 85}"
薬,"{8, 33}"
匂,"{8, 31, 44, 70, 89}"
朽,"{8, 69}"
果,"{8, 10, 15, 19, 24, 27, 35, 40, 45, 60, 61, 66, 69, 74, 89}"
荒,"{8, 34}"
降,"{8, 26, 43, 48, 51, 69, 89}"
閉,"{8, 35, 48, 54, 59, 69, 88}"
影,"{8, 69, 72}"
詩,"{8, 10, 29, 45, 70, 71, 72}"
形,"{8, 54, 63}"
微,"{8, 32, 41, 48}"
希,"{8, 24, 75, 87}"
望,"{8, 24, 43, 45, 66, 75, 76, 85, 87}"
溢,"{8, 36, 41, 42, 43, 44, 85, 89}"
枯,"{8, 15, 17, 22}"
浮,"{8, 12, 20, 77}"
共,"{8, 41, 49, 61}"
在,"{8, 44, 69, 92}"
愛,"{8, 12, 14, 18, 19, 25, 26, 27, 29, 31, 33, 36, 37, 38, 42, 44, 50, 55, 56, 57, 60, 62, 67, 70, 71, 73, 77, 84, 88, 89, 90}"
情,"{8, 13, 15, 19, 23, 24, 34, 42, 57, 69, 90}"
伽,"{8, 45}"
藍,{8}
堂,{8}
虚,"{8, 69}"
醜,"{8, 59}"
強,"{8, 14, 21, 25, 26, 42, 45, 49, 50, 56, 60, 73, 74, 86, 88}"
街,"{8, 31, 43, 48, 57, 65, 68, 70, 90}"
奈,"{8, 40}"
良,"{8, 11, 15, 17, 29, 36, 68}"
描,"{9, 11, 16, 20, 31, 43, 55, 59, 63, 70, 86}"
絵,"{9, 11, 13, 16, 50, 68, 72, 91}"
物,"{9, 11, 17, 21, 29, 32, 34, 38, 41, 43, 44, 50, 52, 54, 57, 72, 76, 77, 80, 86, 89, 90}"
語,"{9, 10, 11, 25, 42, 54, 72}"
綴,{9}
供,"{9, 48, 57, 68, 90}"
当,"{9, 12, 14, 19, 31, 33, 46, 54, 59, 65, 68, 70, 73, 78, 83, 87}"
増,"{9, 11, 19, 21, 62}"
邪,"{9, 26, 77, 91}"
助,"{9, 42, 85}"
遠,"{9, 10, 16, 19, 24, 35, 36, 38, 42, 44, 48, 49, 60, 71, 74, 81, 85, 89}"
私,"{9, 11, 12, 13, 16, 24, 40, 55, 59, 61, 65, 73, 75, 85, 86}"
知,"{9, 11, 14, 17, 21, 22, 25, 26, 34, 37, 39, 40, 47, 50, 52, 56, 58, 59, 63, 64, 65, 74, 79, 80, 81, 83, 84, 89}"
眠,"{9, 14, 31, 35, 36, 43, 51, 52, 55, 57, 60, 70, 73, 90}"
此,"{9, 10, 11, 33, 74}"
処,"{9, 10, 11, 33}"
恐,"{9, 11, 60, 74, 87}"
帰,"{9, 26, 73, 89}"
場,"{9, 17, 32, 36, 44, 45, 47, 48, 57, 60, 65, 68, 75, 81, 84, 90}"
所,"{9, 17, 32, 37, 44, 47, 65, 75, 79, 81, 84}"
詰,"{9, 41, 42, 44, 48, 77}"
木,"{9, 34, 44, 80}"
三,"{10, 33, 34, 42, 45, 51, 54}"
須,"{10, 40, 45}"
和,"{10, 26, 35, 41, 42, 43, 45, 49, 92}"
石,"{10, 32, 45, 52, 88, 90}"
塚,"{10, 32, 45, 52}"
陽,"{10, 11, 31, 32, 42, 43, 45, 52, 70, 72}"
道,"{10, 11, 17, 22, 31, 33, 35, 47, 59, 60, 65, 68}"
月,"{10, 14, 15, 34, 35, 37, 46, 55, 63, 69, 76, 82, 87, 91}"
傷,"{10, 18, 42, 68, 74, 89}"
用,"{10, 13, 36, 42}"
祝,{10}
遥,"{10, 38, 76}"
彼,"{10, 11, 38, 46, 59, 73}"
方,"{10, 11, 17, 18, 19, 23, 24, 26, 28, 30, 38, 39, 54, 56, 58, 59, 64, 69, 73, 74, 85, 87, 89, 91}"
乗,"{10, 21, 35, 36, 39, 50, 51, 54, 58, 64, 84}"
嵐,{10}
襲,"{10, 69}"
丈,"{10, 47, 50, 57, 90}"
夫,"{10, 27, 47, 50}"
永,"{10, 16, 36, 38, 45, 47, 49, 65, 89}"
曇,{11}
天,"{11, 17, 25, 33, 36, 38, 40, 41, 47, 49, 50, 68, 76, 82, 83, 90, 91, 92}"
挫,{11}
靴,"{11, 37, 38}"
獣,"{11, 33}"
伏,"{11, 24, 88}"
辛,"{11, 33, 41, 87}"
叫,"{11, 15, 29, 63, 69}"
破,"{11, 29, 33}"
筋,{11}
差,"{11, 48, 72, 74}"
下,"{11, 26, 33, 42, 62}"
鮮,"{11, 42, 89, 92}"
飛,"{11, 12, 27, 33, 42, 43, 60, 84, 86}"
痛,"{11, 19, 26, 40, 44, 47, 56}"
孤,"{11, 47, 59, 60}"
独,"{11, 26, 47, 59, 60, 67}"
昔,{11}
同,"{11, 20, 31, 49, 70, 89, 91}"
低,"{11, 15, 57, 90}"
具,"{11, 72}"
焼,"{11, 39, 43, 58, 64, 86}"
払,"{11, 89}"
居,"{11, 16, 35, 55, 57, 90}"
二,"{11, 22, 30, 33, 34, 54, 72}"
案,"{12, 42, 44, 46}"
寂,"{12, 32, 51, 55, 67}"
甘,"{12, 13, 25, 35, 36, 44, 51, 57, 85, 90}"
慌,{12}
照,"{12, 17, 18, 24, 35, 55, 62, 74}"
機,"{12, 39, 57, 58, 64, 90}"
雲,"{12, 35, 72, 74, 86}"
芽,"{12, 75}"
曖,{12}
断,"{12, 36}"
臆,"{12, 83, 88}"
虫,"{12, 56}"
然,"{12, 14, 29, 59, 67, 69}"
悔,"{12, 18, 75}"
指,"{12, 33, 34, 39, 57, 58, 64, 82, 90, 91}"
包,"{12, 16, 39, 58, 64}"
束,"{12, 28, 34, 38, 39, 40, 51, 54, 58, 64, 80}"
複,{13}
雑,"{13, 18}"
密,"{13, 50}"
教,"{13, 18, 19, 67, 73, 83, 89}"
福,{13}
唯,{13}
難,"{13, 18, 19, 27}"
文,"{13, 26, 47, 75}"
字,"{13, 47, 75}"
純,"{13, 24, 34, 46, 78}"
魔,"{13, 24, 26, 32, 35, 40, 47, 50, 51, 60, 67, 77}"
法,"{13, 32, 51, 60, 68}"
唱,"{13, 41, 66, 85}"
胆,{13}
怒,"{13, 25}"
嫉,"{13, 27}"
妬,"{13, 15, 27}"
困,"{13, 27, 44}"
皆,"{13, 34, 57, 76, 80, 90}"
仲,"{13, 50}"
穏,{13}
奪,"{14, 25, 68, 75}"
鏡,"{14, 35, 36}"
篠,"{14, 31}"
曜,{14}
暮,"{14, 34, 80, 92}"
名,"{14, 21, 26, 30, 50}"
吸,"{15, 17, 51, 91}"
吐,"{15, 26, 54}"
発,"{15, 39, 57, 58, 60, 62, 64, 68, 79, 90}"
展,{15}
息,"{15, 16, 17, 18, 36, 38, 47, 48, 85, 89}"
蝿,{15}
逆,"{15, 52}"
悲,"{15, 24, 54, 88, 89}"
喰,"{15, 25, 26, 29}"
忘,"{15, 28, 34, 45, 51, 55, 60, 69, 74, 87, 89, 91}"
割,"{15, 25, 37, 40, 74}"
儘,{15}
押,"{15, 50, 92}"
楽,"{15, 25, 31, 38, 40, 52, 54, 70, 79, 82, 87}"
賛,"{15, 37, 49}"
闇,"{16, 17, 24, 26, 38, 40, 45, 47, 81, 83, 87, 89}"
区,{16}
別,"{16, 17, 31, 38, 70}"
叶,"{16, 28, 38, 39, 54, 58, 64, 82}"
冷,"{16, 46}"
伸,"{16, 26, 31, 44, 45, 50, 56, 57, 70, 90}"
受,"{16, 62, 69, 83, 87, 89}"
涙,"{16, 22, 28, 36, 39, 58, 64, 66, 69, 73, 74, 81, 89}"
羽,"{16, 60, 61}"
塗,"{16, 29, 51}"
替,"{16, 54, 62, 91}"
泥,{17}
針,"{17, 19, 26, 63, 69}"
翼,{17}
濾,{17}
粒,{17}
流,"{17, 35, 49, 55, 56, 59, 69, 74, 84, 90}"
可,"{17, 19, 25, 33, 36, 56, 62, 71, 77}"
烈,"{17, 92}"
遮,{17}
荊,{17}
棘,{17}
憂,{17}
溺,"{17, 40}"
寸,{17}
救,"{17, 24, 69}"
玉,{17}
面,"{17, 24, 25, 37, 38, 43, 48, 54, 69, 74, 83, 87}"
溜,"{17, 18, 47, 68}"
遇,{17}
逸,"{17, 45, 54, 91}"
己,"{17, 30, 41, 54, 59, 67, 91}"
防,{17}
衛,{17}
姿,"{17, 25, 81, 87}"
為,"{17, 24, 42, 46, 68}"
散,"{17, 25, 33, 34, 35, 47, 52, 54, 63, 68, 80, 91}"
土,"{17, 51}"
種,"{17, 68, 74}"
欠,"{17, 74}"
荷,"{17, 33, 35}"
負,"{17, 24, 26, 56, 62}"
通,"{17, 19, 33, 35, 37, 39, 47, 54, 56, 58, 64, 68, 78, 87}"
業,"{17, 68, 73}"
状,"{17, 19}"
況,"{17, 79}"
投,"{17, 33, 37, 57, 68, 90}"
裂,"{17, 40}"
終,"{17, 34, 36, 47, 48, 50, 51, 54, 57, 66, 69, 80, 90}"
途,"{17, 48, 57, 90}"
末,"{17, 27, 46, 56}"
苦,"{17, 26, 40, 44, 62, 89}"
引,"{17, 50, 53, 54, 76, 78, 79}"
褒,{18}
非,{18}
玩,{18}
減,"{18, 37, 39, 42, 58, 64}"
濁,{18}
籠,{18}
屈,"{18, 27, 57, 59, 90}"
抜,"{18, 35, 38, 57, 65, 81, 90}"
等,"{18, 26, 57, 69, 90}"
擬,{18}
態,"{18, 19}"
裏,"{18, 39, 40, 48, 50, 58, 64, 87, 91}"
境,"{18, 86}"
正,"{18, 19, 23, 30, 37, 39, 47, 57, 58, 59, 64, 65, 90, 91}"
沙,"{18, 49}"
叉,{18}
岸,{18}
浩,{18}
板,"{18, 38, 42}"
橋,{18}
辻,{18}
清,"{18, 21}"
佐,"{18, 22, 45, 47, 52, 65}"
才,{18}
能,"{18, 19, 39, 58, 64}"
勝,"{18, 25, 26, 56, 62, 68}"
鬱,{18}
掻,"{18, 26, 45}"
歪,{18}
兎,"{19, 22, 25, 82, 90, 91, 92}"
恋,"{19, 25, 33, 46, 56, 62, 73, 89}"
義,"{19, 23, 30, 37, 49}"
基,{19}
客,"{19, 33, 36, 50, 77}"
観,"{19, 50, 73}"
計,"{19, 40, 63}"
算,"{19, 26}"
普,"{19, 47, 54, 56}"
抵,{19}
象,"{19, 33}"
勘,"{19, 39, 44, 58}"
検,{19}
瞭,{19}
相,"{19, 73}"
舞,"{19, 33, 34, 35, 36, 40, 44, 50, 51, 54, 59, 73, 74, 80}"
測,{19}
触,"{19, 34, 44, 47, 48, 57, 80, 90}"
適,{19}
議,"{19, 50}"
程,"{19, 25, 26, 45, 69}"
必,"{19, 36, 51, 62, 69, 91}"
条,"{19, 62, 86}"
件,{19}
点,"{19, 92}"
距,"{19, 49, 56}"
離,"{19, 29, 49, 50, 56, 63, 71, 89, 91}"
求,"{19, 23, 40, 45, 69, 87}"
標,{19}
参,"{19, 91}"
資,{19}
料,"{19, 42, 59}"
載,"{19, 73}"
騒,"{19, 33, 36, 56}"
除,"{19, 68}"
仮,"{19, 54, 83}"
説,{19}
済,"{19, 25}"
宇,"{20, 31, 70, 75}"
宙,"{20, 31, 70, 75}"
彷,"{20, 55}"
徨,"{20, 55}"
追,"{20, 33, 38, 53, 55, 61, 75, 81, 87}"
水,"{21, 35, 36, 50, 73, 86}"
浸,{21}
浪,{21}
誉,"{21, 68}"
楚,{21}
称,"{21, 37}"
号,{21}
侵,{21}
略,"{21, 54}"
賊,"{21, 85}"
職,{21}
化,"{21, 33, 35, 54, 67}"
脱,{21}
類,"{21, 91}"
達,"{21, 26, 34, 38, 46, 49, 54, 57, 68, 69, 73, 90}"
招,{21}
星,"{21, 31, 35, 37, 38, 39, 48, 55, 58, 61, 63, 64, 70, 88}"
陸,{21}
杯,"{21, 63}"
滴,{21}
若,{21}
漁,{21}
制,"{21, 47}"
御,"{21, 33, 45, 54}"
的,"{21, 26, 44, 68, 85}"
湊,"{21, 41, 77, 81, 84}"
那,"{21, 33, 34, 80}"
尓,{21}
栖,{21}
域,{21}
臓,"{22, 39, 58, 64}"
駿,{22}
岐,{22}
両,"{22, 41, 49, 92}"
貫,"{22, 74}"
均,{22}
与,"{22, 24}"
賭,{22}
河,"{23, 40, 51, 84}"
泰,"{23, 84}"
志,"{23, 74, 84, 91}"
紫,"{23, 82}"
互,{23}
傘,{24}
様,"{24, 31, 33, 35, 39, 40, 50, 51, 57, 58, 59, 64, 70, 76, 89, 90, 91, 92}"
使,"{24, 37, 40, 42, 47}"
慈,{24}
瓦,{24}
礫,{24}
埋,"{24, 36, 72}"
欲,"{24, 29, 44, 57, 68, 73, 77, 85, 87, 90, 91}"
貶,{24}
嗤,{24}
罰,"{24, 57, 68, 90}"
湧,"{24, 36, 57, 90}"
粋,{24}
買,"{25, 26, 68, 77, 86}"
訳,"{25, 49, 67, 78, 91}"
奔,{25}
狂,"{25, 29, 40, 59}"
短,"{25, 33}"
撃,"{25, 33, 57, 90}"
洗,"{25, 59}"
脳,{25}
完,"{25, 26, 47}"
了,{25}
女,"{25, 26, 34, 56, 57, 62, 68, 73, 80, 86, 90}"
精,"{25, 63}"
神,"{25, 27, 28, 33, 34, 37, 40, 59, 80, 81, 86, 90, 91, 92}"
表,{25}
内,"{25, 34, 36, 40, 42, 60, 80}"
財,"{25, 85}"
総,{25}
額,{25}
把,{25}
握,"{25, 26}"
際,"{25, 86}"
問,"{25, 91}"
眼,"{25, 74}"
担,"{25, 68}"
嗚,"{25, 26, 37}"
頂,"{25, 26, 92}"
戴,"{25, 26}"
黙,"{25, 68, 85}"
容,"{25, 42, 69}"
耽,{25}
酩,{25}
酊,{25}
冥,{25}
利,"{25, 59}"
排,{25}
爆,"{26, 39, 58, 64, 68}"
倒,"{26, 36}"
矢,"{26, 69, 74}"
鱈,{26}
囃,"{26, 35, 76}"
局,"{26, 68, 73}"
存,"{26, 59, 92}"
僻,{26}
価,{26}
腹,"{26, 36, 42}"
惨,{26}
輩,"{26, 77}"
唾,{26}
蹴,{26}
哀,{26}
讃,{26}
静,"{26, 55}"
辞,{26}
親,"{26, 68, 91}"
右,"{26, 36, 39, 43, 58, 64, 71}"
俺,{26}
慣,"{26, 28, 41, 65}"
西,"{26, 76}"
位,"{26, 62}"
経,"{26, 46, 68, 86}"
王,"{26, 31, 56, 67, 70, 74}"
年,"{26, 39, 46, 58, 64, 77}"
論,"{26, 91}"
溝,{26}
舐,{26}
調,"{26, 35, 39, 42, 51, 56, 58, 64}"
劣,"{26, 57, 90}"
句,{26}
反,{26}
丁,"{26, 59}"
半,"{26, 31, 68}"
昇,"{26, 43, 88}"
晒,{26}
退,"{27, 35, 57, 90}"
稲,"{27, 28, 33}"
垢,{27}
罪,"{27, 57, 90}"
敗,{27}
北,{27}
輪,"{27, 35, 50, 54, 89}"
廻,"{27, 35, 54}"
概,{27}
既,"{27, 69}"
灰,{27}
祈,"{28, 74}"
漂,"{28, 85}"
尽,"{28, 36, 39, 58, 64}"
獄,{28}
治,{28}
遺,{28}
症,{28}
揃,"{28, 76}"
整,{28}
側,"{28, 39, 45, 58, 64, 89}"
約,"{28, 34, 39, 58, 80}"
掛,{28}
剥,"{29, 69, 78}"
七,"{29, 33, 70, 71, 72, 86}"
禁,{29}
噛,"{29, 57, 90}"
甲,"{29, 30}"
斐,"{29, 30}"
拒,"{29, 36}"
千,"{30, 36, 50, 54}"
秋,"{30, 50, 63, 75}"
並,"{30, 48, 51}"
犠,"{30, 91}"
牲,"{30, 91}"
馬,"{30, 41, 57, 90}"
鹿,"{30, 57, 90}"
貴,"{30, 40, 54, 69, 73, 85}"
爲,{30}
誹,{30}
謗,{30}
尻,{30}
尾,"{30, 31, 33, 48, 49, 50, 51, 53, 54, 62}"
規,{30}
律,{30}
我,"{30, 33, 59, 85}"
奥,"{31, 42, 55, 60, 70, 74, 78, 88, 91}"
陳,"{31, 70}"
腐,"{31, 70}"
壁,"{31, 60, 70}"
憎,"{31, 70}"
隅,"{31, 37, 70}"
膝,"{31, 70}"
宵,"{31, 33, 35, 36, 42, 70, 76}"
書,"{31, 33, 39, 41, 58, 62, 64, 70}"
紀,"{31, 79, 82}"
村,"{31, 32, 40, 55, 74}"
英,{31}
敏,{31}
乃,"{32, 90}"
喋,"{32, 52}"
暖,"{32, 51}"
余,"{33, 36}"
百,"{33, 34, 35, 36, 78, 80, 82}"
狐,"{33, 35, 76}"
犬,{33}
社,"{33, 76}"
網,{33}
推,"{33, 76}"
桃,"{33, 41, 51, 53, 60, 77}"
源,{33}
郷,{33}
燃,"{33, 35, 59, 74}"
乱,"{33, 34, 36, 59, 80}"
羅,{33}
刻,"{33, 42, 69}"
富,"{33, 81, 86}"
士,"{33, 86}"
鷹,{33}
万,"{33, 36}"
拝,"{33, 76}"
借,"{33, 76}"
戯,"{33, 44, 78}"
洒,"{33, 51}"
遊,"{33, 36, 43, 52, 57, 61, 62, 79, 90}"
激,{33}
寿,{33}
占,"{33, 67}"
召,"{33, 42}"
喚,{33}
課,"{33, 73}"
金,"{33, 54, 57, 68, 74, 75, 76, 85, 90}"
鳩,{33}
判,{33}
圧,"{33, 39, 58, 64}"
阿,{33}
呆,{33}
華,"{33, 39, 42, 58, 64}"
怪,{33}
偶,"{33, 54}"
仏,{33}
垣,{33}
根,"{33, 48, 50, 60, 72}"
策,{33}
有,"{33, 49}"
嬢,{33}
凸,{33}
嫁,"{33, 35}"
刹,"{34, 80}"
繚,"{34, 80}"
雪,"{34, 53, 76, 80}"
将,"{34, 36, 80}"
弥,"{34, 36, 40, 80}"
龍,"{34, 80}"
温,"{34, 36, 44, 48, 55, 76, 80}"
魅,"{34, 44, 80, 85}"
少,"{34, 39, 41, 52, 56, 58, 67, 80, 91}"
弁,"{34, 37, 67, 80}"
馳,{34}
蕩,"{34, 35}"
茜,"{35, 52}"
坂,"{35, 61}"
雫,{35}
嬉,"{35, 71, 88}"
滲,{35}
鳥,"{35, 38, 62}"
叩,"{35, 50, 53}"
似,"{35, 68, 77}"
頬,"{35, 39, 43, 51, 58, 64}"
牡,{35}
丹,{35}
篝,{35}
狼,"{35, 59}"
突,"{35, 50}"
朧,{35}
誤,"{35, 67}"
識,"{35, 39, 47, 49, 56, 58, 64, 73}"
透,"{35, 44, 70, 78}"
募,{35}
哭,{35}
霜,{35}
煙,{35}
快,"{35, 46, 50}"
頭,"{36, 76}"
致,{36}
量,{36}
宴,{36}
憐,"{36, 59}"
嬌,"{36, 50}"
暁,"{36, 74}"
煌,"{36, 48}"
喝,"{36, 54}"
采,"{36, 54}"
盛,{36}
派,"{36, 57, 90}"
爛,{36}
漫,{36}
瞑,"{36, 38}"
至,"{36, 37, 49}"
窮,{36}
暗,"{36, 43, 54, 75, 87, 89}"
模,{36}
索,"{36, 40}"
掲,{36}
慮,"{36, 85}"
飾,"{36, 37, 54, 66, 83, 91}"
如,{37}
品,{37}
疎,{37}
疲,{37}
弊,{37}
市,{37}
紙,{37}
翳,{37}
詭,{37}
啄,{37}
罅,{37}
膚,{37}
潰,{37}
盤,"{37, 40}"
覆,"{37, 57, 90}"
皺,{37}
擦,"{37, 43}"
四,{37}
六,{37}
詮,{37}
耗,{37}
呑,"{37, 59}"
積,"{37, 43, 91}"
丸,"{37, 48, 49, 50, 51, 53, 54, 68, 75, 90, 91}"
春,"{38, 81}"
跳,{38}
寝,"{38, 43, 52, 63, 68, 73}"
久,"{38, 45, 74}"
学,"{38, 42, 57, 90}"
校,"{38, 42}"
友,"{38, 49, 73, 79, 82}"
転,"{38, 50, 51, 52, 69}"
許,"{38, 68, 91}"
写,{38}
桜,{38}
民,{38}
眷,{38}
属,{38}
任,"{39, 58, 64}"
誕,"{39, 58}"
加,"{39, 40, 58, 64, 68, 78, 81, 83}"
淡,"{39, 58, 64, 91}"
障,"{39, 58, 64}"
儀,"{39, 49, 58, 64, 68}"
些,"{39, 47, 58, 64, 78}"
細,"{39, 47, 58, 64, 71, 78}"
挨,"{39, 52, 58, 64}"
拶,"{39, 52, 56, 58, 64}"
縮,"{39, 58, 64}"
咥,"{39, 58, 64}"
暴,"{39, 58, 64, 68, 69}"
掘,"{39, 58, 64}"
砂,"{40, 51, 86}"
守,"{40, 59, 87}"
岳,{40}
古,"{40, 89}"
鍵,"{40, 85}"
弦,{40}
松,"{40, 79}"
岡,{40}
睡,{40}
醒,"{40, 69}"
捜,{40}
朔,{40}
濘,{40}
記,"{40, 60}"
憶,"{40, 60, 65}"
疼,{40}
朱,{40}
緋,{40}
赫,{40}
疵,{40}
痕,{40}
沫,"{40, 86}"
瞳,"{40, 54, 74, 75}"
堕,{40}
導,{40}
屑,{40}
錯,{40}
吉,"{40, 75}"
篤,{40}
杏,{40}
泉,{40}
麒,{40}
麟,{40}
賀,{40}
匠,{40}
森,"{41, 65, 81}"
練,"{41, 65, 81}"
林,{41}
締,{41}
撮,"{41, 56, 77}"
貯,{41}
飽,"{41, 67, 83}"
支,"{41, 43}"
添,{41}
桑,{41}
聖,{41}
講,{42}
師,"{42, 54}"
獅,"{42, 53}"
速,"{42, 78, 81, 83}"
勉,{42}
腕,"{42, 74}"
混,{42}
冗,"{42, 57, 90}"
談,"{42, 57, 73, 90}"
研,{42}
究,{42}
材,{42}
豪,{42}
牛,{42}
赦,{42}
仕,"{42, 56, 68, 78, 91}"
留,{42}
箱,"{42, 85}"
演,"{42, 50, 51}"
縁,{42}
紡,{42}
鉄,{42}
休,"{43, 46, 52}"
躍,"{43, 51}"
左,"{43, 59, 71}"
架,{43}
髪,"{43, 63, 74, 77}"
簪,{43}
訪,"{43, 69}"
腫,{43}
窓,"{43, 62}"
脆,{43}
罠,{44}
酔,{44}
誘,"{44, 61, 69}"
漏,{44}
否,{44}
陵,"{45, 52}"
眩,"{45, 51}"
故,"{45, 54}"
週,{46}
氏,{46}
履,{46}
費,{46}
男,"{46, 73}"
慢,"{46, 73, 85}"
頃,"{46, 77}"
躓,{47}
往,"{47, 76}"
璧,{47}
檻,{47}
更,{48}
眺,{48}
瞼,{48}
秀,{49}
冴,{49}
認,{49}
族,"{49, 77}"
汰,{49}
極,"{49, 85}"
越,"{49, 75, 83}"
軽,{49}
初,"{50, 67}"
仰,{50}
惹,{50}
愉,{50}
席,{50}
驚,{50}
台,{50}
忙,"{51, 56}"
姫,"{51, 88}"
菓,"{51, 77}"
薔,{51}
薇,{51}
頑,{51}
晩,"{52, 56}"
俯,{52}
倉,{52}
射,{53}
魚,"{53, 76}"
示,"{54, 91}"
瑞,{54}
贔,{54}
屓,{54}
捏,{54}
炎,"{54, 74}"
攫,{54}
憧,{54}
園,{54}
円,{54}
億,{54}
嘲,{54}
服,"{54, 56, 77}"
喜,{54}
劇,{54}
刮,{54}
健,"{55, 59}"
東,"{55, 56}"
京,"{55, 56}"
靄,{55}
肌,{55}
骨,{55}
試,{56}
験,"{56, 86}"
噂,{56}
列,"{57, 63, 90}"
島,"{57, 90}"
騙,"{57, 90}"
警,"{57, 90}"
芝,"{57, 90}"
酸,"{57, 59, 90}"
構,"{57, 90}"
貰,"{57, 90}"
育,"{57, 90}"
悟,"{57, 67, 90}"
狙,"{57, 90}"
眈,"{57, 90}"
読,"{57, 90}"
譲,"{57, 90}"
拳,"{57, 90}"
札,"{57, 90}"
愚,"{57, 90}"
燦,"{57, 90}"
惑,"{59, 78, 81, 85}"
悶,{59}
恣,{59}
瘡,{59}
蓋,{59}
釈,{59}
迦,{59}
疾,{59}
痣,{59}
噴,{59}
装,"{59, 91}"
卑,{59}
町,{59}
迫,{60}
沸,{60}
扉,"{60, 85}"
季,{61}
節,{61}
折,"{61, 91}"
川,"{61, 76}"
輔,{61}
綾,{62}
登,{62}
乙,{62}
萌,{62}
袖,"{62, 76}"
舎,{62}
辺,{62}
十,{62}
型,"{62, 77}"
沿,{63}
囁,{63}
聲,{63}
車,{63}
柿,{65}
沼,{65}
雅,{65}
昨,{65}
舟,{65}
漕,{65}
創,{65}
織,{66}
成,"{66, 91}"
黄,{66}
昏,"{66, 89}"
艶,{66}
八,{67}
護,"{67, 76}"
易,{67}
興,"{67, 91}"
帯,{67}
蒔,"{68, 74}"
報,{68}
従,{68}
絆,"{68, 74}"
殴,{68}
奴,{68}
掃,{68}
倍,{68}
察,{68}
権,{68}
賢,{68}
営,{68}
仇,{68}
鉛,{68}
売,{68}
揉,{68}
摩,{68}
楼,{68}
拾,{68}
却,{69}
其,{69}
注,{69}
虐,{69}
抗,{69}
牙,{69}
蝕,{69}
依,{70}
逞,{71}
斜,{72}
靡,{72}
狭,{72}
授,{73}
活,{73}
布,{73}
妃,"{73, 74}"
莉,{73}
史,"{74, 75, 86}"
零,{74}
赴,{74}
里,{74}
翔,"{74, 88}"
盾,{74}
誓,{74}
爪,{74}
糧,{74}
片,"{74, 89}"
捧,{74}
領,{75}
浦,{75}
裕,{75}
絞,{75}
株,{76}
浜,"{76, 86}"
博,{76}
館,{76}
氷,{76}
保,{76}
霊,{76}
坊,{76}
櫻,{77}
澤,{77}
浴,{77}
覧,{78}
草,{78}
掌,{78}
洋,{79}
銀,"{79, 85}"
戸,{81}
脇,{81}
