start,end,position,line,text,unformatted
10.461,18.802,-1,0,<1></c><2>暁／志方あきこ</c><1></c><2>(coveredbyハコス・ベールズ)</c><1></c>,暁／志方あきこ(coveredbyハコス・ベールズ)
10.461,12.529,-1,92,<1></c><2>vocals：ハコス・ベールズ</c><1></c>,vocals：ハコス・ベールズ
12.529,14.665,-1,91,<1></c><2>mix：妃舞ゆにこ</c><1></c><2>編曲：奥村アキラ</c><1></c>,mix：妃舞ゆにこ編曲：奥村アキラ
14.665,16.7,-1,92,<1></c><2>art：武藤此史</c><1></c>,art：武藤此史
16.7,18.802,-1,92,<1></c><2>movie：ねびる</c><1></c>,movie：ねびる
21.839,22.406,-1,92,<1></c><2>戻</c><3>らない日々に涙零して</c><1></c>,戻らない日々に涙零して
21.839,22.406,-1,0,<1></c><2>も</c><3>どらないひびになみだこぼして</c><1></c>,もどらないひびになみだこぼして
22.406,23.04,-1,92,<1></c><2>戻</c><3>らない日々に涙零して</c><1></c>,戻らない日々に涙零して
22.406,23.04,-1,0,<1></c><2>もど</c><3>らないひびになみだこぼして</c><1></c>,もどらないひびになみだこぼして
23.04,23.607,-1,92,<1></c><2>戻ら</c><3>ない日々に涙零して</c><1></c>,戻らない日々に涙零して
23.04,23.607,-1,0,<1></c><2>もどら</c><3>ないひびになみだこぼして</c><1></c>,もどらないひびになみだこぼして
23.607,24.208,-1,92,<1></c><2>戻らな</c><3>い日々に涙零して</c><1></c>,戻らない日々に涙零して
23.607,24.208,-1,0,<1></c><2>もどらな</c><3>いひびになみだこぼして</c><1></c>,もどらないひびになみだこぼして
24.208,24.775,-1,92,<1></c><2>戻らない</c><3>日々に涙零して</c><1></c>,戻らない日々に涙零して
24.208,24.775,-1,0,<1></c><2>もどらない</c><3>ひびになみだこぼして</c><1></c>,もどらないひびになみだこぼして
24.775,25.075,-1,92,<1></c><2>戻らない日</c><3>々に涙零して</c><1></c>,戻らない日々に涙零して
24.775,25.075,-1,0,<1></c><2>もどらないひ</c><3>びになみだこぼして</c><1></c>,もどらないひびになみだこぼして
25.075,25.676,-1,92,<1></c><2>戻らない日々</c><3>に涙零して</c><1></c>,戻らない日々に涙零して
