start,end,position,line,text,unformatted
0.25,0.651,-1,0,<2></c><4>（よ</c><3>～ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
0.25,0.651,-1,-1,<2></c><4>（よ</c><3>～ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
0.651,1.018,-1,0,<2></c><4>（よ～</c><3>ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
0.651,1.018,-1,-1,<2></c><4>（よ～</c><3>ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.018,1.218,-1,0,<2></c><4>（よ～ぽん</c><3>ぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.018,1.218,-1,-1,<2></c><4>（よ～ぽん</c><3>ぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.218,1.385,-1,0,<2></c><4>（よ～ぽんぽん</c><3>ぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.218,1.385,-1,-1,<2></c><4>（よ～ぽんぽん</c><3>ぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.385,1.585,-1,0,<2></c><4>（よ～ぽんぽんぽん</c><3>ぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.385,1.585,-1,-1,<2></c><4>（よ～ぽんぽんぽん</c><3>ぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.585,1.752,-1,0,<2></c><4>（よ～ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.585,1.752,-1,-1,<2></c><4>（よ～ぽんぽんぽんぽん！）</c><2></c>,（よ～ぽんぽんぽんぽん！）
1.752,12.896,-1,0,<2></c><4>百鬼あやめ-宵の余、良い？</c><2></c>,百鬼あやめ-宵の余、良い？
1.752,4.655,58,85,<2></c><4>作詞・作曲・編曲：武田将弥(dreammonster)</c><2></c>,作詞・作曲・編曲：武田将弥(dreammonster)
4.655,7.558,-1,85,<2></c><4>guitar：沢頭たかし</c><2></c>,guitar：沢頭たかし
6.824,7.024,-1,7,<2></c><4>（ぽん</c><3>ぽんぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
6.824,7.024,-1,-1,<2></c><4>（ぽん</c><3>ぽんぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.024,7.191,-1,7,<2></c><4>（ぽんぽん</c><3>ぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.024,7.191,-1,-1,<2></c><4>（ぽんぽん</c><3>ぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.191,7.391,-1,7,<2></c><4>（ぽんぽんぽん</c><3>ぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.191,7.391,-1,-1,<2></c><4>（ぽんぽんぽん</c><3>ぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.391,7.558,-1,7,<2></c><4>（ぽんぽんぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.391,7.558,-1,-1,<2></c><4>（ぽんぽんぽんぽん！）</c><2></c>,（ぽんぽんぽんぽん！）
7.558,10.461,70,76,<2></c><4>allotherinstruments&amp;programming：</c><2></c><4>武田将弥(dreammonster)</c><2></c>,allotherinstruments&amp;programming：武田将弥(dreammonster)
10.461,12.896,-1,85,<2></c><4>歌：百鬼あやめ</c><2></c>,歌：百鬼あやめ
13.263,13.697,-1,0,<2></c><4>ひゃっ</c><3>きやこうおんどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
13.263,13.697,-1,-1,<2></c><4>百</c><3>鬼夜行温度は上々</c><2></c>,百鬼夜行温度は上々
13.697,14.064,-1,0,<2></c><4>ひゃっき</c><3>やこうおんどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
13.697,14.064,-1,-1,<2></c><4>百鬼</c><3>夜行温度は上々</c><2></c>,百鬼夜行温度は上々
14.064,14.331,-1,0,<2></c><4>ひゃっきや</c><3>こうおんどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
14.064,14.331,-1,-1,<2></c><4>百鬼夜</c><3>行温度は上々</c><2></c>,百鬼夜行温度は上々
14.331,14.631,-1,0,<2></c><4>ひゃっきやこう</c><3>おんどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
14.331,14.631,-1,-1,<2></c><4>百鬼夜行</c><3>温度は上々</c><2></c>,百鬼夜行温度は上々
14.631,14.932,-1,0,<2></c><4>ひゃっきやこうお</c><3>んどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
14.631,14.932,-1,-1,<2></c><4>百鬼夜行温</c><3>度は上々</c><2></c>,百鬼夜行温度は上々
14.932,15.165,-1,0,<2></c><4>ひゃっきやこうおん</c><3>どはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
14.932,15.165,-1,-1,<2></c><4>百鬼夜行温</c><3>度は上々</c><2></c>,百鬼夜行温度は上々
15.165,15.332,-1,0,<2></c><4>ひゃっきやこうおんど</c><3>はじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
15.165,15.332,-1,-1,<2></c><4>百鬼夜行温度</c><3>は上々</c><2></c>,百鬼夜行温度は上々
15.332,15.499,-1,0,<2></c><4>ひゃっきやこうおんどは</c><3>じょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
15.332,15.499,-1,-1,<2></c><4>百鬼夜行温度は</c><3>上々</c><2></c>,百鬼夜行温度は上々
15.499,15.799,-1,0,<2></c><4>ひゃっきやこうおんどはじょう</c><3>じょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
15.499,15.799,-1,-1,<2></c><4>百鬼夜行温度は上</c><3>々</c><2></c>,百鬼夜行温度は上々
15.799,16.233,-1,0,<2></c><4>ひゃっきやこうおんどはじょうじょう</c><2></c>,ひゃっきやこうおんどはじょうじょう
15.799,16.233,-1,-1,<2></c><4>百鬼夜行温度は上々</c><2></c>,百鬼夜行温度は上々
16.233,16.567,-1,0,<2></c><4>こ</c><3>んやはねむれない</c><2></c>,こんやはねむれない
16.233,16.567,-1,-1,<2></c><4>今</c><3>夜は眠れない</c><2></c>,今夜は眠れない
16.567,16.934,-1,0,<2></c><4>こん</c><3>やはねむれない</c><2></c>,こんやはねむれない
16.567,16.934,-1,-1,<2></c><4>今</c><3>夜は眠れない</c><2></c>,今夜は眠れない
16.934,17.234,-1,0,<2></c><4>こんや</c><3>はねむれない</c><2></c>,こんやはねむれない
16.934,17.234,-1,-1,<2></c><4>今夜</c><3>は眠れない</c><2></c>,今夜は眠れない
17.234,17.468,-1,0,<2></c><4>こんやは</c><3>ねむれない</c><2></c>,こんやはねむれない
17.234,17.468,-1,-1,<2></c><4>今夜は</c><3>眠れない</c><2></c>,今夜は眠れない
17.468,17.835,-1,0,<2></c><4>こんやはね</c><3>むれない</c><2></c>,こんやはねむれない
17.468,17.835,-1,-1,<2></c><4>今夜は眠</c><3>れない</c><2></c>,今夜は眠れない
17.835,18.035,-1,0,<2></c><4>こんやはねむ</c><3>れない</c><2></c>,こんやはねむれない
17.835,18.035,-1,-1,<2></c><4>今夜は眠</c><3>れない</c><2></c>,今夜は眠れない
18.035,18.202,-1,0,<2></c><4>こんやはねむれ</c><3>ない</c><2></c>,こんやはねむれない
18.035,18.202,-1,-1,<2></c><4>今夜は眠れ</c><3>ない</c><2></c>,今夜は眠れない
18.202,18.369,-1,0,<2></c><4>こんやはねむれな</c><3>い</c><2></c>,こんやはねむれない
18.202,18.369,-1,-1,<2></c><4>今夜は眠れな</c><3>い</c><2></c>,今夜は眠れない
18.369,19.069,-1,0,<2></c><4>こんやはねむれない</c><2></c>,こんやはねむれない
18.369,19.069,-1,-1,<2></c><4>今夜は眠れない</c><2></c>,今夜は眠れない
19.069,19.47,-1,0,<2></c><4>れん</c><3>じつれんやあそびつくそう</c><2></c>,れんじつれんやあそびつくそう
19.069,19.47,-1,-1,<2></c><4>連</c><3>日連夜遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
19.47,19.67,-1,0,<2></c><4>れんじ</c><3>つれんやあそびつくそう</c><2></c>,れんじつれんやあそびつくそう
19.47,19.67,-1,-1,<2></c><4>連日</c><3>連夜遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
19.67,19.837,-1,0,<2></c><4>れんじつ</c><3>れんやあそびつくそう</c><2></c>,れんじつれんやあそびつくそう
19.67,19.837,-1,-1,<2></c><4>連日</c><3>連夜遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
19.837,20.07,-1,0,<2></c><4>れんじつれん</c><3>やあそびつくそう</c><2></c>,れんじつれんやあそびつくそう
19.837,20.07,-1,-1,<2></c><4>連日連</c><3>夜遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
20.07,20.371,-1,0,<2></c><4>れんじつれんや</c><3>あそびつくそう</c><2></c>,れんじつれんやあそびつくそう
20.07,20.371,-1,-1,<2></c><4>連日連夜</c><3>遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
20.371,20.738,-1,0,<2></c><4>れんじつれんやあ</c><3>そびつくそう</c><2></c>,れんじつれんやあそびつくそう
20.371,20.738,-1,-1,<2></c><4>連日連夜遊</c><3>び尽くそう</c><2></c>,連日連夜遊び尽くそう
20.738,20.904,-1,0,<2></c><4>れんじつれんやあそ</c><3>びつくそう</c><2></c>,れんじつれんやあそびつくそう
20.738,20.904,-1,-1,<2></c><4>連日連夜遊</c><3>び尽くそう</c><2></c>,連日連夜遊び尽くそう
20.904,21.105,-1,0,<2></c><4>れんじつれんやあそび</c><3>つくそう</c><2></c>,れんじつれんやあそびつくそう
20.904,21.105,-1,-1,<2></c><4>連日連夜遊び</c><3>尽くそう</c><2></c>,連日連夜遊び尽くそう
21.105,21.271,-1,0,<2></c><4>れんじつれんやあそびつ</c><3>くそう</c><2></c>,れんじつれんやあそびつくそう
21.105,21.271,-1,-1,<2></c><4>連日連夜遊び尽</c><3>くそう</c><2></c>,連日連夜遊び尽くそう
21.271,21.538,-1,0,<2></c><4>れんじつれんやあそびつく</c><3>そう</c><2></c>,れんじつれんやあそびつくそう
21.271,21.538,-1,-1,<2></c><4>連日連夜遊び尽く</c><3>そう</c><2></c>,連日連夜遊び尽くそう
21.538,21.672,-1,0,<2></c><4>れんじつれんやあそびつくそ</c><3>う</c><2></c>,れんじつれんやあそびつくそう
21.538,21.672,-1,-1,<2></c><4>連日連夜遊び尽くそ</c><3>う</c><2></c>,連日連夜遊び尽くそう
21.672,22.006,-1,0,<2></c><4>れんじつれんやあそびつくそう</c><2></c>,れんじつれんやあそびつくそう
21.672,22.006,-1,-1,<2></c><4>連日連夜遊び尽くそう</c><2></c>,連日連夜遊び尽くそう
22.006,22.339,-1,0,<2></c><4>まん</c><3>じょういっちだdadadada</c><2></c>,まんじょういっちだdadadada
22.006,22.339,-1,-1,<2></c><4>満</c><3>場一致だdadadada</c><2></c>,満場一致だdadadada
22.339,22.706,-1,0,<2></c><4>まんじょう</c><3>いっちだdadadada</c><2></c>,まんじょういっちだdadadada
22.339,22.706,-1,-1,<2></c><4>満場</c><3>一致だdadadada</c><2></c>,満場一致だdadadada
22.706,23.073,-1,0,<2></c><4>まんじょういっ</c><3>ちだdadadada</c><2></c>,まんじょういっちだdadadada
22.706,23.073,-1,-1,<2></c><4>満場一</c><3>致だdadadada</c><2></c>,満場一致だdadadada
23.073,23.273,-1,0,<2></c><4>まんじょういっち</c><3>だdadadada</c><2></c>,まんじょういっちだdadadada
23.073,23.273,-1,-1,<2></c><4>満場一致</c><3>だdadadada</c><2></c>,満場一致だdadadada
23.273,23.64,-1,0,<2></c><4>まんじょういっちだ</c><3>dadadada</c><2></c>,まんじょういっちだdadadada
23.273,23.64,-1,-1,<2></c><4>満場一致だ</c><3>dadadada</c><2></c>,満場一致だdadadada
23.64,24.008,-1,0,<2></c><4>まんじょういっちだda</c><3>dadada</c><2></c>,まんじょういっちだdadadada
23.64,24.008,-1,-1,<2></c><4>満場一致だda</c><3>dadada</c><2></c>,満場一致だdadadada
24.008,24.341,-1,0,<2></c><4>まんじょういっちだdada</c><3>dada</c><2></c>,まんじょういっちだdadadada
24.008,24.341,-1,-1,<2></c><4>満場一致だdada</c><3>dada</c><2></c>,満場一致だdadadada
24.341,24.541,-1,0,<2></c><4>まんじょういっちだdadada</c><3>da</c><2></c>,まんじょういっちだdadadada
24.341,24.541,-1,-1,<2></c><4>満場一致だdadada</c><3>da</c><2></c>,満場一致だdadadada
24.541,24.908,-1,0,<2></c><4>まんじょういっちだdadadada</c><2></c>,まんじょういっちだdadadada
24.541,24.908,-1,-1,<2></c><4>満場一致だdadadada</c><2></c>,満場一致だdadadada
24.908,25.275,-1,0,<2></c><4>せん</c><3>まんむりょうあふれてくる</c><2></c>,せんまんむりょうあふれてくる
24.908,25.275,-1,-1,<2></c><4>千</c><3>万無量溢れてくる</c><2></c>,千万無量溢れてくる
25.275,25.609,-1,0,<2></c><4>せんまん</c><3>むりょうあふれてくる</c><2></c>,せんまんむりょうあふれてくる
25.275,25.609,-1,-1,<2></c><4>千万</c><3>無量溢れてくる</c><2></c>,千万無量溢れてくる
25.609,25.909,-1,0,<2></c><4>せんまんむ</c><3>りょうあふれてくる</c><2></c>,せんまんむりょうあふれてくる
25.609,25.909,-1,-1,<2></c><4>千万無</c><3>量溢れてくる</c><2></c>,千万無量溢れてくる
25.909,26.143,-1,0,<2></c><4>せんまんむりょう</c><3>あふれてくる</c><2></c>,せんまんむりょうあふれてくる
25.909,26.143,-1,-1,<2></c><4>千万無量</c><3>溢れてくる</c><2></c>,千万無量溢れてくる
26.143,26.51,-1,0,<2></c><4>せんまんむりょうあ</c><3>ふれてくる</c><2></c>,せんまんむりょうあふれてくる
26.143,26.51,-1,-1,<2></c><4>千万無量溢</c><3>れてくる</c><2></c>,千万無量溢れてくる
26.51,26.71,-1,0,<2></c><4>せんまんむりょうあふ</c><3>れてくる</c><2></c>,せんまんむりょうあふれてくる
26.51,26.71,-1,-1,<2></c><4>千万無量溢</c><3>れてくる</c><2></c>,千万無量溢れてくる
26.71,26.877,-1,0,<2></c><4>せんまんむりょうあふれ</c><3>てくる</c><2></c>,せんまんむりょうあふれてくる
26.71,26.877,-1,-1,<2></c><4>千万無量溢れ</c><3>てくる</c><2></c>,千万無量溢れてくる
26.877,27.077,-1,0,<2></c><4>せんまんむりょうあふれて</c><3>くる</c><2></c>,せんまんむりょうあふれてくる
