start,end,position,line,text,unformatted
1.151,1.852,-1,92,<1></c><4>sweet</c><2>nightsweettime…</c><1></c>,sweetnightsweettime…
1.852,2.319,-1,92,<1></c><4>sweetnight</c><2>sweettime…</c><1></c>,sweetnightsweettime…
2.319,2.786,-1,92,<1></c><4>sweetnightsweet</c><2>time…</c><1></c>,sweetnightsweettime…
2.786,3.487,-1,92,<1></c><4>sweetnightsweettime…</c><1></c>,sweetnightsweettime…
6.657,7.157,-1,92,<1></c><4>sweet</c><2>nightsweettime…</c><1></c>,sweetnightsweettime…
7.157,7.658,-1,92,<1></c><4>sweetnight</c><2>sweettime…</c><1></c>,sweetnightsweettime…
7.658,8.092,-1,92,<1></c><4>sweetnightsweet</c><2>time…</c><1></c>,sweetnightsweettime…
8.092,8.492,-1,92,<1></c><4>sweetnightsweettime…</c><1></c>,sweetnightsweettime…
11.996,14.665,64,0,<1></c><4>角巻わため-sweetnightsweettime…</c><1></c><4>作詞:佐高陵平(hifumiinc.)</c><1></c>,角巻わため-sweetnightsweettime…作詞:佐高陵平(hifumiinc.)
11.996,12.496,-1,92,<1></c><4>sweet</c><2>nightsweettime…</c><1></c>,sweetnightsweettime…
12.496,12.997,-1,92,<1></c><4>sweetnight</c><2>sweettime…</c><1></c>,sweetnightsweettime…
12.997,13.464,-1,92,<1></c><4>sweetnightsweet</c><2>time…</c><1></c>,sweetnightsweettime…
13.464,13.998,-1,92,<1></c><4>sweetnightsweettime…</c><1></c>,sweetnightsweettime…
14.665,17.334,64,0,<1></c><4>角巻わため-sweetnightsweettime…</c><1></c><4>作曲:佐高陵平(hifumiinc.)</c><1></c>,角巻わため-sweetnightsweettime…作曲:佐高陵平(hifumiinc.)
17.334,20.004,64,0,<1></c><4>角巻わため-sweetnightsweettime…</c><1></c><4>編曲:佐高陵平(hifumiinc.)</c><1></c>,角巻わため-sweetnightsweettime…編曲:佐高陵平(hifumiinc.)
17.334,17.835,-1,92,<1></c><4>sweet</c><2>nightsweettime…</c><1></c>,sweetnightsweettime…
17.835,18.335,-1,92,<1></c><4>sweetnight</c><2>sweettime…</c><1></c>,sweetnightsweettime…
18.335,18.769,-1,92,<1></c><4>sweetnightsweet</c><2>time…</c><1></c>,sweetnightsweettime…
18.769,19.336,-1,92,<1></c><4>sweetnightsweettime…</c><1></c>,sweetnightsweettime…
20.004,22.673,64,0,<1></c><4>角巻わため-sweetnightsweettime…</c><1></c>,角巻わため-sweetnightsweettime…
23.007,23.34,-1,0,<1></c><4>そっ</c><2>とひのしずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
23.007,23.34,-1,-1,<1></c><4>そっ</c><2>と陽の沈む茜の空</c><1></c>,そっと陽の沈む茜の空
23.34,23.907,-1,0,<1></c><4>そっと</c><2>ひのしずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
23.34,23.907,-1,-1,<1></c><4>そっと</c><2>陽の沈む茜の空</c><1></c>,そっと陽の沈む茜の空
23.907,24.008,-1,0,<1></c><4>そっとひ</c><2>のしずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
23.907,24.008,-1,-1,<1></c><4>そっと陽</c><2>の沈む茜の空</c><1></c>,そっと陽の沈む茜の空
24.008,24.208,-1,0,<1></c><4>そっとひの</c><2>しずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
24.008,24.208,-1,-1,<1></c><4>そっと陽の</c><2>沈む茜の空</c><1></c>,そっと陽の沈む茜の空
24.208,24.375,-1,0,<1></c><4>そっとひのし</c><2>ずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
24.208,24.375,-1,-1,<1></c><4>そっと陽の沈</c><2>む茜の空</c><1></c>,そっと陽の沈む茜の空
24.375,24.508,-1,0,<1></c><4>そっとひのしず</c><2>むあかねのそら</c><1></c>,そっとひのしずむあかねのそら
24.375,24.508,-1,-1,<1></c><4>そっと陽の沈</c><2>む茜の空</c><1></c>,そっと陽の沈む茜の空
24.508,25.142,-1,0,<1></c><4>そっとひのしずむ</c><2>あかねのそら</c><1></c>,そっとひのしずむあかねのそら
24.508,25.142,-1,-1,<1></c><4>そっと陽の沈む</c><2>茜の空</c><1></c>,そっと陽の沈む茜の空
25.142,25.342,-1,0,<1></c><4>そっとひのしずむあ</c><2>かねのそら</c><1></c>,そっとひのしずむあかねのそら
25.142,25.342,-1,-1,<1></c><4>そっと陽の沈む茜</c><2>の空</c><1></c>,そっと陽の沈む茜の空
25.342,25.676,-1,0,<1></c><4>そっとひのしずむあか</c><2>ねのそら</c><1></c>,そっとひのしずむあかねのそら
25.342,25.676,-1,-1,<1></c><4>そっと陽の沈む茜</c><2>の空</c><1></c>,そっと陽の沈む茜の空
25.676,25.843,-1,0,<1></c><4>そっとひのしずむあかね</c><2>のそら</c><1></c>,そっとひのしずむあかねのそら
25.676,25.843,-1,-1,<1></c><4>そっと陽の沈む茜</c><2>の空</c><1></c>,そっと陽の沈む茜の空
25.843,26.21,-1,0,<1></c><4>そっとひのしずむあかねの</c><2>そら</c><1></c>,そっとひのしずむあかねのそら
25.843,26.21,-1,-1,<1></c><4>そっと陽の沈む茜の</c><2>空</c><1></c>,そっと陽の沈む茜の空
26.21,26.343,-1,0,<1></c><4>そっとひのしずむあかねのそ</c><2>ら</c><1></c>,そっとひのしずむあかねのそら
26.21,28.345,-1,-1,<1></c><4>そっと陽の沈む茜の空</c><1></c>,そっと陽の沈む茜の空
26.343,28.345,-1,0,<1></c><4>そっとひのしずむあかねのそら</c><1></c>,そっとひのしずむあかねのそら
28.345,28.679,-1,0,<1></c><4>やっ</c><2>とめざめたきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
28.345,28.679,-1,-1,<1></c><4>やっ</c><2>と目覚めたきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
28.679,29.313,-1,0,<1></c><4>やっと</c><2>めざめたきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
28.679,29.313,-1,-1,<1></c><4>やっと</c><2>目覚めたきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
29.313,29.513,-1,0,<1></c><4>やっとめ</c><2>ざめたきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
29.313,29.513,-1,-1,<1></c><4>やっと目</c><2>覚めたきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
29.513,29.646,-1,0,<1></c><4>やっとめざ</c><2>めたきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
29.513,29.646,-1,-1,<1></c><4>やっと目覚</c><2>めたきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
29.646,29.847,-1,0,<1></c><4>やっとめざめ</c><2>たきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
29.646,29.847,-1,-1,<1></c><4>やっと目覚め</c><2>たきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
29.847,30.481,-1,0,<1></c><4>やっとめざめた</c><2>きみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
29.847,30.481,-1,-1,<1></c><4>やっと目覚めた</c><2>きみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
30.481,30.681,-1,0,<1></c><4>やっとめざめたき</c><2>みにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
30.481,30.681,-1,-1,<1></c><4>やっと目覚めたき</c><2>みに挨拶</c><1></c>,やっと目覚めたきみに挨拶
30.681,30.981,-1,0,<1></c><4>やっとめざめたきみ</c><2>にあいさつ</c><1></c>,やっとめざめたきみにあいさつ
30.681,30.981,-1,-1,<1></c><4>やっと目覚めたきみ</c><2>に挨拶</c><1></c>,やっと目覚めたきみに挨拶
30.981,31.181,-1,0,<1></c><4>やっとめざめたきみに</c><2>あいさつ</c><1></c>,やっとめざめたきみにあいさつ
30.981,31.181,-1,-1,<1></c><4>やっと目覚めたきみに</c><2>挨拶</c><1></c>,やっと目覚めたきみに挨拶
31.181,31.515,-1,0,<1></c><4>やっとめざめたきみにあい</c><2>さつ</c><1></c>,やっとめざめたきみにあいさつ
31.181,31.515,-1,-1,<1></c><4>やっと目覚めたきみに挨</c><2>拶</c><1></c>,やっと目覚めたきみに挨拶
31.515,31.682,-1,0,<1></c><4>やっとめざめたきみにあいさ</c><2>つ</c><1></c>,やっとめざめたきみにあいさつ
31.515,33.617,-1,-1,<1></c><4>やっと目覚めたきみに挨拶</c><1></c>,やっと目覚めたきみに挨拶
31.682,33.617,-1,0,<1></c><4>やっとめざめたきみにあいさつ</c><1></c>,やっとめざめたきみにあいさつ
33.617,33.984,-1,0,<1></c><4>えっ</c><2>とあしたはやすみだから</c><1></c>,えっとあしたはやすみだから
