start,end,position,line,text,unformatted
0.351,13.697,-1,0,<1></c><2>moonahoshinova-愛の小さな歌</c><1></c>,moonahoshinova-愛の小さな歌
0.351,3.053,70,-1,<1></c><2>lyric:moonahoshinova平出健祐奥村アキラ</c><1></c>,lyric:moonahoshinova平出健祐奥村アキラ
3.053,5.723,58,-1,<1></c><2>composerandarranger:東京テラス</c><1></c>,composerandarranger:東京テラス
5.723,8.359,-1,-1,<1></c><2>illustration:furaisen</c><1></c>,illustration:furaisen
8.359,11.028,-1,-1,<1></c><2>animation:harutandhira</c><1></c>,animation:harutandhira
11.028,13.697,-1,-1,<1></c><2>vocal:moonahoshinova</c><1></c>,vocal:moonahoshinova
16.033,16.4,-1,-1,<1></c><2>今</c><3>幸せなのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
16.033,16.4,63,0,<1></c><2>い</c><3>ましあわせなのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
16.4,19.77,-1,-1,<1></c><2>今</c><3>幸せなのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
16.4,19.77,63,0,<1></c><2>いま</c><3>しあわせなのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
19.77,20.037,-1,-1,<1></c><2>今幸</c><3>せなのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
19.77,20.037,63,0,<1></c><2>いまし</c><3>あわせなのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
20.037,20.237,-1,-1,<1></c><2>今幸</c><3>せなのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
20.037,20.237,63,0,<1></c><2>いましあ</c><3>わせなのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
20.237,20.704,-1,-1,<1></c><2>今幸</c><3>せなのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
20.237,20.704,63,0,<1></c><2>いましあわ</c><3>せなのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
20.704,21.038,-1,-1,<1></c><2>今幸せ</c><3>なのは朗らかなあなたの温もりが</c><1></c>,今幸せなのは朗らかなあなたの温もりが
20.704,21.038,63,0,<1></c><2>いましあわせ</c><3>なのはほがらかなあなたのぬくもりが</c><1></c>,いましあわせなのはほがらかなあなたのぬくもりが
