start,end,position,line,text,unformatted
0.718,0.951,-1,92,<1></c><2>こ</c><3>こにあるよ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
0.718,0.951,-1,0,<1></c><2>こ</c><3>こにあるよたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
0.951,1.285,-1,92,<1></c><2>ここ</c><3>にあるよ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
0.951,1.285,-1,0,<1></c><2>ここ</c><3>にあるよたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
1.285,1.452,-1,92,<1></c><2>ここに</c><3>あるよ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
1.285,1.452,-1,0,<1></c><2>ここに</c><3>あるよたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
1.452,1.785,-1,92,<1></c><2>ここにあ</c><3>るよ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
1.452,1.785,-1,0,<1></c><2>ここにあ</c><3>るよたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
1.785,1.986,-1,92,<1></c><2>ここにある</c><3>よ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
1.785,1.986,-1,0,<1></c><2>ここにある</c><3>よたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
1.986,2.653,-1,92,<1></c><2>ここにあるよ</c><3>大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
1.986,2.653,-1,0,<1></c><2>ここにあるよ</c><3>たいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
2.653,3.02,-1,92,<1></c><2>ここにあるよ大</c><3>切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
2.653,3.02,-1,0,<1></c><2>ここにあるよた</c><3>いせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
3.02,3.253,-1,92,<1></c><2>ここにあるよ大</c><3>切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
3.02,3.253,-1,0,<1></c><2>ここにあるよたい</c><3>せつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
3.253,3.52,-1,92,<1></c><2>ここにあるよ大切</c><3>なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
3.253,3.52,-1,0,<1></c><2>ここにあるよたいせ</c><3>つなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
3.52,3.687,-1,92,<1></c><2>ここにあるよ大切</c><3>なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
3.52,3.687,-1,0,<1></c><2>ここにあるよたいせつ</c><3>なものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
3.687,3.988,-1,92,<1></c><2>ここにあるよ大切な</c><3>ものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
3.687,3.988,-1,0,<1></c><2>ここにあるよたいせつな</c><3>ものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
3.988,4.355,-1,92,<1></c><2>ここにあるよ大切なも</c><3>のがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
3.988,4.355,-1,0,<1></c><2>ここにあるよたいせつなも</c><3>のがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
4.355,4.722,-1,92,<1></c><2>ここにあるよ大切なもの</c><3>があるよ</c><1></c>,ここにあるよ大切なものがあるよ
4.355,4.722,-1,0,<1></c><2>ここにあるよたいせつなもの</c><3>があるよ</c><1></c>,ここにあるよたいせつなものがあるよ
4.722,4.888,-1,92,<1></c><2>ここにあるよ大切なものが</c><3>あるよ</c><1></c>,ここにあるよ大切なものがあるよ
4.722,4.888,-1,0,<1></c><2>ここにあるよたいせつなものが</c><3>あるよ</c><1></c>,ここにあるよたいせつなものがあるよ
4.888,5.255,-1,92,<1></c><2>ここにあるよ大切なものがあ</c><3>るよ</c><1></c>,ここにあるよ大切なものがあるよ
4.888,5.255,-1,0,<1></c><2>ここにあるよたいせつなものがあ</c><3>るよ</c><1></c>,ここにあるよたいせつなものがあるよ
5.255,5.422,-1,92,<1></c><2>ここにあるよ大切なものがある</c><3>よ</c><1></c>,ここにあるよ大切なものがあるよ
5.255,5.422,-1,0,<1></c><2>ここにあるよたいせつなものがある</c><3>よ</c><1></c>,ここにあるよたいせつなものがあるよ
5.422,7.691,-1,92,<1></c><2>ここにあるよ大切なものがあるよ</c><1></c>,ここにあるよ大切なものがあるよ
5.422,7.691,-1,0,<1></c><2>ここにあるよたいせつなものがあるよ</c><1></c>,ここにあるよたいせつなものがあるよ
7.691,8.125,-1,92,<1></c><2>時</c><3>が変わろうとmylife</c><1></c>,時が変わろうとmylife
7.691,8.125,-1,0,<1></c><2>と</c><3>きがかわろうとmylife</c><1></c>,ときがかわろうとmylife
8.125,8.459,-1,92,<1></c><2>時</c><3>が変わろうとmylife</c><1></c>,時が変わろうとmylife
8.125,8.459,-1,0,<1></c><2>とき</c><3>がかわろうとmylife</c><1></c>,ときがかわろうとmylife
8.459,8.726,-1,92,<1></c><2>時が</c><3>変わろうとmylife</c><1></c>,時が変わろうとmylife
8.459,8.726,-1,0,<1></c><2>ときが</c><3>かわろうとmylife</c><1></c>,ときがかわろうとmylife
8.726,8.993,-1,92,<1></c><2>時が変</c><3>わろうとmylife</c><1></c>,時が変わろうとmylife
8.726,8.993,-1,0,<1></c><2>ときがか</c><3>わろうとmylife</c><1></c>,ときがかわろうとmylife
8.993,9.259,-1,92,<1></c><2>時が変わ</c><3>ろうとmylife</c><1></c>,時が変わろうとmylife
8.993,9.259,-1,0,<1></c><2>ときがかわ</c><3>ろうとmylife</c><1></c>,ときがかわろうとmylife
9.259,9.56,-1,92,<1></c><2>時が変わろ</c><3>うとmylife</c><1></c>,時が変わろうとmylife
9.259,9.56,-1,0,<1></c><2>ときがかわろ</c><3>うとmylife</c><1></c>,ときがかわろうとmylife
9.56,9.827,-1,92,<1></c><2>時が変わろう</c><3>とmylife</c><1></c>,時が変わろうとmylife
9.56,9.827,-1,0,<1></c><2>ときがかわろう</c><3>とmylife</c><1></c>,ときがかわろうとmylife
9.827,11.161,-1,92,<1></c><2>時が変わろうと</c><3>mylife</c><1></c>,時が変わろうとmylife
9.827,11.161,-1,0,<1></c><2>ときがかわろうと</c><3>mylife</c><1></c>,ときがかわろうとmylife
11.161,11.729,-1,92,<1></c><2>時が変わろうとmy</c><3>life</c><1></c>,時が変わろうとmylife
11.161,11.729,-1,0,<1></c><2>ときがかわろうとmy</c><3>life</c><1></c>,ときがかわろうとmylife
11.729,15.532,-1,92,<1></c><2>時が変わろうとmylife</c><1></c>,時が変わろうとmylife
11.729,15.532,-1,0,<1></c><2>ときがかわろうとmylife</c><1></c>,ときがかわろうとmylife
15.532,25.709,-1,0,<1></c><2>momentofmylife／irys</c><1></c>,momentofmylife／irys
