start,end,position,line,text,unformatted
1.285,1.652,-1,-1,<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
1.285,1.652,63,0,<50></c><1>い</c><89>ろづくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
1.652,1.819,-1,-1,<50></c><1>色</c><89>づく想ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
1.652,1.819,64,0,<50></c><1>い</c><4>ろ</c><89>づくおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
1.819,1.986,-1,-1,<50></c><1>色</c><15>づ</c><89>く想ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
1.819,1.986,66,0,<50></c><1>い</c><4>ろ</c><12>づ</c><89>くおもひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
1.986,2.152,-1,-1,<50></c><1>色</c><15>づ</c><25>く</c><89>想ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
1.986,2.152,67,0,<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><89>おもひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
2.152,2.519,-1,-1,<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
2.152,2.519,69,0,<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><89>もひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
2.519,2.686,-1,-1,<50></c><1>色</c><15>づ</c><25>く</c><33>想</c><89>ひは刹那　百花繚乱花吹雪</c><50></c>,色づく想ひは刹那　百花繚乱花吹雪
2.519,2.686,70,0,<50></c><1>い</c><4>ろ</c><12>づ</c><19>く</c><26>お</c><32>も</c><89>ひはせつなひゃっかりょうらんはなふぶき</c><50></c>,いろづくおもひはせつなひゃっかりょうらんはなふぶき
