start,end,position,line,text,unformatted
4.355,4.855,-1,-1,<1></c><5>例</c><3>えばよく晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
4.355,4.855,-1,0,<1></c><5>た</c><3>とえばよくはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
4.855,5.322,-1,-1,<1></c><5>例</c><3>えばよく晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
4.855,5.322,-1,0,<1></c><5>たと</c><3>えばよくはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
5.322,5.556,-1,-1,<1></c><5>例え</c><3>ばよく晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
5.322,5.556,-1,0,<1></c><5>たとえ</c><3>ばよくはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
5.556,5.923,-1,-1,<1></c><5>例えば</c><3>よく晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
5.556,5.923,-1,0,<1></c><5>たとえば</c><3>よくはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
5.923,6.19,-1,-1,<1></c><5>例えばよ</c><3>く晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
5.923,6.19,-1,0,<1></c><5>たとえばよ</c><3>くはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
6.19,6.357,-1,-1,<1></c><5>例えばよく</c><3>晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
6.19,6.357,-1,0,<1></c><5>たとえばよく</c><3>はれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
6.357,6.523,-1,-1,<1></c><5>例えばよく晴</c><3>れた曇り空</c><1></c>,例えばよく晴れた曇り空
6.357,6.523,-1,0,<1></c><5>たとえばよくは</c><3>れたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
6.523,6.857,-1,-1,<1></c><5>例えばよく晴れ</c><3>た曇り空</c><1></c>,例えばよく晴れた曇り空
6.523,6.857,-1,0,<1></c><5>たとえばよくはれ</c><3>たくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
6.857,7.091,-1,-1,<1></c><5>例えばよく晴れた</c><3>曇り空</c><1></c>,例えばよく晴れた曇り空
6.857,7.091,-1,0,<1></c><5>たとえばよくはれた</c><3>くもりぞら</c><1></c>,たとえばよくはれたくもりぞら
7.091,7.324,-1,-1,<1></c><5>例えばよく晴れた曇</c><3>り空</c><1></c>,例えばよく晴れた曇り空
7.091,7.324,-1,0,<1></c><5>たとえばよくはれたく</c><3>もりぞら</c><1></c>,たとえばよくはれたくもりぞら
7.324,7.524,-1,-1,<1></c><5>例えばよく晴れた曇</c><3>り空</c><1></c>,例えばよく晴れた曇り空
7.324,7.524,-1,0,<1></c><5>たとえばよくはれたくも</c><3>りぞら</c><1></c>,たとえばよくはれたくもりぞら
7.524,7.891,-1,-1,<1></c><5>例えばよく晴れた曇り</c><3>空</c><1></c>,例えばよく晴れた曇り空
7.524,7.891,-1,0,<1></c><5>たとえばよくはれたくもり</c><3>ぞら</c><1></c>,たとえばよくはれたくもりぞら
7.891,9.059,-1,-1,<1></c><5>例えばよく晴れた曇り空</c><1></c>,例えばよく晴れた曇り空
7.891,8.225,-1,0,<1></c><5>たとえばよくはれたくもりぞ</c><3>ら</c><1></c>,たとえばよくはれたくもりぞら
8.225,9.059,-1,0,<1></c><5>たとえばよくはれたくもりぞら</c><1></c>,たとえばよくはれたくもりぞら
9.059,9.293,-1,-1,<1></c><5>キャ</c><3>ンバスに見立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
9.059,9.293,-1,0,<1></c><5>きゃ</c><3>んばすにみたてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
9.293,9.526,-1,-1,<1></c><5>キャン</c><3>バスに見立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
9.293,9.526,-1,0,<1></c><5>きゃん</c><3>ばすにみたてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
9.526,9.76,-1,-1,<1></c><5>キャンバ</c><3>スに見立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
9.526,9.76,-1,0,<1></c><5>きゃんば</c><3>すにみたてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
9.76,9.96,-1,-1,<1></c><5>キャンバス</c><3>に見立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
9.76,9.96,-1,0,<1></c><5>きゃんばす</c><3>にみたてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
9.96,10.06,-1,-1,<1></c><5>キャンバスに</c><3>見立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
9.96,10.06,-1,0,<1></c><5>きゃんばすに</c><3>みたてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
10.06,10.394,-1,-1,<1></c><5>キャンバスに見</c><3>立てて今僕は</c><1></c>,キャンバスに見立てて今僕は
10.06,10.394,-1,0,<1></c><5>きゃんばすにみ</c><3>たてていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
10.394,10.627,-1,-1,<1></c><5>キャンバスに見立</c><3>てて今僕は</c><1></c>,キャンバスに見立てて今僕は
10.394,10.627,-1,0,<1></c><5>きゃんばすにみた</c><3>てていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
10.627,10.828,-1,-1,<1></c><5>キャンバスに見立て</c><3>て今僕は</c><1></c>,キャンバスに見立てて今僕は
10.627,10.828,-1,0,<1></c><5>きゃんばすにみたて</c><3>ていまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
10.828,11.028,-1,-1,<1></c><5>キャンバスに見立てて</c><3>今僕は</c><1></c>,キャンバスに見立てて今僕は
10.828,11.028,-1,0,<1></c><5>きゃんばすにみたてて</c><3>いまぼくは</c><1></c>,きゃんばすにみたてていまぼくは
11.028,11.395,-1,-1,<1></c><5>キャンバスに見立てて今</c><3>僕は</c><1></c>,キャンバスに見立てて今僕は
