start,end,position,line,text,unformatted
6.223,6.423,66,-1,<4></c><3>い</c><10>つでもiloveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
6.223,6.423,61,0,<4></c><3>い</c><10>つでもあいらぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
6.423,6.59,66,-1,<4></c><3>いつ</c><10>でもiloveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
6.423,6.59,61,0,<4></c><3>いつ</c><10>でもあいらぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
6.59,6.824,66,-1,<4></c><3>いつで</c><10>もiloveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
6.59,6.824,61,0,<4></c><3>いつで</c><10>もあいらぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
6.824,7.024,66,-1,<4></c><3>いつでも</c><10>iloveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
6.824,7.024,61,0,<4></c><3>いつでも</c><10>あいらぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
7.024,7.224,66,-1,<4></c><3>いつでもi</c><10>loveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
7.024,7.224,61,0,<4></c><3>いつでもあ</c><10>いらぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
7.224,7.391,66,-1,<4></c><3>いつでもi</c><10>loveyou.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
7.224,7.391,61,0,<4></c><3>いつでもあい</c><10>らぶゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
7.391,7.524,66,-1,<4></c><3>いつでもilove</c><10>you.君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
7.391,7.524,61,0,<4></c><3>いつでもあいらぶ</c><10>ゆー.きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
7.524,7.825,66,-1,<4></c><3>いつでもiloveyou.</c><10>君にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
7.524,7.825,61,0,<4></c><3>いつでもあいらぶゆー.</c><10>きみにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
7.825,8.025,66,-1,<4></c><3>いつでもiloveyou.君</c><10>にtakekissme.</c><4></c>,いつでもiloveyou.君にtakekissme.
7.825,8.025,61,0,<4></c><3>いつでもあいらぶゆー.き</c><10>みにていくきすみー.</c><4></c>,いつでもあいらぶゆー.きみにていくきすみー.
