start,end,position,line,text,unformatted
0.741,1.108,-1,-1,<11>世</c><6>界はなんて複雑なんですか</c>,世界はなんて複雑なんですか
0.741,1.108,-1,0,<11>せ</c><6>かいはなんてふくざつなんですか</c>,せかいはなんてふくざつなんですか
1.108,1.375,-1,-1,<11>世界</c><6>はなんて複雑なんですか</c>,世界はなんて複雑なんですか
1.108,1.375,-1,0,<11>せか</c><6>いはなんてふくざつなんですか</c>,せかいはなんてふくざつなんですか
1.375,1.642,-1,-1,<11>世界</c><6>はなんて複雑なんですか</c>,世界はなんて複雑なんですか
1.375,1.642,-1,0,<11>せかい</c><6>はなんてふくざつなんですか</c>,せかいはなんてふくざつなんですか
1.642,1.909,-1,-1,<11>世界は</c><6>なんて複雑なんですか</c>,世界はなんて複雑なんですか
1.642,1.909,-1,0,<11>せかいは</c><6>なんてふくざつなんですか</c>,せかいはなんてふくざつなんですか
1.909,2.143,-1,-1,<11>世界はな</c><6>んて複雑なんですか</c>,世界はなんて複雑なんですか
1.909,2.143,-1,0,<11>せかいはな</c><6>んてふくざつなんですか</c>,せかいはなんてふくざつなんですか
2.143,2.476,-1,-1,<11>世界はなん</c><6>て複雑なんですか</c>,世界はなんて複雑なんですか
2.143,2.476,-1,0,<11>せかいはなん</c><6>てふくざつなんですか</c>,せかいはなんてふくざつなんですか
2.476,3.01,-1,-1,<11>世界はなんて</c><6>複雑なんですか</c>,世界はなんて複雑なんですか
2.476,3.01,-1,0,<11>せかいはなんて</c><6>ふくざつなんですか</c>,せかいはなんてふくざつなんですか
3.01,3.311,-1,-1,<11>世界はなんて複</c><6>雑なんですか</c>,世界はなんて複雑なんですか
3.01,3.311,-1,0,<11>せかいはなんてふ</c><6>くざつなんですか</c>,せかいはなんてふくざつなんですか
3.311,3.577,-1,-1,<11>世界はなんて複</c><6>雑なんですか</c>,世界はなんて複雑なんですか
3.311,3.577,-1,0,<11>せかいはなんてふく</c><6>ざつなんですか</c>,せかいはなんてふくざつなんですか
3.577,3.844,-1,-1,<11>世界はなんて複雑</c><6>なんですか</c>,世界はなんて複雑なんですか
3.577,3.844,-1,0,<11>せかいはなんてふくざ</c><6>つなんですか</c>,せかいはなんてふくざつなんですか
3.844,4.078,-1,-1,<11>世界はなんて複雑</c><6>なんですか</c>,世界はなんて複雑なんですか
3.844,4.078,-1,0,<11>せかいはなんてふくざつ</c><6>なんですか</c>,せかいはなんてふくざつなんですか
4.078,4.278,-1,-1,<11>世界はなんて複雑な</c><6>んですか</c>,世界はなんて複雑なんですか
4.078,4.278,-1,0,<11>せかいはなんてふくざつな</c><6>んですか</c>,せかいはなんてふくざつなんですか
4.278,4.378,-1,-1,<11>世界はなんて複雑なん</c><6>ですか</c>,世界はなんて複雑なんですか
4.278,4.378,-1,0,<11>せかいはなんてふくざつなん</c><6>ですか</c>,せかいはなんてふくざつなんですか
4.378,4.545,-1,-1,<11>世界はなんて複雑なんで</c><6>すか</c>,世界はなんて複雑なんですか
