start,end,position,line,text,unformatted
7.057,18.335,-1,0,<2></c><4>角巻わため-御伽の詩と永久なるミライ</c><2></c>,角巻わため-御伽の詩と永久なるミライ
7.057,9.893,-1,92,<2></c><4>歌:角巻わため</c><2></c>,歌:角巻わため
9.893,12.696,-1,92,<2></c><4>作詞:おぐらあすか(hifumiinc.)</c><2></c>,作詞:おぐらあすか(hifumiinc.)
12.696,15.532,-1,92,<2></c><4>作曲:佐藤陽介(hifumiinc.)</c><2></c>,作曲:佐藤陽介(hifumiinc.)
15.532,18.335,-1,92,<2></c><4>編曲:佐高陵平(hifumiinc.)</c><2></c>,編曲:佐高陵平(hifumiinc.)
19.37,19.536,-1,0,<2></c><1>と</c><3>あるせかいのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
19.37,19.536,-1,92,<2></c><4>と</c><3>ある世界の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
19.536,19.737,-1,0,<2></c><1>とあ</c><3>るせかいのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
19.536,19.737,-1,92,<2></c><4>とあ</c><3>る世界の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
19.737,20.104,-1,0,<2></c><1>とある</c><3>せかいのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
19.737,20.104,-1,92,<2></c><4>とある</c><3>世界の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
20.104,20.27,-1,0,<2></c><1>とあるせ</c><3>かいのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
20.104,20.27,-1,92,<2></c><4>とある世</c><3>界の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
20.27,20.804,-1,0,<2></c><1>とあるせか</c><3>いのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
20.27,20.804,-1,92,<2></c><4>とある世界</c><3>の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
20.804,20.971,-1,0,<2></c><1>とあるせかい</c><3>のおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
20.804,20.971,-1,92,<2></c><4>とある世界</c><3>の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
20.971,22.206,-1,0,<2></c><1>とあるせかいの</c><3>おとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
20.971,22.206,-1,92,<2></c><4>とある世界の</c><3>御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
22.206,22.573,-1,0,<2></c><1>とあるせかいのお</c><3>とぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
22.206,22.573,-1,92,<2></c><4>とある世界の御</c><3>伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
22.573,22.906,-1,0,<2></c><1>とあるせかいのおと</c><3>ぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
22.573,22.906,-1,92,<2></c><4>とある世界の御伽</c><3>の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
22.906,23.107,-1,0,<2></c><1>とあるせかいのおとぎ</c><3>のうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
22.906,23.107,-1,92,<2></c><4>とある世界の御伽</c><3>の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
23.107,23.607,-1,0,<2></c><1>とあるせかいのおとぎの</c><3>うたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
23.107,23.607,-1,92,<2></c><4>とある世界の御伽の</c><3>詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
23.607,23.807,-1,0,<2></c><1>とあるせかいのおとぎのう</c><3>たきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
23.607,23.807,-1,92,<2></c><4>とある世界の御伽の詩</c><3>　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
23.807,25.042,-1,0,<2></c><1>とあるせかいのおとぎのうた</c><3>きかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
23.807,25.042,-1,92,<2></c><4>とある世界の御伽の詩　</c><3>聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
25.042,25.409,-1,0,<2></c><1>とあるせかいのおとぎのうたき</c><3>かせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
25.042,25.409,-1,92,<2></c><4>とある世界の御伽の詩　聞</c><3>かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
25.409,25.776,-1,0,<2></c><1>とあるせかいのおとぎのうたきか</c><3>せましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
25.409,25.776,-1,92,<2></c><4>とある世界の御伽の詩　聞か</c><3>せましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
25.776,26.076,-1,0,<2></c><1>とあるせかいのおとぎのうたきかせ</c><3>ましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
25.776,26.076,-1,92,<2></c><4>とある世界の御伽の詩　聞かせ</c><3>ましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
26.076,26.477,-1,0,<2></c><1>とあるせかいのおとぎのうたきかせま</c><3>しょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
26.076,26.477,-1,92,<2></c><4>とある世界の御伽の詩　聞かせま</c><3>しょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
26.477,26.844,-1,0,<2></c><1>とあるせかいのおとぎのうたきかせましょ</c><3>う</c><2></c>,とあるせかいのおとぎのうたきかせましょう
26.477,26.844,-1,92,<2></c><4>とある世界の御伽の詩　聞かせましょ</c><3>う</c><2></c>,とある世界の御伽の詩　聞かせましょう
26.844,28.912,-1,0,<2></c><1>とあるせかいのおとぎのうたきかせましょう</c><2></c>,とあるせかいのおとぎのうたきかせましょう
26.844,28.912,-1,92,<2></c><4>とある世界の御伽の詩　聞かせましょう</c><2></c>,とある世界の御伽の詩　聞かせましょう
28.912,29.613,61,0,<2></c><1>ど</c><3>こかにあるという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
28.912,29.613,-1,92,<2></c><4>ど</c><3>こかにあるという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
29.613,30.314,61,0,<2></c><1>どこ</c><3>かにあるという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
29.613,30.314,-1,92,<2></c><4>どこ</c><3>かにあるという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
30.314,31.048,61,0,<2></c><1>どこか</c><3>にあるという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
30.314,31.048,-1,92,<2></c><4>どこか</c><3>にあるという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
31.048,32.082,61,0,<2></c><1>どこかに</c><3>あるという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
31.048,32.082,-1,92,<2></c><4>どこかに</c><3>あるという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
32.082,32.449,61,0,<2></c><1>どこかにあ</c><3>るという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
32.082,32.449,-1,92,<2></c><4>どこかにあ</c><3>るという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
32.449,32.95,61,0,<2></c><1>どこかにある</c><3>という</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
32.449,32.95,-1,92,<2></c><4>どこかにある</c><3>という</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
32.95,33.484,61,0,<2></c><1>どこかにあると</c><3>いう</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
32.95,33.484,-1,92,<2></c><4>どこかにあると</c><3>いう</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
33.484,33.717,61,0,<2></c><1>どこかにあるとい</c><3>う</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
33.484,33.717,-1,92,<2></c><4>どこかにあるとい</c><3>う</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
33.717,34.885,59,0,<2></c><1>どこかにあるという</c><4>「</c><3>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
33.717,34.885,-1,92,<2></c><4>どこかにあるという</c><1>「</c><3>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
34.885,35.252,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>み</c><3>らい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
34.885,35.252,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミ</c><3>ライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
35.252,35.619,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>みら</c><3>い</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
35.252,35.619,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミラ</c><3>イ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
35.619,35.986,59,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><3>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
35.619,35.986,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミライ</c><1>」</c><3>のお話</c><2></c>,どこかにあるという「ミライ」のお話
35.986,36.32,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><1>の</c><3>おはなし</c><2></c>,どこかにあるという「みらい」のおはなし
35.986,36.32,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミライ</c><1>」</c><4>の</c><3>お話</c><2></c>,どこかにあるという「ミライ」のお話
36.32,37.021,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><1>のお</c><3>はなし</c><2></c>,どこかにあるという「みらい」のおはなし
36.32,37.021,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミライ</c><1>」</c><4>のお</c><3>話</c><2></c>,どこかにあるという「ミライ」のお話
37.021,37.388,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><1>のおは</c><3>なし</c><2></c>,どこかにあるという「みらい」のおはなし
37.021,37.388,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミライ</c><1>」</c><4>のお話</c><2></c>,どこかにあるという「ミライ」のお話
37.388,37.721,61,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><1>のおはな</c><3>し</c><2></c>,どこかにあるという「みらい」のおはなし
37.388,39.156,-1,92,<2></c><4>どこかにあるという</c><1>「</c><4>ミライ</c><1>」</c><4>のお話</c><2></c>,どこかにあるという「ミライ」のお話
37.721,39.156,59,0,<2></c><1>どこかにあるという</c><4>「</c><1>みらい</c><4>」</c><1>のおはなし</c><2></c>,どこかにあるという「みらい」のおはなし
40.924,42.026,67,0,<2></c><4>－</c><1>そう</c><4>、</c><3>それはわすれていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
40.924,42.026,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><3>それは忘れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
42.026,42.159,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>そ</c><3>れはわすれていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
42.026,42.159,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>そ</c><3>れは忘れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
42.159,42.326,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それ</c><3>はわすれていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
42.159,42.326,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>それ</c><3>は忘れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
42.326,43.427,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それは</c><3>わすれていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
42.326,43.427,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>それは</c><3>忘れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
43.427,43.794,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それはわ</c><3>すれていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
43.427,43.794,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>それは忘</c><3>れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
43.794,44.294,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それはわす</c><3>れていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
43.794,44.294,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>それは忘</c><3>れていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
44.294,44.461,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それはわすれ</c><3>ていたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
44.294,44.461,-1,92,<2></c><1>－</c><4>そう</c><1>、</c><4>それは忘れ</c><3>ていた夢や理想の果て</c><1>－</c><2></c>,－そう、それは忘れていた夢や理想の果て－
44.461,44.828,69,0,<2></c><4>－</c><1>そう</c><4>、</c><1>それはわすれて</c><3>いたゆめやりそうのはて</c><4>－</c><2></c>,－そう、それはわすれていたゆめやりそうのはて－
