start,end,line,unformatted,token
0.584,0.751,0,はがれおちためいく,は
0.584,0.751,-1,剥がれ落ちたメイク,剥
0.751,0.918,0,はがれおちためいく,が
0.751,0.918,-1,剥がれ落ちたメイク,が
0.918,1.085,0,はがれおちためいく,れ
0.918,1.085,-1,剥がれ落ちたメイク,れ
1.085,1.251,0,はがれおちためいく,お
1.085,1.251,-1,剥がれ落ちたメイク,落
1.251,1.385,0,はがれおちためいく,ち
1.251,1.385,-1,剥がれ落ちたメイク,ち
1.385,1.552,0,はがれおちためいく,た
1.385,1.552,-1,剥がれ落ちたメイク,た
1.552,1.719,0,はがれおちためいく,め
1.552,1.719,-1,剥がれ落ちたメイク,メ
1.719,1.885,0,はがれおちためいく,い
1.719,1.885,-1,剥がれ落ちたメイク,イ
1.885,2.219,0,はがれおちためいく,く
1.885,2.219,-1,剥がれ落ちたメイク,ク
2.219,2.353,0,すっぴんのあにまる,す
2.219,2.353,-1,すっぴんのアニマル,す
2.353,2.519,0,すっぴんのあにまる,っ
2.353,2.519,-1,すっぴんのアニマル,っ
2.519,2.653,0,すっぴんのあにまる,ぴ
2.519,2.653,-1,すっぴんのアニマル,ぴ
2.653,2.786,0,すっぴんのあにまる,ん
2.653,2.786,-1,すっぴんのアニマル,ん
2.786,2.987,0,すっぴんのあにまる,の
2.786,2.987,-1,すっぴんのアニマル,の
2.987,3.12,0,すっぴんのあにまる,あ
2.987,3.12,-1,すっぴんのアニマル,ア
3.12,3.287,0,すっぴんのあにまる,に
3.12,3.287,-1,すっぴんのアニマル,ニ
3.287,3.454,0,すっぴんのあにまる,ま
3.287,3.454,-1,すっぴんのアニマル,マ
3.454,3.787,0,すっぴんのあにまる,る
3.454,3.787,-1,すっぴんのアニマル,ル
3.787,4.054,0,みにくてもやっちゃうのよ,み
3.787,4.054,-1,醜くてもやっちゃうのよ,醜
4.054,4.254,0,みにくてもやっちゃうのよ,に
4.054,4.254,-1,醜くてもやっちゃうのよ,醜
4.254,4.421,0,みにくてもやっちゃうのよ,く
4.254,4.421,-1,醜くてもやっちゃうのよ,く
4.421,4.555,0,みにくてもやっちゃうのよ,て
4.421,4.555,-1,醜くてもやっちゃうのよ,て
4.555,4.722,0,みにくてもやっちゃうのよ,も
4.555,4.722,-1,醜くてもやっちゃうのよ,も
4.722,4.888,0,みにくてもやっちゃうのよ,や
4.722,4.888,-1,醜くてもやっちゃうのよ,や
4.888,5.055,0,みにくてもやっちゃうのよ,っ
4.888,5.055,-1,醜くてもやっちゃうのよ,っ
5.055,5.222,0,みにくてもやっちゃうのよ,ちゃ
5.055,5.222,-1,醜くてもやっちゃうのよ,ちゃ
5.222,5.389,0,みにくてもやっちゃうのよ,う
5.222,5.389,-1,醜くてもやっちゃうのよ,う
5.389,5.522,0,みにくてもやっちゃうのよ,の
5.389,5.522,-1,醜くてもやっちゃうのよ,の
5.522,5.689,0,みにくてもやっちゃうのよ,よ
5.522,5.689,-1,醜くてもやっちゃうのよ,よ
5.689,5.889,0,おすわりとかできない,お
5.689,5.889,-1,おすわりとかできない,お
5.889,6.023,0,おすわりとかできない,す
5.889,6.023,-1,おすわりとかできない,す
6.023,6.156,0,おすわりとかできない,わ
6.023,6.156,-1,おすわりとかできない,わ
6.156,6.323,0,おすわりとかできない,り
6.156,6.323,-1,おすわりとかできない,り
6.323,6.49,0,おすわりとかできない,と
6.323,6.49,-1,おすわりとかできない,と
6.49,6.657,0,おすわりとかできない,か
6.49,6.657,-1,おすわりとかできない,か
6.657,6.824,0,おすわりとかできない,で
6.657,6.824,-1,おすわりとかできない,で
6.824,6.957,0,おすわりとかできない,き
6.824,6.957,-1,おすわりとかできない,き
6.957,7.124,0,おすわりとかできない,な
6.957,7.124,-1,おすわりとかできない,な
7.124,7.291,0,おすわりとかできない,い
7.124,7.291,-1,おすわりとかできない,い
7.291,7.458,0,だってまてもできない,だ
7.291,7.458,-1,だって待てもできない,だ
7.458,7.591,0,だってまてもできない,っ
7.458,7.591,-1,だって待てもできない,っ
7.591,7.758,0,だってまてもできない,て
7.591,7.758,-1,だって待てもできない,て
7.758,7.925,0,だってまてもできない,ま
7.758,7.925,-1,だって待てもできない,待
7.925,8.092,0,だってまてもできない,て
7.925,8.092,-1,だって待てもできない,て
8.092,8.225,0,だってまてもできない,も
8.092,8.225,-1,だって待てもできない,も
8.225,8.425,0,だってまてもできない,で
8.225,8.425,-1,だって待てもできない,で
8.425,8.559,0,だってまてもできない,き
8.425,8.559,-1,だって待てもできない,き
8.559,8.726,0,だってまてもできない,な
8.559,8.726,-1,だって待てもできない,な
8.726,8.892,0,だってまてもできない,い
8.726,8.892,-1,だって待てもできない,い
8.892,9.059,0,のどならしていっちゃうまで,の
8.892,9.059,-1,喉鳴らしていっちゃうまで,喉
9.059,9.193,0,のどならしていっちゃうまで,ど
9.059,9.193,-1,喉鳴らしていっちゃうまで,喉
9.193,9.36,0,のどならしていっちゃうまで,な
9.193,9.36,-1,喉鳴らしていっちゃうまで,鳴
9.36,9.526,0,のどならしていっちゃうまで,ら
9.36,9.526,-1,喉鳴らしていっちゃうまで,ら
9.526,9.693,0,のどならしていっちゃうまで,し
9.526,9.693,-1,喉鳴らしていっちゃうまで,し
9.693,9.827,0,のどならしていっちゃうまで,て
9.693,9.827,-1,喉鳴らしていっちゃうまで,て
9.827,9.994,0,のどならしていっちゃうまで,い
9.827,9.994,-1,喉鳴らしていっちゃうまで,い
9.994,10.16,0,のどならしていっちゃうまで,っ
9.994,10.16,-1,喉鳴らしていっちゃうまで,っ
10.16,10.327,0,のどならしていっちゃうまで,ちゃ
10.16,10.327,-1,喉鳴らしていっちゃうまで,ちゃ
10.327,10.494,0,のどならしていっちゃうまで,う
10.327,10.494,-1,喉鳴らしていっちゃうまで,う
10.494,10.627,0,のどならしていっちゃうまで,ま
10.494,10.627,-1,喉鳴らしていっちゃうまで,ま
10.627,11.295,0,のどならしていっちゃうまで,で
10.627,11.295,-1,喉鳴らしていっちゃうまで,で
21.338,21.505,0,がぶっとしよっか,が
21.338,21.505,-1,がぶっとしよっか,が
21.505,21.672,0,がぶっとしよっか,ぶ
21.505,21.672,-1,がぶっとしよっか,ぶ
21.672,21.805,0,がぶっとしよっか,っ
21.672,21.805,-1,がぶっとしよっか,っ
21.805,21.972,0,がぶっとしよっか,と
21.805,21.972,-1,がぶっとしよっか,と
21.972,22.139,0,がぶっとしよっか,し
21.972,22.139,-1,がぶっとしよっか,し
22.139,22.306,0,がぶっとしよっか,よ
22.139,22.306,-1,がぶっとしよっか,よ
22.306,22.473,0,がぶっとしよっか,っ
22.306,22.473,-1,がぶっとしよっか,っ
22.473,22.606,0,がぶっとしよっか,か
