start,end,line,unformatted,token
2.419,5.356,0,常闇トワ-palette,常闇トワ-palette
5.356,8.325,0,作曲編曲mixマスタリング:niki,作曲編曲mixマスタリング:niki
8.325,11.261,0,illust絵コンテアニメーション:かかげ,illust絵コンテアニメーション:かかげ
11.261,14.198,0,vocal作詞:常闇トワ,vocal作詞:常闇トワ
14.565,14.765,0,かぜにふかれてだれもきづかぬよう,か
14.565,14.765,-1,風に吹かれて　誰も気づかぬよう,に
14.765,14.965,0,かぜにふかれてだれもきづかぬよう,ぜ
14.765,14.965,-1,風に吹かれて　誰も気づかぬよう,に
14.965,15.499,0,かぜにふかれてだれもきづかぬよう,に
14.965,15.499,-1,風に吹かれて　誰も気づかぬよう,に
15.499,15.699,0,かぜにふかれてだれもきづかぬよう,ふ
15.499,15.699,-1,風に吹かれて　誰も気づかぬよう,吹
15.699,15.866,0,かぜにふかれてだれもきづかぬよう,か
15.699,15.866,-1,風に吹かれて　誰も気づかぬよう,か
15.866,16.066,0,かぜにふかれてだれもきづかぬよう,れ
15.866,16.066,-1,風に吹かれて　誰も気づかぬよう,れ
16.066,17.167,0,かぜにふかれてだれもきづかぬよう,て
16.066,17.167,-1,風に吹かれて　誰も気づかぬよう,て
17.167,17.501,0,かぜにふかれてだれもきづかぬよう,て
17.167,17.501,-1,風に吹かれて　誰も気づかぬよう,　
17.501,17.701,0,かぜにふかれてだれもきづかぬよう,だ
17.501,17.701,-1,風に吹かれて　誰も気づかぬよう,誰
17.701,17.901,0,かぜにふかれてだれもきづかぬよう,れ
17.701,17.901,-1,風に吹かれて　誰も気づかぬよう,誰
17.901,18.435,0,かぜにふかれてだれもきづかぬよう,も
17.901,18.435,-1,風に吹かれて　誰も気づかぬよう,も
18.435,18.602,0,かぜにふかれてだれもきづかぬよう,き
18.435,18.602,-1,風に吹かれて　誰も気づかぬよう,気
18.602,19.036,0,かぜにふかれてだれもきづかぬよう,づ
18.602,19.036,-1,風に吹かれて　誰も気づかぬよう,づ
19.036,19.37,0,かぜにふかれてだれもきづかぬよう,か
19.036,19.37,-1,風に吹かれて　誰も気づかぬよう,か
19.37,19.737,0,かぜにふかれてだれもきづかぬよう,ぬ
19.37,19.737,-1,風に吹かれて　誰も気づかぬよう,ぬ
19.737,19.903,0,かぜにふかれてだれもきづかぬよう,よ
19.737,19.903,-1,風に吹かれて　誰も気づかぬよう,よ
19.903,20.504,0,かぜにふかれてだれもきづかぬよう,う
19.903,20.504,-1,風に吹かれて　誰も気づかぬよう,う
20.504,20.637,0,くべつがつかないものくろのせかい,く
20.504,20.637,-1,区別がつかない　モノクロの世界,区
20.637,20.804,0,くべつがつかないものくろのせかい,べ
20.637,20.804,-1,区別がつかない　モノクロの世界,別
20.804,21.405,0,くべつがつかないものくろのせかい,つ
20.804,21.405,-1,区別がつかない　モノクロの世界,別
21.405,21.572,0,くべつがつかないものくろのせかい,が
21.405,21.572,-1,区別がつかない　モノクロの世界,が
21.572,21.772,0,くべつがつかないものくろのせかい,つ
21.572,21.772,-1,区別がつかない　モノクロの世界,つ
21.772,21.972,0,くべつがつかないものくろのせかい,か
21.772,21.972,-1,区別がつかない　モノクロの世界,か
21.972,22.706,0,くべつがつかないものくろのせかい,な
21.972,22.706,-1,区別がつかない　モノクロの世界,な
22.706,23.04,0,くべつがつかないものくろのせかい,い
22.706,23.04,-1,区別がつかない　モノクロの世界,い
23.04,23.34,0,くべつがつかないものくろのせかい,い
23.04,23.34,-1,区別がつかない　モノクロの世界,　
23.34,23.54,0,くべつがつかないものくろのせかい,も
23.34,23.54,-1,区別がつかない　モノクロの世界,モ
23.54,23.807,0,くべつがつかないものくろのせかい,の
23.54,23.807,-1,区別がつかない　モノクロの世界,ノ
23.807,24.341,0,くべつがつかないものくろのせかい,く
23.807,24.341,-1,区別がつかない　モノクロの世界,ク
24.341,24.541,0,くべつがつかないものくろのせかい,ろ
24.341,24.541,-1,区別がつかない　モノクロの世界,ロ
24.541,24.875,0,くべつがつかないものくろのせかい,の
24.541,24.875,-1,区別がつかない　モノクロの世界,の
24.875,25.242,0,くべつがつかないものくろのせかい,せ
24.875,25.242,-1,区別がつかない　モノクロの世界,世
25.242,25.609,0,くべつがつかないものくろのせかい,か
25.242,26.343,-1,区別がつかない　モノクロの世界,界
25.609,26.343,0,くべつがつかないものくろのせかい,い
26.343,26.51,0,いろをたしてもなにもみえなくて,い
26.343,26.51,-1,色を足しても　何も見えなくて,を
26.51,26.71,0,いろをたしてもなにもみえなくて,ろ
26.51,26.71,-1,色を足しても　何も見えなくて,を
26.71,27.277,0,いろをたしてもなにもみえなくて,を
26.71,27.277,-1,色を足しても　何も見えなくて,を
27.277,27.411,0,いろをたしてもなにもみえなくて,た
27.277,27.411,-1,色を足しても　何も見えなくて,足
27.411,27.644,0,いろをたしてもなにもみえなくて,し
27.411,27.644,-1,色を足しても　何も見えなくて,し
27.644,27.811,0,いろをたしてもなにもみえなくて,て
27.644,27.811,-1,色を足しても　何も見えなくて,て
27.811,28.912,0,いろをたしてもなにもみえなくて,も
