start,end,line,unformatted,token
1.752,2.653,0,つきのひかりが,つ
1.752,2.653,-1,月の光が,月
2.653,3.554,0,つきのひかりが,き
2.653,3.554,-1,月の光が,月
3.554,5.923,0,つきのひかりが,の
3.554,5.923,-1,月の光が,の
5.923,6.256,0,つきのひかりが,ひ
5.923,6.256,-1,月の光が,光
6.256,6.857,0,つきのひかりが,か
6.256,6.857,-1,月の光が,光
6.857,7.157,0,つきのひかりが,り
6.857,7.157,-1,月の光が,光
7.157,8.359,0,つきのひかりが,が
7.157,8.359,-1,月の光が,が
8.359,8.692,0,うつしたえぴろーぐ,う
8.359,8.692,-1,映したエピローグ,映
8.692,8.959,0,うつしたえぴろーぐ,つ
8.692,8.959,-1,映したエピローグ,映
8.959,9.893,0,うつしたえぴろーぐ,し
8.959,9.893,-1,映したエピローグ,し
9.893,10.761,0,うつしたえぴろーぐ,た
9.893,10.761,-1,映したエピローグ,た
10.761,11.662,0,うつしたえぴろーぐ,え
10.761,11.662,-1,映したエピローグ,エ
11.662,12.563,0,うつしたえぴろーぐ,ぴ
11.662,12.563,-1,映したエピローグ,ピ
12.563,14.431,0,うつしたえぴろーぐ,ろ
12.563,14.431,-1,映したエピローグ,ロ
14.431,15.399,0,うつしたえぴろーぐ,ー
14.431,15.399,-1,映したエピローグ,ー
15.399,15.899,0,うつしたえぴろーぐ,ぐ
15.399,15.899,-1,映したエピローグ,グ
47.931,48.198,0,しずかにふけるよるにだかれ,し
47.931,48.198,-1,静かに更ける夜に抱かれ,静
48.198,48.499,0,しずかにふけるよるにだかれ,ず
48.198,48.499,-1,静かに更ける夜に抱かれ,静
48.499,48.766,0,しずかにふけるよるにだかれ,か
48.499,48.766,-1,静かに更ける夜に抱かれ,か
48.766,49.066,0,しずかにふけるよるにだかれ,に
48.766,49.066,-1,静かに更ける夜に抱かれ,に
49.066,49.366,0,しずかにふけるよるにだかれ,ふ
49.066,49.366,-1,静かに更ける夜に抱かれ,更
49.366,49.633,0,しずかにふけるよるにだかれ,け
49.366,49.633,-1,静かに更ける夜に抱かれ,け
49.633,50.501,0,しずかにふけるよるにだかれ,る
49.633,50.501,-1,静かに更ける夜に抱かれ,る
50.501,51.068,0,しずかにふけるよるにだかれ,よ
50.501,51.068,-1,静かに更ける夜に抱かれ,夜
51.068,51.368,0,しずかにふけるよるにだかれ,る
51.068,51.368,-1,静かに更ける夜に抱かれ,夜
51.368,52.503,0,しずかにふけるよるにだかれ,に
51.368,52.503,-1,静かに更ける夜に抱かれ,に
52.503,52.803,0,しずかにふけるよるにだかれ,だ
52.503,52.803,-1,静かに更ける夜に抱かれ,抱
52.803,53.07,0,しずかにふけるよるにだかれ,か
52.803,53.07,-1,静かに更ける夜に抱かれ,か
53.07,54.204,0,しずかにふけるよるにだかれ,れ
53.07,54.204,-1,静かに更ける夜に抱かれ,れ
54.204,54.471,0,そらにきえるしろいいきながめた,そ
54.204,54.471,-1,空に消える白い息眺めた,空
54.471,54.772,0,そらにきえるしろいいきながめた,ら
54.471,54.772,-1,空に消える白い息眺めた,空
54.772,55.939,0,そらにきえるしろいいきながめた,に
54.772,55.939,-1,空に消える白い息眺めた,に
55.939,56.206,0,そらにきえるしろいいきながめた,き
55.939,56.206,-1,空に消える白い息眺めた,消
56.206,56.473,0,そらにきえるしろいいきながめた,え
56.206,56.473,-1,空に消える白い息眺めた,え
56.473,57.608,0,そらにきえるしろいいきながめた,る
56.473,57.608,-1,空に消える白い息眺めた,る
57.608,57.908,0,そらにきえるしろいいきながめた,し
57.608,57.908,-1,空に消える白い息眺めた,白
57.908,58.208,0,そらにきえるしろいいきながめた,ろ
57.908,58.208,-1,空に消える白い息眺めた,白
58.208,58.509,0,そらにきえるしろいいきながめた,い
58.208,58.509,-1,空に消える白い息眺めた,い
58.509,58.809,0,そらにきえるしろいいきながめた,い
58.509,58.809,-1,空に消える白い息眺めた,息
