start,end,line,unformatted,token
14.865,15.232,0,みなれきったどあのさきに,み
14.865,15.232,-1,見慣れきったドアの先に,見
15.232,15.566,0,みなれきったどあのさきに,な
15.232,15.566,-1,見慣れきったドアの先に,慣
15.566,15.899,0,みなれきったどあのさきに,れ
15.566,15.899,-1,見慣れきったドアの先に,れ
15.899,16.2,0,みなれきったどあのさきに,き
15.899,16.2,-1,見慣れきったドアの先に,き
16.2,16.533,0,みなれきったどあのさきに,っ
16.2,16.533,-1,見慣れきったドアの先に,っ
16.533,18.035,0,みなれきったどあのさきに,た
16.533,18.035,-1,見慣れきったドアの先に,た
18.035,18.168,0,みなれきったどあのさきに,ど
18.035,18.168,-1,見慣れきったドアの先に,ド
18.168,18.502,0,みなれきったどあのさきに,あ
18.168,18.502,-1,見慣れきったドアの先に,ア
18.502,18.802,0,みなれきったどあのさきに,の
18.502,18.802,-1,見慣れきったドアの先に,の
18.802,19.203,0,みなれきったどあのさきに,さ
18.802,19.203,-1,見慣れきったドアの先に,先
19.203,19.47,0,みなれきったどあのさきに,き
19.203,19.47,-1,見慣れきったドアの先に,先
19.47,21.972,0,みなれきったどあのさきに,に
19.47,21.972,-1,見慣れきったドアの先に,に
21.972,22.106,0,かわらないほほえみ,か
21.972,22.106,-1,変わらない微笑み,変
22.106,22.639,0,かわらないほほえみ,わ
22.106,22.639,-1,変わらない微笑み,わ
22.639,22.74,0,かわらないほほえみ,ら
22.639,22.74,-1,変わらない微笑み,ら
22.74,23.107,0,かわらないほほえみ,な
22.74,23.107,-1,変わらない微笑み,な
23.107,23.273,0,かわらないほほえみ,い
23.107,23.273,-1,変わらない微笑み,い
23.273,23.407,0,かわらないほほえみ,ほ
23.273,23.407,-1,変わらない微笑み,微
23.407,23.907,0,かわらないほほえみ,ほ
23.407,23.907,-1,変わらない微笑み,微
23.907,24.041,0,かわらないほほえみ,え
23.907,24.041,-1,変わらない微笑み,笑
24.041,25.342,0,かわらないほほえみ,み
24.041,25.342,-1,変わらない微笑み,み
25.342,25.642,0,ふいにぎゅっとだきしめたら,ふ
25.342,25.642,-1,ふいにギュッと抱き締めたら,ふ
25.642,25.976,0,ふいにぎゅっとだきしめたら,い
25.642,25.976,-1,ふいにギュッと抱き締めたら,い
25.976,26.31,0,ふいにぎゅっとだきしめたら,に
25.976,26.31,-1,ふいにギュッと抱き締めたら,に
26.31,26.643,0,ふいにぎゅっとだきしめたら,ぎゅ
26.31,26.643,-1,ふいにギュッと抱き締めたら,ギュ
26.643,26.977,0,ふいにぎゅっとだきしめたら,っ
26.643,26.977,-1,ふいにギュッと抱き締めたら,ッ
26.977,28.479,0,ふいにぎゅっとだきしめたら,と
26.977,28.479,-1,ふいにギュッと抱き締めたら,と
28.479,28.612,0,ふいにぎゅっとだきしめたら,だ
28.479,28.612,-1,ふいにギュッと抱き締めたら,抱
28.612,28.946,0,ふいにぎゅっとだきしめたら,き
28.612,28.946,-1,ふいにギュッと抱き締めたら,き
28.946,29.246,0,ふいにぎゅっとだきしめたら,し
28.946,29.246,-1,ふいにギュッと抱き締めたら,締
29.246,29.58,0,ふいにぎゅっとだきしめたら,め
29.246,29.58,-1,ふいにギュッと抱き締めたら,め
29.58,29.913,0,ふいにぎゅっとだきしめたら,た
29.58,29.913,-1,ふいにギュッと抱き締めたら,た
29.913,32.383,0,ふいにぎゅっとだきしめたら,ら
29.913,32.383,-1,ふいにギュッと抱き締めたら,ら
32.383,32.516,0,ほらまたえがおがさいたよ,ほ
32.383,32.516,-1,ほらまた笑顔が咲いたよ,ほ
32.516,33.017,0,ほらまたえがおがさいたよ,ら
