start,end,line,unformatted,token
1.552,1.719,0,ゆめならばどれほどよかったでしょう,ゆ
1.552,1.885,-1,夢ならばどれほどよかったでしょう,夢
1.719,1.885,0,ゆめならばどれほどよかったでしょう,め
1.885,2.186,0,ゆめならばどれほどよかったでしょう,な
1.885,2.186,-1,夢ならばどれほどよかったでしょう,な
2.186,2.386,0,ゆめならばどれほどよかったでしょう,ら
2.186,2.386,-1,夢ならばどれほどよかったでしょう,ら
2.386,2.92,0,ゆめならばどれほどよかったでしょう,ば
2.386,2.92,-1,夢ならばどれほどよかったでしょう,ば
2.92,3.253,0,ゆめならばどれほどよかったでしょう,ど
2.92,3.253,-1,夢ならばどれほどよかったでしょう,ど
3.253,3.587,0,ゆめならばどれほどよかったでしょう,れ
3.253,3.587,-1,夢ならばどれほどよかったでしょう,れ
3.587,3.787,0,ゆめならばどれほどよかったでしょう,ほ
3.587,3.787,-1,夢ならばどれほどよかったでしょう,ほ
3.787,4.288,0,ゆめならばどれほどよかったでしょう,ど
3.787,4.288,-1,夢ならばどれほどよかったでしょう,ど
4.288,4.621,0,ゆめならばどれほどよかったでしょう,よ
4.288,4.621,-1,夢ならばどれほどよかったでしょう,よ
4.621,4.822,0,ゆめならばどれほどよかったでしょう,か
4.621,4.822,-1,夢ならばどれほどよかったでしょう,か
4.822,4.955,0,ゆめならばどれほどよかったでしょう,っ
4.822,4.955,-1,夢ならばどれほどよかったでしょう,っ
4.955,5.155,0,ゆめならばどれほどよかったでしょう,た
4.955,5.155,-1,夢ならばどれほどよかったでしょう,た
5.155,5.689,0,ゆめならばどれほどよかったでしょう,で
5.155,5.689,-1,夢ならばどれほどよかったでしょう,で
5.689,6.023,0,ゆめならばどれほどよかったでしょう,しょ
5.689,6.023,-1,夢ならばどれほどよかったでしょう,しょ
6.023,7.057,0,ゆめならばどれほどよかったでしょう,う
6.023,7.057,-1,夢ならばどれほどよかったでしょう,う
7.057,7.224,0,いまだにあなたのことをゆめにみる,い
7.057,7.391,-1,未だにあなたのことを夢にみる,未
7.224,7.391,0,いまだにあなたのことをゆめにみる,ま
7.391,8.092,0,いまだにあなたのことをゆめにみる,だ
7.391,8.092,-1,未だにあなたのことを夢にみる,だ
8.092,8.392,0,いまだにあなたのことをゆめにみる,に
8.092,8.392,-1,未だにあなたのことを夢にみる,に
8.392,8.592,0,いまだにあなたのことをゆめにみる,あ
8.392,8.592,-1,未だにあなたのことを夢にみる,あ
8.592,8.759,0,いまだにあなたのことをゆめにみる,な
8.592,8.759,-1,未だにあなたのことを夢にみる,な
8.759,9.426,0,いまだにあなたのことをゆめにみる,た
8.759,9.426,-1,未だにあなたのことを夢にみる,た
9.426,9.793,0,いまだにあなたのことをゆめにみる,の
9.426,9.793,-1,未だにあなたのことを夢にみる,の
9.793,9.96,0,いまだにあなたのことをゆめにみる,こ
9.793,9.96,-1,未だにあなたのことを夢にみる,こ
9.96,10.127,0,いまだにあなたのことをゆめにみる,と
9.96,10.127,-1,未だにあなたのことを夢にみる,と
10.127,10.694,0,いまだにあなたのことをゆめにみる,を
10.127,10.694,-1,未だにあなたのことを夢にみる,を
10.694,10.828,0,いまだにあなたのことをゆめにみる,ゆ
10.694,11.161,-1,未だにあなたのことを夢にみる,夢
10.828,11.161,0,いまだにあなたのことをゆめにみる,め
11.161,11.328,0,いまだにあなたのことをゆめにみる,に
11.161,11.328,-1,未だにあなたのことを夢にみる,に
11.328,11.495,0,いまだにあなたのことをゆめにみる,み
11.328,11.495,-1,未だにあなたのことを夢にみる,み
11.495,12.496,0,いまだにあなたのことをゆめにみる,る
11.495,12.496,-1,未だにあなたのことを夢にみる,る
12.496,12.73,0,わすれたものをとりにかえるように,わ
12.496,12.896,-1,忘れた物を取りに帰るように,忘
12.73,12.896,0,わすれたものをとりにかえるように,す
