start,end,line,unformatted,token
9.126,9.426,92,mayday、mayday,may
9.126,9.426,0,mayday、mayday,may
9.426,9.76,92,mayday、mayday,day、
9.426,9.76,0,mayday、mayday,day、
9.76,10.06,92,mayday、mayday,may
9.76,10.06,0,mayday、mayday,may
10.06,10.394,92,mayday、mayday,day
10.06,10.394,0,mayday、mayday,day
30.581,30.914,0,maydayこえはとどいてる？,may
30.581,30.914,92,mayday声は届いてる？,may
30.914,31.181,0,maydayこえはとどいてる？,day
30.914,31.181,92,mayday声は届いてる？,day
31.181,31.281,0,maydayこえはとどいてる？,こ
31.181,31.281,92,mayday声は届いてる？,声
31.281,31.548,0,maydayこえはとどいてる？,え
31.281,31.548,92,mayday声は届いてる？,声
31.548,31.682,0,maydayこえはとどいてる？,は
31.548,31.682,92,mayday声は届いてる？,は
31.682,31.849,0,maydayこえはとどいてる？,と
31.682,31.849,92,mayday声は届いてる？,届
31.849,32.016,0,maydayこえはとどいてる？,ど
31.849,32.016,92,mayday声は届いてる？,届
32.016,32.149,0,maydayこえはとどいてる？,い
32.016,32.149,92,mayday声は届いてる？,い
32.149,32.316,0,maydayこえはとどいてる？,て
32.149,32.316,92,mayday声は届いてる？,て
32.316,32.616,0,maydayこえはとどいてる？,る？
32.316,32.616,92,mayday声は届いてる？,る？
32.616,32.783,0,こころがずきっといたいみたい,こ
32.616,32.783,92,心がズキッと痛いみたい,心
32.783,32.95,0,こころがずきっといたいみたい,こ
32.783,32.95,92,心がズキッと痛いみたい,心
32.95,33.083,0,こころがずきっといたいみたい,ろ
32.95,33.083,92,心がズキッと痛いみたい,心
33.083,33.417,0,こころがずきっといたいみたい,が
33.083,33.417,92,心がズキッと痛いみたい,が
33.417,33.55,0,こころがずきっといたいみたい,ず
33.417,33.55,92,心がズキッと痛いみたい,ズ
33.55,33.917,0,こころがずきっといたいみたい,きっ
33.55,33.917,92,心がズキッと痛いみたい,キッ
33.917,34.218,0,こころがずきっといたいみたい,と
33.917,34.218,92,心がズキッと痛いみたい,と
34.218,34.351,0,こころがずきっといたいみたい,い
34.218,34.351,92,心がズキッと痛いみたい,痛
34.351,34.518,0,こころがずきっといたいみたい,た
34.351,34.518,92,心がズキッと痛いみたい,痛
34.518,34.685,0,こころがずきっといたいみたい,い
34.518,34.685,92,心がズキッと痛いみたい,い
34.685,34.852,0,こころがずきっといたいみたい,み
34.685,34.852,92,心がズキッと痛いみたい,み
34.852,35.152,0,こころがずきっといたいみたい,た
34.852,35.152,92,心がズキッと痛いみたい,た
35.152,35.652,0,こころがずきっといたいみたい,い
35.152,35.652,92,心がズキッと痛いみたい,い
35.652,35.953,0,babyなんてみりょくてき,ba
35.652,35.953,92,babyなんて魅力的,ba
35.953,36.286,0,babyなんてみりょくてき,by
35.953,36.286,92,babyなんて魅力的,by
36.286,36.42,0,babyなんてみりょくてき,な
36.286,36.42,92,babyなんて魅力的,な
36.42,36.587,0,babyなんてみりょくてき,ん
36.42,36.587,92,babyなんて魅力的,ん
36.587,36.754,0,babyなんてみりょくてき,て
36.587,36.754,92,babyなんて魅力的,て
36.754,36.92,0,babyなんてみりょくてき,み
36.754,36.92,92,babyなんて魅力的,魅
36.92,37.054,0,babyなんてみりょくてき,りょ
36.92,37.054,92,babyなんて魅力的,力
37.054,37.221,0,babyなんてみりょくてき,く
37.054,37.221,92,babyなんて魅力的,力
37.221,37.388,0,babyなんてみりょくてき,て
37.221,37.688,92,babyなんて魅力的,的
37.388,37.688,0,babyなんてみりょくてき,き
37.688,37.855,0,みせるてくにっくはすぐにくらくら,み
37.688,37.855,92,魅せるテクニックはすぐにクラクラ,魅
37.855,38.055,0,みせるてくにっくはすぐにくらくら,せ
37.855,38.055,92,魅せるテクニックはすぐにクラクラ,せ
38.055,38.188,0,みせるてくにっくはすぐにくらくら,る
38.055,38.188,92,魅せるテクニックはすぐにクラクラ,る
38.188,38.522,0,みせるてくにっくはすぐにくらくら,て
38.188,38.522,92,魅せるテクニックはすぐにクラクラ,テ
38.522,38.655,0,みせるてくにっくはすぐにくらくら,く
38.522,38.655,92,魅せるテクニックはすぐにクラクラ,ク
38.655,38.822,0,みせるてくにっくはすぐにくらくら,に
38.655,38.822,92,魅せるテクニックはすぐにクラクラ,ニ
38.822,38.956,0,みせるてくにっくはすぐにくらくら,っ
38.822,38.956,92,魅せるテクニックはすぐにクラクラ,ッ
38.956,39.289,0,みせるてくにっくはすぐにくらくら,く
38.956,39.289,92,魅せるテクニックはすぐにクラクラ,ク
39.289,39.623,0,みせるてくにっくはすぐにくらくら,は
39.289,39.623,92,魅せるテクニックはすぐにクラクラ,は
39.623,39.757,0,みせるてくにっくはすぐにくらくら,す
39.623,39.757,92,魅せるテクニックはすぐにクラクラ,す
39.757,39.923,0,みせるてくにっくはすぐにくらくら,ぐ
39.757,39.923,92,魅せるテクニックはすぐにクラクラ,ぐ
39.923,40.09,0,みせるてくにっくはすぐにくらくら,に
39.923,40.09,92,魅せるテクニックはすぐにクラクラ,に
40.09,40.224,0,みせるてくにっくはすぐにくらくら,く
40.09,40.224,92,魅せるテクニックはすぐにクラクラ,ク
40.224,40.391,0,みせるてくにっくはすぐにくらくら,ら
40.224,40.391,92,魅せるテクニックはすぐにクラクラ,ラ
40.391,40.524,0,みせるてくにっくはすぐにくらくら,く
40.391,40.524,92,魅せるテクニックはすぐにクラクラ,ク
40.524,40.691,0,みせるてくにっくはすぐにくらくら,ら
40.524,40.691,92,魅せるテクニックはすぐにクラクラ,ラ
40.691,40.991,0,maydayそれじゃものたりない,may
40.691,40.991,92,maydayそれじゃ物足りない,may
40.991,41.325,0,maydayそれじゃものたりない,day
40.991,41.325,92,maydayそれじゃ物足りない,day
41.325,41.492,0,maydayそれじゃものたりない,そ
41.325,41.492,92,maydayそれじゃ物足りない,そ
41.492,41.658,0,maydayそれじゃものたりない,れ
41.492,41.658,92,maydayそれじゃ物足りない,れ
