start,end,line,unformatted,token
6.247,6.447,-1,いつでもiloveyou.君にtakekissme.,い
6.247,6.447,0,いつでもあいらぶゆー.きみにていくきすみー.,い
6.447,6.647,-1,いつでもiloveyou.君にtakekissme.,つ
6.447,6.647,0,いつでもあいらぶゆー.きみにていくきすみー.,つ
6.647,6.847,-1,いつでもiloveyou.君にtakekissme.,で
6.647,6.847,0,いつでもあいらぶゆー.きみにていくきすみー.,で
6.847,7.048,-1,いつでもiloveyou.君にtakekissme.,も
6.847,7.048,0,いつでもあいらぶゆー.きみにていくきすみー.,も
7.048,7.248,-1,いつでもiloveyou.君にtakekissme.,i
7.048,7.248,0,いつでもあいらぶゆー.きみにていくきすみー.,あ
7.248,7.415,-1,いつでもiloveyou.君にtakekissme.,i
7.248,7.415,0,いつでもあいらぶゆー.きみにていくきすみー.,い
7.415,7.548,-1,いつでもiloveyou.君にtakekissme.,love
7.415,7.548,0,いつでもあいらぶゆー.きみにていくきすみー.,らぶ
7.548,7.848,-1,いつでもiloveyou.君にtakekissme.,you.
7.548,7.848,0,いつでもあいらぶゆー.きみにていくきすみー.,ゆー.
7.848,8.049,-1,いつでもiloveyou.君にtakekissme.,君
7.848,8.049,0,いつでもあいらぶゆー.きみにていくきすみー.,き
8.049,8.249,-1,いつでもiloveyou.君にtakekissme.,君
8.049,8.249,0,いつでもあいらぶゆー.きみにていくきすみー.,み
8.249,8.449,-1,いつでもiloveyou.君にtakekissme.,に
8.249,8.449,0,いつでもあいらぶゆー.きみにていくきすみー.,に
8.449,8.649,-1,いつでもiloveyou.君にtakekissme.,ta
8.449,8.649,0,いつでもあいらぶゆー.きみにていくきすみー.,てい
8.649,8.849,-1,いつでもiloveyou.君にtakekissme.,ke
8.649,8.849,0,いつでもあいらぶゆー.きみにていくきすみー.,く
8.849,9.05,-1,いつでもiloveyou.君にtakekissme.,ki
8.849,9.05,0,いつでもあいらぶゆー.きみにていくきすみー.,き
9.05,9.15,-1,いつでもiloveyou.君にtakekissme.,ss
9.05,9.15,0,いつでもあいらぶゆー.きみにていくきすみー.,す
9.15,9.45,-1,いつでもiloveyou.君にtakekissme.,me.
9.15,9.45,0,いつでもあいらぶゆー.きみにていくきすみー.,みー.
9.45,9.65,0,わすれられないからぼくのだいじなめもりー,わ
9.45,9.65,-1,忘れられないから僕の大事なメモリー,忘
9.65,9.85,0,わすれられないからぼくのだいじなめもりー,す
9.65,9.85,-1,忘れられないから僕の大事なメモリー,忘
9.85,10.051,0,わすれられないからぼくのだいじなめもりー,れ
9.85,10.051,-1,忘れられないから僕の大事なメモリー,れ
10.051,10.217,0,わすれられないからぼくのだいじなめもりー,ら
