start,end,line,unformatted,token
5.422,5.656,0,わらってるけど,わ
5.422,5.656,92,笑ってるけど,笑
5.656,5.823,0,わらってるけど,ら
5.656,5.823,92,笑ってるけど,笑
5.823,5.956,0,わらってるけど,っ
5.823,5.956,92,笑ってるけど,っ
5.956,6.123,0,わらってるけど,て
5.956,6.123,92,笑ってるけど,て
6.123,6.256,0,わらってるけど,る
6.123,6.256,92,笑ってるけど,る
6.256,6.423,0,わらってるけど,け
6.256,6.423,92,笑ってるけど,け
6.423,6.724,0,わらってるけど,ど
6.423,6.724,92,笑ってるけど,ど
6.724,6.857,0,どっかないてんだ,ど
6.724,6.857,92,どっか泣いてんだ,ど
6.857,7.024,0,どっかないてんだ,っ
6.857,7.024,92,どっか泣いてんだ,っ
7.024,7.191,0,どっかないてんだ,か
7.024,7.191,92,どっか泣いてんだ,か
7.191,7.324,0,どっかないてんだ,な
7.191,7.324,92,どっか泣いてんだ,泣
7.324,7.491,0,どっかないてんだ,い
7.324,7.491,92,どっか泣いてんだ,い
7.491,7.658,0,どっかないてんだ,て
7.491,7.658,92,どっか泣いてんだ,て
7.658,7.791,0,どっかないてんだ,ん
7.658,7.791,92,どっか泣いてんだ,ん
7.791,8.258,0,どっかないてんだ,だ
7.791,8.258,92,どっか泣いてんだ,だ
8.258,8.392,0,いたみあじ,い
8.258,8.392,92,痛み味,痛
8.392,8.525,0,いたみあじ,た
8.392,8.525,92,痛み味,痛
8.525,8.692,0,いたみあじ,み
8.525,8.692,92,痛み味,み
8.692,8.826,0,いたみあじ,あ
8.692,9.026,92,痛み味,味
8.826,9.026,0,いたみあじ,じ
9.026,9.193,0,ごほうびのひなん,ご
9.026,9.193,92,ご褒美の非難,ご
9.193,9.36,0,ごほうびのひなん,ほ
9.193,9.36,92,ご褒美の非難,褒
9.36,9.493,0,ごほうびのひなん,う
9.36,9.493,92,ご褒美の非難,褒
9.493,9.593,0,ごほうびのひなん,び
9.493,9.593,92,ご褒美の非難,美
9.593,9.793,0,ごほうびのひなん,の
9.593,9.793,92,ご褒美の非難,の
9.793,9.927,0,ごほうびのひなん,ひ
9.793,9.927,92,ご褒美の非難,非
9.927,10.094,0,ごほうびのひなん,な
9.927,10.394,92,ご褒美の非難,難
10.094,10.394,0,ごほうびのひなん,ん
10.394,10.561,0,おもってるけど,お
10.394,10.561,92,思ってるけど,思
10.561,10.694,0,おもってるけど,も
10.561,10.694,92,思ってるけど,思
10.694,10.828,0,おもってるけど,っ
10.694,10.828,92,思ってるけど,っ
10.828,10.995,0,おもってるけど,て
10.828,10.995,92,思ってるけど,て
10.995,11.161,0,おもってるけど,る
10.995,11.161,92,思ってるけど,る
11.161,11.328,0,おもってるけど,け
11.161,11.328,92,思ってるけど,け
11.328,11.595,0,おもってるけど,ど
11.328,11.595,92,思ってるけど,ど
11.595,11.762,0,ずっとためてんだ,ず
11.595,11.762,92,ずっと溜めてんだ,ず
11.762,11.895,0,ずっとためてんだ,っ
11.762,11.895,92,ずっと溜めてんだ,っ
11.895,12.062,0,ずっとためてんだ,と
11.895,12.062,92,ずっと溜めてんだ,と
12.062,12.196,0,ずっとためてんだ,た
12.062,12.196,92,ずっと溜めてんだ,溜
12.196,12.363,0,ずっとためてんだ,め
12.196,12.363,92,ずっと溜めてんだ,め
12.363,12.529,0,ずっとためてんだ,て
12.363,12.529,92,ずっと溜めてんだ,て
12.529,12.663,0,ずっとためてんだ,ん
12.529,12.663,92,ずっと溜めてんだ,ん
12.663,13.163,0,ずっとためてんだ,だ
12.663,13.163,92,ずっと溜めてんだ,だ
13.163,13.297,0,みつのあじ,み
13.163,13.297,92,蜜の味,蜜
13.297,13.464,0,みつのあじ,つ
13.297,13.464,92,蜜の味,蜜
13.464,13.597,0,みつのあじ,の
13.464,13.597,92,蜜の味,の
13.597,13.764,0,みつのあじ,あ
13.597,13.931,92,蜜の味,味
13.764,13.931,0,みつのあじ,じ
13.931,14.098,0,のろいのあいがん,の
13.931,14.098,92,呪いの愛玩,呪
14.098,14.231,0,のろいのあいがん,ろ
14.098,14.231,92,呪いの愛玩,呪
14.231,14.398,0,のろいのあいがん,い
14.231,14.398,92,呪いの愛玩,い
14.398,14.531,0,のろいのあいがん,の
14.398,14.531,92,呪いの愛玩,の
14.531,14.698,0,のろいのあいがん,あ
14.531,14.698,92,呪いの愛玩,愛
14.698,14.832,0,のろいのあいがん,い
14.698,14.832,92,呪いの愛玩,愛
14.832,14.999,0,のろいのあいがん,が
14.832,15.232,92,呪いの愛玩,玩
14.999,15.232,0,のろいのあいがん,ん
15.232,15.366,0,すりへってにごってあいらぶじぶん,す
15.232,15.366,92,すり減って濁ってあいらぶじぶん,す
15.366,15.432,0,すりへってにごってあいらぶじぶん,り
15.366,15.432,92,すり減って濁ってあいらぶじぶん,り
15.432,15.566,0,すりへってにごってあいらぶじぶん,へ
15.432,15.566,92,すり減って濁ってあいらぶじぶん,減
15.566,15.666,0,すりへってにごってあいらぶじぶん,っ
15.566,15.666,92,すり減って濁ってあいらぶじぶん,っ
15.666,15.899,0,すりへってにごってあいらぶじぶん,て
15.666,15.899,92,すり減って濁ってあいらぶじぶん,て
15.899,16.066,0,すりへってにごってあいらぶじぶん,に
15.899,16.066,92,すり減って濁ってあいらぶじぶん,濁
16.066,16.2,0,すりへってにごってあいらぶじぶん,ご
16.066,16.2,92,すり減って濁ってあいらぶじぶん,濁
16.2,16.3,0,すりへってにごってあいらぶじぶん,っ
16.2,16.3,92,すり減って濁ってあいらぶじぶん,っ
16.3,16.5,0,すりへってにごってあいらぶじぶん,て
16.3,16.5,92,すり減って濁ってあいらぶじぶん,て
16.5,16.667,0,すりへってにごってあいらぶじぶん,あ
16.5,16.667,92,すり減って濁ってあいらぶじぶん,あ
16.667,16.834,0,すりへってにごってあいらぶじぶん,い
16.667,16.834,92,すり減って濁ってあいらぶじぶん,い
16.834,16.967,0,すりへってにごってあいらぶじぶん,ら
16.834,16.967,92,すり減って濁ってあいらぶじぶん,ら
16.967,17.134,0,すりへってにごってあいらぶじぶん,ぶ
16.967,17.134,92,すり減って濁ってあいらぶじぶん,ぶ
17.134,17.267,0,すりへってにごってあいらぶじぶん,じ
17.134,17.267,92,すり減って濁ってあいらぶじぶん,じ
17.267,17.401,0,すりへってにごってあいらぶじぶん,ぶ
17.267,17.401,92,すり減って濁ってあいらぶじぶん,ぶ
17.401,17.735,0,すりへってにごってあいらぶじぶん,ん
17.401,17.735,92,すり減って濁ってあいらぶじぶん,ん
17.735,17.801,0,いつだってそうやってこもってふかんしょう,い
17.735,17.801,92,いつだってそうやって籠もって不感傷,い
17.801,17.868,0,いつだってそうやってこもってふかんしょう,つ
17.801,17.868,92,いつだってそうやって籠もって不感傷,つ
17.868,18.002,0,いつだってそうやってこもってふかんしょう,だ
17.868,18.002,92,いつだってそうやって籠もって不感傷,だ
18.002,18.102,0,いつだってそうやってこもってふかんしょう,っ
18.002,18.102,92,いつだってそうやって籠もって不感傷,っ
18.102,18.335,0,いつだってそうやってこもってふかんしょう,て
18.102,18.335,92,いつだってそうやって籠もって不感傷,て
18.335,18.402,0,いつだってそうやってこもってふかんしょう,そ
18.335,18.402,92,いつだってそうやって籠もって不感傷,そ
18.402,18.502,0,いつだってそうやってこもってふかんしょう,う
18.402,18.502,92,いつだってそうやって籠もって不感傷,う
18.502,18.635,0,いつだってそうやってこもってふかんしょう,や
18.502,18.635,92,いつだってそうやって籠もって不感傷,や
18.635,18.736,0,いつだってそうやってこもってふかんしょう,っ
18.635,18.736,92,いつだってそうやって籠もって不感傷,っ
18.736,18.969,0,いつだってそうやってこもってふかんしょう,て
18.736,18.969,92,いつだってそうやって籠もって不感傷,て
18.969,19.103,0,いつだってそうやってこもってふかんしょう,こ
18.969,19.103,92,いつだってそうやって籠もって不感傷,籠
19.103,19.269,0,いつだってそうやってこもってふかんしょう,も
19.103,19.269,92,いつだってそうやって籠もって不感傷,も
19.269,19.403,0,いつだってそうやってこもってふかんしょう,っ
19.269,19.403,92,いつだってそうやって籠もって不感傷,っ
19.403,19.57,0,いつだってそうやってこもってふかんしょう,て
19.403,19.57,92,いつだってそうやって籠もって不感傷,て
19.57,19.703,0,いつだってそうやってこもってふかんしょう,ふ
19.57,19.703,92,いつだってそうやって籠もって不感傷,不
19.703,19.87,0,いつだってそうやってこもってふかんしょう,か
19.703,19.87,92,いつだってそうやって籠もって不感傷,感
19.87,20.037,0,いつだってそうやってこもってふかんしょう,ん
19.87,20.037,92,いつだってそうやって籠もって不感傷,感
20.037,20.17,0,いつだってそうやってこもってふかんしょう,しょ
20.037,20.504,92,いつだってそうやって籠もって不感傷,傷
20.17,20.504,0,いつだってそうやってこもってふかんしょう,う
20.504,20.571,0,おきなってきすをしてみるけど,お
20.504,20.571,92,起きなってキスをしてみるけど,起
20.571,20.671,0,おきなってきすをしてみるけど,き
20.571,20.671,92,起きなってキスをしてみるけど,き
20.671,20.804,0,おきなってきすをしてみるけど,な
20.671,20.804,92,起きなってキスをしてみるけど,な
20.804,20.971,0,おきなってきすをしてみるけど,って
20.804,20.971,92,起きなってキスをしてみるけど,って
20.971,21.105,0,おきなってきすをしてみるけど,き
20.971,21.105,92,起きなってキスをしてみるけど,キ
21.105,21.271,0,おきなってきすをしてみるけど,す
21.105,21.271,92,起きなってキスをしてみるけど,ス
21.271,21.405,0,おきなってきすをしてみるけど,を
21.271,21.405,92,起きなってキスをしてみるけど,を
21.405,21.572,0,おきなってきすをしてみるけど,し
21.405,21.572,92,起きなってキスをしてみるけど,し
21.572,21.739,0,おきなってきすをしてみるけど,て
21.572,21.739,92,起きなってキスをしてみるけど,て
21.739,21.872,0,おきなってきすをしてみるけど,み
21.739,21.872,92,起きなってキスをしてみるけど,み
21.872,22.039,0,おきなってきすをしてみるけど,る
21.872,22.039,92,起きなってキスをしてみるけど,る
22.039,22.172,0,おきなってきすをしてみるけど,け
22.039,22.172,92,起きなってキスをしてみるけど,け
22.172,22.639,0,おきなってきすをしてみるけど,ど
22.172,22.639,92,起きなってキスをしてみるけど,ど
22.639,22.806,0,かわいたかさぶた,か
22.639,22.806,92,乾いたかさぶた,乾
22.806,22.906,0,かわいたかさぶた,わ
22.806,22.906,92,乾いたかさぶた,乾
22.906,23.007,0,かわいたかさぶた,い
22.906,23.007,92,乾いたかさぶた,い
23.007,23.24,0,かわいたかさぶた,た
23.007,23.24,92,乾いたかさぶた,た
23.24,23.407,0,かわいたかさぶた,か
23.24,23.407,92,乾いたかさぶた,か
23.407,23.574,0,かわいたかさぶた,さ
23.407,23.574,92,乾いたかさぶた,さ
23.574,23.64,0,かわいたかさぶた,ぶ
23.574,23.64,92,乾いたかさぶた,ぶ
23.64,23.874,0,かわいたかさぶた,た
23.64,23.874,92,乾いたかさぶた,た
23.874,24.041,0,いたってなるんだ,い
23.874,24.041,92,痛ってなるんだ,痛
24.041,24.174,0,いたってなるんだ,た
24.041,24.174,92,痛ってなるんだ,痛
24.174,24.341,0,いたってなるんだ,っ
24.174,24.341,92,痛ってなるんだ,っ
24.341,24.508,0,いたってなるんだ,て
24.341,24.508,92,痛ってなるんだ,て
24.508,24.641,0,いたってなるんだ,な
24.508,24.641,92,痛ってなるんだ,な
24.641,24.808,0,いたってなるんだ,る
24.641,24.808,92,痛ってなるんだ,る
24.808,24.942,0,いたってなるんだ,ん
24.808,24.942,92,痛ってなるんだ,ん
24.942,25.342,0,いたってなるんだ,だ
24.942,25.342,92,痛ってなるんだ,だ
25.342,25.542,0,わがままにえらんではぽいってして,わ
25.342,25.542,92,わがままに選んではポイってして,わ
25.542,25.709,0,わがままにえらんではぽいってして,が
25.542,25.709,92,わがままに選んではポイってして,が
25.709,25.843,0,わがままにえらんではぽいってして,ま
25.709,25.843,92,わがままに選んではポイってして,ま
25.843,26.01,0,わがままにえらんではぽいってして,ま
25.843,26.01,92,わがままに選んではポイってして,ま
26.01,26.176,0,わがままにえらんではぽいってして,に
26.01,26.176,92,わがままに選んではポイってして,に
26.176,26.31,0,わがままにえらんではぽいってして,え
26.176,26.31,92,わがままに選んではポイってして,選
26.31,26.477,0,わがままにえらんではぽいってして,ら
26.31,26.477,92,わがままに選んではポイってして,選
26.477,26.61,0,わがままにえらんではぽいってして,ん
26.477,26.61,92,わがままに選んではポイってして,ん
26.61,26.777,0,わがままにえらんではぽいってして,で
26.61,26.777,92,わがままに選んではポイってして,で
26.777,26.91,0,わがままにえらんではぽいってして,は
26.777,26.91,92,わがままに選んではポイってして,は
26.91,27.077,0,わがままにえらんではぽいってして,ぽ
26.91,27.077,92,わがままに選んではポイってして,ポ
27.077,27.244,0,わがままにえらんではぽいってして,い
27.077,27.244,92,わがままに選んではポイってして,イ
27.244,27.378,0,わがままにえらんではぽいってして,って
27.244,27.378,92,わがままに選んではポイってして,って
27.378,27.544,0,わがままにえらんではぽいってして,し
27.378,27.544,92,わがままに選んではポイってして,し
27.544,27.878,0,わがままにえらんではぽいってして,て
27.544,27.878,92,わがままに選んではポイってして,て
27.878,28.012,0,りくつぬきでゆめとかしんじたい,り
27.878,28.012,92,理屈抜きで夢とか信じたい,理
28.012,28.145,0,りくつぬきでゆめとかしんじたい,く
28.012,28.145,92,理屈抜きで夢とか信じたい,屈
28.145,28.278,0,りくつぬきでゆめとかしんじたい,つ
28.145,28.278,92,理屈抜きで夢とか信じたい,屈
28.278,28.445,0,りくつぬきでゆめとかしんじたい,ぬ
28.278,28.445,92,理屈抜きで夢とか信じたい,抜
28.445,28.612,0,りくつぬきでゆめとかしんじたい,き
28.445,28.612,92,理屈抜きで夢とか信じたい,き
28.612,28.746,0,りくつぬきでゆめとかしんじたい,で
28.612,28.746,92,理屈抜きで夢とか信じたい,で
28.746,28.912,0,りくつぬきでゆめとかしんじたい,ゆ
28.746,28.912,92,理屈抜きで夢とか信じたい,夢
28.912,29.079,0,りくつぬきでゆめとかしんじたい,め
28.912,29.079,92,理屈抜きで夢とか信じたい,夢
29.079,29.213,0,りくつぬきでゆめとかしんじたい,と
29.079,29.213,92,理屈抜きで夢とか信じたい,と
29.213,29.38,0,りくつぬきでゆめとかしんじたい,か
29.213,29.38,92,理屈抜きで夢とか信じたい,か
29.38,29.513,0,りくつぬきでゆめとかしんじたい,し
29.38,29.513,92,理屈抜きで夢とか信じたい,信
29.513,29.68,0,りくつぬきでゆめとかしんじたい,ん
29.513,29.68,92,理屈抜きで夢とか信じたい,信
29.68,29.847,0,りくつぬきでゆめとかしんじたい,じ
29.68,29.847,92,理屈抜きで夢とか信じたい,じ
29.847,30.147,0,りくつぬきでゆめとかしんじたい,た
29.847,30.147,92,理屈抜きで夢とか信じたい,た
30.147,30.447,0,りくつぬきでゆめとかしんじたい,い
30.147,30.447,92,理屈抜きで夢とか信じたい,い
30.447,30.614,0,れっとうでどうかしちゃう,れ
30.447,30.614,92,劣等でどうかしちゃう,劣
30.614,30.748,0,れっとうでどうかしちゃう,っ
30.614,30.748,92,劣等でどうかしちゃう,劣
30.748,30.914,0,れっとうでどうかしちゃう,と
30.748,30.914,92,劣等でどうかしちゃう,等
30.914,31.081,0,れっとうでどうかしちゃう,う
30.914,31.081,92,劣等でどうかしちゃう,等
31.081,31.215,0,れっとうでどうかしちゃう,で
31.081,31.215,92,劣等でどうかしちゃう,で
31.215,31.348,0,れっとうでどうかしちゃう,ど
31.215,31.348,92,劣等でどうかしちゃう,ど
31.348,31.515,0,れっとうでどうかしちゃう,う
31.348,31.515,92,劣等でどうかしちゃう,う
31.515,31.682,0,れっとうでどうかしちゃう,か
31.515,31.682,92,劣等でどうかしちゃう,か
31.682,31.815,0,れっとうでどうかしちゃう,し
31.682,31.815,92,劣等でどうかしちゃう,し
31.815,31.982,0,れっとうでどうかしちゃう,ちゃ
31.815,31.982,92,劣等でどうかしちゃう,ちゃ
31.982,32.149,0,れっとうでどうかしちゃう,う
31.982,32.149,92,劣等でどうかしちゃう,う
32.149,32.316,0,まりおねっとなんかじゃない,ま
32.149,32.316,92,マリオネットなんかじゃない,マ
32.316,32.416,0,まりおねっとなんかじゃない,り
32.316,32.416,92,マリオネットなんかじゃない,リ
32.416,32.616,0,まりおねっとなんかじゃない,お
32.416,32.616,92,マリオネットなんかじゃない,オ
32.616,32.75,0,まりおねっとなんかじゃない,ね
32.616,32.75,92,マリオネットなんかじゃない,ネ
32.75,32.916,0,まりおねっとなんかじゃない,っ
32.75,32.916,92,マリオネットなんかじゃない,ッ
32.916,33.05,0,まりおねっとなんかじゃない,と
32.916,33.05,92,マリオネットなんかじゃない,ト
33.05,33.217,0,まりおねっとなんかじゃない,な
33.05,33.217,92,マリオネットなんかじゃない,な
33.217,33.35,0,まりおねっとなんかじゃない,ん
33.217,33.35,92,マリオネットなんかじゃない,ん
33.35,33.517,0,まりおねっとなんかじゃない,か
33.35,33.517,92,マリオネットなんかじゃない,か
33.517,33.65,0,まりおねっとなんかじゃない,じゃ
33.517,33.65,92,マリオネットなんかじゃない,じゃ
33.65,34.385,0,まりおねっとなんかじゃない,な
33.65,34.385,92,マリオネットなんかじゃない,な
34.385,34.618,0,まりおねっとなんかじゃない,い
34.385,34.618,92,マリオネットなんかじゃない,い
34.852,35.019,0,ぎたいじゃんごっこ,ぎ
34.852,35.019,92,擬態じゃんごっこ,擬
35.019,35.185,0,ぎたいじゃんごっこ,た
35.019,35.185,92,擬態じゃんごっこ,態
35.185,35.319,0,ぎたいじゃんごっこ,い
35.185,35.319,92,擬態じゃんごっこ,態
35.319,35.486,0,ぎたいじゃんごっこ,じゃ
35.319,35.486,92,擬態じゃんごっこ,じゃ
35.486,35.652,0,ぎたいじゃんごっこ,ん
35.486,35.652,92,擬態じゃんごっこ,ん
35.652,35.819,0,ぎたいじゃんごっこ,ご
35.652,35.819,92,擬態じゃんごっこ,ご
35.819,35.953,0,ぎたいじゃんごっこ,っ
35.819,35.953,92,擬態じゃんごっこ,っ
35.953,36.12,0,ぎたいじゃんごっこ,こ
35.953,36.12,92,擬態じゃんごっこ,こ
36.12,36.286,92,いいねをもっと,い
36.12,36.286,0,いいねをもっと,い
36.286,36.42,92,いいねをもっと,い
36.286,36.42,0,いいねをもっと,い
36.42,36.553,92,いいねをもっと,ね
36.42,36.553,0,いいねをもっと,ね
36.553,36.72,92,いいねをもっと,を
36.553,36.72,0,いいねをもっと,を
36.72,36.887,92,いいねをもっと,も
36.72,36.887,0,いいねをもっと,も
36.887,37.021,92,いいねをもっと,っ
36.887,37.021,0,いいねをもっと,っ
37.021,37.321,92,いいねをもっと,と
37.021,37.321,0,いいねをもっと,と
37.321,37.488,92,つまんない,つ
37.321,37.488,0,つまんない,つ
37.488,37.721,92,つまんない,ま
37.488,37.721,0,つまんない,ま
37.721,37.788,92,つまんない,ん
37.721,37.788,0,つまんない,ん
37.788,37.988,92,つまんない,な
37.788,37.988,0,つまんない,な
37.988,38.088,92,つまんない,い
37.988,38.088,0,つまんない,い
38.088,38.255,92,あっそ,あ
38.088,38.255,0,あっそ,あ
38.255,38.389,92,あっそ,っ
38.255,38.389,0,あっそ,っ
38.389,38.555,92,あっそ,そ
38.389,38.555,0,あっそ,そ
38.555,38.722,0,ひょうりのしんでれら,ひょ
38.555,38.722,92,表裏のシンデレラ,表
38.722,38.856,0,ひょうりのしんでれら,う
38.722,38.856,92,表裏のシンデレラ,表
38.856,39.023,0,ひょうりのしんでれら,り
38.856,39.023,92,表裏のシンデレラ,裏
39.023,39.156,0,ひょうりのしんでれら,の
39.023,39.156,92,表裏のシンデレラ,の
39.156,39.323,0,ひょうりのしんでれら,し
39.156,39.323,92,表裏のシンデレラ,シ
39.323,39.456,0,ひょうりのしんでれら,ん
39.323,39.456,92,表裏のシンデレラ,ン
39.456,39.623,0,ひょうりのしんでれら,で
39.456,39.623,92,表裏のシンデレラ,デ
39.623,39.757,0,ひょうりのしんでれら,れ
39.623,39.757,92,表裏のシンデレラ,レ
39.757,40.09,0,ひょうりのしんでれら,ら
39.757,40.09,92,表裏のシンデレラ,ラ
40.09,40.224,0,「かなえたい」「きえたい」,か
40.09,40.224,92,「叶えたい」「消えたい」,叶
40.224,40.357,0,「かなえたい」「きえたい」,な
