start,end,line,unformatted,token
1.251,3.921,92,music:seibin,music:seibin
1.251,11.962,7,violet,violet
3.921,6.59,92,lyricsmovie:lumina,lyricsmovie:lumina
6.59,9.259,92,stringsarrangement:benicx,stringsarrangement:benicx
9.259,11.962,92,illustration&amp;vocals:ninomaeina\'nis,illustration&amp;vocals:ninomaeina\'nis
12.262,12.429,7,はながねるよるなみにうつったほし,は
12.262,12.429,92,花が寝る夜　波に映った星,花
12.429,12.596,7,はながねるよるなみにうつったほし,な
12.429,12.596,92,花が寝る夜　波に映った星,花
12.596,12.93,7,はながねるよるなみにうつったほし,が
12.596,12.93,92,花が寝る夜　波に映った星,が
12.93,13.13,7,はながねるよるなみにうつったほし,ね
12.93,13.13,92,花が寝る夜　波に映った星,寝
13.13,13.464,7,はながねるよるなみにうつったほし,る
13.13,13.464,92,花が寝る夜　波に映った星,る
13.464,13.831,7,はながねるよるなみにうつったほし,よ
13.464,13.831,92,花が寝る夜　波に映った星,夜
13.831,14.264,7,はながねるよるなみにうつったほし,る
13.831,14.264,92,花が寝る夜　波に映った星,　
14.264,14.565,7,はながねるよるなみにうつったほし,な
14.264,14.565,92,花が寝る夜　波に映った星,波
14.565,14.932,7,はながねるよるなみにうつったほし,み
14.565,14.932,92,花が寝る夜　波に映った星,波
14.932,15.132,7,はながねるよるなみにうつったほし,に
14.932,15.132,92,花が寝る夜　波に映った星,に
15.132,15.499,7,はながねるよるなみにうつったほし,う
15.132,15.499,92,花が寝る夜　波に映った星,映っ
15.499,15.799,7,はながねるよるなみにうつったほし,つっ
15.499,15.799,92,花が寝る夜　波に映った星,映っ
15.799,16.133,7,はながねるよるなみにうつったほし,た
15.799,16.133,92,花が寝る夜　波に映った星,た
16.133,16.5,7,はながねるよるなみにうつったほし,ほ
16.133,17.601,92,花が寝る夜　波に映った星,星
16.5,17.601,7,はながねるよるなみにうつったほし,し
17.601,17.935,7,うねるつきがあしをくすぐる,う
17.601,17.935,92,うねる月が足をくすぐる,う
17.935,18.135,7,うねるつきがあしをくすぐる,ね
17.935,18.135,92,うねる月が足をくすぐる,ね
18.135,18.502,7,うねるつきがあしをくすぐる,る
18.135,18.502,92,うねる月が足をくすぐる,る
18.502,18.802,7,うねるつきがあしをくすぐる,つ
18.502,18.802,92,うねる月が足をくすぐる,月
18.802,19.136,7,うねるつきがあしをくすぐる,き
18.802,19.136,92,うねる月が足をくすぐる,月
19.136,19.603,7,うねるつきがあしをくすぐる,が
19.136,19.603,92,うねる月が足をくすぐる,が
19.603,19.77,7,うねるつきがあしをくすぐる,あ
19.603,19.77,92,うねる月が足をくすぐる,足
19.77,19.937,7,うねるつきがあしをくすぐる,し
19.77,19.937,92,うねる月が足をくすぐる,足
19.937,20.27,7,うねるつきがあしをくすぐる,を
19.937,20.27,92,うねる月が足をくすぐる,を
20.27,20.471,7,うねるつきがあしをくすぐる,く
20.27,20.471,92,うねる月が足をくすぐる,く
20.471,20.804,7,うねるつきがあしをくすぐる,す
20.471,20.804,92,うねる月が足をくすぐる,す
20.804,20.938,7,うねるつきがあしをくすぐる,ぐ
20.804,20.938,92,うねる月が足をくすぐる,ぐ
20.938,22.94,7,うねるつきがあしをくすぐる,る
20.938,22.94,92,うねる月が足をくすぐる,る
22.94,23.14,7,ながれるひかりにそっていってみたら,な
22.94,23.14,92,流れる光に沿って行ってみたら,流
23.14,23.273,7,ながれるひかりにそっていってみたら,が
23.14,23.273,92,流れる光に沿って行ってみたら,流
23.273,23.607,7,ながれるひかりにそっていってみたら,れ
23.273,23.607,92,流れる光に沿って行ってみたら,れ
23.607,23.774,7,ながれるひかりにそっていってみたら,る
23.607,23.774,92,流れる光に沿って行ってみたら,る
23.774,24.108,7,ながれるひかりにそっていってみたら,ひ
23.774,24.108,92,流れる光に沿って行ってみたら,光
24.108,24.441,7,ながれるひかりにそっていってみたら,か
24.108,24.441,92,流れる光に沿って行ってみたら,光
24.441,24.942,7,ながれるひかりにそっていってみたら,り
24.441,24.942,92,流れる光に沿って行ってみたら,光
24.942,25.275,7,ながれるひかりにそっていってみたら,に
24.942,25.275,92,流れる光に沿って行ってみたら,に
25.275,25.609,7,ながれるひかりにそっていってみたら,そっ
25.275,25.609,92,流れる光に沿って行ってみたら,沿っ
25.609,25.776,7,ながれるひかりにそっていってみたら,て
25.609,25.776,92,流れる光に沿って行ってみたら,て
25.776,26.11,7,ながれるひかりにそっていってみたら,いっ
25.776,26.11,92,流れる光に沿って行ってみたら,行っ
26.11,26.443,7,ながれるひかりにそっていってみたら,て
26.11,26.443,92,流れる光に沿って行ってみたら,て
26.443,26.777,7,ながれるひかりにそっていってみたら,み
26.443,26.777,92,流れる光に沿って行ってみたら,み
26.777,27.111,7,ながれるひかりにそっていってみたら,た
26.777,27.111,92,流れる光に沿って行ってみたら,た
27.111,28.245,7,ながれるひかりにそっていってみたら,ら
27.111,28.245,92,流れる光に沿って行ってみたら,ら
28.245,28.412,7,みみにささやいたきみにとどくかな,み
28.245,28.412,92,耳に囁いた君に届くかな,耳
28.412,28.612,7,みみにささやいたきみにとどくかな,み
28.412,28.612,92,耳に囁いた君に届くかな,耳
28.612,28.879,7,みみにささやいたきみにとどくかな,に
28.612,28.879,92,耳に囁いた君に届くかな,に
28.879,29.113,7,みみにささやいたきみにとどくかな,さ
28.879,29.113,92,耳に囁いた君に届くかな,囁
29.113,29.413,7,みみにささやいたきみにとどくかな,さ
29.113,29.413,92,耳に囁いた君に届くかな,囁
29.413,29.546,7,みみにささやいたきみにとどくかな,や
29.413,29.546,92,耳に囁いた君に届くかな,囁
29.546,29.747,7,みみにささやいたきみにとどくかな,い
29.546,29.747,92,耳に囁いた君に届くかな,い
29.747,30.247,7,みみにささやいたきみにとどくかな,た
29.747,30.247,92,耳に囁いた君に届くかな,た
30.247,30.414,7,みみにささやいたきみにとどくかな,き
30.247,30.414,92,耳に囁いた君に届くかな,君
30.414,30.581,7,みみにささやいたきみにとどくかな,み
30.414,30.581,92,耳に囁いた君に届くかな,君
30.581,30.881,7,みみにささやいたきみにとどくかな,に
30.581,30.881,92,耳に囁いた君に届くかな,に
30.881,31.115,7,みみにささやいたきみにとどくかな,と
30.881,31.115,92,耳に囁いた君に届くかな,届
31.115,31.382,7,みみにささやいたきみにとどくかな,ど
31.115,31.382,92,耳に囁いた君に届くかな,届
31.382,31.548,7,みみにささやいたきみにとどくかな,く
31.382,31.548,92,耳に囁いた君に届くかな,く
31.548,31.715,7,みみにささやいたきみにとどくかな,か
31.548,31.715,92,耳に囁いた君に届くかな,か
31.715,32.616,7,みみにささやいたきみにとどくかな,な
31.715,32.616,92,耳に囁いた君に届くかな,な
32.95,33.25,7,いまてをつないでもせいいっぱいだきしめてみても,い
32.95,33.25,92,今手をつないでも精一杯抱きしめてみても,今
33.25,33.55,7,いまてをつないでもせいいっぱいだきしめてみても,ま
33.25,33.55,92,今手をつないでも精一杯抱きしめてみても,今
33.55,33.717,7,いまてをつないでもせいいっぱいだきしめてみても,て
33.55,33.717,92,今手をつないでも精一杯抱きしめてみても,手
33.717,33.917,7,いまてをつないでもせいいっぱいだきしめてみても,を
33.717,33.917,92,今手をつないでも精一杯抱きしめてみても,を
33.917,34.118,7,いまてをつないでもせいいっぱいだきしめてみても,つ
33.917,34.118,92,今手をつないでも精一杯抱きしめてみても,つ
34.118,34.284,7,いまてをつないでもせいいっぱいだきしめてみても,な
34.118,34.284,92,今手をつないでも精一杯抱きしめてみても,な
34.284,34.418,7,いまてをつないでもせいいっぱいだきしめてみても,い
34.284,34.418,92,今手をつないでも精一杯抱きしめてみても,い
34.418,34.785,7,いまてをつないでもせいいっぱいだきしめてみても,で
34.418,34.785,92,今手をつないでも精一杯抱きしめてみても,で
34.785,35.619,7,いまてをつないでもせいいっぱいだきしめてみても,も
34.785,35.619,92,今手をつないでも精一杯抱きしめてみても,も
35.619,35.786,7,いまてをつないでもせいいっぱいだきしめてみても,せ
35.619,35.786,92,今手をつないでも精一杯抱きしめてみても,精
35.786,35.953,7,いまてをつないでもせいいっぱいだきしめてみても,い
35.786,35.953,92,今手をつないでも精一杯抱きしめてみても,精
35.953,36.086,7,いまてをつないでもせいいっぱいだきしめてみても,い
35.953,36.086,92,今手をつないでも精一杯抱きしめてみても,一
36.086,36.253,7,いまてをつないでもせいいっぱいだきしめてみても,っ
36.086,36.253,92,今手をつないでも精一杯抱きしめてみても,一
36.253,36.42,7,いまてをつないでもせいいっぱいだきしめてみても,ぱ
36.253,36.42,92,今手をつないでも精一杯抱きしめてみても,杯
36.42,36.587,7,いまてをつないでもせいいっぱいだきしめてみても,い
36.42,36.587,92,今手をつないでも精一杯抱きしめてみても,杯
36.587,36.787,7,いまてをつないでもせいいっぱいだきしめてみても,だ
36.587,36.787,92,今手をつないでも精一杯抱きしめてみても,抱
36.787,36.92,7,いまてをつないでもせいいっぱいだきしめてみても,き
36.787,36.92,92,今手をつないでも精一杯抱きしめてみても,き
36.92,37.087,7,いまてをつないでもせいいっぱいだきしめてみても,し
36.92,37.087,92,今手をつないでも精一杯抱きしめてみても,し
37.087,37.221,7,いまてをつないでもせいいっぱいだきしめてみても,め
37.087,37.221,92,今手をつないでも精一杯抱きしめてみても,め
37.221,37.321,7,いまてをつないでもせいいっぱいだきしめてみても,て
37.221,37.321,92,今手をつないでも精一杯抱きしめてみても,て
37.321,37.421,7,いまてをつないでもせいいっぱいだきしめてみても,み
37.321,37.421,92,今手をつないでも精一杯抱きしめてみても,み
37.421,37.721,7,いまてをつないでもせいいっぱいだきしめてみても,て
37.421,37.721,92,今手をつないでも精一杯抱きしめてみても,て
37.721,38.122,7,いまてをつないでもせいいっぱいだきしめてみても,も
37.721,38.122,92,今手をつないでも精一杯抱きしめてみても,も
38.122,38.255,7,そらはあきにみちるんだ,そ
38.122,38.255,92,空は秋に満ちるんだ,空
38.255,38.589,7,そらはあきにみちるんだ,ら
38.255,38.589,92,空は秋に満ちるんだ,空
38.589,38.889,7,そらはあきにみちるんだ,は
38.589,38.889,92,空は秋に満ちるんだ,は
38.889,39.123,7,そらはあきにみちるんだ,あ
38.889,39.123,92,空は秋に満ちるんだ,秋
39.123,39.623,7,そらはあきにみちるんだ,き
39.123,39.623,92,空は秋に満ちるんだ,秋
39.623,39.757,7,そらはあきにみちるんだ,に
39.623,39.757,92,空は秋に満ちるんだ,に
39.757,40.257,7,そらはあきにみちるんだ,み
39.757,40.257,92,空は秋に満ちるんだ,満
40.257,40.591,7,そらはあきにみちるんだ,ち
40.257,40.591,92,空は秋に満ちるんだ,ち
40.591,40.758,7,そらはあきにみちるんだ,る
40.591,40.758,92,空は秋に満ちるんだ,る
40.758,40.958,7,そらはあきにみちるんだ,ん
40.758,40.958,92,空は秋に満ちるんだ,ん
40.958,42.926,7,そらはあきにみちるんだ,だ
40.958,42.926,92,空は秋に満ちるんだ,だ
43.594,43.927,7,ゆびさきでゆらゆらとそのうごきが,ゆ
43.594,43.927,92,指先でゆらゆらとその動きが,指
43.927,44.261,7,ゆびさきでゆらゆらとそのうごきが,び
43.927,44.261,92,指先でゆらゆらとその動きが,指
44.261,44.595,7,ゆびさきでゆらゆらとそのうごきが,さ
44.261,44.595,92,指先でゆらゆらとその動きが,先
44.595,44.928,7,ゆびさきでゆらゆらとそのうごきが,き
44.595,44.928,92,指先でゆらゆらとその動きが,先
44.928,45.129,7,ゆびさきでゆらゆらとそのうごきが,で
44.928,45.129,92,指先でゆらゆらとその動きが,で
45.129,45.596,7,ゆびさきでゆらゆらとそのうごきが,ゆ
45.129,45.596,92,指先でゆらゆらとその動きが,ゆ
45.596,45.929,7,ゆびさきでゆらゆらとそのうごきが,ら
45.596,45.929,92,指先でゆらゆらとその動きが,ら
45.929,46.263,7,ゆびさきでゆらゆらとそのうごきが,ゆ
45.929,46.263,92,指先でゆらゆらとその動きが,ゆ
46.263,46.463,7,ゆびさきでゆらゆらとそのうごきが,ら
46.263,46.463,92,指先でゆらゆらとその動きが,ら
46.463,47.598,7,ゆびさきでゆらゆらとそのうごきが,と
46.463,47.598,92,指先でゆらゆらとその動きが,と
47.598,47.798,7,ゆびさきでゆらゆらとそのうごきが,そ
47.598,47.798,92,指先でゆらゆらとその動きが,そ
47.798,47.998,7,ゆびさきでゆらゆらとそのうごきが,の
47.798,47.998,92,指先でゆらゆらとその動きが,の
47.998,48.298,7,ゆびさきでゆらゆらとそのうごきが,う
47.998,48.298,92,指先でゆらゆらとその動きが,動
48.298,48.599,7,ゆびさきでゆらゆらとそのうごきが,ご
48.298,48.599,92,指先でゆらゆらとその動きが,動
48.599,48.966,7,ゆびさきでゆらゆらとそのうごきが,き
48.599,48.966,92,指先でゆらゆらとその動きが,き
48.966,49.933,7,ゆびさきでゆらゆらとそのうごきが,が
48.966,49.933,92,指先でゆらゆらとその動きが,が
49.933,50.267,7,とまったとけいのはりにふみこんだ,と
49.933,50.267,92,止まった時計の針に踏み込んだ,止
50.267,50.601,7,とまったとけいのはりにふみこんだ,ま
50.267,50.601,92,止まった時計の針に踏み込んだ,ま
50.601,50.934,7,とまったとけいのはりにふみこんだ,っ
50.601,50.934,92,止まった時計の針に踏み込んだ,っ
50.934,51.268,7,とまったとけいのはりにふみこんだ,た
50.934,51.268,92,止まった時計の針に踏み込んだ,た
51.268,51.602,7,とまったとけいのはりにふみこんだ,と
51.268,51.602,92,止まった時計の針に踏み込んだ,時
51.602,52.069,7,とまったとけいのはりにふみこんだ,け
51.602,52.069,92,止まった時計の針に踏み込んだ,計
52.069,52.269,7,とまったとけいのはりにふみこんだ,い
52.069,52.269,92,止まった時計の針に踏み込んだ,計
52.269,52.803,7,とまったとけいのはりにふみこんだ,の
52.269,52.803,92,止まった時計の針に踏み込んだ,の
52.803,52.936,7,とまったとけいのはりにふみこんだ,は
52.803,52.936,92,止まった時計の針に踏み込んだ,針
52.936,53.103,7,とまったとけいのはりにふみこんだ,り
52.936,53.103,92,止まった時計の針に踏み込んだ,針
53.103,53.303,7,とまったとけいのはりにふみこんだ,に
53.103,53.303,92,止まった時計の針に踏み込んだ,に
53.303,53.504,7,とまったとけいのはりにふみこんだ,ふ
53.303,53.504,92,止まった時計の針に踏み込んだ,踏
53.504,53.804,7,とまったとけいのはりにふみこんだ,み
53.504,53.804,92,止まった時計の針に踏み込んだ,み
53.804,54.004,7,とまったとけいのはりにふみこんだ,こ
53.804,54.004,92,止まった時計の針に踏み込んだ,込
54.004,54.138,7,とまったとけいのはりにふみこんだ,ん
54.004,54.138,92,止まった時計の針に踏み込んだ,ん
54.138,54.605,7,とまったとけいのはりにふみこんだ,だ
54.138,54.605,92,止まった時計の針に踏み込んだ,だ
54.605,54.972,7,かたまったねがいさえはなれたいまは,か
54.605,54.972,92,固まった願いさえ離れた今は,固
54.972,55.272,7,かたまったねがいさえはなれたいまは,た
54.972,55.272,92,固まった願いさえ離れた今は,固
55.272,55.472,7,かたまったねがいさえはなれたいまは,ま
55.272,55.472,92,固まった願いさえ離れた今は,ま
55.472,55.606,7,かたまったねがいさえはなれたいまは,っ
55.472,55.606,92,固まった願いさえ離れた今は,っ
55.606,55.806,7,かたまったねがいさえはなれたいまは,た
55.606,55.806,92,固まった願いさえ離れた今は,た
55.806,56.273,7,かたまったねがいさえはなれたいまは,ね
55.806,56.273,92,固まった願いさえ離れた今は,願
56.273,56.607,7,かたまったねがいさえはなれたいまは,が
