start,end,line,unformatted,token
1.285,1.618,0,このなつはなんどもゆめみたなぎさのたからもの,こ
1.285,1.618,92,この夏は何度も夢見た渚の宝物,こ
1.618,1.952,0,このなつはなんどもゆめみたなぎさのたからもの,の
1.618,1.952,92,この夏は何度も夢見た渚の宝物,の
1.952,4.588,8,hololiveidolproject-飛んでk！ホロライブサマー作編曲：arm(iosys),hololiveidolproject-飛んでk！ホロライブサマー作編曲：arm(iosys)
1.952,2.286,0,このなつはなんどもゆめみたなぎさのたからもの,な
1.952,2.286,92,この夏は何度も夢見た渚の宝物,夏
2.286,2.453,0,このなつはなんどもゆめみたなぎさのたからもの,つ
2.286,2.453,92,この夏は何度も夢見た渚の宝物,夏
2.453,3.12,0,このなつはなんどもゆめみたなぎさのたからもの,は
2.453,3.12,92,この夏は何度も夢見た渚の宝物,は
3.12,3.287,0,このなつはなんどもゆめみたなぎさのたからもの,な
3.12,3.287,92,この夏は何度も夢見た渚の宝物,何
3.287,3.587,0,このなつはなんどもゆめみたなぎさのたからもの,ん
3.287,3.587,92,この夏は何度も夢見た渚の宝物,何
3.587,3.721,0,このなつはなんどもゆめみたなぎさのたからもの,ど
3.587,3.721,92,この夏は何度も夢見た渚の宝物,度
3.721,4.421,0,このなつはなんどもゆめみたなぎさのたからもの,も
3.721,4.421,92,この夏は何度も夢見た渚の宝物,も
4.421,4.555,0,このなつはなんどもゆめみたなぎさのたからもの,ゆ
4.421,4.555,92,この夏は何度も夢見た渚の宝物,夢
4.555,4.888,0,このなつはなんどもゆめみたなぎさのたからもの,め
4.555,4.888,92,この夏は何度も夢見た渚の宝物,夢
4.588,7.257,8,hololiveidolproject-飛んでk！ホロライブサマー作詞：七条レタス(iosys)&amp;まろん(iosys),hololiveidolproject-飛んでk！ホロライブサマー作詞：七条レタス(iosys)&amp;まろん(iosys)
4.888,5.089,0,このなつはなんどもゆめみたなぎさのたからもの,み
4.888,5.089,92,この夏は何度も夢見た渚の宝物,見
5.089,5.389,0,このなつはなんどもゆめみたなぎさのたからもの,た
5.089,5.389,92,この夏は何度も夢見た渚の宝物,た
5.389,5.723,0,このなつはなんどもゆめみたなぎさのたからもの,な
5.389,5.723,92,この夏は何度も夢見た渚の宝物,渚
5.723,6.056,0,このなつはなんどもゆめみたなぎさのたからもの,ぎ
5.723,6.056,92,この夏は何度も夢見た渚の宝物,渚
6.056,6.223,0,このなつはなんどもゆめみたなぎさのたからもの,さ
6.056,6.223,92,この夏は何度も夢見た渚の宝物,渚
6.223,6.557,0,このなつはなんどもゆめみたなぎさのたからもの,の
6.223,6.557,92,この夏は何度も夢見た渚の宝物,の
6.557,6.89,0,このなつはなんどもゆめみたなぎさのたからもの,た
6.557,6.89,92,この夏は何度も夢見た渚の宝物,宝
6.89,7.224,0,このなつはなんどもゆめみたなぎさのたからもの,か
6.89,7.224,92,この夏は何度も夢見た渚の宝物,宝
7.224,7.524,0,このなつはなんどもゆめみたなぎさのたからもの,ら
7.224,7.524,92,この夏は何度も夢見た渚の宝物,宝
7.257,9.893,8,hololiveidolproject-飛んでk！ホロライブサマーvocal：hololiveidolproject,hololiveidolproject-飛んでk！ホロライブサマーvocal：hololiveidolproject
7.524,7.725,0,このなつはなんどもゆめみたなぎさのたからもの,も
7.524,8.559,92,この夏は何度も夢見た渚の宝物,物
7.725,8.559,0,このなつはなんどもゆめみたなぎさのたからもの,の
8.559,9.193,85,shinysmile,shin
8.559,9.193,0,shinysmile,shin
9.193,9.893,85,shinysmile,y
9.193,9.893,0,shinysmile,y
9.893,14.465,85,shinysmile,smile
9.893,14.465,0,shinysmile,smile
9.893,10.561,92,smileyourheart,smile
9.893,10.561,7,smileyourheart,smile
10.561,11.195,92,smileyourheart,your
10.561,11.195,7,smileyourheart,your
11.195,11.862,85,hearttoheart,heart
11.195,11.862,0,hearttoheart,heart
11.195,14.465,92,smileyourheart,heart
11.195,14.465,7,smileyourheart,heart
11.862,12.496,85,hearttoheart,to
11.862,12.496,0,hearttoheart,to
12.496,14.465,85,hearttoheart,heart
12.496,14.465,0,hearttoheart,heart
14.465,15.099,92,ohyeah,oh
14.465,15.099,0,ohyeah,oh
15.099,17.101,92,ohyeah,yeah
15.099,17.101,0,ohyeah,yeah
17.101,17.434,85,（せーのっ）,（せー
17.101,17.434,7,（せーのっ）,（せー
17.434,17.768,85,（せーのっ）,のっ
17.434,17.768,7,（せーのっ）,のっ
17.768,17.935,92,ぴえん　ぱおん　はにゃん,ぴ
17.768,17.935,0,ぴえんぱおんはにゃん,ぴ
17.935,18.235,92,ぴえん　ぱおん　はにゃん,えん　
17.935,18.235,0,ぴえんぱおんはにゃん,えん
