start,end,line,unformatted,token
2.586,2.753,92,つかまえて、ほらこのshootingstar,つ
2.586,2.753,0,つかまえて、ほらこのshootingstar,つ
2.753,2.953,92,つかまえて、ほらこのshootingstar,か
2.753,2.953,0,つかまえて、ほらこのshootingstar,か
2.953,3.12,92,つかまえて、ほらこのshootingstar,ま
2.953,3.12,0,つかまえて、ほらこのshootingstar,ま
3.12,3.387,92,つかまえて、ほらこのshootingstar,え
3.12,3.387,0,つかまえて、ほらこのshootingstar,え
3.387,4.421,92,つかまえて、ほらこのshootingstar,て、
3.387,4.421,0,つかまえて、ほらこのshootingstar,て、
4.421,4.588,92,つかまえて、ほらこのshootingstar,ほ
4.421,4.588,0,つかまえて、ほらこのshootingstar,ほ
4.588,5.322,92,つかまえて、ほらこのshootingstar,ら
4.588,5.322,0,つかまえて、ほらこのshootingstar,ら
5.322,5.522,92,つかまえて、ほらこのshootingstar,こ
5.322,5.522,0,つかまえて、ほらこのshootingstar,こ
5.522,5.823,92,つかまえて、ほらこのshootingstar,の
5.522,5.823,0,つかまえて、ほらこのshootingstar,の
5.823,6.857,92,つかまえて、ほらこのshootingstar,shoot
5.823,6.857,0,つかまえて、ほらこのshootingstar,shoot
6.857,7.091,92,つかまえて、ほらこのshootingstar,ing
6.857,7.091,0,つかまえて、ほらこのshootingstar,ing
7.091,8.125,92,つかまえて、ほらこのshootingstar,star
7.091,8.125,0,つかまえて、ほらこのshootingstar,star
8.125,8.425,92,aworldofourfictionawaits...,a
8.125,12.262,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
8.425,8.892,92,aworldofourfictionawaits...,world
8.892,9.36,92,aworldofourfictionawaits...,of
9.36,9.66,92,aworldofourfictionawaits...,our
9.66,10.127,92,aworldofourfictionawaits...,fic
10.127,10.561,92,aworldofourfictionawaits...,tion
10.561,10.894,92,aworldofourfictionawaits...,a
10.894,12.262,92,aworldofourfictionawaits...,waits...
12.262,12.329,92,aworldofourfictionawaits...,waits...
12.262,12.329,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.329,12.396,92,aworldofourfictionawaits...,waits...
12.329,12.396,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.396,12.463,92,aworldofourfictionawaits...,waits...
12.396,12.463,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.463,12.529,92,aworldofourfictionawaits...,waits...
12.463,12.529,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.529,12.596,92,aworldofourfictionawaits...,waits...
12.529,12.596,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.596,12.663,92,aworldofourfictionawaits...,waits...
12.596,12.663,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.663,12.73,92,aworldofourfictionawaits...,waits...
12.663,12.73,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.73,12.796,92,aworldofourfictionawaits...,waits...
12.73,12.796,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.796,12.863,92,aworldofourfictionawaits...,waits...
12.796,12.863,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.863,12.93,92,aworldofourfictionawaits...,waits...
12.863,12.93,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.93,12.997,92,aworldofourfictionawaits...,waits...
12.93,12.997,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
12.997,13.063,92,aworldofourfictionawaits...,waits...
12.997,13.063,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
13.063,13.13,92,aworldofourfictionawaits...,waits...
13.063,13.13,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
13.13,13.197,92,aworldofourfictionawaits...,waits...
13.13,13.197,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
13.197,13.263,92,aworldofourfictionawaits...,waits...
13.197,13.263,0,僕らの描いた世界が待ってるんだ,僕らの描いた世界が待ってるんだ
27.644,28.045,0,ずっとおなじまいにちにまよいがあっても,ずっ
27.644,28.045,92,ずっと同じ毎日に迷いがあっても,ずっ
28.045,28.946,0,ずっとおなじまいにちにまよいがあっても,と
28.045,28.946,92,ずっと同じ毎日に迷いがあっても,と
28.946,29.079,0,ずっとおなじまいにちにまよいがあっても,お
28.946,29.079,92,ずっと同じ毎日に迷いがあっても,同
29.079,29.279,0,ずっとおなじまいにちにまよいがあっても,な
29.079,29.279,92,ずっと同じ毎日に迷いがあっても,同
29.279,29.413,0,ずっとおなじまいにちにまよいがあっても,じ
29.279,29.413,92,ずっと同じ毎日に迷いがあっても,じ
29.413,29.68,0,ずっとおなじまいにちにまよいがあっても,ま
29.413,29.68,92,ずっと同じ毎日に迷いがあっても,毎
29.68,29.98,0,ずっとおなじまいにちにまよいがあっても,い
29.68,29.98,92,ずっと同じ毎日に迷いがあっても,毎
29.98,30.28,0,ずっとおなじまいにちにまよいがあっても,に
29.98,30.28,92,ずっと同じ毎日に迷いがあっても,日
30.28,30.514,0,ずっとおなじまいにちにまよいがあっても,ち
30.28,30.514,92,ずっと同じ毎日に迷いがあっても,日
30.514,30.814,0,ずっとおなじまいにちにまよいがあっても,に
30.514,30.814,92,ずっと同じ毎日に迷いがあっても,に
30.814,30.948,0,ずっとおなじまいにちにまよいがあっても,ま
30.814,30.948,92,ずっと同じ毎日に迷いがあっても,迷
30.948,31.281,0,ずっとおなじまいにちにまよいがあっても,よ
30.948,31.281,92,ずっと同じ毎日に迷いがあっても,迷
31.281,31.582,0,ずっとおなじまいにちにまよいがあっても,い
31.281,31.582,92,ずっと同じ毎日に迷いがあっても,い
31.582,31.982,0,ずっとおなじまいにちにまよいがあっても,が
31.582,31.982,92,ずっと同じ毎日に迷いがあっても,が
31.982,32.182,0,ずっとおなじまいにちにまよいがあっても,あ
31.982,32.182,92,ずっと同じ毎日に迷いがあっても,あ
32.182,32.449,0,ずっとおなじまいにちにまよいがあっても,っ
32.182,32.449,92,ずっと同じ毎日に迷いがあっても,っ
32.449,32.783,0,ずっとおなじまいにちにまよいがあっても,て
32.449,32.783,92,ずっと同じ毎日に迷いがあっても,て
32.783,33.55,0,ずっとおなじまいにちにまよいがあっても,も
32.783,33.55,92,ずっと同じ毎日に迷いがあっても,も
33.55,33.684,0,きづかないふりをしてたんだ,き
33.55,33.684,92,気づかないふりをしてたんだ,気
33.684,33.851,0,きづかないふりをしてたんだ,づ
33.684,33.851,92,気づかないふりをしてたんだ,づ
33.851,34.018,0,きづかないふりをしてたんだ,か
33.851,34.018,92,気づかないふりをしてたんだ,か
34.018,34.385,0,きづかないふりをしてたんだ,な
34.018,34.385,92,気づかないふりをしてたんだ,な
34.385,34.618,0,きづかないふりをしてたんだ,い
34.385,34.618,92,気づかないふりをしてたんだ,い
34.618,34.918,0,きづかないふりをしてたんだ,ふ
34.618,34.918,92,気づかないふりをしてたんだ,ふ
34.918,35.185,0,きづかないふりをしてたんだ,り
34.918,35.185,92,気づかないふりをしてたんだ,り
35.185,35.386,0,きづかないふりをしてたんだ,を
35.185,35.386,92,気づかないふりをしてたんだ,を
35.386,35.686,0,きづかないふりをしてたんだ,し
35.386,35.686,92,気づかないふりをしてたんだ,し
35.686,35.853,0,きづかないふりをしてたんだ,て
35.686,35.853,92,気づかないふりをしてたんだ,て
35.853,36.153,0,きづかないふりをしてたんだ,た
35.853,36.153,92,気づかないふりをしてたんだ,た
36.153,36.453,0,きづかないふりをしてたんだ,ん
36.153,36.453,92,気づかないふりをしてたんだ,ん
36.453,37.521,0,きづかないふりをしてたんだ,だ
36.453,37.521,92,気づかないふりをしてたんだ,だ
37.521,37.688,0,ほんのちょっとのゆうきがまだだせなくって,ほ
37.521,37.688,92,ほんのちょっとの勇気がまだ出せなくって,ほ
37.688,37.855,0,ほんのちょっとのゆうきがまだだせなくって,ん
37.688,37.855,92,ほんのちょっとの勇気がまだ出せなくって,ん
37.855,38.689,0,ほんのちょっとのゆうきがまだだせなくって,の
37.855,38.689,92,ほんのちょっとの勇気がまだ出せなくって,の
38.689,39.023,0,ほんのちょっとのゆうきがまだだせなくって,ちょっ
38.689,39.023,92,ほんのちょっとの勇気がまだ出せなくって,ちょっ
39.023,39.223,0,ほんのちょっとのゆうきがまだだせなくって,と
39.023,39.223,92,ほんのちょっとの勇気がまだ出せなくって,と
39.223,39.523,0,ほんのちょっとのゆうきがまだだせなくって,の
39.223,39.523,92,ほんのちょっとの勇気がまだ出せなくって,の
39.523,39.823,0,ほんのちょっとのゆうきがまだだせなくって,ゆ
39.523,39.823,92,ほんのちょっとの勇気がまだ出せなくって,勇
39.823,40.09,0,ほんのちょっとのゆうきがまだだせなくって,う
39.823,40.09,92,ほんのちょっとの勇気がまだ出せなくって,勇
40.09,40.29,0,ほんのちょっとのゆうきがまだだせなくって,き
40.09,40.29,92,ほんのちょっとの勇気がまだ出せなくって,気
40.29,40.591,0,ほんのちょっとのゆうきがまだだせなくって,が
40.29,40.591,92,ほんのちょっとの勇気がまだ出せなくって,が
40.591,40.724,0,ほんのちょっとのゆうきがまだだせなくって,ま
40.591,40.724,92,ほんのちょっとの勇気がまだ出せなくって,ま
40.724,41.058,0,ほんのちょっとのゆうきがまだだせなくって,だ
40.724,41.058,92,ほんのちょっとの勇気がまだ出せなくって,だ
41.058,41.358,0,ほんのちょっとのゆうきがまだだせなくって,だ
41.058,41.358,92,ほんのちょっとの勇気がまだ出せなくって,出
41.358,41.658,0,ほんのちょっとのゆうきがまだだせなくって,せ
41.358,41.658,92,ほんのちょっとの勇気がまだ出せなくって,せ
