start,end,line,unformatted,token
1.41,1.61,-1,ポンコツなんていわないでよやぼなこと,ポン
1.41,1.61,0,ポンコツなんて言わないでよ野暮なこと,ポン
1.61,1.78,-1,ポンコツなんていわないでよやぼなこと,コ
1.61,1.78,0,ポンコツなんて言わないでよ野暮なこと,コ
1.78,1.89,-1,ポンコツなんていわないでよやぼなこと,ツ
1.78,1.89,0,ポンコツなんて言わないでよ野暮なこと,ツ
1.89,2.11,-1,ポンコツなんていわないでよやぼなこと,なん
1.89,2.11,0,ポンコツなんて言わないでよ野暮なこと,なん
2.11,2.22,-1,ポンコツなんていわないでよやぼなこと,て
2.11,2.22,0,ポンコツなんて言わないでよ野暮なこと,て
2.22,2.29,-1,ポンコツなんていわないでよやぼなこと,い
2.22,2.29,0,ポンコツなんて言わないでよ野暮なこと,言
2.29,2.42,-1,ポンコツなんていわないでよやぼなこと,わ
2.29,2.42,0,ポンコツなんて言わないでよ野暮なこと,わ
2.42,2.61,-1,ポンコツなんていわないでよやぼなこと,な
2.42,2.61,0,ポンコツなんて言わないでよ野暮なこと,な
2.61,2.82,-1,ポンコツなんていわないでよやぼなこと,い
2.61,2.82,0,ポンコツなんて言わないでよ野暮なこと,い
2.82,3.01,-1,ポンコツなんていわないでよやぼなこと,で
2.82,3.01,0,ポンコツなんて言わないでよ野暮なこと,で
3.01,3.18,-1,ポンコツなんていわないでよやぼなこと,よ
3.01,3.18,0,ポンコツなんて言わないでよ野暮なこと,よ
3.18,3.42,-1,ポンコツなんていわないでよやぼなこと,や
3.18,3.42,0,ポンコツなんて言わないでよ野暮なこと,野
3.42,3.6,-1,ポンコツなんていわないでよやぼなこと,ぼ
3.42,3.6,0,ポンコツなんて言わないでよ野暮なこと,暮
3.6,3.81,-1,ポンコツなんていわないでよやぼなこと,な
3.6,3.81,0,ポンコツなんて言わないでよ野暮なこと,な
3.81,4.02,-1,ポンコツなんていわないでよやぼなこと,こ
3.81,4.02,0,ポンコツなんて言わないでよ野暮なこと,こ
4.02,4.61,-1,ポンコツなんていわないでよやぼなこと,と
4.02,4.61,0,ポンコツなんて言わないでよ野暮なこと,と
4.61,4.82,0,これこそがあたしのリアル,こ
4.61,4.82,-1,これこそがあたしのリアル,こ
4.82,5.22,0,これこそがあたしのリアル,れ
4.82,5.22,-1,これこそがあたしのリアル,れ
5.22,5.62,0,これこそがあたしのリアル,こ
5.22,5.62,-1,これこそがあたしのリアル,こ
5.62,6.02,0,これこそがあたしのリアル,そ
5.62,6.02,-1,これこそがあたしのリアル,そ
6.02,6.42,0,これこそがあたしのリアル,が
6.02,6.42,-1,これこそがあたしのリアル,が
6.42,6.63,0,これこそがあたしのリアル,あ
6.42,6.63,-1,これこそがあたしのリアル,あ
6.63,6.81,0,これこそがあたしのリアル,た
6.63,6.81,-1,これこそがあたしのリアル,た
6.81,7.02,0,これこそがあたしのリアル,し
6.81,7.02,-1,これこそがあたしのリアル,し
7.02,7.21,0,これこそがあたしのリアル,の
7.02,7.21,-1,これこそがあたしのリアル,の
7.21,7.42,0,これこそがあたしのリアル,リ
7.21,7.42,-1,これこそがあたしのリアル,リ
7.42,7.62,0,これこそがあたしのリアル,ア
7.42,7.62,-1,これこそがあたしのリアル,ア
7.62,8.0,0,これこそがあたしのリアル,ル
