start,end,line,unformatted,segments,time_diff,unf_diff,line_diff,ref_start,ref_end,prev_segments,next_segments,token
174.424,175.292,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (1, 'け')]",False,True,True,True,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (1, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (102, 'け')]",け
174.258,174.424,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (1, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (102, 'だ'), (102, 'け')]",だ
174.091,174.258,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",ん
173.924,174.091,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",ぶ
173.59,173.924,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",の
173.29,173.59,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",み
173.056,173.29,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (1, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",た
172.723,173.056,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,False,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (1, 'h'), (102, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",い
171.355,172.723,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (102, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,False,False,True,"[(1, 'a'), (1, 'h'), (1, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (93, 'て'), (101, 'も')]",ah
232.049,232.883,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (93, 'て'), (101, 'も')]",True,True,False,True,False,"[(1, 'a'), (1, 'h'), (102, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]","[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (93, 'て'), (102, 'も')]",も
