start,end,line,unformatted,segments,time_diff,unf_diff,line_diff,ref_start,ref_end,prev_segments,next_segments,token
61.979,63.213,91,bass:keinakamuramixingengineer:岸本浩幸(umu),"[(3, 'b'), (3, 'a'), (3, 's'), (3, 's'), (3, ':'), (3, 'k'), (3, 'e'), (3, 'i'), (3, 'n'), (3, 'a'), (3, 'k'), (3, 'a'), (3, 'm'), (3, 'u'), (3, 'r'), (3, 'a'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '岸'), (3, '本'), (3, '浩'), (3, '幸'), (3, '('), (3, 'u'), (3, 'm'), (3, 'u'), (3, ')')]",False,True,True,True,True,"[(3, 'b'), (3, 'a'), (3, 's'), (3, 's'), (3, ':'), (3, 'k'), (3, 'e'), (3, 'i'), (3, 'n'), (3, 'a'), (3, 'k'), (3, 'a'), (3, 'm'), (3, 'u'), (3, 'r'), (3, 'a'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '岸'), (3, '本'), (3, '浩'), (3, '幸'), (3, '('), (3, 'u'), (3, 'm'), (3, 'u'), (3, ')')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]",bass:keinakamuramixingengineer:岸本浩幸(umu)
73.457,73.924,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]",True,True,True,True,False,"[(3, 'b'), (3, 'a'), (3, 's'), (3, 's'), (3, ':'), (3, 'k'), (3, 'e'), (3, 'i'), (3, 'n'), (3, 'a'), (3, 'k'), (3, 'a'), (3, 'm'), (3, 'u'), (3, 'r'), (3, 'a'), (3, 'm'), (3, 'i'), (3, 'x'), (3, 'i'), (3, 'n'), (3, 'g'), (3, 'e'), (3, 'n'), (3, 'g'), (3, 'i'), (3, 'n'), (3, 'e'), (3, 'e'), (3, 'r'), (3, ':'), (3, '岸'), (3, '本'), (3, '浩'), (3, '幸'), (3, '('), (3, 'u'), (3, 'm'), (3, 'u'), (3, ')')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",call.
73.29,73.457,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",re
73.157,73.29,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",don’t
72.856,73.157,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",i
72.689,72.856,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",where?
72.389,72.689,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (4, 'g'), (4, 'o'), (4, 'n'), (4, 'e'), (4, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",gone.
72.089,72.389,92,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (4, 'g'), (4, 'o'), (4, 'n'), (4, 'e'), (4, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,True,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]",i’m
73.457,73.924,0,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]",True,False,True,True,False,"[(3, 'i'), (3, '’'), (3, 'm'), (4, 'g'), (4, 'o'), (4, 'n'), (4, 'e'), (4, '.'), (4, 'w'), (4, 'h'), (4, 'e'), (4, 'r'), (4, 'e'), (4, '?'), (4, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",call.
73.29,73.457,0,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (3, 'c'), (3, 'a'), (3, 'l'), (3, 'l'), (3, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",re
73.157,73.29,0,i’mgone.where?idon’trecall.,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",False,False,False,False,False,"[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (3, 'd'), (3, 'o'), (3, 'n'), (3, '’'), (3, 't'), (3, 'r'), (3, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]","[(3, 'i'), (3, '’'), (3, 'm'), (3, 'g'), (3, 'o'), (3, 'n'), (3, 'e'), (3, '.'), (3, 'w'), (3, 'h'), (3, 'e'), (3, 'r'), (3, 'e'), (3, '?'), (3, 'i'), (4, 'd'), (4, 'o'), (4, 'n'), (4, '’'), (4, 't'), (4, 'r'), (4, 'e'), (4, 'c'), (4, 'a'), (4, 'l'), (4, 'l'), (4, '.')]",don’t
