start,end,line,unformatted,segments,ref_start,ref_end,token
173.423,174.491,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (150, 'u'), (161, 'w'), (173, 'e')]",True,False,we
173.023,173.423,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (150, 'u'), (174, 'w'), (174, 'e')]",False,False,u
172.689,173.023,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,u
172.356,172.689,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,ya
172.022,172.356,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,wa
171.622,172.022,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,fu
171.288,171.622,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,ci
170.954,171.288,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (174, 'c'), (174, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,la
170.587,170.954,0,elacifuwayauuwe,"[(1, 'e'), (174, 'l'), (174, 'a'), (174, 'c'), (174, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,True,e
162.112,163.18,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (150, 'u'), (161, 'w'), (173, 'e')]",True,False,we
161.778,162.112,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (150, 'u'), (174, 'w'), (174, 'e')]",False,False,u
161.411,161.778,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (136, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,u
161.078,161.411,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (112, 'y'), (123, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,ya
160.711,161.078,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'w'), (96, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,wa
160.344,160.711,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,fu
159.977,160.344,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,ci
159.643,159.977,0,elacifuwayauuwe,"[(1, 'e'), (14, 'l'), (25, 'a'), (174, 'c'), (174, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,False,la
159.276,159.643,0,elacifuwayauuwe,"[(1, 'e'), (174, 'l'), (174, 'a'), (174, 'c'), (174, 'i'), (174, 'f'), (174, 'u'), (174, 'w'), (174, 'a'), (174, 'y'), (174, 'a'), (174, 'u'), (174, 'u'), (174, 'w'), (174, 'e')]",False,True,e
272.222,274.891,0,elacifuyabawele,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'y'), (96, 'a'), (112, 'b'), (123, 'a'), (136, 'w'), (150, 'e'), (161, 'l'), (173, 'e')]",True,False,le
272.022,272.222,0,elacifuyabawele,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'y'), (96, 'a'), (112, 'b'), (123, 'a'), (136, 'w'), (150, 'e'), (174, 'l'), (174, 'e')]",False,False,we
271.521,272.022,0,elacifuyabawele,"[(1, 'e'), (14, 'l'), (25, 'a'), (39, 'c'), (52, 'i'), (63, 'f'), (77, 'u'), (86, 'y'), (96, 'a'), (112, 'b'), (123, 'a'), (174, 'w'), (174, 'e'), (174, 'l'), (174, 'e')]",False,False,ba
