start,end,line,unformatted,segments,ref_start,ref_end,token
221.905,222.806,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (3, 'う'), (3, 'に')]",True,False,に
221.038,221.905,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (3, 'う'), (2, 'に')]",False,False,う
220.771,221.038,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (2, 'う'), (2, 'に')]",False,False,よ
220.504,220.771,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,す
219.903,220.504,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,ま
219.336,219.903,0,あえますように,"[(3, 'あ'), (3, 'え'), (2, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,え
219.036,219.336,0,あえますように,"[(3, 'あ'), (2, 'え'), (2, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,True,あ
101.919,102.786,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (3, 'う'), (3, 'に')]",True,False,に
101.051,101.919,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (3, 'う'), (2, 'に')]",False,False,う
100.784,101.051,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (3, 'よ'), (2, 'う'), (2, 'に')]",False,False,よ
100.484,100.784,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (3, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,す
99.917,100.484,0,あえますように,"[(3, 'あ'), (3, 'え'), (3, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,ま
99.349,99.917,0,あえますように,"[(3, 'あ'), (3, 'え'), (2, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,False,え
99.049,99.349,0,あえますように,"[(3, 'あ'), (2, 'え'), (2, 'ま'), (2, 'す'), (2, 'よ'), (2, 'う'), (2, 'に')]",False,True,あ
161.078,162.212,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (3, 'や'), (3, 'い'), (3, 'て'), (3, 'た'), (3, 'い')]",True,False,い
160.777,161.078,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (3, 'や'), (3, 'い'), (3, 'て'), (3, 'た'), (2, 'い')]",False,False,た
160.511,160.777,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (3, 'や'), (3, 'い'), (3, 'て'), (2, 'た'), (2, 'い')]",False,False,て
160.21,160.511,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (3, 'や'), (3, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,い
159.376,160.21,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (3, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,や
158.509,159.376,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (3, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,が
157.641,158.509,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (3, 'か'), (2, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,か
156.807,157.641,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (3, 'も'), (2, 'か'), (2, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,も
155.939,156.807,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (3, 'た'), (2, 'も'), (2, 'か'), (2, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,た
155.639,155.939,0,あしたもかがやいてたい,"[(3, 'あ'), (3, 'し'), (2, 'た'), (2, 'も'), (2, 'か'), (2, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,False,し
155.372,155.639,0,あしたもかがやいてたい,"[(3, 'あ'), (2, 'し'), (2, 'た'), (2, 'も'), (2, 'か'), (2, 'が'), (2, 'や'), (2, 'い'), (2, 'て'), (2, 'た'), (2, 'い')]",False,True,あ
111.929,112.496,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (3, 'し'), (3, 'き'), (3, 'だ'), (3, 'い'), (3, 'て')]",True,False,て
111.662,111.929,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (3, 'し'), (3, 'き'), (3, 'だ'), (3, 'い'), (2, 'て')]",False,False,い
111.361,111.662,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (3, 'し'), (3, 'き'), (3, 'だ'), (2, 'い'), (2, 'て')]",False,False,だ
110.227,111.361,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (3, 'し'), (3, 'き'), (2, 'だ'), (2, 'い'), (2, 'て')]",False,False,き
109.96,110.227,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (3, 'し'), (2, 'き'), (2, 'だ'), (2, 'い'), (2, 'て')]",False,False,し
109.66,109.96,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (3, 'け'), (2, 'し'), (2, 'き'), (2, 'だ'), (2, 'い'), (2, 'て')]",False,False,け
109.359,109.66,0,あのけしきだいて,"[(3, 'あ'), (3, 'の'), (2, 'け'), (2, 'し'), (2, 'き'), (2, 'だ'), (2, 'い'), (2, 'て')]",False,False,の
109.059,109.359,0,あのけしきだいて,"[(3, 'あ'), (2, 'の'), (2, 'け'), (2, 'し'), (2, 'き'), (2, 'だ'), (2, 'い'), (2, 'て')]",False,True,あ
111.929,112.496,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (3, '色'), (3, '抱'), (3, 'い'), (3, 'て')]",True,False,て
111.662,111.929,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (3, '色'), (3, '抱'), (3, 'い'), (2, 'て')]",False,False,い
111.361,111.662,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (3, '色'), (3, '抱'), (2, 'い'), (2, 'て')]",False,False,抱
110.227,111.361,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (3, '色'), (2, '抱'), (2, 'い'), (2, 'て')]",False,False,<dupe>
109.96,110.227,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (3, '色'), (2, '抱'), (2, 'い'), (2, 'て')]",False,False,色
109.66,109.96,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (3, '景'), (2, '色'), (2, '抱'), (2, 'い'), (2, 'て')]",False,False,景
109.359,109.66,-1,あの景色抱いて,"[(3, 'あ'), (3, 'の'), (2, '景'), (2, '色'), (2, '抱'), (2, 'い'), (2, 'て')]",False,False,の
109.059,109.359,-1,あの景色抱いて,"[(3, 'あ'), (2, 'の'), (2, '景'), (2, '色'), (2, '抱'), (2, 'い'), (2, 'て')]",False,True,あ
187.371,188.205,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (3, 'ば'), (3, 'め'), (3, 'ん')]",True,False,ん
187.07,187.371,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (3, 'ば'), (3, 'め'), (2, 'ん')]",False,False,め
186.803,187.07,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (3, 'ば'), (2, 'め'), (2, 'ん')]",False,False,ば
185.669,186.803,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (2, 'ば'), (2, 'め'), (2, 'ん')]",False,False,の
185.369,185.669,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (2, 'の'), (2, 'ば'), (2, 'め'), (2, 'ん')]",False,False,も
185.102,185.369,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (3, 'つ'), (2, 'も'), (2, 'の'), (2, 'ば'), (2, 'め'), (2, 'ん')]",False,False,つ
184.801,185.102,0,いくつものばめん,"[(3, 'い'), (3, 'く'), (2, 'つ'), (2, 'も'), (2, 'の'), (2, 'ば'), (2, 'め'), (2, 'ん')]",False,False,く
184.535,184.801,0,いくつものばめん,"[(3, 'い'), (2, 'く'), (2, 'つ'), (2, 'も'), (2, 'の'), (2, 'ば'), (2, 'め'), (2, 'ん')]",False,True,い
187.07,188.205,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (3, '場'), (3, '面')]",True,False,面
186.803,187.07,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (3, '場'), (2, '面')]",False,False,場
185.669,186.803,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (3, 'の'), (2, '場'), (2, '面')]",False,False,の
185.369,185.669,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (3, 'つ'), (3, 'も'), (2, 'の'), (2, '場'), (2, '面')]",False,False,も
185.102,185.369,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (3, 'つ'), (2, 'も'), (2, 'の'), (2, '場'), (2, '面')]",False,False,つ
184.801,185.102,-1,いくつもの場面,"[(3, 'い'), (3, 'く'), (2, 'つ'), (2, 'も'), (2, 'の'), (2, '場'), (2, '面')]",False,False,く
184.535,184.801,-1,いくつもの場面,"[(3, 'い'), (2, 'く'), (2, 'つ'), (2, 'も'), (2, 'の'), (2, '場'), (2, '面')]",False,True,い
73.657,74.792,0,いっしゅんのきらめきでも,"[(3, 'い'), (3, 'っ'), (3, 'し'), (3, 'ゅ'), (3, 'ん'), (3, 'の'), (3, 'き'), (3, 'ら'), (3, 'め'), (3, 'き'), (3, 'で'), (3, 'も')]",True,False,も
73.357,73.657,0,いっしゅんのきらめきでも,"[(3, 'い'), (3, 'っ'), (3, 'し'), (3, 'ゅ'), (3, 'ん'), (3, 'の'), (3, 'き'), (3, 'ら'), (3, 'め'), (3, 'き'), (3, 'で'), (2, 'も')]",False,False,で
73.09,73.357,0,いっしゅんのきらめきでも,"[(3, 'い'), (3, 'っ'), (3, 'し'), (3, 'ゅ'), (3, 'ん'), (3, 'の'), (3, 'き'), (3, 'ら'), (3, 'め'), (3, 'き'), (2, 'で'), (2, 'も')]",False,False,き
72.79,73.09,0,いっしゅんのきらめきでも,"[(3, 'い'), (3, 'っ'), (3, 'し'), (3, 'ゅ'), (3, 'ん'), (3, 'の'), (3, 'き'), (3, 'ら'), (3, 'め'), (2, 'き'), (2, 'で'), (2, 'も')]",False,False,め
