start,end,line,unformatted,segments,ref_start,ref_end,token
92.409,93.21,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (7, '続'), (7, 'く'), (7, 'な'), (7, 'ら')]",True,False,ら
92.209,92.409,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (7, '続'), (7, 'く'), (7, 'な'), (10, 'ら')]",False,False,な
92.009,92.209,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (7, '続'), (7, 'く'), (10, 'な'), (10, 'ら')]",False,False,く
91.809,92.009,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (7, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,<dupe>
91.642,91.809,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (7, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,続
91.408,91.642,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (7, '後'), (10, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,後
91.208,91.408,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (10, '後'), (10, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,<dupe>
90.808,91.208,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (7, '年'), (10, '後'), (10, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,年
90.607,90.808,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (10, '年'), (10, '後'), (10, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,False,<dupe>
90.04,90.607,-1,100年後続くなら,"[(7, '1'), (7, '0'), (7, '0'), (10, '年'), (10, '後'), (10, '続'), (10, 'く'), (10, 'な'), (10, 'ら')]",False,True,<dupe_ref_end>
153.437,154.037,0,ahh,"[(3, 'a'), (3, 'h'), (3, 'h')]",True,True,ahh
153.437,154.037,-1,ahh,"[(3, 'a'), (3, 'h'), (3, 'h')]",True,True,ahh
165.816,166.216,0,areyouready?,"[(3, 'a'), (3, 'r'), (3, 'e'), (3, 'y'), (3, 'o'), (3, 'u'), (3, 'r'), (3, 'e'), (3, 'a'), (3, 'd'), (3, 'y'), (3, '?')]",True,False,dy?
165.516,165.816,0,areyouready?,"[(3, 'a'), (3, 'r'), (3, 'e'), (3, 'y'), (3, 'o'), (3, 'u'), (3, 'r'), (3, 'e'), (3, 'a'), (10, 'd'), (10, 'y'), (10, '?')]",False,False,rea
165.382,165.516,0,areyouready?,"[(3, 'a'), (3, 'r'), (3, 'e'), (3, 'y'), (3, 'o'), (3, 'u'), (10, 'r'), (10, 'e'), (10, 'a'), (10, 'd'), (10, 'y'), (10, '?')]",False,False,you
165.182,165.382,0,areyouready?,"[(3, 'a'), (3, 'r'), (3, 'e'), (10, 'y'), (10, 'o'), (10, 'u'), (10, 'r'), (10, 'e'), (10, 'a'), (10, 'd'), (10, 'y'), (10, '?')]",False,True,are
60.244,60.611,0,areyouready?,"[(8, 'a'), (8, 'r'), (8, 'e'), (8, 'y'), (8, 'o'), (8, 'u'), (8, 'r'), (8, 'e'), (8, 'a'), (8, 'd'), (8, 'y'), (8, '?')]",True,False,dy?
59.943,60.244,0,areyouready?,"[(8, 'a'), (8, 'r'), (8, 'e'), (8, 'y'), (8, 'o'), (8, 'u'), (8, 'r'), (8, 'e'), (8, 'a'), (10, 'd'), (10, 'y'), (10, '?')]",False,False,rea
