start,end,line,unformatted,segments,ref_start,ref_end,token
23.707,25.876,-1,mix:timothyalv-東京テラスmusicproductionpuppeting:cissxd,"[(2, 'm'), (2, 'i'), (2, 'x'), (2, ':'), (2, 't'), (2, 'i'), (2, 'm'), (2, 'o'), (2, 't'), (2, 'h'), (2, 'y'), (2, 'a'), (2, 'l'), (2, 'v'), (2, '-'), (2, '東'), (2, '京'), (2, 'テ'), (2, 'ラ'), (2, 'ス'), (2, 'm'), (2, 'u'), (2, 's'), (2, 'i'), (2, 'c'), (2, 'p'), (2, 'r'), (2, 'o'), (2, 'd'), (2, 'u'), (2, 'c'), (2, 't'), (2, 'i'), (2, 'o'), (2, 'n'), (2, 'p'), (2, 'u'), (2, 'p'), (2, 'p'), (2, 'e'), (2, 't'), (2, 'i'), (2, 'n'), (2, 'g'), (2, ':'), (2, 'c'), (2, 'i'), (2, 's'), (2, 's'), (2, 'x'), (2, 'd')]",True,True,mix:timothyalv-東京テラスmusicproductionpuppeting:cissxd
21.472,23.707,-1,video:wyuusanart:keira,"[(2, 'v'), (2, 'i'), (2, 'd'), (2, 'e'), (2, 'o'), (2, ':'), (2, 'w'), (2, 'y'), (2, 'u'), (2, 'u'), (2, 's'), (2, 'a'), (2, 'n'), (2, 'a'), (2, 'r'), (2, 't'), (2, ':'), (2, 'k'), (2, 'e'), (2, 'i'), (2, 'r'), (2, 'a')]",True,True,video:wyuusanart:keira
25.876,28.045,-1,vocal:moonahoshinovapavoliareine,"[(2, 'v'), (2, 'o'), (2, 'c'), (2, 'a'), (2, 'l'), (2, ':'), (2, 'm'), (2, 'o'), (2, 'o'), (2, 'n'), (2, 'a'), (2, 'h'), (2, 'o'), (2, 's'), (2, 'h'), (2, 'i'), (2, 'n'), (2, 'o'), (2, 'v'), (2, 'a'), (2, 'p'), (2, 'a'), (2, 'v'), (2, 'o'), (2, 'l'), (2, 'i'), (2, 'a'), (2, 'r'), (2, 'e'), (2, 'i'), (2, 'n'), (2, 'e')]",True,True,vocal:moonahoshinovapavoliareine
70.32,71.121,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, 'し'), (1, 'ょ'), (1, 'う'), (1, 'ぶ'), (1, 'な'), (1, 'の')]",True,False,の
70.02,70.32,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, 'し'), (1, 'ょ'), (1, 'う'), (1, 'ぶ'), (1, 'な'), (5, 'の')]",False,False,な
69.753,70.02,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, 'し'), (1, 'ょ'), (1, 'う'), (1, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,ぶ
69.486,69.753,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, 'し'), (1, 'ょ'), (1, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,う
69.219,69.486,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, 'し'), (1, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,しょ
68.919,69.219,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,て
68.685,68.919,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,っ
68.385,68.685,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (5, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,だ
68.118,68.385,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (5, 'だ'), (5, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,う」
67.851,68.118,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (5, 'う'), (5, '」'), (5, 'だ'), (5, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,よ
67.718,67.851,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (1, 'は'), (5, 'よ'), (5, 'う'), (5, '」'), (5, 'だ'), (5, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,False,は
67.584,67.718,0,「おはよう」だってしょうぶなの,"[(1, '「'), (1, 'お'), (5, 'は'), (5, 'よ'), (5, 'う'), (5, '」'), (5, 'だ'), (5, 'っ'), (5, 'て'), (5, 'し'), (5, 'ょ'), (5, 'う'), (5, 'ぶ'), (5, 'な'), (5, 'の')]",False,True,「お
70.32,71.121,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, '勝'), (1, '負'), (1, 'な'), (1, 'の')]",True,False,の
70.02,70.32,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, '勝'), (1, '負'), (1, 'な'), (5, 'の')]",False,False,な
69.753,70.02,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, '勝'), (1, '負'), (5, 'な'), (5, 'の')]",False,False,負
69.486,69.753,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, '勝'), (5, '負'), (5, 'な'), (5, 'の')]",False,False,<dupe>
69.219,69.486,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (1, '勝'), (5, '負'), (5, 'な'), (5, 'の')]",False,False,勝
68.919,69.219,-1,「おはよう」だって勝負なの,"[(1, '「'), (1, 'お'), (1, 'は'), (1, 'よ'), (1, 'う'), (1, '」'), (1, 'だ'), (1, 'っ'), (1, 'て'), (5, '勝'), (5, '負'), (5, 'な'), (5, 'の')]",False,False,て
