start,end,line,unformatted,segments,ref_start,ref_end,token
201.985,202.719,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'o'), (3, 'i'), (3, ')')]",True,False,boi
201.919,201.985,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (3, 'd'), (3, 'a'), (3, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,da-
201.752,201.919,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,ba-
201.652,201.752,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (2, 'b'), (2, 'a'), (2, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,da-
200.984,201.652,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'a'), (2, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,hoy
200.484,200.984,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (2, 'h'), (2, 'o'), (2, 'y'), (3, '!'), (3, '!'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'a'), (2, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,True,(ah-
197.981,198.682,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'o'), (3, 'i'), (3, ')')]",True,False,boi
197.915,197.981,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (3, 'd'), (3, 'a'), (3, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,da-
197.748,197.915,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (3, 'b'), (3, 'a'), (3, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,ba-
197.648,197.748,92,(ah-hoy!!da-ba-da-boi),"[(3, '('), (3, 'a'), (3, 'h'), (3, '-'), (3, 'h'), (3, 'o'), (3, 'y'), (3, '!'), (3, '!'), (3, 'd'), (3, 'a'), (3, '-'), (2, 'b'), (2, 'a'), (2, '-'), (2, 'd'), (2, 'a'), (2, '-'), (2, 'b'), (2, 'o'), (2, 'i'), (3, ')')]",False,False,da-
