start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
195.445,195.946,0,more,"[(3, 'm'), (3, 'o'), (3, 'r'), (3, 'e')]",True,True,more,False
195.445,195.946,-1,more,"[(3, 'm'), (3, 'o'), (3, 'r'), (3, 'e')]",True,True,more,False
80.597,80.697,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (3, 'け'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん')]",True,False,ん,False
80.497,80.597,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (3, 'け'), (3, 'わ'), (3, 'か'), (3, 'ら'), (2, 'ん')]",False,False,ら,False
80.397,80.497,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (3, 'け'), (3, 'わ'), (3, 'か'), (2, 'ら'), (2, 'ん')]",False,False,か,False
80.297,80.397,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (3, 'け'), (3, 'わ'), (2, 'か'), (2, 'ら'), (2, 'ん')]",False,False,わ,False
80.197,80.297,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (3, 'け'), (2, 'わ'), (2, 'か'), (2, 'ら'), (2, 'ん')]",False,False,け,False
80.064,80.197,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (3, 'わ'), (2, 'け'), (2, 'わ'), (2, 'か'), (2, 'ら'), (2, 'ん')]",False,False,わ,False
79.963,80.064,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (3, 'ん'), (2, 'わ'), (2, 'け'), (2, 'わ'), (2, 'か'), (2, 'ら'), (2, 'ん')]",False,False,ん,False
79.863,79.963,0,takealookaroundてかわからんわけわからん,"[(3, 't'), (3, 'a'), (3, 'k'), (3, 'e'), (3, 'a'), (3, 'l'), (3, 'o'), (3, 'o'), (3, 'k'), (3, 'a'), (3, 'r'), (3, 'o'), (3, 'u'), (3, 'n'), (3, 'd'), (3, 'て'), (3, 'か'), (3, 'わ'), (3, 'か'), (3, 'ら'), (2, 'ん'), (2, 'わ'), (2, 'け'), (2, 'わ'), (2, 'か'), (2, 'ら'), (2, 'ん')]",False,False,ら,False
