start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
52.736,53.237,0,3.2.1!,"[(166, '3'), (133, '.'), (90, '2'), (60, '.'), (48, '1'), (41, '!')]",True,False,1!,False
52.236,52.736,0,3.2.1!,"[(166, '3'), (133, '.'), (90, '2'), (60, '.'), (185, '1'), (185, '!')]",False,False,2.,False
51.735,52.236,0,3.2.1!,"[(166, '3'), (133, '.'), (185, '2'), (185, '.'), (185, '1'), (185, '!')]",False,True,3.,False
52.736,53.237,-1,3.2.1!,"[(166, '3'), (133, '.'), (90, '2'), (60, '.'), (48, '1'), (41, '!')]",True,False,1!,False
52.236,52.736,-1,3.2.1!,"[(166, '3'), (133, '.'), (90, '2'), (60, '.'), (185, '1'), (185, '!')]",False,False,2.,False
51.735,52.236,-1,3.2.1!,"[(166, '3'), (133, '.'), (185, '2'), (185, '.'), (185, '1'), (185, '!')]",False,True,3.,False
80.764,83.4,85,hololiveidolproject-あすいろclearsky,"[(96, 'h'), (74, 'o'), (39, 'l'), (36, 'o'), (30, 'l'), (27, 'i'), (22, 'v'), (18, 'e'), (13, 'i'), (9, 'd'), (4, 'o'), (6, 'l'), (10, 'p'), (12, 'r'), (15, 'o'), (20, 'j'), (23, 'e'), (26, 'c'), (28, 't'), (34, '-'), (37, 'あ'), (40, 'す'), (56, 'い'), (69, 'ろ'), (81, 'c'), (91, 'l'), (101, 'e'), (109, 'a'), (119, 'r'), (126, 's'), (134, 'k'), (140, 'y')]",True,True,hololiveidolproject-あすいろclearsky,False
79.296,79.797,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (222, 'は'), (190, 'こ'), (166, 'ぶ'), (64, 'か'), (41, 'ら')]",True,False,ら,False
79.096,79.296,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (222, 'は'), (190, 'こ'), (166, 'ぶ'), (64, 'か'), (185, 'ら')]",False,False,か,False
78.796,79.096,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (222, 'は'), (190, 'こ'), (166, 'ぶ'), (185, 'か'), (185, 'ら')]",False,False,ぶ,False
78.629,78.796,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (222, 'は'), (190, 'こ'), (185, 'ぶ'), (185, 'か'), (185, 'ら')]",False,False,こ,False
78.128,78.629,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (222, 'は'), (185, 'こ'), (185, 'ぶ'), (185, 'か'), (185, 'ら')]",False,False,は,False
77.928,78.128,0,あしたへはこぶから,"[(191, 'あ'), (57, 'し'), (117, 'た'), (162, 'へ'), (185, 'は'), (185, 'こ'), (185, 'ぶ'), (185, 'か'), (185, 'ら')]",False,False,へ,False
