start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
11.195,14.398,-1,allinstruments&amp;programming：おぐらあすか,"[(16, 'allinstruments&amp;programming：おぐらあすか')]",True,True,0,allinstruments&amp;programming：おぐらあすか
14.398,17.568,-1,mix:masahirokawata,"[(16, 'mix:masahirokawata')]",True,True,0,mix:masahirokawata
17.568,20.07,-1,movie:ぽかげ,"[(16, 'movie:ぽかげ')]",True,True,0,movie:ぽかげ
61.578,61.979,0,「おどろうよ」,"[(1, '「'), (11, 'お'), (22, 'ど'), (33, 'ろ'), (45, 'う'), (56, 'よ'), (67, '」')]",True,False,66,「おどろうよ」
61.345,61.578,0,「おどろうよ」,"[(1, '「'), (11, 'お'), (22, 'ど'), (33, 'ろ'), (45, 'う'), (66, 'よ」')]",False,False,66,よ」
61.078,61.345,0,「おどろうよ」,"[(1, '「'), (11, 'お'), (22, 'ど'), (33, 'ろ'), (66, 'うよ」')]",False,False,66,うよ」
60.778,61.078,0,「おどろうよ」,"[(1, '「'), (11, 'お'), (22, 'ど'), (66, 'ろうよ」')]",False,False,66,ろうよ」
60.577,60.778,0,「おどろうよ」,"[(1, '「'), (11, 'お'), (66, 'どろうよ」')]",False,True,66,どろうよ」
144.795,145.162,0,「めをとじて」,"[(1, '「'), (11, 'め'), (22, 'を'), (33, 'と'), (45, 'じ'), (56, 'て'), (67, '」')]",True,False,66,「めをとじて」
144.561,144.795,0,「めをとじて」,"[(1, '「'), (11, 'め'), (22, 'を'), (33, 'と'), (45, 'じ'), (66, 'て」')]",False,False,66,て」
144.294,144.561,0,「めをとじて」,"[(1, '「'), (11, 'め'), (22, 'を'), (33, 'と'), (66, 'じて」')]",False,False,66,じて」
143.994,144.294,0,「めをとじて」,"[(1, '「'), (11, 'め'), (22, 'を'), (66, 'とじて」')]",False,False,66,とじて」
143.76,143.994,0,「めをとじて」,"[(1, '「'), (11, 'め'), (66, 'をとじて」')]",False,True,66,をとじて」
144.795,145.162,-1,「目を閉じて」,"[(1, '「'), (11, '目'), (22, 'を'), (33, '閉'), (45, 'じ'), (56, 'て'), (67, '」')]",True,False,66,「目を閉じて」
144.561,144.795,-1,「目を閉じて」,"[(1, '「'), (11, '目'), (22, 'を'), (33, '閉'), (45, 'じ'), (66, 'て」')]",False,False,66,て」
144.294,144.561,-1,「目を閉じて」,"[(1, '「'), (11, '目'), (22, 'を'), (33, '閉'), (66, 'じて」')]",False,False,66,じて」
143.994,144.294,-1,「目を閉じて」,"[(1, '「'), (11, '目'), (22, 'を'), (66, '閉じて」')]",False,False,66,閉じて」
143.76,143.994,-1,「目を閉じて」,"[(1, '「'), (11, '目'), (66, 'を閉じて」')]",False,True,66,を閉じて」
61.578,61.979,-1,「踊ろうよ」,"[(1, '「'), (11, '踊'), (33, 'ろ'), (45, 'う'), (56, 'よ'), (67, '」')]",True,False,66,「踊ろうよ」
61.345,61.578,-1,「踊ろうよ」,"[(1, '「'), (11, '踊'), (33, 'ろ'), (45, 'う'), (66, 'よ」')]",False,False,66,よ」
61.078,61.345,-1,「踊ろうよ」,"[(1, '「'), (11, '踊'), (33, 'ろ'), (66, 'うよ」')]",False,False,66,うよ」
60.577,61.078,-1,「踊ろうよ」,"[(1, '「'), (11, '踊'), (66, 'ろうよ」')]",False,False,66,ろうよ」
86.37,87.571,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (37, 'つ'), (45, 'は'), (53, 'じ'), (60, 'け'), (67, 'た')]",True,False,66,あかいかじつはじけた
86.17,86.37,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (37, 'つ'), (45, 'は'), (53, 'じ'), (60, 'け'), (66, 'た')]",False,False,66,た
85.969,86.17,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (37, 'つ'), (45, 'は'), (53, 'じ'), (66, 'けた')]",False,False,66,けた
85.869,85.969,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (37, 'つ'), (45, 'は'), (66, 'じけた')]",False,False,66,じけた
85.769,85.869,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (37, 'つ'), (66, 'はじけた')]",False,False,66,はじけた
85.569,85.769,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (29, 'じ'), (66, 'つはじけた')]",False,False,66,つはじけた
85.169,85.569,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (22, 'か'), (66, 'じつはじけた')]",False,False,66,じつはじけた
84.768,85.169,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (14, 'い'), (66, 'かじつはじけた')]",False,False,66,かじつはじけた
84.568,84.768,0,あかいかじつはじけた,"[(1, 'あ'), (7, 'か'), (66, 'いかじつはじけた')]",False,False,66,いかじつはじけた
84.368,84.568,0,あかいかじつはじけた,"[(1, 'あ'), (66, 'かいかじつはじけた')]",False,True,66,かいかじつはじけた
206.39,207.191,0,あまつかぜくものかよいじ,"[(67, 'あまつかぜくものかよいじ')]",True,False,44,あまつかぜくものかよいじ
205.956,206.39,0,あまつかぜくものかよいじ,"[(67, 'あまつかぜくものかよい'), (44, 'じ')]",False,False,44,じ
205.589,205.956,0,あまつかぜくものかよいじ,"[(67, 'あまつかぜくものかよ'), (44, 'いじ')]",False,False,44,いじ
205.222,205.589,0,あまつかぜくものかよいじ,"[(67, 'あまつかぜくものか'), (44, 'よいじ')]",False,False,44,よいじ
204.788,205.222,0,あまつかぜくものかよいじ,"[(67, 'あまつかぜくもの'), (44, 'かよいじ')]",False,False,44,かよいじ
