start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
15.165,16.867,-1,2dworks:ロ～ズ,"[(3, '2dworks:ロ～ズ')]",True,True,0,2dworks:ロ～ズ
2.82,3.754,0,hello!hello!everyone,"[(3, 'hello!hello!everyone')]",True,False,2,hello!hello!everyone
2.653,2.82,0,hello!hello!everyone,"[(3, 'hello!hello!every'), (2, 'one')]",False,False,2,one
2.486,2.653,0,hello!hello!everyone,"[(3, 'hello!hello!eve'), (2, 'ryone')]",False,False,2,ryone
2.386,2.486,0,hello!hello!everyone,"[(3, 'hello!hello!'), (2, 'everyone')]",False,False,2,everyone
2.252,2.386,0,hello!hello!everyone,"[(3, 'hello!hel'), (2, 'lo'), (3, '!'), (2, 'everyone')]",False,False,2,lo!everyone
2.186,2.252,0,hello!hello!everyone,"[(3, 'hello!'), (2, 'hello'), (3, '!'), (2, 'everyone')]",False,False,2,hello!everyone
2.019,2.186,0,hello!hello!everyone,"[(3, 'hel'), (2, 'lo'), (3, '!'), (2, 'hello'), (3, '!'), (2, 'everyone')]",False,False,2,lo!hello!everyone
2.82,3.754,-1,hello!hello!everyone,"[(3, 'hello!hello!everyone')]",False,False,2,hello!hello!everyone
2.653,2.82,-1,hello!hello!everyone,"[(3, 'hello!hello!every'), (2, 'one')]",False,False,2,one
2.486,2.653,-1,hello!hello!everyone,"[(3, 'hello!hello!eve'), (2, 'ryone')]",False,False,2,ryone
2.386,2.486,-1,hello!hello!everyone,"[(3, 'hello!hello!'), (2, 'everyone')]",False,False,2,everyone
2.252,2.386,-1,hello!hello!everyone,"[(3, 'hello!hel'), (2, 'lo'), (3, '!'), (2, 'everyone')]",False,False,2,lo!everyone
2.186,2.252,-1,hello!hello!everyone,"[(3, 'hello!'), (2, 'hello'), (3, '!'), (2, 'everyone')]",False,False,2,hello!everyone
2.019,2.186,-1,hello!hello!everyone,"[(3, 'hel'), (2, 'lo'), (3, '!'), (2, 'hello'), (3, '!'), (2, 'everyone')]",False,True,2,lo!hello!everyone
11.795,13.497,-1,illustration:ちゃっぴー,"[(3, 'illustration:ちゃっぴー')]",True,True,0,illustration:ちゃっぴー
