start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
72.723,73.757,0,darknesswillfadeaway,"[(3, 'darknesswillfadeaway')]",True,False,2,darknesswillfadeaway
72.256,72.723,0,darknesswillfadeaway,"[(3, 'darknesswillfadea'), (2, 'way')]",False,False,2,way
71.722,72.256,0,darknesswillfadeaway,"[(3, 'darknesswillfade'), (2, 'away')]",False,False,2,away
71.555,71.722,0,darknesswillfadeaway,"[(3, 'darknesswill'), (2, 'fadeaway')]",False,False,2,fadeaway
71.288,71.555,0,darknesswillfadeaway,"[(3, 'darkness'), (2, 'willfadeaway')]",False,False,2,willfadeaway
71.021,71.288,0,darknesswillfadeaway,"[(3, 'dark'), (2, 'nesswillfadeaway')]",False,False,2,nesswillfadeaway
5.155,6.156,0,darknesswillfadeaway,"[(3, 'darknesswillfadeaway')]",False,False,2,darknesswillfadeaway
4.621,5.155,0,darknesswillfadeaway,"[(3, 'darknesswillfadea'), (2, 'way')]",False,False,2,way
4.121,4.621,0,darknesswillfadeaway,"[(3, 'darknesswillfade'), (2, 'away')]",False,False,2,away
3.954,4.121,0,darknesswillfadeaway,"[(3, 'darknesswill'), (2, 'fadeaway')]",False,False,2,fadeaway
3.687,3.954,0,darknesswillfadeaway,"[(3, 'darkness'), (2, 'willfadeaway')]",False,False,2,willfadeaway
3.387,3.687,0,darknesswillfadeaway,"[(3, 'dark'), (2, 'nesswillfadeaway')]",False,False,2,nesswillfadeaway
72.723,73.757,-1,darknesswillfadeaway,"[(3, 'darknesswillfadeaway')]",False,False,2,darknesswillfadeaway
72.256,72.723,-1,darknesswillfadeaway,"[(3, 'darknesswillfadea'), (2, 'way')]",False,False,2,way
71.722,72.256,-1,darknesswillfadeaway,"[(3, 'darknesswillfade'), (2, 'away')]",False,False,2,away
71.555,71.722,-1,darknesswillfadeaway,"[(3, 'darknesswill'), (2, 'fadeaway')]",False,False,2,fadeaway
71.288,71.555,-1,darknesswillfadeaway,"[(3, 'darkness'), (2, 'willfadeaway')]",False,False,2,willfadeaway
