start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
14.064,17.601,92,artandanimation:alicemagic,"[(2, 'artandanimation:alicemagic')]",True,True,0,artandanimation:alicemagic
10.527,14.064,92,chorus:holomembers,"[(2, 'chorus:holomembers')]",True,True,0,chorus:holomembers
310.06,314.031,0,lalalala,"[(5, 'la'), (2, 'lalala')]",True,False,36,lalalala
309.86,310.06,0,lalalala,"[(5, 'la'), (6, 'la'), (25, 'la'), (36, 'la')]",False,False,36,la
309.593,309.86,0,lalalala,"[(5, 'la'), (20, 'la'), (36, 'lala')]",False,False,36,lala
308.325,309.593,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
306.823,308.325,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
306.423,306.823,0,lalalala,"[(5, 'la'), (2, 'la'), (11, 'la'), (36, 'la')]",False,False,36,la
305.756,306.423,0,lalalala,"[(5, 'la'), (2, 'la'), (36, 'lala')]",False,False,36,lala
305.155,305.756,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
303.687,305.155,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
303.487,303.687,0,lalalala,"[(5, 'la'), (6, 'la'), (23, 'la'), (36, 'la')]",False,False,36,la
303.22,303.487,0,lalalala,"[(5, 'la'), (20, 'la'), (36, 'lala')]",False,False,36,lala
301.952,303.22,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
297.314,301.952,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
297.114,297.314,0,lalalala,"[(5, 'la'), (6, 'la'), (23, 'la'), (36, 'la')]",False,False,36,la
296.847,297.114,0,lalalala,"[(5, 'la'), (20, 'la'), (36, 'lala')]",False,False,36,lala
295.579,296.847,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
294.044,295.579,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
293.644,294.044,0,lalalala,"[(5, 'la'), (2, 'la'), (11, 'la'), (36, 'la')]",False,False,36,la
292.976,293.644,0,lalalala,"[(5, 'la'), (2, 'la'), (36, 'lala')]",False,False,36,lala
292.376,292.976,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
290.907,292.376,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
290.707,290.907,0,lalalala,"[(5, 'la'), (6, 'la'), (23, 'la'), (36, 'la')]",False,False,36,la
290.44,290.707,0,lalalala,"[(5, 'la'), (20, 'la'), (36, 'lala')]",False,False,36,lala
289.172,290.44,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
284.501,289.172,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
284.301,284.501,0,lalalala,"[(5, 'la'), (8, 'la'), (23, 'la'), (36, 'la')]",False,False,36,la
284.101,284.301,0,lalalala,"[(5, 'la'), (23, 'la'), (36, 'lala')]",False,False,36,lala
282.766,284.101,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
281.265,282.766,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
280.864,281.265,0,lalalala,"[(5, 'la'), (2, 'la'), (8, 'la'), (36, 'la')]",False,False,36,la
280.197,280.864,0,lalalala,"[(5, 'la'), (2, 'la'), (36, 'lala')]",False,False,36,lala
279.463,280.197,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
278.095,279.463,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
277.828,278.095,0,lalalala,"[(5, 'la'), (6, 'la'), (18, 'la'), (36, 'la')]",False,False,36,la
277.628,277.828,0,lalalala,"[(5, 'la'), (25, 'la'), (36, 'lala')]",False,False,36,lala
276.493,277.628,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
271.688,274.925,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
271.421,271.688,0,lalalala,"[(5, 'la'), (8, 'la'), (20, 'la'), (36, 'la')]",False,False,36,la
271.288,271.421,0,lalalala,"[(5, 'la'), (27, 'la'), (36, 'lala')]",False,False,36,lala
270.02,271.288,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
268.418,270.02,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
267.951,268.418,0,lalalala,"[(5, 'la'), (2, 'la'), (6, 'la'), (36, 'la')]",False,False,36,la
267.351,267.951,0,lalalala,"[(5, 'la'), (2, 'la'), (36, 'lala')]",False,False,36,lala
266.75,267.351,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
265.349,266.75,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
265.082,265.349,0,lalalala,"[(5, 'la'), (8, 'la'), (20, 'la'), (36, 'la')]",False,False,36,la
264.948,265.082,0,lalalala,"[(5, 'la'), (27, 'la'), (36, 'lala')]",False,False,36,lala
263.614,264.948,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
258.942,262.112,0,lalalala,"[(5, 'la'), (2, 'lalala')]",False,False,36,lalalala
258.742,258.942,0,lalalala,"[(5, 'la'), (6, 'la'), (25, 'la'), (36, 'la')]",False,False,36,la
258.475,258.742,0,lalalala,"[(5, 'la'), (20, 'la'), (36, 'lala')]",False,False,36,lala
257.474,258.475,0,lalalala,"[(5, 'la'), (36, 'lalala')]",False,False,36,lalala
6.991,10.527,92,mix:よしけん,"[(2, 'mix:よしけん')]",True,True,0,mix:よしけん
3.487,6.991,92,music:tokyoterracemp,"[(2, 'music:tokyoterracemp')]",True,True,0,music:tokyoterracemp
17.601,21.105,92,vocals:hakosbaelz,"[(2, 'vocals:hakosbaelz')]",True,True,0,vocals:hakosbaelz
162.246,167.117,92,あいたい,"[(5, 'あ'), (2, 'いたい')]",True,False,36,あいたい
161.979,162.246,92,あいたい,"[(5, 'あ'), (2, 'い'), (19, 'た'), (36, 'い')]",False,False,36,い
161.712,161.979,92,あいたい,"[(5, 'あ'), (18, 'い'), (36, 'たい')]",False,False,36,たい
160.511,161.712,92,あいたい,"[(5, 'あ'), (36, 'いたい')]",False,False,36,いたい
162.246,167.117,0,あいたい,"[(5, 'あ'), (2, 'いたい')]",False,False,36,あいたい
161.979,162.246,0,あいたい,"[(5, 'あ'), (2, 'い'), (19, 'た'), (36, 'い')]",False,False,36,い
161.712,161.979,0,あいたい,"[(5, 'あ'), (18, 'い'), (36, 'たい')]",False,False,36,たい
160.511,161.712,0,あいたい,"[(5, 'あ'), (36, 'いたい')]",False,False,36,いたい
123.407,124.675,92,あいたい　もう一度,"[(5, 'あ'), (2, 'いたい\u3000'), (6, 'も'), (2, 'う'), (6, '一'), (2, '度')]",True,False,36,あいたい　もう一度
122.906,123.407,92,あいたい　もう一度,"[(5, 'あ'), (2, 'いたい\u3000'), (6, 'も'), (2, 'う'), (6, '一'), (36, '度')]",False,False,36,度
121.638,122.906,92,あいたい　もう一度,"[(5, 'あ'), (2, 'いたい\u3000'), (6, 'も'), (2, 'う'), (36, '一度')]",False,False,36,一度
121.071,121.638,92,あいたい　もう一度,"[(5, 'あ'), (2, 'いたい\u3000'), (6, 'も'), (36, 'う一度')]",False,False,36,う一度
120.003,121.071,92,あいたい　もう一度,"[(5, 'あ'), (2, 'いたい\u3000'), (36, 'もう一度')]",False,False,36,もう一度
119.603,120.003,92,あいたい　もう一度,"[(5, 'あ'), (2, 'い'), (11, 'た'), (36, 'い\u3000もう一度')]",False,False,36,い　もう一度
119.336,119.603,92,あいたい　もう一度,"[(5, 'あ'), (20, 'い'), (36, 'たい\u3000もう一度')]",False,False,36,たい　もう一度
118.135,119.336,92,あいたい　もう一度,"[(5, 'あ'), (36, 'いたい\u3000もう一度')]",False,False,36,いたい　もう一度
