start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
188.839,190.507,92,...おあじはいかが？,"[(2, '...おあじはいかが？')]",True,False,3,...おあじはいかが？
188.639,188.839,92,...おあじはいかが？,"[(2, '...おあじはいか'), (3, 'が？')]",False,False,3,が？
188.438,188.639,92,...おあじはいかが？,"[(2, '...おあじはい'), (3, 'かが？')]",False,False,3,かが？
188.071,188.438,92,...おあじはいかが？,"[(2, '...おあじは'), (3, 'いかが？')]",False,False,3,いかが？
187.871,188.071,92,...おあじはいかが？,"[(2, '...おあじ'), (3, 'はいかが？')]",False,False,3,はいかが？
187.504,187.871,92,...おあじはいかが？,"[(2, '...おあ'), (3, 'じはいかが？')]",False,False,3,じはいかが？
187.304,187.504,92,...おあじはいかが？,"[(2, '...お'), (3, 'あじはいかが？')]",False,False,3,あじはいかが？
188.839,190.507,0,...おあじはいかが？,"[(2, '...おあじはいかが？')]",False,False,3,...おあじはいかが？
188.639,188.839,0,...おあじはいかが？,"[(2, '...おあじはいか'), (3, 'が？')]",False,False,3,が？
188.438,188.639,0,...おあじはいかが？,"[(2, '...おあじはい'), (3, 'かが？')]",False,False,3,かが？
188.071,188.438,0,...おあじはいかが？,"[(2, '...おあじは'), (3, 'いかが？')]",False,False,3,いかが？
187.871,188.071,0,...おあじはいかが？,"[(2, '...おあじ'), (3, 'はいかが？')]",False,False,3,はいかが？
187.504,187.871,0,...おあじはいかが？,"[(2, '...おあ'), (3, 'じはいかが？')]",False,False,3,じはいかが？
187.304,187.504,0,...おあじはいかが？,"[(2, '...お'), (3, 'あじはいかが？')]",False,True,3,あじはいかが？
74.792,76.326,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎるbaby')]",True,False,3,bemyboyわがまますぎるbaby
74.425,74.792,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎるba'), (3, 'by')]",False,False,3,by
74.224,74.425,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎる'), (3, 'baby')]",False,False,3,baby
74.024,74.224,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎ'), (3, 'るbaby')]",False,False,3,るbaby
73.857,74.024,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまます'), (3, 'ぎるbaby')]",False,False,3,ぎるbaby
73.657,73.857,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまま'), (3, 'すぎるbaby')]",False,False,3,すぎるbaby
73.49,73.657,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがま'), (3, 'ますぎるbaby')]",False,False,3,ますぎるbaby
73.29,73.49,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわが'), (3, 'まますぎるbaby')]",False,False,3,まますぎるbaby
73.09,73.29,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわ'), (3, 'がまますぎるbaby')]",False,False,3,がまますぎるbaby
72.723,73.09,92,bemyboyわがまますぎるbaby,"[(2, 'bemyboy'), (3, 'わがまますぎるbaby')]",False,False,3,わがまますぎるbaby
72.356,72.723,92,bemyboyわがまますぎるbaby,"[(2, 'bemy'), (3, 'boyわがまますぎるbaby')]",False,False,3,boyわがまますぎるbaby
71.989,72.356,92,bemyboyわがまますぎるbaby,"[(2, 'be'), (3, 'myboyわがまますぎるbaby')]",False,False,3,myboyわがまますぎるbaby
74.792,76.326,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎるbaby')]",False,False,3,bemyboyわがまますぎるbaby
74.425,74.792,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎるba'), (3, 'by')]",False,False,3,by
74.224,74.425,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎる'), (3, 'baby')]",False,False,3,baby
74.024,74.224,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまますぎ'), (3, 'るbaby')]",False,False,3,るbaby
73.857,74.024,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまます'), (3, 'ぎるbaby')]",False,False,3,ぎるbaby
73.657,73.857,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがまま'), (3, 'すぎるbaby')]",False,False,3,すぎるbaby
73.49,73.657,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわがま'), (3, 'ますぎるbaby')]",False,False,3,ますぎるbaby
73.29,73.49,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわが'), (3, 'まますぎるbaby')]",False,False,3,まますぎるbaby
73.09,73.29,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboyわ'), (3, 'がまますぎるbaby')]",False,False,3,がまますぎるbaby
72.723,73.09,0,bemyboyわがまますぎるbaby,"[(2, 'bemyboy'), (3, 'わがまますぎるbaby')]",False,False,3,わがまますぎるbaby
72.356,72.723,0,bemyboyわがまますぎるbaby,"[(2, 'bemy'), (3, 'boyわがまますぎるbaby')]",False,False,3,boyわがまますぎるbaby
71.989,72.356,0,bemyboyわがまますぎるbaby,"[(2, 'be'), (3, 'myboyわがまますぎるbaby')]",False,True,3,myboyわがまますぎるbaby
179.796,181.298,0,getthelastdanceかくごはできてるの？,"[(2, 'getthelastdanceかくごはできてるの？')]",True,False,3,getthelastdanceかくごはできてるの？
179.429,179.796,0,getthelastdanceかくごはできてるの？,"[(2, 'getthelastdanceかくごはできてる'), (3, 'の？')]",False,False,3,の？
179.229,179.429,0,getthelastdanceかくごはできてるの？,"[(2, 'getthelastdanceかくごはできて'), (3, 'るの？')]",False,False,3,るの？
179.062,179.229,0,getthelastdanceかくごはできてるの？,"[(2, 'getthelastdanceかくごはでき'), (3, 'てるの？')]",False,False,3,てるの？
