start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
20.838,22.006,92,mix:k\'s,"[(2, 'm'), (2, 'i'), (2, 'x'), (2, ':'), (2, 'k'), (2, '\\'), (2, ""'""), (2, 's')]",True,True,mix:k\'s,False
22.006,23.14,92,movie:kanauru,"[(2, 'm'), (2, 'o'), (2, 'v'), (2, 'i'), (2, 'e'), (2, ':'), (2, 'k'), (2, 'a'), (2, 'n'), (2, 'a'), (2, 'u'), (2, 'r'), (2, 'u')]",True,True,movie:kanauru,False
18.569,19.703,92,originalartist:40mp,"[(2, 'o'), (2, 'r'), (2, 'i'), (2, 'g'), (2, 'i'), (2, 'n'), (2, 'a'), (2, 'l'), (2, 'a'), (2, 'r'), (2, 't'), (2, 'i'), (2, 's'), (2, 't'), (2, ':'), (2, '4'), (2, '0'), (2, 'm'), (2, 'p')]",True,True,originalartist:40mp,False
19.703,20.838,92,vocals:七詩ムメイ,"[(2, 'v'), (2, 'o'), (2, 'c'), (2, 'a'), (2, 'l'), (2, 's'), (2, ':'), (2, '七'), (2, '詩'), (2, 'ム'), (2, 'メ'), (2, 'イ')]",True,True,vocals:七詩ムメイ,False
50.0,50.2,0,せーの！,"[(2, 'せ'), (2, 'ー'), (2, 'の'), (2, '！')]",True,False,の！,False
49.433,50.0,0,せーの！,"[(2, 'せ'), (2, 'ー'), (3, 'の'), (3, '！')]",False,True,せー,False
68.585,70.287,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (2, 'な'), (2, 'る')]",True,False,る,False
68.285,68.585,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (2, 'な'), (3, 'る')]",False,False,な,False
67.985,68.285,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (3, 'な'), (3, 'る')]",False,False,く,False
67.718,67.985,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,し,False
67.518,67.718,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (3, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,れ,False
67.418,67.518,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (3, 'れ'), (3, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,う,False
67.117,67.418,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,だん,False
66.85,67.117,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (3, 'だ'), (3, 'ん'), (3, 'う'), (3, 'れ'), (3, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,True,だん,False
18.302,20.27,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (2, 'な'), (2, 'る')]",True,False,る,False
18.002,18.302,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (2, 'な'), (3, 'る')]",False,False,な,False
17.701,18.002,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (2, 'く'), (3, 'な'), (3, 'る')]",False,False,く,False
17.401,17.701,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (2, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,し,False
17.267,17.401,0,だんだんうれしくなる,"[(2, 'だ'), (2, 'ん'), (2, 'だ'), (2, 'ん'), (2, 'う'), (2, 'れ'), (3, 'し'), (3, 'く'), (3, 'な'), (3, 'る')]",False,False,れ,False
