start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
6.724,9.226,83,specialthanks:株式会社新横浜ラーメン博物館vocal:hololiveidolproject,"[(53, 'specialthanks:株式会社新横浜ラーメン博物館'), (53, 'vocal:hololiveidolproject')]",True,True,0,specialthanks:株式会社新横浜ラーメン博物館vocal:hololiveidolproject
6.09,6.724,85,vocal:hololiveidolproject,"[(53, 'vocal:hololiveidolproject')]",True,True,0,vocal:hololiveidolproject
15.265,16.734,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おてをはいしゃく〜〜')]",True,False,146,「さぁ、おてをはいしゃく〜〜
15.065,15.265,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おてをはいしゃ'), (146, 'く〜〜')]",False,False,146,く〜〜
14.898,15.065,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おてをはい'), (146, 'しゃく〜〜')]",False,False,146,しゃく〜〜
14.732,14.898,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おてをは'), (146, 'いしゃく〜〜')]",False,False,146,いしゃく〜〜
14.465,14.732,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おてを'), (146, 'はいしゃく〜〜')]",False,False,146,はいしゃく〜〜
14.331,14.465,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、おて'), (146, 'をはいしゃく〜〜')]",False,False,146,をはいしゃく〜〜
14.031,14.331,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、お'), (146, 'てをはいしゃく〜〜')]",False,False,146,てをはいしゃく〜〜
13.564,14.031,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さぁ、'), (146, 'おてをはいしゃく〜〜')]",False,False,146,おてをはいしゃく〜〜
13.297,13.564,0,「さぁ、おてをはいしゃく〜〜,"[(80, '「さ'), (146, 'ぁ、おてをはいしゃく〜〜')]",False,True,146,ぁ、おてをはいしゃく〜〜
15.065,16.734,92,「さぁ、お手を拝借〜〜,"[(80, '「さぁ、お手を拝借〜〜')]",True,False,146,「さぁ、お手を拝借〜〜
14.732,15.065,92,「さぁ、お手を拝借〜〜,"[(80, '「さぁ、お手を拝'), (146, '借〜〜')]",False,False,146,借〜〜
