start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
21.605,23.073,83,programming&amp;allotherinstruments：秋浦智裕(agehaspringsparty),"[(36, 'programming&amp;allotherinstruments：'), (36, '秋浦智裕(agehaspringsparty)')]",True,True,0,programming&amp;allotherinstruments：秋浦智裕(agehaspringsparty)
15.733,21.605,7,shinysmilystory/hololiveidolproject,"[(36, 'shinysmilystory/hololiveidolproject')]",True,True,0,shinysmilystory/hololiveidolproject
20.137,21.605,85,strings：吉田宇宙ストリングス,"[(36, 'strings：吉田宇宙ストリングス')]",True,True,0,strings：吉田宇宙ストリングス
23.073,24.541,85,vocal：hololiveidolproject,"[(36, 'vocal：hololiveidolproject')]",True,True,0,vocal：hololiveidolproject
54.371,55.072,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (30, 'ら'), (32, 'め'), (35, 'の'), (38, 'も'), (40, 'じ')]",True,False,85,あきらめのもじ
54.171,54.371,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (30, 'ら'), (32, 'め'), (35, 'の'), (38, 'も'), (85, 'じ')]",False,False,85,じ
53.804,54.171,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (30, 'ら'), (32, 'め'), (35, 'の'), (85, 'もじ')]",False,False,85,もじ
53.604,53.804,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (30, 'ら'), (32, 'め'), (85, 'のもじ')]",False,False,85,のもじ
53.237,53.604,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (30, 'ら'), (85, 'めのもじ')]",False,False,85,めのもじ
53.07,53.237,0,あきらめのもじ,"[(24, 'あ'), (27, 'き'), (85, 'らめのもじ')]",False,False,85,らめのもじ
52.87,53.07,0,あきらめのもじ,"[(24, 'あ'), (85, 'きらめのもじ')]",False,True,85,きらめのもじ
81.432,81.965,0,あくせすしてみたい,"[(134, 'あ'), (103, 'く'), (121, 'せ'), (64, 'す'), (132, 'し'), (19, 'て'), (40, 'み'), (66, 'た'), (133, 'い')]",True,False,85,あくせすしてみたい
81.065,81.432,0,あくせすしてみたい,"[(134, 'あ'), (103, 'く'), (121, 'せ'), (64, 'す'), (132, 'し'), (19, 'て'), (40, 'み'), (66, 'た'), (85, 'い')]",False,False,85,い
