start,end,line,unformatted,segments,ref_start,ref_end,token,dupe
174.424,175.292,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (1, 'け')]",True,False,け,False
174.258,174.424,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (1, 'だ'), (102, 'け')]",False,False,だ,False
174.091,174.258,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (1, 'ん'), (102, 'だ'), (102, 'け')]",False,False,ん,False
173.924,174.091,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (1, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,ぶ,False
173.59,173.924,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (1, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,の,False
173.29,173.59,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (1, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,み,False
173.056,173.29,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (1, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,た,False
172.723,173.056,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (1, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,False,い,False
171.355,172.723,0,ahいたみのぶんだけ,"[(1, 'a'), (1, 'h'), (102, 'い'), (102, 'た'), (102, 'み'), (102, 'の'), (102, 'ぶ'), (102, 'ん'), (102, 'だ'), (102, 'け')]",False,True,ah,False
232.049,232.883,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (93, 'て'), (101, 'も')]",True,False,も,False
231.848,232.049,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (93, 'て'), (102, 'も')]",False,False,て,False
231.748,231.848,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (83, 'く'), (102, 'て'), (102, 'も')]",False,False,く,False
231.515,231.748,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (74, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,な,False
231.181,231.515,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (55, 'じ'), (64, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,じゃ,False
230.847,231.181,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (47, 'き'), (102, 'じ'), (102, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,き,False
230.681,230.847,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (37, 'ぺ'), (102, 'き'), (102, 'じ'), (102, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,ぺ,False
230.514,230.681,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (27, 'ん'), (102, 'ぺ'), (102, 'き'), (102, 'じ'), (102, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,ん,False
230.314,230.514,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (19, 'か'), (102, 'ん'), (102, 'ぺ'), (102, 'き'), (102, 'じ'), (102, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,False,か,False
228.946,230.314,0,ahかんぺきじゃなくても,"[(1, 'a'), (9, 'h'), (102, 'か'), (102, 'ん'), (102, 'ぺ'), (102, 'き'), (102, 'じ'), (102, 'ゃ'), (102, 'な'), (102, 'く'), (102, 'て'), (102, 'も')]",False,True,ah,False
