start,end,line,unformatted,segments,ref_start,ref_end,common_number,remainder
48.532,49.9,78,dearmyfriends,"[(1, 'd'), (75, 'e'), (154, 'a'), (95, 'r'), (72, 'm'), (100, 'y'), (211, 'f'), (225, 'r'), (190, 'i'), (155, 'e'), (22, 'n'), (30, 'd'), (142, 's')]",True,False,205,dearmyfriends
48.065,48.532,78,dearmyfriends,"[(1, 'd'), (75, 'e'), (154, 'a'), (95, 'r'), (72, 'm'), (100, 'y'), (205, 'friends')]",False,False,205,friends
47.765,48.065,78,dearmyfriends,"[(1, 'd'), (75, 'e'), (154, 'a'), (95, 'r'), (205, 'myfriends')]",False,False,205,myfriends
47.598,47.765,78,dearmyfriends,"[(1, 'd'), (75, 'e'), (205, 'armyfriends')]",False,True,205,armyfriends
76.36,79.229,78,dreamingdays,"[(1, 'd'), (114, 'r'), (134, 'e'), (65, 'a'), (90, 'm'), (159, 'i'), (212, 'n'), (228, 'g'), (185, 'd'), (46, 'a'), (21, 'y'), (142, 's')]",True,False,205,dreamingdays
76.026,76.36,78,dreamingdays,"[(1, 'd'), (114, 'r'), (134, 'e'), (65, 'a'), (90, 'm'), (159, 'i'), (212, 'n'), (228, 'g'), (205, 'days')]",False,False,205,days
75.659,76.026,78,dreamingdays,"[(1, 'd'), (114, 'r'), (134, 'e'), (65, 'a'), (205, 'mingdays')]",False,False,205,mingdays
75.492,75.659,78,dreamingdays,"[(1, 'd'), (205, 'reamingdays')]",False,True,205,reamingdays
50.667,53.504,-1,hololiveidolproject-dreamingdays,"[(1, 'h'), (23, 'o'), (50, 'l'), (126, 'o'), (176, 'l'), (149, 'i'), (124, 'v'), (97, 'e'), (60, 'i'), (69, 'd'), (76, 'o'), (86, 'l'), (106, 'p'), (129, 'r'), (156, 'o'), (180, 'j'), (207, 'e'), (213, 'c'), (219, 't'), (224, '-'), (200, 'd'), (197, 'r'), (194, 'e'), (181, 'a'), (145, 'm'), (58, 'i'), (27, 'n'), (3, 'g'), (16, 'd'), (39, 'a'), (88, 'y'), (142, 's')]",True,True,0,hololiveidolproject-dreamingdays
60.477,61.345,0,いっぽいっぽをふみだしてとっぷをめざそう,"[(1, 'い'), (9, 'っ'), (17, 'ぽ'), (28, 'い'), (40, 'っ'), (51, 'ぽ'), (84, 'を'), (118, 'ふ'), (139, 'み'), (165, 'だ'), (174, 'し'), (162, 'て'), (151, 'と'), (140, 'っ'), (132, 'ぷ'), (122, 'を'), (113, 'め'), (99, 'ざ'), (81, 'そ'), (57, 'う')]",True,False,205,いっぽいっぽをふみだしてとっぷをめざそう
